"iter","env2_sgd_2500-3000 - EMA/CV","env2_sgd_2500-3000 - EMA/CV__MIN","env2_sgd_2500-3000 - EMA/CV__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/CV","env2_lion_shock_2500-3000 - EMA/CV__MIN","env2_lion_shock_2500-3000 - EMA/CV__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/CV","env2_muon_shock_2500-3000 - EMA/CV__MIN","env2_muon_shock_2500-3000 - EMA/CV__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/CV","env2_adamw_shock_2500-3000 - EMA/CV__MIN","env2_adamw_shock_2500-3000 - EMA/CV__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"2615","0.358831142164482","0.358831142164482","0.358831142164482","82","82","82","0.35027579982342555","0.35027579982342555","0.35027579982342555","82","82","82","0.22539403829971968","0.22539403829971968","0.22539403829971968","82","82","82","0.298774434181518","0.298774434181518","0.298774434181518","82","82","82"
"2620","0.3555154128196803","0.3555154128196803","0.3555154128196803","83","83","83","0.3448383051802631","0.3448383051802631","0.3448383051802631","83","83","83","0.22396233849936795","0.22396233849936795","0.22396233849936795","83","83","83","0.2903167075750739","0.2903167075750739","0.2903167075750739","83","83","83"
"2625","0.35510507812966696","0.35510507812966696","0.35510507812966696","84","84","84","0.3367815736155102","0.3367815736155102","0.3367815736155102","84","84","84","0.2248367024302103","0.2248367024302103","0.2248367024302103","84","84","84","0.2804234528766951","0.2804234528766951","0.2804234528766951","84","84","84"
"2630","0.3532834561673076","0.3532834561673076","0.3532834561673076","85","85","85","0.32700925195439745","0.32700925195439745","0.32700925195439745","85","85","85","0.23546355529380505","0.23546355529380505","0.23546355529380505","85","85","85","0.2785005791655116","0.2785005791655116","0.2785005791655116","85","85","85"
"2635","0.34642025223058204","0.34642025223058204","0.34642025223058204","86","86","86","0.3167205353308031","0.3167205353308031","0.3167205353308031","86","86","86","0.21723984698484652","0.21723984698484652","0.21723984698484652","86","86","86","0.28319617141340675","0.28319617141340675","0.28319617141340675","86","86","86"
"2640","0.3521049137463536","0.3521049137463536","0.3521049137463536","87","87","87","0.3087562414656649","0.3087562414656649","0.3087562414656649","87","87","87","0.21014692008711594","0.21014692008711594","0.21014692008711594","87","87","87","0.27871883041348455","0.27871883041348455","0.27871883041348455","87","87","87"
"2645","0.34589459322565164","0.34589459322565164","0.34589459322565164","88","88","88","0.2969311181072628","0.2969311181072628","0.2969311181072628","88","88","88","0.22822124638907465","0.22822124638907465","0.22822124638907465","88","88","88","0.27503295124994764","0.27503295124994764","0.27503295124994764","88","88","88"
"2650","0.3497509885080695","0.3497509885080695","0.3497509885080695","89","89","89","0.29279756598746254","0.29279756598746254","0.29279756598746254","89","89","89","0.22147744850709522","0.22147744850709522","0.22147744850709522","89","89","89","0.2764527045952167","0.2764527045952167","0.2764527045952167","89","89","89"
"2655","0.35297870123984265","0.35297870123984265","0.35297870123984265","90","90","90","0.29049250679990196","0.29049250679990196","0.29049250679990196","90","90","90","0.22035905556208274","0.22035905556208274","0.22035905556208274","90","90","90","0.26051905129349867","0.26051905129349867","0.26051905129349867","90","90","90"
"2660","0.3482369725630934","0.3482369725630934","0.3482369725630934","91","91","91","0.29758619790521695","0.29758619790521695","0.29758619790521695","91","91","91","0.22437577190918098","0.22437577190918098","0.22437577190918098","91","91","91","0.2620965682547915","0.2620965682547915","0.2620965682547915","91","91","91"
"2665","0.3439365597240534","0.3439365597240534","0.3439365597240534","92","92","92","0.28891766088916226","0.28891766088916226","0.28891766088916226","92","92","92","0.21165962167171865","0.21165962167171865","0.21165962167171865","92","92","92","0.259754227007257","0.259754227007257","0.259754227007257","92","92","92"
"2670","0.3305466721037864","0.3305466721037864","0.3305466721037864","93","93","93","0.2850838643040218","0.2850838643040218","0.2850838643040218","93","93","93","0.21093627243324498","0.21093627243324498","0.21093627243324498","93","93","93","0.2533123626962665","0.2533123626962665","0.2533123626962665","93","93","93"
"2675","0.31212532580161084","0.31212532580161084","0.31212532580161084","94","94","94","0.2808727876379849","0.2808727876379849","0.2808727876379849","94","94","94","0.19617750905235645","0.19617750905235645","0.19617750905235645","94","94","94","0.24338265603667955","0.24338265603667955","0.24338265603667955","94","94","94"
"2680","0.31582651420330293","0.31582651420330293","0.31582651420330293","95","95","95","0.2790316654471523","0.2790316654471523","0.2790316654471523","95","95","95","0.20401171198149265","0.20401171198149265","0.20401171198149265","95","95","95","0.25720012371810774","0.25720012371810774","0.25720012371810774","95","95","95"
"2685","0.31251210162034954","0.31251210162034954","0.31251210162034954","96","96","96","0.27999588240881584","0.27999588240881584","0.27999588240881584","96","96","96","0.1980170466178762","0.1980170466178762","0.1980170466178762","96","96","96","0.2632243393453306","0.2632243393453306","0.2632243393453306","96","96","96"
"2690","0.3102516381031026","0.3102516381031026","0.3102516381031026","97","97","97","0.27694843080444986","0.27694843080444986","0.27694843080444986","97","97","97","0.18327577769189912","0.18327577769189912","0.18327577769189912","97","97","97","0.26074442862383473","0.26074442862383473","0.26074442862383473","97","97","97"
"2695","0.30436546721986474","0.30436546721986474","0.30436546721986474","98","98","98","0.272665425652355","0.272665425652355","0.272665425652355","98","98","98","0.18741757115040944","0.18741757115040944","0.18741757115040944","98","98","98","0.25678242842775106","0.25678242842775106","0.25678242842775106","98","98","98"
"2700","0.30367788755325364","0.30367788755325364","0.30367788755325364","99","99","99","0.26703632602783545","0.26703632602783545","0.26703632602783545","99","99","99","0.1958491389603063","0.1958491389603063","0.1958491389603063","99","99","99","0.2462038023251584","0.2462038023251584","0.2462038023251584","99","99","99"
"2705","0.2995823670834634","0.2995823670834634","0.2995823670834634","100","100","100","0.25750407644272966","0.25750407644272966","0.25750407644272966","100","100","100","0.18723370331802558","0.18723370331802558","0.18723370331802558","100","100","100","0.2405535193567923","0.2405535193567923","0.2405535193567923","100","100","100"
"2710","0.29390392916453956","0.29390392916453956","0.29390392916453956","101","101","101","0.258847612588887","0.258847612588887","0.258847612588887","101","101","101","0.1870313420145862","0.1870313420145862","0.1870313420145862","101","101","101","0.2449494226819711","0.2449494226819711","0.2449494226819711","101","101","101"
"2715","0.28772013728924273","0.28772013728924273","0.28772013728924273","102","102","102","0.2520505027202448","0.2520505027202448","0.2520505027202448","102","102","102","0.18425043716945075","0.18425043716945075","0.18425043716945075","102","102","102","0.22865542783217438","0.22865542783217438","0.22865542783217438","102","102","102"
"2720","0.2947329243107899","0.2947329243107899","0.2947329243107899","103","103","103","0.2534807225658579","0.2534807225658579","0.2534807225658579","103","103","103","0.18560810754041895","0.18560810754041895","0.18560810754041895","103","103","103","0.22595282588158166","0.22595282588158166","0.22595282588158166","103","103","103"
"2725","0.28864504025947624","0.28864504025947624","0.28864504025947624","104","104","104","0.25355691384835055","0.25355691384835055","0.25355691384835055","104","104","104","0.1773721374455808","0.1773721374455808","0.1773721374455808","104","104","104","0.20842684094478559","0.20842684094478559","0.20842684094478559","104","104","104"
"2730","0.30649633706638474","0.30649633706638474","0.30649633706638474","105","105","105","0.25159215444024646","0.25159215444024646","0.25159215444024646","105","105","105","0.17540476879359404","0.17540476879359404","0.17540476879359404","105","105","105","0.20773020968772538","0.20773020968772538","0.20773020968772538","105","105","105"
"2735","0.29464080878876425","0.29464080878876425","0.29464080878876425","106","106","106","0.24728898047270872","0.24728898047270872","0.24728898047270872","106","106","106","0.17145484249833917","0.17145484249833917","0.17145484249833917","106","106","106","0.20070108190074837","0.20070108190074837","0.20070108190074837","106","106","106"
"2740","0.2905004412966643","0.2905004412966643","0.2905004412966643","107","107","107","0.24778673788110334","0.24778673788110334","0.24778673788110334","107","107","107","0.17005778566063137","0.17005778566063137","0.17005778566063137","107","107","107","0.2028426726129305","0.2028426726129305","0.2028426726129305","107","107","107"
"2745","0.3052705217116909","0.3052705217116909","0.3052705217116909","108","108","108","0.24113840517412277","0.24113840517412277","0.24113840517412277","108","108","108","0.18220201778666367","0.18220201778666367","0.18220201778666367","108","108","108","0.21093655155301727","0.21093655155301727","0.21093655155301727","108","108","108"
"2750","0.293456543363495","0.293456543363495","0.293456543363495","109","109","109","0.23787715672789236","0.23787715672789236","0.23787715672789236","109","109","109","0.19628799160141547","0.19628799160141547","0.19628799160141547","109","109","109","0.22104457789010026","0.22104457789010026","0.22104457789010026","109","109","109"
"2755","0.2862611240811092","0.2862611240811092","0.2862611240811092","110","110","110","0.22894328287112545","0.22894328287112545","0.22894328287112545","110","110","110","0.19094288274155063","0.19094288274155063","0.19094288274155063","110","110","110","0.2082582122368436","0.2082582122368436","0.2082582122368436","110","110","110"
"2760","0.2796041533487602","0.2796041533487602","0.2796041533487602","111","111","111","0.2246458354306017","0.2246458354306017","0.2246458354306017","111","111","111","0.1774325877373075","0.1774325877373075","0.1774325877373075","111","111","111","0.19710217208196157","0.19710217208196157","0.19710217208196157","111","111","111"
"2765","0.2714935078442176","0.2714935078442176","0.2714935078442176","112","112","112","0.213031832163591","0.213031832163591","0.213031832163591","112","112","112","0.1749579996667524","0.1749579996667524","0.1749579996667524","112","112","112","0.20047127939149467","0.20047127939149467","0.20047127939149467","112","112","112"
"2770","0.26586293216423346","0.26586293216423346","0.26586293216423346","113","113","113","0.21605215846721273","0.21605215846721273","0.21605215846721273","113","113","113","0.17684954122635754","0.17684954122635754","0.17684954122635754","113","113","113","0.18881007442283695","0.18881007442283695","0.18881007442283695","113","113","113"
"2775","0.2732271832982154","0.2732271832982154","0.2732271832982154","114","114","114","0.21241329483576565","0.21241329483576565","0.21241329483576565","114","114","114","0.17577547052419484","0.17577547052419484","0.17577547052419484","114","114","114","0.1864048672999081","0.1864048672999081","0.1864048672999081","114","114","114"
"2780","0.2771990142597386","0.2771990142597386","0.2771990142597386","115","115","115","0.2122691206856704","0.2122691206856704","0.2122691206856704","115","115","115","0.17584253103120023","0.17584253103120023","0.17584253103120023","115","115","115","0.185694003264461","0.185694003264461","0.185694003264461","115","115","115"
"2785","0.2768880658514882","0.2768880658514882","0.2768880658514882","116","116","116","0.20888191626074668","0.20888191626074668","0.20888191626074668","116","116","116","0.19368268205217218","0.19368268205217218","0.19368268205217218","116","116","116","0.18606332998941089","0.18606332998941089","0.18606332998941089","116","116","116"
"2790","0.2805511111436415","0.2805511111436415","0.2805511111436415","117","117","117","0.2032411402911124","0.2032411402911124","0.2032411402911124","117","117","117","0.187430162207537","0.187430162207537","0.187430162207537","117","117","117","0.18652727451098236","0.18652727451098236","0.18652727451098236","117","117","117"
"2795","0.27014841949526075","0.27014841949526075","0.27014841949526075","118","118","118","0.20050838713782684","0.20050838713782684","0.20050838713782684","118","118","118","0.18001666493205995","0.18001666493205995","0.18001666493205995","118","118","118","0.18608717395794658","0.18608717395794658","0.18608717395794658","118","118","118"
"2800","0.28048204511601693","0.28048204511601693","0.28048204511601693","119","119","119","0.19921006258059973","0.19921006258059973","0.19921006258059973","119","119","119","0.18008513302925824","0.18008513302925824","0.18008513302925824","119","119","119","0.18465974351743125","0.18465974351743125","0.18465974351743125","119","119","119"
"2805","0.2784034173274655","0.2784034173274655","0.2784034173274655","120","120","120","0.199091634941829","0.199091634941829","0.199091634941829","120","120","120","0.1805379587931044","0.1805379587931044","0.1805379587931044","120","120","120","0.2031051061967417","0.2031051061967417","0.2031051061967417","120","120","120"
"2810","0.27741686508353675","0.27741686508353675","0.27741686508353675","121","121","121","0.19421172955904484","0.19421172955904484","0.19421172955904484","121","121","121","0.17609631114310167","0.17609631114310167","0.17609631114310167","121","121","121","0.21633320130360467","0.21633320130360467","0.21633320130360467","121","121","121"
"2815","0.2812211503566038","0.2812211503566038","0.2812211503566038","122","122","122","0.19640879458435528","0.19640879458435528","0.19640879458435528","122","122","122","0.17214770600411541","0.17214770600411541","0.17214770600411541","122","122","122","0.19972636878445588","0.19972636878445588","0.19972636878445588","122","122","122"
"2820","0.26891090854835736","0.26891090854835736","0.26891090854835736","123","123","123","0.19396791312111694","0.19396791312111694","0.19396791312111694","123","123","123","0.15874686395531964","0.15874686395531964","0.15874686395531964","123","123","123","0.19152293201886156","0.19152293201886156","0.19152293201886156","123","123","123"
"2825","0.25973877454404615","0.25973877454404615","0.25973877454404615","124","124","124","0.18983831432570825","0.18983831432570825","0.18983831432570825","124","124","124","0.16218446626098681","0.16218446626098681","0.16218446626098681","124","124","124","0.19022368826789493","0.19022368826789493","0.19022368826789493","124","124","124"
"2830","0.2579622935000813","0.2579622935000813","0.2579622935000813","125","125","125","0.19290550712505056","0.19290550712505056","0.19290550712505056","125","125","125","0.15953643794331251","0.15953643794331251","0.15953643794331251","125","125","125","0.19075314056858672","0.19075314056858672","0.19075314056858672","125","125","125"
"2835","0.25966880205020115","0.25966880205020115","0.25966880205020115","126","126","126","0.19044710719578564","0.19044710719578564","0.19044710719578564","126","126","126","0.1594829832905057","0.1594829832905057","0.1594829832905057","126","126","126","0.18490574880231198","0.18490574880231198","0.18490574880231198","126","126","126"
"2840","0.25669570878203696","0.25669570878203696","0.25669570878203696","127","127","127","0.19423163494013437","0.19423163494013437","0.19423163494013437","127","127","127","0.16233639953723764","0.16233639953723764","0.16233639953723764","127","127","127","0.18513917519317105","0.18513917519317105","0.18513917519317105","127","127","127"
"2845","0.25049569586728426","0.25049569586728426","0.25049569586728426","128","128","128","0.18856243946080262","0.18856243946080262","0.18856243946080262","128","128","128","0.16070941039389902","0.16070941039389902","0.16070941039389902","128","128","128","0.17706771215681094","0.17706771215681094","0.17706771215681094","128","128","128"
"2850","0.25390768234815814","0.25390768234815814","0.25390768234815814","129","129","129","0.18824548255829066","0.18824548255829066","0.18824548255829066","129","129","129","0.16708158147176114","0.16708158147176114","0.16708158147176114","129","129","129","0.18184509900556717","0.18184509900556717","0.18184509900556717","129","129","129"
"2855","0.2658782359853754","0.2658782359853754","0.2658782359853754","130","130","130","0.19173348337104867","0.19173348337104867","0.19173348337104867","130","130","130","0.163169267608892","0.163169267608892","0.163169267608892","130","130","130","0.18617243315630125","0.18617243315630125","0.18617243315630125","130","130","130"
"2860","0.26182299737474785","0.26182299737474785","0.26182299737474785","131","131","131","0.1863511977077386","0.1863511977077386","0.1863511977077386","131","131","131","0.1682035979476568","0.1682035979476568","0.1682035979476568","131","131","131","0.19744349120158672","0.19744349120158672","0.19744349120158672","131","131","131"
"2865","0.2591640343810597","0.2591640343810597","0.2591640343810597","132","132","132","0.1821232721840018","0.1821232721840018","0.1821232721840018","132","132","132","0.16580765477767417","0.16580765477767417","0.16580765477767417","132","132","132","0.19146914377193963","0.19146914377193963","0.19146914377193963","132","132","132"
"2870","0.2513210391472479","0.2513210391472479","0.2513210391472479","133","133","133","0.17803686813145067","0.17803686813145067","0.17803686813145067","133","133","133","0.15955111022275334","0.15955111022275334","0.15955111022275334","133","133","133","0.18952635722330435","0.18952635722330435","0.18952635722330435","133","133","133"
"2875","0.23706826679262458","0.23706826679262458","0.23706826679262458","134","134","134","0.1795439660627095","0.1795439660627095","0.1795439660627095","134","134","134","0.1629459777366177","0.1629459777366177","0.1629459777366177","134","134","134","0.19063190470465563","0.19063190470465563","0.19063190470465563","134","134","134"
"2880","0.23355823161883443","0.23355823161883443","0.23355823161883443","135","135","135","0.180031319475663","0.180031319475663","0.180031319475663","135","135","135","0.15836291174928147","0.15836291174928147","0.15836291174928147","135","135","135","0.18515080985487006","0.18515080985487006","0.18515080985487006","135","135","135"
"2885","0.23933918078333594","0.23933918078333594","0.23933918078333594","136","136","136","0.17658901913299022","0.17658901913299022","0.17658901913299022","136","136","136","0.165013056777361","0.165013056777361","0.165013056777361","136","136","136","0.17659599383142052","0.17659599383142052","0.17659599383142052","136","136","136"
"2890","0.24329299005220506","0.24329299005220506","0.24329299005220506","137","137","137","0.17754059234476693","0.17754059234476693","0.17754059234476693","137","137","137","0.1679246315085538","0.1679246315085538","0.1679246315085538","137","137","137","0.1879439519349928","0.1879439519349928","0.1879439519349928","137","137","137"
"2895","0.2443114212288465","0.2443114212288465","0.2443114212288465","138","138","138","0.17843600642611998","0.17843600642611998","0.17843600642611998","138","138","138","0.16648950799077025","0.16648950799077025","0.16648950799077025","138","138","138","0.19184493437290812","0.19184493437290812","0.19184493437290812","138","138","138"
"2900","0.23917141171348288","0.23917141171348288","0.23917141171348288","139","139","139","0.17738553772523594","0.17738553772523594","0.17738553772523594","139","139","139","0.16459703640688975","0.16459703640688975","0.16459703640688975","139","139","139","0.18942344256999952","0.18942344256999952","0.18942344256999952","139","139","139"
"2905","0.24354976564482556","0.24354976564482556","0.24354976564482556","140","140","140","0.18504951936868222","0.18504951936868222","0.18504951936868222","140","140","140","0.16447838463893066","0.16447838463893066","0.16447838463893066","140","140","140","0.18765401954008923","0.18765401954008923","0.18765401954008923","140","140","140"
"2910","0.2363330976409365","0.2363330976409365","0.2363330976409365","141","141","141","0.19493985595114796","0.19493985595114796","0.19493985595114796","141","141","141","0.16519602502129757","0.16519602502129757","0.16519602502129757","141","141","141","0.1866901308933682","0.1866901308933682","0.1866901308933682","141","141","141"
"2915","0.25172133299775146","0.25172133299775146","0.25172133299775146","142","142","142","0.19186883817954137","0.19186883817954137","0.19186883817954137","142","142","142","0.1634996284737356","0.1634996284737356","0.1634996284737356","142","142","142","0.18097675332579888","0.18097675332579888","0.18097675332579888","142","142","142"
"2920","0.24786118754223652","0.24786118754223652","0.24786118754223652","143","143","143","0.18367134744645605","0.18367134744645605","0.18367134744645605","143","143","143","0.15917539375552625","0.15917539375552625","0.15917539375552625","143","143","143","0.18862795978472108","0.18862795978472108","0.18862795978472108","143","143","143"
"2925","0.23794631417437392","0.23794631417437392","0.23794631417437392","144","144","144","0.1795134360429234","0.1795134360429234","0.1795134360429234","144","144","144","0.1592871217347995","0.1592871217347995","0.1592871217347995","144","144","144","0.18849638510771374","0.18849638510771374","0.18849638510771374","144","144","144"
"2930","0.238796670374655","0.238796670374655","0.238796670374655","145","145","145","0.17817138246216935","0.17817138246216935","0.17817138246216935","145","145","145","0.16076423137789328","0.16076423137789328","0.16076423137789328","145","145","145","0.1890617191846352","0.1890617191846352","0.1890617191846352","145","145","145"
"2935","0.24503621628168573","0.24503621628168573","0.24503621628168573","146","146","146","0.17455346316904427","0.17455346316904427","0.17455346316904427","146","146","146","0.16090915839815909","0.16090915839815909","0.16090915839815909","146","146","146","0.1820446957450394","0.1820446957450394","0.1820446957450394","146","146","146"
"2940","0.24680297775736076","0.24680297775736076","0.24680297775736076","147","147","147","0.1682640606609419","0.1682640606609419","0.1682640606609419","147","147","147","0.16614322059154993","0.16614322059154993","0.16614322059154993","147","147","147","0.1826234643890774","0.1826234643890774","0.1826234643890774","147","147","147"
"2945","0.24056689808751616","0.24056689808751616","0.24056689808751616","148","148","148","0.17189421626376772","0.17189421626376772","0.17189421626376772","148","148","148","0.16043244694766165","0.16043244694766165","0.16043244694766165","148","148","148","0.17485452821557834","0.17485452821557834","0.17485452821557834","148","148","148"
"2950","0.23840464644131784","0.23840464644131784","0.23840464644131784","149","149","149","0.18187946392681822","0.18187946392681822","0.18187946392681822","149","149","149","0.1629646870381205","0.1629646870381205","0.1629646870381205","149","149","149","0.17692083949526216","0.17692083949526216","0.17692083949526216","149","149","149"
"2955","0.2401220725407698","0.2401220725407698","0.2401220725407698","150","150","150","0.1840547949809806","0.1840547949809806","0.1840547949809806","150","150","150","0.16210431124811275","0.16210431124811275","0.16210431124811275","150","150","150","0.17553069081202383","0.17553069081202383","0.17553069081202383","150","150","150"
"2960","0.2362825999973163","0.2362825999973163","0.2362825999973163","151","151","151","0.19274084195832994","0.19274084195832994","0.19274084195832994","151","151","151","0.15791874701963723","0.15791874701963723","0.15791874701963723","151","151","151","0.1748217779821006","0.1748217779821006","0.1748217779821006","151","151","151"
"2965","0.2394419534866456","0.2394419534866456","0.2394419534866456","152","152","152","0.177636696399593","0.177636696399593","0.177636696399593","152","152","152","0.14551626385820005","0.14551626385820005","0.14551626385820005","152","152","152","0.17579492853428713","0.17579492853428713","0.17579492853428713","152","152","152"
"2970","0.23432361785061318","0.23432361785061318","0.23432361785061318","153","153","153","0.1735026562521442","0.1735026562521442","0.1735026562521442","153","153","153","0.14100877958204258","0.14100877958204258","0.14100877958204258","153","153","153","0.17142607414551503","0.17142607414551503","0.17142607414551503","153","153","153"
"2975","0.21888787805147103","0.21888787805147103","0.21888787805147103","154","154","154","0.16582271671648488","0.16582271671648488","0.16582271671648488","154","154","154","0.1477211123151237","0.1477211123151237","0.1477211123151237","154","154","154","0.17578646037979875","0.17578646037979875","0.17578646037979875","154","154","154"
"2980","0.21807214327395136","0.21807214327395136","0.21807214327395136","155","155","155","0.16611554768026732","0.16611554768026732","0.16611554768026732","155","155","155","0.15032256295272042","0.15032256295272042","0.15032256295272042","155","155","155","0.17182968261375425","0.17182968261375425","0.17182968261375425","155","155","155"
"2985","0.2210634481805414","0.2210634481805414","0.2210634481805414","156","156","156","0.16487778058458183","0.16487778058458183","0.16487778058458183","156","156","156","0.150807695727712","0.150807695727712","0.150807695727712","156","156","156","0.17238652062996765","0.17238652062996765","0.17238652062996765","156","156","156"
"2990","0.22171487677528082","0.22171487677528082","0.22171487677528082","157","157","157","0.16658944847965534","0.16658944847965534","0.16658944847965534","157","157","157","0.14559153933523813","0.14559153933523813","0.14559153933523813","157","157","157","0.16826734359411047","0.16826734359411047","0.16826734359411047","157","157","157"
"2995","0.22050242751511306","0.22050242751511306","0.22050242751511306","158","158","158","0.16611237511440616","0.16611237511440616","0.16611237511440616","158","158","158","0.15875373480334537","0.15875373480334537","0.15875373480334537","158","158","158","0.1764214271877073","0.1764214271877073","0.1764214271877073","158","158","158"
"3000","0.26881938668946664","0.26881938668946664","0.26881938668946664","159","159","159","0.1807879908966472","0.1807879908966472","0.1807879908966472","159","159","159","0.17479749067705852","0.17479749067705852","0.17479749067705852","159","159","159","0.20275889661719604","0.20275889661719604","0.20275889661719604","159","159","159"
"3005","0.413936487256279","0.413936487256279","0.413936487256279","160","160","160","0.2318974831347266","0.2318974831347266","0.2318974831347266","160","160","160","0.24461204994474822","0.24461204994474822","0.24461204994474822","160","160","160","0.2938007321644143","0.2938007321644143","0.2938007321644143","160","160","160"
"3010","0.45706582577872434","0.45706582577872434","0.45706582577872434","161","161","161","0.2513010927129437","0.2513010927129437","0.2513010927129437","161","161","161","0.27733108834125525","0.27733108834125525","0.27733108834125525","161","161","161","0.3580983587603156","0.3580983587603156","0.3580983587603156","161","161","161"
"3015","0.4388474847449981","0.4388474847449981","0.4388474847449981","162","162","162","0.2694500473718909","0.2694500473718909","0.2694500473718909","162","162","162","0.2820066100990302","0.2820066100990302","0.2820066100990302","162","162","162","0.3735253386640938","0.3735253386640938","0.3735253386640938","162","162","162"
"3020","0.4450554788818224","0.4450554788818224","0.4450554788818224","163","163","163","0.27714636148052857","0.27714636148052857","0.27714636148052857","163","163","163","0.2818065459342214","0.2818065459342214","0.2818065459342214","163","163","163","0.3870399504144922","0.3870399504144922","0.3870399504144922","163","163","163"
"3025","0.4397151652935151","0.4397151652935151","0.4397151652935151","164","164","164","0.27542374904682637","0.27542374904682637","0.27542374904682637","164","164","164","0.29748437719140364","0.29748437719140364","0.29748437719140364","164","164","164","0.39783303960463295","0.39783303960463295","0.39783303960463295","164","164","164"
"3030","0.4208956229872818","0.4208956229872818","0.4208956229872818","165","165","165","0.2818033908383553","0.2818033908383553","0.2818033908383553","165","165","165","0.2884998971665854","0.2884998971665854","0.2884998971665854","165","165","165","0.4071121341238363","0.4071121341238363","0.4071121341238363","165","165","165"
"3035","0.429026206931266","0.429026206931266","0.429026206931266","166","166","166","0.2923812752959411","0.2923812752959411","0.2923812752959411","166","166","166","0.2932604193816783","0.2932604193816783","0.2932604193816783","166","166","166","0.41384271718942434","0.41384271718942434","0.41384271718942434","166","166","166"
"3040","0.4174497760354103","0.4174497760354103","0.4174497760354103","167","167","167","0.2935936965620055","0.2935936965620055","0.2935936965620055","167","167","167","0.2979250109129631","0.2979250109129631","0.2979250109129631","167","167","167","0.4063871999303572","0.4063871999303572","0.4063871999303572","167","167","167"
"3045","0.4131556796957181","0.4131556796957181","0.4131556796957181","168","168","168","0.2900826807507299","0.2900826807507299","0.2900826807507299","168","168","168","0.3007500594146215","0.3007500594146215","0.3007500594146215","168","168","168","0.41450111534234946","0.41450111534234946","0.41450111534234946","168","168","168"
"3050","0.4127537360271484","0.4127537360271484","0.4127537360271484","169","169","169","0.2916632064055658","0.2916632064055658","0.2916632064055658","169","169","169","0.30289421312757503","0.30289421312757503","0.30289421312757503","169","169","169","0.43269683052957286","0.43269683052957286","0.43269683052957286","169","169","169"
"3055","0.41453414431038815","0.41453414431038815","0.41453414431038815","170","170","170","0.2859109055334627","0.2859109055334627","0.2859109055334627","170","170","170","0.29447422519534305","0.29447422519534305","0.29447422519534305","170","170","170","0.43964752301604726","0.43964752301604726","0.43964752301604726","170","170","170"
"3060","0.38988040893215403","0.38988040893215403","0.38988040893215403","171","171","171","0.2848487744036109","0.2848487744036109","0.2848487744036109","171","171","171","0.29269718645841125","0.29269718645841125","0.29269718645841125","171","171","171","0.43799764734669","0.43799764734669","0.43799764734669","171","171","171"
"3065","0.38151372032461645","0.38151372032461645","0.38151372032461645","172","172","172","0.2844315650642718","0.2844315650642718","0.2844315650642718","172","172","172","0.29532036226246833","0.29532036226246833","0.29532036226246833","172","172","172","0.43588494864989635","0.43588494864989635","0.43588494864989635","172","172","172"
"3070","0.3631286043946032","0.3631286043946032","0.3631286043946032","173","173","173","0.27807223354440336","0.27807223354440336","0.27807223354440336","173","173","173","0.29804213846027977","0.29804213846027977","0.29804213846027977","173","173","173","0.4396329776844638","0.4396329776844638","0.4396329776844638","173","173","173"
"3075","0.3670718760089608","0.3670718760089608","0.3670718760089608","174","174","174","0.2800692071239354","0.2800692071239354","0.2800692071239354","174","174","174","0.293155896005225","0.293155896005225","0.293155896005225","174","174","174","0.4408252802233277","0.4408252802233277","0.4408252802233277","174","174","174"
"3080","0.3616005838297252","0.3616005838297252","0.3616005838297252","175","175","175","0.2693133554093323","0.2693133554093323","0.2693133554093323","175","175","175","0.2818944212880119","0.2818944212880119","0.2818944212880119","175","175","175","0.44150050167337324","0.44150050167337324","0.44150050167337324","175","175","175"
"3085","0.3577735903495778","0.3577735903495778","0.3577735903495778","176","176","176","0.27338003095762436","0.27338003095762436","0.27338003095762436","176","176","176","0.2823846367073993","0.2823846367073993","0.2823846367073993","176","176","176","0.44039231366635784","0.44039231366635784","0.44039231366635784","176","176","176"
"3090","0.35535560896155094","0.35535560896155094","0.35535560896155094","177","177","177","0.2833683054873026","0.2833683054873026","0.2833683054873026","177","177","177","0.289752207730045","0.289752207730045","0.289752207730045","177","177","177","0.4446829462773675","0.4446829462773675","0.4446829462773675","177","177","177"
"3095","0.3644068550612442","0.3644068550612442","0.3644068550612442","178","178","178","0.29350655235637435","0.29350655235637435","0.29350655235637435","178","178","178","0.2803941464261227","0.2803941464261227","0.2803941464261227","178","178","178","0.4469175324414463","0.4469175324414463","0.4469175324414463","178","178","178"
"3100","0.36245620987253846","0.36245620987253846","0.36245620987253846","179","179","179","0.28947816440706414","0.28947816440706414","0.28947816440706414","179","179","179","0.2791004971129902","0.2791004971129902","0.2791004971129902","179","179","179","0.4475432221351826","0.4475432221351826","0.4475432221351826","179","179","179"
