"iter","env2_sgd_2500-3000 - EMA/CV","env2_sgd_2500-3000 - EMA/CV__MIN","env2_sgd_2500-3000 - EMA/CV__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/CV","env2_lion_shock_2500-3000 - EMA/CV__MIN","env2_lion_shock_2500-3000 - EMA/CV__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/CV","env2_muon_shock_2500-3000 - EMA/CV__MIN","env2_muon_shock_2500-3000 - EMA/CV__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/CV","env2_adamw_shock_2500-3000 - EMA/CV__MIN","env2_adamw_shock_2500-3000 - EMA/CV__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"3105","0.3586980954544883","0.3586980954544883","0.3586980954544883","180","180","180","0.287781163670298","0.287781163670298","0.287781163670298","180","180","180","0.27766976315171216","0.27766976315171216","0.27766976315171216","180","180","180","0.44186639125217575","0.44186639125217575","0.44186639125217575","180","180","180"
"3110","0.34903251539699476","0.34903251539699476","0.34903251539699476","181","181","181","0.285930330030612","0.285930330030612","0.285930330030612","181","181","181","0.2786893822973383","0.2786893822973383","0.2786893822973383","181","181","181","0.4464692383173629","0.4464692383173629","0.4464692383173629","181","181","181"
"3115","0.352666208697661","0.352666208697661","0.352666208697661","182","182","182","0.29022121699011505","0.29022121699011505","0.29022121699011505","182","182","182","0.27908155206862334","0.27908155206862334","0.27908155206862334","182","182","182","0.4536319300832322","0.4536319300832322","0.4536319300832322","182","182","182"
"3120","0.344539290738931","0.344539290738931","0.344539290738931","183","183","183","0.29007894071164847","0.29007894071164847","0.29007894071164847","183","183","183","0.2679242992121665","0.2679242992121665","0.2679242992121665","183","183","183","0.4511028205958566","0.4511028205958566","0.4511028205958566","183","183","183"
"3125","0.3530595578152397","0.3530595578152397","0.3530595578152397","184","184","184","0.2935374865139031","0.2935374865139031","0.2935374865139031","184","184","184","0.2669465800762026","0.2669465800762026","0.2669465800762026","184","184","184","0.447014520364355","0.447014520364355","0.447014520364355","184","184","184"
"3130","0.3499569308392223","0.3499569308392223","0.3499569308392223","185","185","185","0.2943777989855774","0.2943777989855774","0.2943777989855774","185","185","185","0.27941033838592216","0.27941033838592216","0.27941033838592216","185","185","185","0.4406900748345632","0.4406900748345632","0.4406900748345632","185","185","185"
"3135","0.3480403231574684","0.3480403231574684","0.3480403231574684","186","186","186","0.295721779463882","0.295721779463882","0.295721779463882","186","186","186","0.28905942982952343","0.28905942982952343","0.28905942982952343","186","186","186","0.44707776655997955","0.44707776655997955","0.44707776655997955","186","186","186"
"3140","0.3646767442982043","0.3646767442982043","0.3646767442982043","187","187","187","0.2921058885442039","0.2921058885442039","0.2921058885442039","187","187","187","0.28101873857717635","0.28101873857717635","0.28101873857717635","187","187","187","0.4466033060578986","0.4466033060578986","0.4466033060578986","187","187","187"
"3145","0.3570723500312871","0.3570723500312871","0.3570723500312871","188","188","188","0.28584683746484874","0.28584683746484874","0.28584683746484874","188","188","188","0.2704728581732709","0.2704728581732709","0.2704728581732709","188","188","188","0.43589094516442506","0.43589094516442506","0.43589094516442506","188","188","188"
"3150","0.3436423417897876","0.3436423417897876","0.3436423417897876","189","189","189","0.27618027294452974","0.27618027294452974","0.27618027294452974","189","189","189","0.26999870154233657","0.26999870154233657","0.26999870154233657","189","189","189","0.4400001273042138","0.4400001273042138","0.4400001273042138","189","189","189"
"3155","0.32051067414592815","0.32051067414592815","0.32051067414592815","190","190","190","0.2767498422010201","0.2767498422010201","0.2767498422010201","190","190","190","0.27649380344686675","0.27649380344686675","0.27649380344686675","190","190","190","0.44076074450279595","0.44076074450279595","0.44076074450279595","190","190","190"
"3160","0.31825188391901343","0.31825188391901343","0.31825188391901343","191","191","191","0.2820881945693025","0.2820881945693025","0.2820881945693025","191","191","191","0.2820526017753359","0.2820526017753359","0.2820526017753359","191","191","191","0.4425272874679187","0.4425272874679187","0.4425272874679187","191","191","191"
"3165","0.30836312984460806","0.30836312984460806","0.30836312984460806","192","192","192","0.27881574909568396","0.27881574909568396","0.27881574909568396","192","192","192","0.2730419721467524","0.2730419721467524","0.2730419721467524","192","192","192","0.44840229814550764","0.44840229814550764","0.44840229814550764","192","192","192"
"3170","0.3145327037140484","0.3145327037140484","0.3145327037140484","193","193","193","0.277401602532755","0.277401602532755","0.277401602532755","193","193","193","0.26187876569545016","0.26187876569545016","0.26187876569545016","193","193","193","0.4421292992657212","0.4421292992657212","0.4421292992657212","193","193","193"
"3175","0.3132799050331446","0.3132799050331446","0.3132799050331446","194","194","194","0.2808510575341999","0.2808510575341999","0.2808510575341999","194","194","194","0.27004418892446036","0.27004418892446036","0.27004418892446036","194","194","194","0.44521195902127086","0.44521195902127086","0.44521195902127086","194","194","194"
"3180","0.3122100835129365","0.3122100835129365","0.3122100835129365","195","195","195","0.28401974497476234","0.28401974497476234","0.28401974497476234","195","195","195","0.2679740074237392","0.2679740074237392","0.2679740074237392","195","195","195","0.4415566412938295","0.4415566412938295","0.4415566412938295","195","195","195"
"3185","0.3274125008013339","0.3274125008013339","0.3274125008013339","196","196","196","0.28902349615279394","0.28902349615279394","0.28902349615279394","196","196","196","0.2805413979062609","0.2805413979062609","0.2805413979062609","196","196","196","0.448656574829673","0.448656574829673","0.448656574829673","196","196","196"
"3190","0.3336235584898055","0.3336235584898055","0.3336235584898055","197","197","197","0.2906274858012095","0.2906274858012095","0.2906274858012095","197","197","197","0.2843313878292758","0.2843313878292758","0.2843313878292758","197","197","197","0.456809952864074","0.456809952864074","0.456809952864074","197","197","197"
"3195","0.31274160049827343","0.31274160049827343","0.31274160049827343","198","198","198","0.29216656430437693","0.29216656430437693","0.29216656430437693","198","198","198","0.28228456731149604","0.28228456731149604","0.28228456731149604","198","198","198","0.438961357554871","0.438961357554871","0.438961357554871","198","198","198"
"3200","0.319134676508172","0.319134676508172","0.319134676508172","199","199","199","0.28191052042409254","0.28191052042409254","0.28191052042409254","199","199","199","0.273201135753478","0.273201135753478","0.273201135753478","199","199","199","0.437889504240622","0.437889504240622","0.437889504240622","199","199","199"
"3250","0.31935399346412413","0.31935399346412413","0.31935399346412413","200","200","200","0.285043758900105","0.285043758900105","0.285043758900105","200","200","200","0.27607855059325304","0.27607855059325304","0.27607855059325304","200","200","200","0.4522421335534105","0.4522421335534105","0.4522421335534105","200","200","200"
"3300","0.32184562055719323","0.32184562055719323","0.32184562055719323","201","201","201","0.28860908317977496","0.28860908317977496","0.28860908317977496","201","201","201","0.26380961877389125","0.26380961877389125","0.26380961877389125","201","201","201","0.43838400699751023","0.43838400699751023","0.43838400699751023","201","201","201"
"3350","0.31409165347364065","0.31409165347364065","0.31409165347364065","202","202","202","0.2896402342009749","0.2896402342009749","0.2896402342009749","202","202","202","0.2669413146870506","0.2669413146870506","0.2669413146870506","202","202","202","0.44681498878836023","0.44681498878836023","0.44681498878836023","202","202","202"
"3400","0.3097731377665995","0.3097731377665995","0.3097731377665995","203","203","203","0.2831790032259765","0.2831790032259765","0.2831790032259765","203","203","203","0.2650234445527302","0.2650234445527302","0.2650234445527302","203","203","203","0.4346795875534041","0.4346795875534041","0.4346795875534041","203","203","203"
"3450","0.288422706457374","0.288422706457374","0.288422706457374","204","204","204","0.27500976821401846","0.27500976821401846","0.27500976821401846","204","204","204","0.27459595362620465","0.27459595362620465","0.27459595362620465","204","204","204","0.4451644202415449","0.4451644202415449","0.4451644202415449","204","204","204"
"3500","0.3110876121706302","0.3110876121706302","0.3110876121706302","205","205","205","0.28879115899627306","0.28879115899627306","0.28879115899627306","205","205","205","0.26073178830926524","0.26073178830926524","0.26073178830926524","205","205","205","0.44272422215830975","0.44272422215830975","0.44272422215830975","205","205","205"
"3550","0.3113546347912209","0.3113546347912209","0.3113546347912209","206","206","206","0.2816358603055211","0.2816358603055211","0.2816358603055211","206","206","206","0.26492292618694646","0.26492292618694646","0.26492292618694646","206","206","206","0.44339774689313755","0.44339774689313755","0.44339774689313755","206","206","206"
"3600","0.2989790244452606","0.2989790244452606","0.2989790244452606","207","207","207","0.29548528187397155","0.29548528187397155","0.29548528187397155","207","207","207","0.2519840328625173","0.2519840328625173","0.2519840328625173","207","207","207","0.43599926907938313","0.43599926907938313","0.43599926907938313","207","207","207"
"3650","0.2976893376517514","0.2976893376517514","0.2976893376517514","208","208","208","0.2872457960625628","0.2872457960625628","0.2872457960625628","208","208","208","0.26419666660816615","0.26419666660816615","0.26419666660816615","208","208","208","0.4444976777154157","0.4444976777154157","0.4444976777154157","208","208","208"
"3700","0.2907322398897657","0.2907322398897657","0.2907322398897657","209","209","209","0.27672727224810073","0.27672727224810073","0.27672727224810073","209","209","209","0.2576443468201369","0.2576443468201369","0.2576443468201369","209","209","209","0.4271911151843273","0.4271911151843273","0.4271911151843273","209","209","209"
"3750","0.3061141336238764","0.3061141336238764","0.3061141336238764","210","210","210","0.2867571515201592","0.2867571515201592","0.2867571515201592","210","210","210","0.25955433752692114","0.25955433752692114","0.25955433752692114","210","210","210","0.44574009944457593","0.44574009944457593","0.44574009944457593","210","210","210"
"3800","0.2962468838867778","0.2962468838867778","0.2962468838867778","211","211","211","0.27560299566675917","0.27560299566675917","0.27560299566675917","211","211","211","0.25238863119885147","0.25238863119885147","0.25238863119885147","211","211","211","0.4387887202968998","0.4387887202968998","0.4387887202968998","211","211","211"
"3850","0.27895720737644464","0.27895720737644464","0.27895720737644464","212","212","212","0.2863015286692645","0.2863015286692645","0.2863015286692645","212","212","212","0.2718587830666588","0.2718587830666588","0.2718587830666588","212","212","212","0.44326977716258287","0.44326977716258287","0.44326977716258287","212","212","212"
"3900","0.30821060070367406","0.30821060070367406","0.30821060070367406","213","213","213","0.2845437626021597","0.2845437626021597","0.2845437626021597","213","213","213","0.277949170888727","0.277949170888727","0.277949170888727","213","213","213","0.45558824802414954","0.45558824802414954","0.45558824802414954","213","213","213"
"3950","0.2945821879221566","0.2945821879221566","0.2945821879221566","214","214","214","0.27326766396081276","0.27326766396081276","0.27326766396081276","214","214","214","0.24925457026979186","0.24925457026979186","0.24925457026979186","214","214","214","0.44015871212016455","0.44015871212016455","0.44015871212016455","214","214","214"
"4000","0.2907895960177929","0.2907895960177929","0.2907895960177929","215","215","215","0.2838218827702106","0.2838218827702106","0.2838218827702106","215","215","215","0.26725961707155976","0.26725961707155976","0.26725961707155976","215","215","215","0.4252957234652621","0.4252957234652621","0.4252957234652621","215","215","215"
"4050","0.2871955982946239","0.2871955982946239","0.2871955982946239","216","216","216","","","","","","","","","","","","","","","","","",""
"4100","0.26706618463357423","0.26706618463357423","0.26706618463357423","217","217","217","","","","","","","","","","","","","","","","","",""
"4150","0.28702451191536954","0.28702451191536954","0.28702451191536954","218","218","218","","","","","","","","","","","","","","","","","",""
"4200","0.245124606698683","0.245124606698683","0.245124606698683","219","219","219","","","","","","","","","","","","","","","","","",""
"4250","0.28683542250329824","0.28683542250329824","0.28683542250329824","220","220","220","","","","","","","","","","","","","","","","","",""
"4300","0.2746411550462915","0.2746411550462915","0.2746411550462915","221","221","221","","","","","","","","","","","","","","","","","",""
"4350","0.25784337889960235","0.25784337889960235","0.25784337889960235","222","222","222","","","","","","","","","","","","","","","","","",""
"4400","0.29202825358453854","0.29202825358453854","0.29202825358453854","223","223","223","","","","","","","","","","","","","","","","","",""
"4450","0.26923412926121437","0.26923412926121437","0.26923412926121437","224","224","224","","","","","","","","","","","","","","","","","",""
"4500","0.27276735257380463","0.27276735257380463","0.27276735257380463","225","225","225","","","","","","","","","","","","","","","","","",""
"4550","0.27247876206304167","0.27247876206304167","0.27247876206304167","226","226","226","","","","","","","","","","","","","","","","","",""
"4600","0.26413787234092345","0.26413787234092345","0.26413787234092345","227","227","227","","","","","","","","","","","","","","","","","",""
"4650","0.27426189661456124","0.27426189661456124","0.27426189661456124","228","228","228","","","","","","","","","","","","","","","","","",""
"4700","0.2621215957460861","0.2621215957460861","0.2621215957460861","229","229","229","","","","","","","","","","","","","","","","","",""
"4750","0.2721269266640773","0.2721269266640773","0.2721269266640773","230","230","230","","","","","","","","","","","","","","","","","",""
"4800","0.2919818832684647","0.2919818832684647","0.2919818832684647","231","231","231","","","","","","","","","","","","","","","","","",""
"4850","0.27835763683421083","0.27835763683421083","0.27835763683421083","232","232","232","","","","","","","","","","","","","","","","","",""
"4900","0.2844236449080655","0.2844236449080655","0.2844236449080655","233","233","233","","","","","","","","","","","","","","","","","",""
"4950","0.26893705004145174","0.26893705004145174","0.26893705004145174","234","234","234","","","","","","","","","","","","","","","","","",""
"5000","0.27917254977186895","0.27917254977186895","0.27917254977186895","235","235","235","","","","","","","","","","","","","","","","","",""
