"iter","env2_sgd_2500-3000 - train/loss_instant","env2_sgd_2500-3000 - train/loss_instant__MIN","env2_sgd_2500-3000 - train/loss_instant__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - train/loss_instant","env2_lion_shock_2500-3000 - train/loss_instant__MIN","env2_lion_shock_2500-3000 - train/loss_instant__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - train/loss_instant","env2_muon_shock_2500-3000 - train/loss_instant__MIN","env2_muon_shock_2500-3000 - train/loss_instant__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - train/loss_instant","env2_adamw_shock_2500-3000 - train/loss_instant__MIN","env2_adamw_shock_2500-3000 - train/loss_instant__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"2635","3.8465116024017334","3.8465116024017334","3.8465116024017334","86","86","86","1.0682882070541382","1.0682882070541382","1.0682882070541382","86","86","86","0.9324149489402771","0.9324149489402771","0.9324149489402771","86","86","86","0.7332407832145691","0.7332407832145691","0.7332407832145691","86","86","86"
"2640","3.7596888542175293","3.7596888542175293","3.7596888542175293","87","87","87","1.0506460666656494","1.0506460666656494","1.0506460666656494","87","87","87","0.9335389137268066","0.9335389137268066","0.9335389137268066","87","87","87","0.7268574237823486","0.7268574237823486","0.7268574237823486","87","87","87"
"2645","3.7238070964813232","3.7238070964813232","3.7238070964813232","88","88","88","1.0952435731887817","1.0952435731887817","1.0952435731887817","88","88","88","0.9638530611991882","0.9638530611991882","0.9638530611991882","88","88","88","0.7381070256233215","0.7381070256233215","0.7381070256233215","88","88","88"
"2650","3.3060483932495117","3.3060483932495117","3.3060483932495117","89","89","89","0.9953091144561768","0.9953091144561768","0.9953091144561768","89","89","89","0.8822166323661804","0.8822166323661804","0.8822166323661804","89","89","89","0.6702829599380493","0.6702829599380493","0.6702829599380493","89","89","89"
"2655","3.7134742736816406","3.7134742736816406","3.7134742736816406","90","90","90","1.0013481378555298","1.0013481378555298","1.0013481378555298","90","90","90","0.883147656917572","0.883147656917572","0.883147656917572","90","90","90","0.6929132342338562","0.6929132342338562","0.6929132342338562","90","90","90"
"2660","3.4140024185180664","3.4140024185180664","3.4140024185180664","91","91","91","0.9163560271263123","0.9163560271263123","0.9163560271263123","91","91","91","0.7806918621063232","0.7806918621063232","0.7806918621063232","91","91","91","0.5870414972305298","0.5870414972305298","0.5870414972305298","91","91","91"
"2665","3.3421897888183594","3.3421897888183594","3.3421897888183594","92","92","92","0.8748559355735779","0.8748559355735779","0.8748559355735779","92","92","92","0.7699422240257263","0.7699422240257263","0.7699422240257263","92","92","92","0.5799921751022339","0.5799921751022339","0.5799921751022339","92","92","92"
"2670","3.4667956829071045","3.4667956829071045","3.4667956829071045","93","93","93","0.949095606803894","0.949095606803894","0.949095606803894","93","93","93","0.8414575457572937","0.8414575457572937","0.8414575457572937","93","93","93","0.6798458695411682","0.6798458695411682","0.6798458695411682","93","93","93"
"2675","3.5851125717163086","3.5851125717163086","3.5851125717163086","94","94","94","0.9643314480781555","0.9643314480781555","0.9643314480781555","94","94","94","0.8159404993057251","0.8159404993057251","0.8159404993057251","94","94","94","0.6495773196220398","0.6495773196220398","0.6495773196220398","94","94","94"
"2680","3.832479476928711","3.832479476928711","3.832479476928711","95","95","95","0.9706240892410278","0.9706240892410278","0.9706240892410278","95","95","95","0.8353881239891052","0.8353881239891052","0.8353881239891052","95","95","95","0.6250537037849426","0.6250537037849426","0.6250537037849426","95","95","95"
"2685","3.776959180831909","3.776959180831909","3.776959180831909","96","96","96","0.9994043111801147","0.9994043111801147","0.9994043111801147","96","96","96","0.8845186233520508","0.8845186233520508","0.8845186233520508","96","96","96","0.6606659889221191","0.6606659889221191","0.6606659889221191","96","96","96"
"2690","3.5812273025512695","3.5812273025512695","3.5812273025512695","97","97","97","0.9093731045722961","0.9093731045722961","0.9093731045722961","97","97","97","0.8127236366271973","0.8127236366271973","0.8127236366271973","97","97","97","0.6211140751838684","0.6211140751838684","0.6211140751838684","97","97","97"
"2695","3.595351457595825","3.595351457595825","3.595351457595825","98","98","98","0.9059550166130066","0.9059550166130066","0.9059550166130066","98","98","98","0.7790966033935547","0.7790966033935547","0.7790966033935547","98","98","98","0.5879135131835938","0.5879135131835938","0.5879135131835938","98","98","98"
"2700","3.7726128101348877","3.7726128101348877","3.7726128101348877","99","99","99","0.8999962210655212","0.8999962210655212","0.8999962210655212","99","99","99","0.7750447988510132","0.7750447988510132","0.7750447988510132","99","99","99","0.574019193649292","0.574019193649292","0.574019193649292","99","99","99"
"2705","3.4363155364990234","3.4363155364990234","3.4363155364990234","100","100","100","0.8028325438499451","0.8028325438499451","0.8028325438499451","100","100","100","0.6792072653770447","0.6792072653770447","0.6792072653770447","100","100","100","0.4759499430656433","0.4759499430656433","0.4759499430656433","100","100","100"
"2710","3.4867212772369385","3.4867212772369385","3.4867212772369385","101","101","101","0.8421822190284729","0.8421822190284729","0.8421822190284729","101","101","101","0.7243489623069763","0.7243489623069763","0.7243489623069763","101","101","101","0.5102956295013428","0.5102956295013428","0.5102956295013428","101","101","101"
"2715","3.5657694339752197","3.5657694339752197","3.5657694339752197","102","102","102","0.8412147164344788","0.8412147164344788","0.8412147164344788","102","102","102","0.7173234820365906","0.7173234820365906","0.7173234820365906","102","102","102","0.5145070552825928","0.5145070552825928","0.5145070552825928","102","102","102"
"2720","3.436744213104248","3.436744213104248","3.436744213104248","103","103","103","0.8400824069976807","0.8400824069976807","0.8400824069976807","103","103","103","0.7511479258537292","0.7511479258537292","0.7511479258537292","103","103","103","0.5743115544319153","0.5743115544319153","0.5743115544319153","103","103","103"
"2725","3.5823402404785156","3.5823402404785156","3.5823402404785156","104","104","104","0.7892414927482605","0.7892414927482605","0.7892414927482605","104","104","104","0.6836772561073303","0.6836772561073303","0.6836772561073303","104","104","104","0.4911653697490692","0.4911653697490692","0.4911653697490692","104","104","104"
"2730","3.349632978439331","3.349632978439331","3.349632978439331","105","105","105","0.721106767654419","0.721106767654419","0.721106767654419","105","105","105","0.5885499715805054","0.5885499715805054","0.5885499715805054","105","105","105","0.4023423194885254","0.4023423194885254","0.4023423194885254","105","105","105"
"2735","3.5773394107818604","3.5773394107818604","3.5773394107818604","106","106","106","0.7910855412483215","0.7910855412483215","0.7910855412483215","106","106","106","0.6550664305686951","0.6550664305686951","0.6550664305686951","106","106","106","0.4477600157260895","0.4477600157260895","0.4477600157260895","106","106","106"
"2740","3.473423480987549","3.473423480987549","3.473423480987549","107","107","107","0.7889859080314636","0.7889859080314636","0.7889859080314636","107","107","107","0.6376748085021973","0.6376748085021973","0.6376748085021973","107","107","107","0.4720948338508606","0.4720948338508606","0.4720948338508606","107","107","107"
"2745","3.518160104751587","3.518160104751587","3.518160104751587","108","108","108","0.736250102519989","0.736250102519989","0.736250102519989","108","108","108","0.5990851521492004","0.5990851521492004","0.5990851521492004","108","108","108","0.45628395676612854","0.45628395676612854","0.45628395676612854","108","108","108"
"2750","3.258211612701416","3.258211612701416","3.258211612701416","109","109","109","0.7338487505912781","0.7338487505912781","0.7338487505912781","109","109","109","0.6115922927856445","0.6115922927856445","0.6115922927856445","109","109","109","0.4494406282901764","0.4494406282901764","0.4494406282901764","109","109","109"
"2755","3.565218925476074","3.565218925476074","3.565218925476074","110","110","110","0.7383754253387451","0.7383754253387451","0.7383754253387451","110","110","110","0.6111742854118347","0.6111742854118347","0.6111742854118347","110","110","110","0.42687705159187317","0.42687705159187317","0.42687705159187317","110","110","110"
"2760","3.325702667236328","3.325702667236328","3.325702667236328","111","111","111","0.7285412549972534","0.7285412549972534","0.7285412549972534","111","111","111","0.6140199303627014","0.6140199303627014","0.6140199303627014","111","111","111","0.4212277829647064","0.4212277829647064","0.4212277829647064","111","111","111"
"2765","3.462357997894287","3.462357997894287","3.462357997894287","112","112","112","0.723932683467865","0.723932683467865","0.723932683467865","112","112","112","0.5961599946022034","0.5961599946022034","0.5961599946022034","112","112","112","0.4057322144508362","0.4057322144508362","0.4057322144508362","112","112","112"
"2770","3.4551103115081787","3.4551103115081787","3.4551103115081787","113","113","113","0.7840147614479065","0.7840147614479065","0.7840147614479065","113","113","113","0.6675557494163513","0.6675557494163513","0.6675557494163513","113","113","113","0.42667195200920105","0.42667195200920105","0.42667195200920105","113","113","113"
"2775","3.422680616378784","3.422680616378784","3.422680616378784","114","114","114","0.7319149374961853","0.7319149374961853","0.7319149374961853","114","114","114","0.6058570146560669","0.6058570146560669","0.6058570146560669","114","114","114","0.40495622158050537","0.40495622158050537","0.40495622158050537","114","114","114"
"2780","3.369913101196289","3.369913101196289","3.369913101196289","115","115","115","0.680974543094635","0.680974543094635","0.680974543094635","115","115","115","0.5707911252975464","0.5707911252975464","0.5707911252975464","115","115","115","0.37613970041275024","0.37613970041275024","0.37613970041275024","115","115","115"
"2785","3.2841341495513916","3.2841341495513916","3.2841341495513916","116","116","116","0.6309092044830322","0.6309092044830322","0.6309092044830322","116","116","116","0.5285326242446899","0.5285326242446899","0.5285326242446899","116","116","116","0.3449137210845947","0.3449137210845947","0.3449137210845947","116","116","116"
"2790","3.5045268535614014","3.5045268535614014","3.5045268535614014","117","117","117","0.6460315585136414","0.6460315585136414","0.6460315585136414","117","117","117","0.5330943465232849","0.5330943465232849","0.5330943465232849","117","117","117","0.35912734270095825","0.35912734270095825","0.35912734270095825","117","117","117"
"2795","3.4135518074035645","3.4135518074035645","3.4135518074035645","118","118","118","0.6550654172897339","0.6550654172897339","0.6550654172897339","118","118","118","0.5329945087432861","0.5329945087432861","0.5329945087432861","118","118","118","0.4538725018501282","0.4538725018501282","0.4538725018501282","118","118","118"
"2800","3.50933575630188","3.50933575630188","3.50933575630188","119","119","119","0.6620201468467712","0.6620201468467712","0.6620201468467712","119","119","119","0.5073777437210083","0.5073777437210083","0.5073777437210083","119","119","119","0.3752593696117401","0.3752593696117401","0.3752593696117401","119","119","119"
"2805","3.5664124488830566","3.5664124488830566","3.5664124488830566","120","120","120","0.6633734107017517","0.6633734107017517","0.6633734107017517","120","120","120","0.5344361662864685","0.5344361662864685","0.5344361662864685","120","120","120","0.36015716195106506","0.36015716195106506","0.36015716195106506","120","120","120"
"2810","3.4829115867614746","3.4829115867614746","3.4829115867614746","121","121","121","0.6665560603141785","0.6665560603141785","0.6665560603141785","121","121","121","0.5446295738220215","0.5446295738220215","0.5446295738220215","121","121","121","0.36298197507858276","0.36298197507858276","0.36298197507858276","121","121","121"
"2815","3.447068214416504","3.447068214416504","3.447068214416504","122","122","122","0.6746588945388794","0.6746588945388794","0.6746588945388794","122","122","122","0.5304509997367859","0.5304509997367859","0.5304509997367859","122","122","122","0.34017351269721985","0.34017351269721985","0.34017351269721985","122","122","122"
"2820","3.5105960369110107","3.5105960369110107","3.5105960369110107","123","123","123","0.5831202268600464","0.5831202268600464","0.5831202268600464","123","123","123","0.4712592661380768","0.4712592661380768","0.4712592661380768","123","123","123","0.3292761445045471","0.3292761445045471","0.3292761445045471","123","123","123"
"2825","3.302523612976074","3.302523612976074","3.302523612976074","124","124","124","0.5850876569747925","0.5850876569747925","0.5850876569747925","124","124","124","0.46913933753967285","0.46913933753967285","0.46913933753967285","124","124","124","0.32225385308265686","0.32225385308265686","0.32225385308265686","124","124","124"
"2830","3.6675124168395996","3.6675124168395996","3.6675124168395996","125","125","125","0.7052319049835205","0.7052319049835205","0.7052319049835205","125","125","125","0.5896191000938416","0.5896191000938416","0.5896191000938416","125","125","125","0.3833831548690796","0.3833831548690796","0.3833831548690796","125","125","125"
"2835","3.265671730041504","3.265671730041504","3.265671730041504","126","126","126","0.5626978874206543","0.5626978874206543","0.5626978874206543","126","126","126","0.4537651836872101","0.4537651836872101","0.4537651836872101","126","126","126","0.35837990045547485","0.35837990045547485","0.35837990045547485","126","126","126"
"2840","3.3482296466827393","3.3482296466827393","3.3482296466827393","127","127","127","0.5284689664840698","0.5284689664840698","0.5284689664840698","127","127","127","0.41946882009506226","0.41946882009506226","0.41946882009506226","127","127","127","0.3191295862197876","0.3191295862197876","0.3191295862197876","127","127","127"
"2845","3.3310279846191406","3.3310279846191406","3.3310279846191406","128","128","128","0.5352923274040222","0.5352923274040222","0.5352923274040222","128","128","128","0.4327352046966553","0.4327352046966553","0.4327352046966553","128","128","128","0.3124532699584961","0.3124532699584961","0.3124532699584961","128","128","128"
"2850","3.4676945209503174","3.4676945209503174","3.4676945209503174","129","129","129","0.5147310495376587","0.5147310495376587","0.5147310495376587","129","129","129","0.40829095244407654","0.40829095244407654","0.40829095244407654","129","129","129","0.28984248638153076","0.28984248638153076","0.28984248638153076","129","129","129"
"2855","3.394362449645996","3.394362449645996","3.394362449645996","130","130","130","0.5229263305664062","0.5229263305664062","0.5229263305664062","130","130","130","0.4164050817489624","0.4164050817489624","0.4164050817489624","130","130","130","0.28962478041648865","0.28962478041648865","0.28962478041648865","130","130","130"
"2860","3.5149788856506348","3.5149788856506348","3.5149788856506348","131","131","131","0.5317063331604004","0.5317063331604004","0.5317063331604004","131","131","131","0.43530791997909546","0.43530791997909546","0.43530791997909546","131","131","131","0.30735817551612854","0.30735817551612854","0.30735817551612854","131","131","131"
"2865","3.3418350219726562","3.3418350219726562","3.3418350219726562","132","132","132","0.4999738931655884","0.4999738931655884","0.4999738931655884","132","132","132","0.41860446333885193","0.41860446333885193","0.41860446333885193","132","132","132","0.28625035285949707","0.28625035285949707","0.28625035285949707","132","132","132"
"2870","3.2251996994018555","3.2251996994018555","3.2251996994018555","133","133","133","0.505166232585907","0.505166232585907","0.505166232585907","133","133","133","0.3821262717247009","0.3821262717247009","0.3821262717247009","133","133","133","0.27399998903274536","0.27399998903274536","0.27399998903274536","133","133","133"
"2875","3.456404447555542","3.456404447555542","3.456404447555542","134","134","134","0.5439538359642029","0.5439538359642029","0.5439538359642029","134","134","134","0.4315798878669739","0.4315798878669739","0.4315798878669739","134","134","134","0.3049030303955078","0.3049030303955078","0.3049030303955078","134","134","134"
"2880","3.3069591522216797","3.3069591522216797","3.3069591522216797","135","135","135","0.48769381642341614","0.48769381642341614","0.48769381642341614","135","135","135","0.39855486154556274","0.39855486154556274","0.39855486154556274","135","135","135","0.2771068513393402","0.2771068513393402","0.2771068513393402","135","135","135"
"2885","3.197087287902832","3.197087287902832","3.197087287902832","136","136","136","0.45549750328063965","0.45549750328063965","0.45549750328063965","136","136","136","0.3694770038127899","0.3694770038127899","0.3694770038127899","136","136","136","0.27164700627326965","0.27164700627326965","0.27164700627326965","136","136","136"
"2890","3.0822603702545166","3.0822603702545166","3.0822603702545166","137","137","137","0.4370647966861725","0.4370647966861725","0.4370647966861725","137","137","137","0.3532828092575073","0.3532828092575073","0.3532828092575073","137","137","137","0.2726035416126251","0.2726035416126251","0.2726035416126251","137","137","137"
"2895","2.9789319038391113","2.9789319038391113","2.9789319038391113","138","138","138","0.41616228222846985","0.41616228222846985","0.41616228222846985","138","138","138","0.348113477230072","0.348113477230072","0.348113477230072","138","138","138","0.3368646204471588","0.3368646204471588","0.3368646204471588","138","138","138"
"2900","3.183791399002075","3.183791399002075","3.183791399002075","139","139","139","0.4511398375034332","0.4511398375034332","0.4511398375034332","139","139","139","0.3688499629497528","0.3688499629497528","0.3688499629497528","139","139","139","0.28843995928764343","0.28843995928764343","0.28843995928764343","139","139","139"
"2905","3.1149425506591797","3.1149425506591797","3.1149425506591797","140","140","140","0.41254356503486633","0.41254356503486633","0.41254356503486633","140","140","140","0.3459959924221039","0.3459959924221039","0.3459959924221039","140","140","140","0.27629512548446655","0.27629512548446655","0.27629512548446655","140","140","140"
"2910","3.739893913269043","3.739893913269043","3.739893913269043","141","141","141","0.47333645820617676","0.47333645820617676","0.47333645820617676","141","141","141","0.3900832533836365","0.3900832533836365","0.3900832533836365","141","141","141","0.28878164291381836","0.28878164291381836","0.28878164291381836","141","141","141"
"2915","2.9777097702026367","2.9777097702026367","2.9777097702026367","142","142","142","0.36964184045791626","0.36964184045791626","0.36964184045791626","142","142","142","0.31267815828323364","0.31267815828323364","0.31267815828323364","142","142","142","0.247515469789505","0.247515469789505","0.247515469789505","142","142","142"
"2920","2.9793879985809326","2.9793879985809326","2.9793879985809326","143","143","143","0.4042620062828064","0.4042620062828064","0.4042620062828064","143","143","143","0.34641411900520325","0.34641411900520325","0.34641411900520325","143","143","143","0.2629905045032501","0.2629905045032501","0.2629905045032501","143","143","143"
"2925","3.270566701889038","3.270566701889038","3.270566701889038","144","144","144","0.38876256346702576","0.38876256346702576","0.38876256346702576","144","144","144","0.31825363636016846","0.31825363636016846","0.31825363636016846","144","144","144","0.2603386640548706","0.2603386640548706","0.2603386640548706","144","144","144"
"2930","3.338906764984131","3.338906764984131","3.338906764984131","145","145","145","0.369709312915802","0.369709312915802","0.369709312915802","145","145","145","0.32451218366622925","0.32451218366622925","0.32451218366622925","145","145","145","0.2631622552871704","0.2631622552871704","0.2631622552871704","145","145","145"
"2935","3.111539602279663","3.111539602279663","3.111539602279663","146","146","146","0.3427591025829315","0.3427591025829315","0.3427591025829315","146","146","146","0.3068421483039856","0.3068421483039856","0.3068421483039856","146","146","146","0.23583893477916718","0.23583893477916718","0.23583893477916718","146","146","146"
"2940","3.1335208415985107","3.1335208415985107","3.1335208415985107","147","147","147","0.38332322239875793","0.38332322239875793","0.38332322239875793","147","147","147","0.32730454206466675","0.32730454206466675","0.32730454206466675","147","147","147","0.2606002390384674","0.2606002390384674","0.2606002390384674","147","147","147"
"2945","3.409471273422241","3.409471273422241","3.409471273422241","148","148","148","0.36728084087371826","0.36728084087371826","0.36728084087371826","148","148","148","0.31873324513435364","0.31873324513435364","0.31873324513435364","148","148","148","0.24078701436519623","0.24078701436519623","0.24078701436519623","148","148","148"
"2950","3.2783968448638916","3.2783968448638916","3.2783968448638916","149","149","149","0.3461882174015045","0.3461882174015045","0.3461882174015045","149","149","149","0.2964934706687927","0.2964934706687927","0.2964934706687927","149","149","149","0.2298993468284607","0.2298993468284607","0.2298993468284607","149","149","149"
"2955","3.094001054763794","3.094001054763794","3.094001054763794","150","150","150","0.3396551311016083","0.3396551311016083","0.3396551311016083","150","150","150","0.29584774374961853","0.29584774374961853","0.29584774374961853","150","150","150","0.2256951481103897","0.2256951481103897","0.2256951481103897","150","150","150"
"2960","3.322147846221924","3.322147846221924","3.322147846221924","151","151","151","0.3817766308784485","0.3817766308784485","0.3817766308784485","151","151","151","0.3369983434677124","0.3369983434677124","0.3369983434677124","151","151","151","0.25970929861068726","0.25970929861068726","0.25970929861068726","151","151","151"
"2965","3.153822183609009","3.153822183609009","3.153822183609009","152","152","152","0.37479737401008606","0.37479737401008606","0.37479737401008606","152","152","152","0.33775147795677185","0.33775147795677185","0.33775147795677185","152","152","152","0.2518855631351471","0.2518855631351471","0.2518855631351471","152","152","152"
"2970","3.135167360305786","3.135167360305786","3.135167360305786","153","153","153","0.36162522435188293","0.36162522435188293","0.36162522435188293","153","153","153","0.3211621642112732","0.3211621642112732","0.3211621642112732","153","153","153","0.24345965683460236","0.24345965683460236","0.24345965683460236","153","153","153"
"2975","3.2080302238464355","3.2080302238464355","3.2080302238464355","154","154","154","0.32933780550956726","0.32933780550956726","0.32933780550956726","154","154","154","0.3002859950065613","0.3002859950065613","0.3002859950065613","154","154","154","0.24418093264102936","0.24418093264102936","0.24418093264102936","154","154","154"
"2980","3.131087064743042","3.131087064743042","3.131087064743042","155","155","155","0.3338649570941925","0.3338649570941925","0.3338649570941925","155","155","155","0.30352267622947693","0.30352267622947693","0.30352267622947693","155","155","155","0.24290527403354645","0.24290527403354645","0.24290527403354645","155","155","155"
"2985","3.1141555309295654","3.1141555309295654","3.1141555309295654","156","156","156","0.31248927116394043","0.31248927116394043","0.31248927116394043","156","156","156","0.2940618693828583","0.2940618693828583","0.2940618693828583","156","156","156","0.23434759676456451","0.23434759676456451","0.23434759676456451","156","156","156"
"2990","3.1293368339538574","3.1293368339538574","3.1293368339538574","157","157","157","0.31996574997901917","0.31996574997901917","0.31996574997901917","157","157","157","0.2921942472457886","0.2921942472457886","0.2921942472457886","157","157","157","0.3434118330478668","0.3434118330478668","0.3434118330478668","157","157","157"
"2995","3.210402250289917","3.210402250289917","3.210402250289917","158","158","158","0.33541935682296753","0.33541935682296753","0.33541935682296753","158","158","158","0.2947094738483429","0.2947094738483429","0.2947094738483429","158","158","158","0.29505518078804016","0.29505518078804016","0.29505518078804016","158","158","158"
"3000","7.04633903503418","7.04633903503418","7.04633903503418","159","159","159","7.178017616271973","7.178017616271973","7.178017616271973","159","159","159","6.726264476776123","6.726264476776123","6.726264476776123","159","159","159","7.125883102416992","7.125883102416992","7.125883102416992","159","159","159"
"3005","6.844816207885742","6.844816207885742","6.844816207885742","160","160","160","5.874709606170654","5.874709606170654","5.874709606170654","160","160","160","5.021088600158691","5.021088600158691","5.021088600158691","160","160","160","5.347236156463623","5.347236156463623","5.347236156463623","160","160","160"
"3010","6.600881099700928","6.600881099700928","6.600881099700928","161","161","161","5.415365219116211","5.415365219116211","5.415365219116211","161","161","161","4.684295654296875","4.684295654296875","4.684295654296875","161","161","161","4.75353479385376","4.75353479385376","4.75353479385376","161","161","161"
"3015","6.739976406097412","6.739976406097412","6.739976406097412","162","162","162","5.239453315734863","5.239453315734863","5.239453315734863","162","162","162","4.512568950653076","4.512568950653076","4.512568950653076","162","162","162","4.456035614013672","4.456035614013672","4.456035614013672","162","162","162"
"3020","6.418935298919678","6.418935298919678","6.418935298919678","163","163","163","4.8647966384887695","4.8647966384887695","4.8647966384887695","163","163","163","4.247676849365234","4.247676849365234","4.247676849365234","163","163","163","4.149272441864014","4.149272441864014","4.149272441864014","163","163","163"
"3025","6.602633953094482","6.602633953094482","6.602633953094482","164","164","164","4.934438705444336","4.934438705444336","4.934438705444336","164","164","164","4.290808200836182","4.290808200836182","4.290808200836182","164","164","164","4.168210983276367","4.168210983276367","4.168210983276367","164","164","164"
"3030","6.708963871002197","6.708963871002197","6.708963871002197","165","165","165","4.89838171005249","4.89838171005249","4.89838171005249","165","165","165","4.277424335479736","4.277424335479736","4.277424335479736","165","165","165","4.143950939178467","4.143950939178467","4.143950939178467","165","165","165"
"3035","6.619808673858643","6.619808673858643","6.619808673858643","166","166","166","4.922104835510254","4.922104835510254","4.922104835510254","166","166","166","4.4162750244140625","4.4162750244140625","4.4162750244140625","166","166","166","4.281009197235107","4.281009197235107","4.281009197235107","166","166","166"
"3040","6.721078395843506","6.721078395843506","6.721078395843506","167","167","167","4.775795936584473","4.775795936584473","4.775795936584473","167","167","167","4.290086269378662","4.290086269378662","4.290086269378662","167","167","167","4.143575191497803","4.143575191497803","4.143575191497803","167","167","167"
"3045","6.208085060119629","6.208085060119629","6.208085060119629","168","168","168","4.42972993850708","4.42972993850708","4.42972993850708","168","168","168","4.007081508636475","4.007081508636475","4.007081508636475","168","168","168","3.8664793968200684","3.8664793968200684","3.8664793968200684","168","168","168"
"3050","6.506019115447998","6.506019115447998","6.506019115447998","169","169","169","4.638920783996582","4.638920783996582","4.638920783996582","169","169","169","4.184703826904297","4.184703826904297","4.184703826904297","169","169","169","4.054777145385742","4.054777145385742","4.054777145385742","169","169","169"
"3055","6.348378658294678","6.348378658294678","6.348378658294678","170","170","170","4.465679168701172","4.465679168701172","4.465679168701172","170","170","170","4.039750099182129","4.039750099182129","4.039750099182129","170","170","170","3.927088737487793","3.927088737487793","3.927088737487793","170","170","170"
"3060","6.277873516082764","6.277873516082764","6.277873516082764","171","171","171","4.374855995178223","4.374855995178223","4.374855995178223","171","171","171","3.993417978286743","3.993417978286743","3.993417978286743","171","171","171","3.893003463745117","3.893003463745117","3.893003463745117","171","171","171"
"3065","6.30530309677124","6.30530309677124","6.30530309677124","172","172","172","4.180026531219482","4.180026531219482","4.180026531219482","172","172","172","3.801316976547241","3.801316976547241","3.801316976547241","172","172","172","3.660330057144165","3.660330057144165","3.660330057144165","172","172","172"
"3070","6.439914703369141","6.439914703369141","6.439914703369141","173","173","173","4.3147077560424805","4.3147077560424805","4.3147077560424805","173","173","173","4.009890556335449","4.009890556335449","4.009890556335449","173","173","173","3.883906602859497","3.883906602859497","3.883906602859497","173","173","173"
"3075","6.464883804321289","6.464883804321289","6.464883804321289","174","174","174","4.228793144226074","4.228793144226074","4.228793144226074","174","174","174","3.9252970218658447","3.9252970218658447","3.9252970218658447","174","174","174","3.7976834774017334","3.7976834774017334","3.7976834774017334","174","174","174"
"3080","6.434898376464844","6.434898376464844","6.434898376464844","175","175","175","4.475888252258301","4.475888252258301","4.475888252258301","175","175","175","4.205239772796631","4.205239772796631","4.205239772796631","175","175","175","4.065352916717529","4.065352916717529","4.065352916717529","175","175","175"
"3085","6.168826103210449","6.168826103210449","6.168826103210449","176","176","176","4.216159820556641","4.216159820556641","4.216159820556641","176","176","176","3.9579687118530273","3.9579687118530273","3.9579687118530273","176","176","176","3.8374102115631104","3.8374102115631104","3.8374102115631104","176","176","176"
"3090","6.183271884918213","6.183271884918213","6.183271884918213","177","177","177","4.038351535797119","4.038351535797119","4.038351535797119","177","177","177","3.829355478286743","3.829355478286743","3.829355478286743","177","177","177","3.6874241828918457","3.6874241828918457","3.6874241828918457","177","177","177"
"3095","6.183204174041748","6.183204174041748","6.183204174041748","178","178","178","4.113944053649902","4.113944053649902","4.113944053649902","178","178","178","3.8805124759674072","3.8805124759674072","3.8805124759674072","178","178","178","3.74458909034729","3.74458909034729","3.74458909034729","178","178","178"
"3100","6.211905002593994","6.211905002593994","6.211905002593994","179","179","179","4.199766635894775","4.199766635894775","4.199766635894775","179","179","179","4.003833293914795","4.003833293914795","4.003833293914795","179","179","179","3.8893754482269287","3.8893754482269287","3.8893754482269287","179","179","179"
"3105","6.264371871948242","6.264371871948242","6.264371871948242","180","180","180","4.085551738739014","4.085551738739014","4.085551738739014","180","180","180","3.896259069442749","3.896259069442749","3.896259069442749","180","180","180","3.7502593994140625","3.7502593994140625","3.7502593994140625","180","180","180"
"3110","6.530770301818848","6.530770301818848","6.530770301818848","181","181","181","4.157364368438721","4.157364368438721","4.157364368438721","181","181","181","3.9637701511383057","3.9637701511383057","3.9637701511383057","181","181","181","3.8159897327423096","3.8159897327423096","3.8159897327423096","181","181","181"
"3115","6.456655025482178","6.456655025482178","6.456655025482178","182","182","182","4.248726844787598","4.248726844787598","4.248726844787598","182","182","182","4.069843292236328","4.069843292236328","4.069843292236328","182","182","182","3.9342730045318604","3.9342730045318604","3.9342730045318604","182","182","182"
"3120","6.208601951599121","6.208601951599121","6.208601951599121","183","183","183","4.05975866317749","4.05975866317749","4.05975866317749","183","183","183","3.8891875743865967","3.8891875743865967","3.8891875743865967","183","183","183","3.7762041091918945","3.7762041091918945","3.7762041091918945","183","183","183"
"3125","6.439190864562988","6.439190864562988","6.439190864562988","184","184","184","4.117184162139893","4.117184162139893","4.117184162139893","184","184","184","3.9437499046325684","3.9437499046325684","3.9437499046325684","184","184","184","3.785344362258911","3.785344362258911","3.785344362258911","184","184","184"
"3130","6.5716166496276855","6.5716166496276855","6.5716166496276855","185","185","185","4.19511079788208","4.19511079788208","4.19511079788208","185","185","185","4.036241054534912","4.036241054534912","4.036241054534912","185","185","185","3.910640001296997","3.910640001296997","3.910640001296997","185","185","185"
