"iter","env2_sgd_2500-3000 - EMA/Grad_Norm","env2_sgd_2500-3000 - EMA/Grad_Norm__MIN","env2_sgd_2500-3000 - EMA/Grad_Norm__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/Grad_Norm","env2_lion_shock_2500-3000 - EMA/Grad_Norm__MIN","env2_lion_shock_2500-3000 - EMA/Grad_Norm__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/Grad_Norm","env2_muon_shock_2500-3000 - EMA/Grad_Norm__MIN","env2_muon_shock_2500-3000 - EMA/Grad_Norm__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/Grad_Norm","env2_adamw_shock_2500-3000 - EMA/Grad_Norm__MIN","env2_adamw_shock_2500-3000 - EMA/Grad_Norm__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"3125","2.1363111383905053","2.1363111383905053","2.1363111383905053","184","184","184","0.48509115495879324","0.48509115495879324","0.48509115495879324","184","184","184","0.43013766008373405","0.43013766008373405","0.43013766008373405","184","184","184","0.32780883117866333","0.32780883117866333","0.32780883117866333","184","184","184"
"3130","2.267120863063459","2.267120863063459","2.267120863063459","185","185","185","0.47502577047931605","0.47502577047931605","0.47502577047931605","185","185","185","0.4286208749719374","0.4286208749719374","0.4286208749719374","185","185","185","0.32234579415585307","0.32234579415585307","0.32234579415585307","185","185","185"
"3135","2.3917527094090407","2.3917527094090407","2.3917527094090407","186","186","186","0.4701246715151457","0.4701246715151457","0.4701246715151457","186","186","186","0.4309584327804162","0.4309584327804162","0.4309584327804162","186","186","186","0.3230756186820029","0.3230756186820029","0.3230756186820029","186","186","186"
"3140","2.33037576252192","2.33037576252192","2.33037576252192","187","187","187","0.4646519413276113","0.4646519413276113","0.4646519413276113","187","187","187","0.4301261394047189","0.4301261394047189","0.4301261394047189","187","187","187","0.3143356459499856","0.3143356459499856","0.3143356459499856","187","187","187"
"3145","2.2328359236607698","2.2328359236607698","2.2328359236607698","188","188","188","0.4515037096063055","0.4515037096063055","0.4515037096063055","188","188","188","0.406170447863972","0.406170447863972","0.406170447863972","188","188","188","0.30972350445624897","0.30972350445624897","0.30972350445624897","188","188","188"
"3150","2.1312358222149403","2.1312358222149403","2.1312358222149403","189","189","189","0.43840485720926053","0.43840485720926053","0.43840485720926053","189","189","189","0.425658723587215","0.425658723587215","0.425658723587215","189","189","189","0.3197558198275686","0.3197558198275686","0.3197558198275686","189","189","189"
"3155","2.119887140880285","2.119887140880285","2.119887140880285","190","190","190","0.4387508135174776","0.4387508135174776","0.4387508135174776","190","190","190","0.43855078165028133","0.43855078165028133","0.43855078165028133","190","190","190","0.3182441246852974","0.3182441246852974","0.3182441246852974","190","190","190"
"3160","2.142198307439409","2.142198307439409","2.142198307439409","191","191","191","0.44674194382352084","0.44674194382352084","0.44674194382352084","191","191","191","0.42212441528860684","0.42212441528860684","0.42212441528860684","191","191","191","0.3183888131347907","0.3183888131347907","0.3183888131347907","191","191","191"
"3165","2.1874594943667627","2.1874594943667627","2.1874594943667627","192","192","192","0.4342981090135807","0.4342981090135807","0.4342981090135807","192","192","192","0.41399886246131856","0.41399886246131856","0.41399886246131856","192","192","192","0.3031593600314394","0.3031593600314394","0.3031593600314394","192","192","192"
"3170","2.171684766864336","2.171684766864336","2.171684766864336","193","193","193","0.42269605127538057","0.42269605127538057","0.42269605127538057","193","193","193","0.409230306492404","0.409230306492404","0.409230306492404","193","193","193","0.2959897586254491","0.2959897586254491","0.2959897586254491","193","193","193"
"3175","2.2336129838648","2.2336129838648","2.2336129838648","194","194","194","0.42187745462318016","0.42187745462318016","0.42187745462318016","194","194","194","0.4041640701484259","0.4041640701484259","0.4041640701484259","194","194","194","0.3029017220647171","0.3029017220647171","0.3029017220647171","194","194","194"
"3180","2.3441382786217906","2.3441382786217906","2.3441382786217906","195","195","195","0.8265260919635056","0.8265260919635056","0.8265260919635056","195","195","195","0.42558803435692194","0.42558803435692194","0.42558803435692194","195","195","195","0.3048742682430307","0.3048742682430307","0.3048742682430307","195","195","195"
"3185","2.349615332137069","2.349615332137069","2.349615332137069","196","196","196","0.6318093986148531","0.6318093986148531","0.6318093986148531","196","196","196","0.4170324679165842","0.4170324679165842","0.4170324679165842","196","196","196","0.3147415001843974","0.3147415001843974","0.3147415001843974","196","196","196"
"3190","2.4751152701852392","2.4751152701852392","2.4751152701852392","197","197","197","0.5344203867536284","0.5344203867536284","0.5344203867536284","197","197","197","0.415430793426094","0.415430793426094","0.415430793426094","197","197","197","0.33681445370746144","0.33681445370746144","0.33681445370746144","197","197","197"
"3195","2.9179039273590446","2.9179039273590446","2.9179039273590446","198","198","198","0.4703953102562938","0.4703953102562938","0.4703953102562938","198","198","198","0.40822463860682273","0.40822463860682273","0.40822463860682273","198","198","198","0.32449454516816123","0.32449454516816123","0.32449454516816123","198","198","198"
"3200","2.928891501149464","2.928891501149464","2.928891501149464","199","199","199","0.44578840332770764","0.44578840332770764","0.44578840332770764","199","199","199","0.4115969962965076","0.4115969962965076","0.4115969962965076","199","199","199","0.31053647083553804","0.31053647083553804","0.31053647083553804","199","199","199"
"3250","2.255070643430606","2.255070643430606","2.255070643430606","200","200","200","0.3863701283687998","0.3863701283687998","0.3863701283687998","200","200","200","0.3866917110042665","0.3866917110042665","0.3866917110042665","200","200","200","0.30949375187420824","0.30949375187420824","0.30949375187420824","200","200","200"
"3300","2.4585623327003994","2.4585623327003994","2.4585623327003994","201","201","201","0.3527216126230632","0.3527216126230632","0.3527216126230632","201","201","201","0.3790630477784259","0.3790630477784259","0.3790630477784259","201","201","201","0.29795604071058035","0.29795604071058035","0.29795604071058035","201","201","201"
"3350","2.3427564942495107","2.3427564942495107","2.3427564942495107","202","202","202","0.3113308351169802","0.3113308351169802","0.3113308351169802","202","202","202","0.39362739390104035","0.39362739390104035","0.39362739390104035","202","202","202","0.2968046409569885","0.2968046409569885","0.2968046409569885","202","202","202"
"3400","2.528847408510108","2.528847408510108","2.528847408510108","203","203","203","0.3193532530243502","0.3193532530243502","0.3193532530243502","203","203","203","0.37404170231635875","0.37404170231635875","0.37404170231635875","203","203","203","0.292628193831733","0.292628193831733","0.292628193831733","203","203","203"
"3450","2.5402770378818706","2.5402770378818706","2.5402770378818706","204","204","204","0.31045270778649564","0.31045270778649564","0.31045270778649564","204","204","204","0.37241622835789023","0.37241622835789023","0.37241622835789023","204","204","204","0.2855546791461207","0.2855546791461207","0.2855546791461207","204","204","204"
"3500","2.3290210968952008","2.3290210968952008","2.3290210968952008","205","205","205","0.29175062778451705","0.29175062778451705","0.29175062778451705","205","205","205","0.36340579235298853","0.36340579235298853","0.36340579235298853","205","205","205","0.2754843290420183","0.2754843290420183","0.2754843290420183","205","205","205"
"3550","2.4323744491500747","2.4323744491500747","2.4323744491500747","206","206","206","0.2978467405006909","0.2978467405006909","0.2978467405006909","206","206","206","0.36539768851448606","0.36539768851448606","0.36539768851448606","206","206","206","0.2781317417325023","0.2781317417325023","0.2781317417325023","206","206","206"
"3600","2.3676452138386845","2.3676452138386845","2.3676452138386845","207","207","207","0.3324349546805476","0.3324349546805476","0.3324349546805476","207","207","207","0.37431323190421273","0.37431323190421273","0.37431323190421273","207","207","207","0.2776353395756758","0.2776353395756758","0.2776353395756758","207","207","207"
"3650","2.4909382347889215","2.4909382347889215","2.4909382347889215","208","208","208","0.30245423822977013","0.30245423822977013","0.30245423822977013","208","208","208","0.36968278089348794","0.36968278089348794","0.36968278089348794","208","208","208","0.28605116969025135","0.28605116969025135","0.28605116969025135","208","208","208"
"3700","2.776873891017124","2.776873891017124","2.776873891017124","209","209","209","0.3000102777278828","0.3000102777278828","0.3000102777278828","209","209","209","0.34404245838845937","0.34404245838845937","0.34404245838845937","209","209","209","0.2822308635958862","0.2822308635958862","0.2822308635958862","209","209","209"
"3750","2.8948905276671497","2.8948905276671497","2.8948905276671497","210","210","210","0.3050596234986003","0.3050596234986003","0.3050596234986003","210","210","210","0.3488670405771569","0.3488670405771569","0.3488670405771569","210","210","210","0.2816193990466517","0.2816193990466517","0.2816193990466517","210","210","210"
"3800","2.7850076565495736","2.7850076565495736","2.7850076565495736","211","211","211","0.29176102476218135","0.29176102476218135","0.29176102476218135","211","211","211","0.3505164611060126","0.3505164611060126","0.3505164611060126","211","211","211","0.26660641384946066","0.26660641384946066","0.26660641384946066","211","211","211"
"3850","2.96362533062596","2.96362533062596","2.96362533062596","212","212","212","0.28963370081367457","0.28963370081367457","0.28963370081367457","212","212","212","0.3399053816298762","0.3399053816298762","0.3399053816298762","212","212","212","0.2662161151504095","0.2662161151504095","0.2662161151504095","212","212","212"
"3900","3.5190027344630264","3.5190027344630264","3.5190027344630264","213","213","213","0.29261726855584586","0.29261726855584586","0.29261726855584586","213","213","213","0.3512208660357276","0.3512208660357276","0.3512208660357276","213","213","213","0.2751702925533194","0.2751702925533194","0.2751702925533194","213","213","213"
"3950","2.6788417276950978","2.6788417276950978","2.6788417276950978","214","214","214","0.2937852584871445","0.2937852584871445","0.2937852584871445","214","214","214","0.34492805007832017","0.34492805007832017","0.34492805007832017","214","214","214","0.28186239990551293","0.28186239990551293","0.28186239990551293","214","214","214"
"4000","2.9242454182362154","2.9242454182362154","2.9242454182362154","215","215","215","0.2926414285667969","0.2926414285667969","0.2926414285667969","215","215","215","0.34311674841506795","0.34311674841506795","0.34311674841506795","215","215","215","0.27519066034164885","0.27519066034164885","0.27519066034164885","215","215","215"
"4050","2.8172591618243485","2.8172591618243485","2.8172591618243485","216","216","216","","","","","","","","","","","","","","","","","",""
"4100","2.917262837540086","2.917262837540086","2.917262837540086","217","217","217","","","","","","","","","","","","","","","","","",""
"4150","2.8473119689709154","2.8473119689709154","2.8473119689709154","218","218","218","","","","","","","","","","","","","","","","","",""
"4200","3.1267685047242333","3.1267685047242333","3.1267685047242333","219","219","219","","","","","","","","","","","","","","","","","",""
"4250","3.1163049952700357","3.1163049952700357","3.1163049952700357","220","220","220","","","","","","","","","","","","","","","","","",""
"4300","3.0031805131082687","3.0031805131082687","3.0031805131082687","221","221","221","","","","","","","","","","","","","","","","","",""
"4350","2.897562673054972","2.897562673054972","2.897562673054972","222","222","222","","","","","","","","","","","","","","","","","",""
"4400","3.4819505788156384","3.4819505788156384","3.4819505788156384","223","223","223","","","","","","","","","","","","","","","","","",""
"4450","3.1065242700338156","3.1065242700338156","3.1065242700338156","224","224","224","","","","","","","","","","","","","","","","","",""
"4500","2.854594383811047","2.854594383811047","2.854594383811047","225","225","225","","","","","","","","","","","","","","","","","",""
"4550","3.196690770421359","3.196690770421359","3.196690770421359","226","226","226","","","","","","","","","","","","","","","","","",""
"4600","3.3593278159565845","3.3593278159565845","3.3593278159565845","227","227","227","","","","","","","","","","","","","","","","","",""
"4650","3.240093790227265","3.240093790227265","3.240093790227265","228","228","228","","","","","","","","","","","","","","","","","",""
"4700","3.3364591267268255","3.3364591267268255","3.3364591267268255","229","229","229","","","","","","","","","","","","","","","","","",""
"4750","3.169585153210381","3.169585153210381","3.169585153210381","230","230","230","","","","","","","","","","","","","","","","","",""
"4800","3.464812340283831","3.464812340283831","3.464812340283831","231","231","231","","","","","","","","","","","","","","","","","",""
"4850","3.2368199662819537","3.2368199662819537","3.2368199662819537","232","232","232","","","","","","","","","","","","","","","","","",""
"4900","3.0533935029076225","3.0533935029076225","3.0533935029076225","233","233","233","","","","","","","","","","","","","","","","","",""
"4950","3.1933231522836065","3.1933231522836065","3.1933231522836065","234","234","234","","","","","","","","","","","","","","","","","",""
"5000","3.3157060841514","3.3157060841514","3.3157060841514","235","235","235","","","","","","","","","","","","","","","","","",""
