"iter","env2_sgd_2500-3000 - EMA/Grad_Norm","env2_sgd_2500-3000 - EMA/Grad_Norm__MIN","env2_sgd_2500-3000 - EMA/Grad_Norm__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/Grad_Norm","env2_lion_shock_2500-3000 - EMA/Grad_Norm__MIN","env2_lion_shock_2500-3000 - EMA/Grad_Norm__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/Grad_Norm","env2_muon_shock_2500-3000 - EMA/Grad_Norm__MIN","env2_muon_shock_2500-3000 - EMA/Grad_Norm__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/Grad_Norm","env2_adamw_shock_2500-3000 - EMA/Grad_Norm__MIN","env2_adamw_shock_2500-3000 - EMA/Grad_Norm__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"2630","5.482200264866592","5.482200264866592","5.482200264866592","85","85","85","0.5459357378334615","0.5459357378334615","0.5459357378334615","85","85","85","0.41952255408246153","0.41952255408246153","0.41952255408246153","85","85","85","0.49843113848608656","0.49843113848608656","0.49843113848608656","85","85","85"
"2635","5.441953657723944","5.441953657723944","5.441953657723944","86","86","86","0.5157899874274862","0.5157899874274862","0.5157899874274862","86","86","86","0.46627649175548813","0.46627649175548813","0.46627649175548813","86","86","86","0.4137837158677674","0.4137837158677674","0.4137837158677674","86","86","86"
"2640","6.325621906551577","6.325621906551577","6.325621906551577","87","87","87","0.481481778570259","0.481481778570259","0.481481778570259","87","87","87","0.5047297195624209","0.5047297195624209","0.5047297195624209","87","87","87","0.35233384027154147","0.35233384027154147","0.35233384027154147","87","87","87"
"2645","6.324509860255885","6.324509860255885","6.324509860255885","88","88","88","0.4786255323971896","0.4786255323971896","0.4786255323971896","88","88","88","0.4510311972926144","0.4510311972926144","0.4510311972926144","88","88","88","0.3004223538780444","0.3004223538780444","0.3004223538780444","88","88","88"
"2650","6.007561691296035","6.007561691296035","6.007561691296035","89","89","89","0.4507240947282215","0.4507240947282215","0.4507240947282215","89","89","89","0.4577894569858657","0.4577894569858657","0.4577894569858657","89","89","89","0.28080009302665154","0.28080009302665154","0.28080009302665154","89","89","89"
"2655","5.785289953104267","5.785289953104267","5.785289953104267","90","90","90","0.428259803156924","0.428259803156924","0.428259803156924","90","90","90","0.4433517326552371","0.4433517326552371","0.4433517326552371","90","90","90","0.31180474056931046","0.31180474056931046","0.31180474056931046","90","90","90"
"2660","5.722248806489037","5.722248806489037","5.722248806489037","91","91","91","0.4267893270066697","0.4267893270066697","0.4267893270066697","91","91","91","0.4325496587440328","0.4325496587440328","0.4325496587440328","91","91","91","0.306585639796911","0.306585639796911","0.306585639796911","91","91","91"
"2665","5.289252754468737","5.289252754468737","5.289252754468737","92","92","92","0.41770459332704846","0.41770459332704846","0.41770459332704846","92","92","92","0.42843430180653275","0.42843430180653275","0.42843430180653275","92","92","92","0.28965180996594103","0.28965180996594103","0.28965180996594103","92","92","92"
"2670","5.142555370676384","5.142555370676384","5.142555370676384","93","93","93","0.43806589093571824","0.43806589093571824","0.43806589093571824","93","93","93","0.43081490017900687","0.43081490017900687","0.43081490017900687","93","93","93","0.3401756802036358","0.3401756802036358","0.3401756802036358","93","93","93"
"2675","5.1467790095997525","5.1467790095997525","5.1467790095997525","94","94","94","0.43794202383360076","0.43794202383360076","0.43794202383360076","94","94","94","0.39566358808795","0.39566358808795","0.39566358808795","94","94","94","0.5937411189514682","0.5937411189514682","0.5937411189514682","94","94","94"
"2680","6.282674042285213","6.282674042285213","6.282674042285213","95","95","95","0.43391540156257874","0.43391540156257874","0.43391540156257874","95","95","95","0.39803534288857045","0.39803534288857045","0.39803534288857045","95","95","95","0.48862258813299764","0.48862258813299764","0.48862258813299764","95","95","95"
"2685","5.880040067819061","5.880040067819061","5.880040067819061","96","96","96","0.4253901970647303","0.4253901970647303","0.4253901970647303","96","96","96","0.40531794964343404","0.40531794964343404","0.40531794964343404","96","96","96","0.3941206237566887","0.3941206237566887","0.3941206237566887","96","96","96"
"2690","5.652373513034499","5.652373513034499","5.652373513034499","97","97","97","0.40310813143409296","0.40310813143409296","0.40310813143409296","97","97","97","0.3816301444369902","0.3816301444369902","0.3816301444369902","97","97","97","0.3363759912768468","0.3363759912768468","0.3363759912768468","97","97","97"
"2695","5.61123957750938","5.61123957750938","5.61123957750938","98","98","98","0.3851233894527392","0.3851233894527392","0.3851233894527392","98","98","98","0.3767716490920816","0.3767716490920816","0.3767716490920816","98","98","98","0.4368428992322453","0.4368428992322453","0.4368428992322453","98","98","98"
"2700","5.863073663614007","5.863073663614007","5.863073663614007","99","99","99","0.391130904344813","0.391130904344813","0.391130904344813","99","99","99","0.39637589051382816","0.39637589051382816","0.39637589051382816","99","99","99","0.4290385535382611","0.4290385535382611","0.4290385535382611","99","99","99"
"2705","6.4279602272236875","6.4279602272236875","6.4279602272236875","100","100","100","0.3903949768693952","0.3903949768693952","0.3903949768693952","100","100","100","0.3769775403281526","0.3769775403281526","0.3769775403281526","100","100","100","0.3517543179163731","0.3517543179163731","0.3517543179163731","100","100","100"
"2710","6.399768193320226","6.399768193320226","6.399768193320226","101","101","101","0.3936213331426254","0.3936213331426254","0.3936213331426254","101","101","101","0.37271398530736805","0.37271398530736805","0.37271398530736805","101","101","101","0.30372313474472423","0.30372313474472423","0.30372313474472423","101","101","101"
"2715","6.09194017097453","6.09194017097453","6.09194017097453","102","102","102","0.37707909591374045","0.37707909591374045","0.37707909591374045","102","102","102","0.4070725652193894","0.4070725652193894","0.4070725652193894","102","102","102","0.2893756246292031","0.2893756246292031","0.2893756246292031","102","102","102"
"2720","5.916271672230214","5.916271672230214","5.916271672230214","103","103","103","0.36731753039846615","0.36731753039846615","0.36731753039846615","103","103","103","0.39747311770563776","0.39747311770563776","0.39747311770563776","103","103","103","0.3412733246328963","0.3412733246328963","0.3412733246328963","103","103","103"
"2725","5.611939358802908","5.611939358802908","5.611939358802908","104","104","104","0.3650004095406368","0.3650004095406368","0.3650004095406368","104","104","104","0.39013370342174825","0.39013370342174825","0.39013370342174825","104","104","104","0.31150248351108245","0.31150248351108245","0.31150248351108245","104","104","104"
"2730","6.321590613288887","6.321590613288887","6.321590613288887","105","105","105","0.36494737532257343","0.36494737532257343","0.36494737532257343","105","105","105","0.401377323701774","0.401377323701774","0.401377323701774","105","105","105","0.2876126485277891","0.2876126485277891","0.2876126485277891","105","105","105"
"2735","6.464634136319424","6.464634136319424","6.464634136319424","106","106","106","0.37491708368602383","0.37491708368602383","0.37491708368602383","106","106","106","0.3862447577153763","0.3862447577153763","0.3862447577153763","106","106","106","0.28016633876186053","0.28016633876186053","0.28016633876186053","106","106","106"
"2740","6.289270026186881","6.289270026186881","6.289270026186881","107","107","107","0.35825382648360665","0.35825382648360665","0.35825382648360665","107","107","107","0.40498577338020664","0.40498577338020664","0.40498577338020664","107","107","107","0.4279373631249447","0.4279373631249447","0.4279373631249447","107","107","107"
"2745","6.585272139010422","6.585272139010422","6.585272139010422","108","108","108","0.3549698169207185","0.3549698169207185","0.3549698169207185","108","108","108","0.4072270992295321","0.4072270992295321","0.4072270992295321","108","108","108","0.5749563066218171","0.5749563066218171","0.5749563066218171","108","108","108"
"2750","6.796389332077674","6.796389332077674","6.796389332077674","109","109","109","0.34485514226997355","0.34485514226997355","0.34485514226997355","109","109","109","0.42772861331465656","0.42772861331465656","0.42772861331465656","109","109","109","0.4692301228164566","0.4692301228164566","0.4692301228164566","109","109","109"
"2755","6.57319914129602","6.57319914129602","6.57319914129602","110","110","110","0.35652767727863116","0.35652767727863116","0.35652767727863116","110","110","110","0.4057374742690211","0.4057374742690211","0.4057374742690211","110","110","110","0.37520296588228985","0.37520296588228985","0.37520296588228985","110","110","110"
"2760","6.287943525076007","6.287943525076007","6.287943525076007","111","111","111","0.35782796128002625","0.35782796128002625","0.35782796128002625","111","111","111","0.3996522876782733","0.3996522876782733","0.3996522876782733","111","111","111","0.30842544717198045","0.30842544717198045","0.30842544717198045","111","111","111"
"2765","6.039097945061433","6.039097945061433","6.039097945061433","112","112","112","0.3627647389210511","0.3627647389210511","0.3627647389210511","112","112","112","0.4064830602333473","0.4064830602333473","0.4064830602333473","112","112","112","0.29670138984558664","0.29670138984558664","0.29670138984558664","112","112","112"
"2770","5.766819650728976","5.766819650728976","5.766819650728976","113","113","113","0.37528279907040835","0.37528279907040835","0.37528279907040835","113","113","113","0.40468193857232854","0.40468193857232854","0.40468193857232854","113","113","113","0.28211396861844024","0.28211396861844024","0.28211396861844024","113","113","113"
"2775","6.282924590285363","6.282924590285363","6.282924590285363","114","114","114","0.3759569732992143","0.3759569732992143","0.3759569732992143","114","114","114","0.3810668581177688","0.3810668581177688","0.3810668581177688","114","114","114","0.2789526612070305","0.2789526612070305","0.2789526612070305","114","114","114"
"2780","7.362421978822945","7.362421978822945","7.362421978822945","115","115","115","0.35763961217619283","0.35763961217619283","0.35763961217619283","115","115","115","0.46623530835352633","0.46623530835352633","0.46623530835352633","115","115","115","0.2766956663482526","0.2766956663482526","0.2766956663482526","115","115","115"
"2785","6.79630188335002","6.79630188335002","6.79630188335002","116","116","116","1.609618393326816","1.609618393326816","1.609618393326816","116","116","116","0.4560052237362432","0.4560052237362432","0.4560052237362432","116","116","116","0.2717460307300354","0.2717460307300354","0.2717460307300354","116","116","116"
"2790","6.383075033465772","6.383075033465772","6.383075033465772","117","117","117","1.102817623995995","1.102817623995995","1.102817623995995","117","117","117","0.4276144736832245","0.4276144736832245","0.4276144736832245","117","117","117","0.27641314826560404","0.27641314826560404","0.27641314826560404","117","117","117"
"2795","5.929486350376332","5.929486350376332","5.929486350376332","118","118","118","0.8058495279021268","0.8058495279021268","0.8058495279021268","118","118","118","0.41435311501590755","0.41435311501590755","0.41435311501590755","118","118","118","0.5227177317538397","0.5227177317538397","0.5227177317538397","118","118","118"
"2800","6.200428546290282","6.200428546290282","6.200428546290282","119","119","119","0.6287144153503604","0.6287144153503604","0.6287144153503604","119","119","119","0.40963388545729085","0.40963388545729085","0.40963388545729085","119","119","119","0.5041298866424144","0.5041298866424144","0.5041298866424144","119","119","119"
"2805","6.763213126993583","6.763213126993583","6.763213126993583","120","120","120","0.5227115946650742","0.5227115946650742","0.5227115946650742","120","120","120","0.42708991206563834","0.42708991206563834","0.42708991206563834","120","120","120","0.4085545401460382","0.4085545401460382","0.4085545401460382","120","120","120"
"2810","7.162273611303325","7.162273611303325","7.162273611303325","121","121","121","0.45439328668014056","0.45439328668014056","0.45439328668014056","121","121","121","0.40975446736051335","0.40975446736051335","0.40975446736051335","121","121","121","0.3346691584646447","0.3346691584646447","0.3346691584646447","121","121","121"
"2815","6.55952861100208","6.55952861100208","6.55952861100208","122","122","122","0.4234673806938741","0.4234673806938741","0.4234673806938741","122","122","122","0.4048928574252441","0.4048928574252441","0.4048928574252441","122","122","122","0.28503263129360656","0.28503263129360656","0.28503263129360656","122","122","122"
"2820","6.313204488245627","6.313204488245627","6.313204488245627","123","123","123","0.4129633501827681","0.4129633501827681","0.4129633501827681","123","123","123","0.39057976687957","0.39057976687957","0.39057976687957","123","123","123","0.2588170493219802","0.2588170493219802","0.2588170493219802","123","123","123"
"2825","6.512716458256685","6.512716458256685","6.512716458256685","124","124","124","0.38968437371216735","0.38968437371216735","0.38968437371216735","124","124","124","0.38673851215631827","0.38673851215631827","0.38673851215631827","124","124","124","0.23924819968149086","0.23924819968149086","0.23924819968149086","124","124","124"
"2830","7.017475132947146","7.017475132947146","7.017475132947146","125","125","125","0.38794583218461376","0.38794583218461376","0.38794583218461376","125","125","125","0.3835367455909191","0.3835367455909191","0.3835367455909191","125","125","125","0.24408778123548175","0.24408778123548175","0.24408778123548175","125","125","125"
"2835","6.578031359992517","6.578031359992517","6.578031359992517","126","126","126","0.39431657806659953","0.39431657806659953","0.39431657806659953","126","126","126","0.3993666480899747","0.3993666480899747","0.3993666480899747","126","126","126","0.397206647325853","0.397206647325853","0.397206647325853","126","126","126"
"2840","6.005695907221326","6.005695907221326","6.005695907221326","127","127","127","0.38454338292233686","0.38454338292233686","0.38454338292233686","127","127","127","0.38983642865316875","0.38983642865316875","0.38983642865316875","127","127","127","0.4316721251623035","0.4316721251623035","0.4316721251623035","127","127","127"
"2845","5.690325350565995","5.690325350565995","5.690325350565995","128","128","128","0.37456803072142786","0.37456803072142786","0.37456803072142786","128","128","128","0.3838874470697202","0.3838874470697202","0.3838874470697202","128","128","128","0.3589218902113196","0.3589218902113196","0.3589218902113196","128","128","128"
"2850","6.085350105128816","6.085350105128816","6.085350105128816","129","129","129","0.37840734454513864","0.37840734454513864","0.37840734454513864","129","129","129","0.3933367725612511","0.3933367725612511","0.3933367725612511","129","129","129","0.29568028932639545","0.29568028932639545","0.29568028932639545","129","129","129"
"2855","6.894723087065866","6.894723087065866","6.894723087065866","130","130","130","0.38464239299703135","0.38464239299703135","0.38464239299703135","130","130","130","0.37632353117607964","0.37632353117607964","0.37632353117607964","130","130","130","0.265652273643632","0.265652273643632","0.265652273643632","130","130","130"
"2860","6.4281288576553255","6.4281288576553255","6.4281288576553255","131","131","131","0.38813540147603165","0.38813540147603165","0.38813540147603165","131","131","131","0.40532283796743057","0.40532283796743057","0.40532283796743057","131","131","131","0.30440175896675803","0.30440175896675803","0.30440175896675803","131","131","131"
"2865","5.966467969696521","5.966467969696521","5.966467969696521","132","132","132","0.385749244501125","0.385749244501125","0.385749244501125","132","132","132","0.42802827445254077","0.42802827445254077","0.42802827445254077","132","132","132","0.27912135302450436","0.27912135302450436","0.27912135302450436","132","132","132"
"2870","5.67721024535684","5.67721024535684","5.67721024535684","133","133","133","0.39261978560629124","0.39261978560629124","0.39261978560629124","133","133","133","0.4140121295000143","0.4140121295000143","0.4140121295000143","133","133","133","0.24882908564858006","0.24882908564858006","0.24882908564858006","133","133","133"
"2875","6.263191789822425","6.263191789822425","6.263191789822425","134","134","134","0.3912899493500212","0.3912899493500212","0.3912899493500212","134","134","134","0.3851827024221419","0.3851827024221419","0.3851827024221419","134","134","134","0.22789724633890296","0.22789724633890296","0.22789724633890296","134","134","134"
"2880","6.18569369457914","6.18569369457914","6.18569369457914","135","135","135","0.390969558450599","0.390969558450599","0.390969558450599","135","135","135","0.3717150470781338","0.3717150470781338","0.3717150470781338","135","135","135","0.21646930971348294","0.21646930971348294","0.21646930971348294","135","135","135"
"2885","6.375072398375099","6.375072398375099","6.375072398375099","136","136","136","0.3847717390628548","0.3847717390628548","0.3847717390628548","136","136","136","0.3749452126044928","0.3749452126044928","0.3749452126044928","136","136","136","0.24393869023803555","0.24393869023803555","0.24393869023803555","136","136","136"
"2890","6.933359550285914","6.933359550285914","6.933359550285914","137","137","137","0.38017292309433626","0.38017292309433626","0.38017292309433626","137","137","137","0.38689490499945883","0.38689490499945883","0.38689490499945883","137","137","137","0.27188997399252857","0.27188997399252857","0.27188997399252857","137","137","137"
"2895","6.686021028580683","6.686021028580683","6.686021028580683","138","138","138","0.4197577691265084","0.4197577691265084","0.4197577691265084","138","138","138","0.3817499858648669","0.3817499858648669","0.3817499858648669","138","138","138","0.544754876024001","0.544754876024001","0.544754876024001","138","138","138"
"2900","6.336624840940984","6.336624840940984","6.336624840940984","139","139","139","0.42199243145689713","0.42199243145689713","0.42199243145689713","139","139","139","0.3670649852522189","0.3670649852522189","0.3670649852522189","139","139","139","0.4877803436256937","0.4877803436256937","0.4877803436256937","139","139","139"
"2905","5.827229734457865","5.827229734457865","5.827229734457865","140","140","140","0.4128029162091666","0.4128029162091666","0.4128029162091666","140","140","140","0.39839957315285285","0.39839957315285285","0.39839957315285285","140","140","140","0.3857125845934625","0.3857125845934625","0.3857125845934625","140","140","140"
"2910","5.551650329292778","5.551650329292778","5.551650329292778","141","141","141","0.3933131568768245","0.3933131568768245","0.3933131568768245","141","141","141","0.41130771689442475","0.41130771689442475","0.41130771689442475","141","141","141","0.30698699566445437","0.30698699566445437","0.30698699566445437","141","141","141"
"2915","6.268478003846269","6.268478003846269","6.268478003846269","142","142","142","0.38757968365576123","0.38757968365576123","0.38757968365576123","142","142","142","0.3845801969411991","0.3845801969411991","0.3845801969411991","142","142","142","0.2539856270506385","0.2539856270506385","0.2539856270506385","142","142","142"
"2920","6.73887620912344","6.73887620912344","6.73887620912344","143","143","143","0.3908909889100693","0.3908909889100693","0.3908909889100693","143","143","143","0.37491665788712153","0.37491665788712153","0.37491665788712153","143","143","143","0.24371789423202672","0.24371789423202672","0.24371789423202672","143","143","143"
"2925","7.302261583373495","7.302261583373495","7.302261583373495","144","144","144","0.3857856074587041","0.3857856074587041","0.3857856074587041","144","144","144","0.369501735885541","0.369501735885541","0.369501735885541","144","144","144","0.3696110977593848","0.3696110977593848","0.3696110977593848","144","144","144"
"2930","7.436589184128378","7.436589184128378","7.436589184128378","145","145","145","0.3822550261887091","0.3822550261887091","0.3822550261887091","145","145","145","0.3588635992244511","0.3588635992244511","0.3588635992244511","145","145","145","0.35237306334358737","0.35237306334358737","0.35237306334358737","145","145","145"
"2935","7.018734183058127","7.018734183058127","7.018734183058127","146","146","146","0.3745367166237208","0.3745367166237208","0.3745367166237208","146","146","146","0.3384125674543706","0.3384125674543706","0.3384125674543706","146","146","146","0.29061682911461256","0.29061682911461256","0.29061682911461256","146","146","146"
"2940","6.342704571774953","6.342704571774953","6.342704571774953","147","147","147","0.36872489251150614","0.36872489251150614","0.36872489251150614","147","147","147","0.3514958603279708","0.3514958603279708","0.3514958603279708","147","147","147","0.24402499029524025","0.24402499029524025","0.24402499029524025","147","147","147"
"2945","6.4306351611072525","6.4306351611072525","6.4306351611072525","148","148","148","0.48025845110651433","0.48025845110651433","0.48025845110651433","148","148","148","0.33762093460976084","0.33762093460976084","0.33762093460976084","148","148","148","0.2209412915045889","0.2209412915045889","0.2209412915045889","148","148","148"
"2950","6.428360912951839","6.428360912951839","6.428360912951839","149","149","149","0.4362494441032757","0.4362494441032757","0.4362494441032757","149","149","149","0.3327728718865381","0.3327728718865381","0.3327728718865381","149","149","149","0.2031543381138858","0.2031543381138858","0.2031543381138858","149","149","149"
"2955","6.359375546842235","6.359375546842235","6.359375546842235","150","150","150","0.41346415669260084","0.41346415669260084","0.41346415669260084","150","150","150","0.3267760471942689","0.3267760471942689","0.3267760471942689","150","150","150","0.20042630812789788","0.20042630812789788","0.20042630812789788","150","150","150"
"2960","6.3464725323870645","6.3464725323870645","6.3464725323870645","151","151","151","0.4061064682943084","0.4061064682943084","0.4061064682943084","151","151","151","0.3633015389838249","0.3633015389838249","0.3633015389838249","151","151","151","0.25613389855732166","0.25613389855732166","0.25613389855732166","151","151","151"
"2965","6.301454946812835","6.301454946812835","6.301454946812835","152","152","152","0.3950558949322201","0.3950558949322201","0.3950558949322201","152","152","152","0.36031571702207305","0.36031571702207305","0.36031571702207305","152","152","152","0.24489724765085463","0.24489724765085463","0.24489724765085463","152","152","152"
"2970","6.0728333469194125","6.0728333469194125","6.0728333469194125","153","153","153","0.37355759073865696","0.37355759073865696","0.37355759073865696","153","153","153","0.3520233981640928","0.3520233981640928","0.3520233981640928","153","153","153","0.2352257631467578","0.2352257631467578","0.2352257631467578","153","153","153"
"2975","5.859410125516532","5.859410125516532","5.859410125516532","154","154","154","0.3689016861417804","0.3689016861417804","0.3689016861417804","154","154","154","0.33886443554338275","0.33886443554338275","0.33886443554338275","154","154","154","0.22393230502725758","0.22393230502725758","0.22393230502725758","154","154","154"
"2980","5.76911893120671","5.76911893120671","5.76911893120671","155","155","155","0.3657692002186261","0.3657692002186261","0.3657692002186261","155","155","155","0.3351606859285216","0.3351606859285216","0.3351606859285216","155","155","155","0.210335487220902","0.210335487220902","0.210335487220902","155","155","155"
"2985","5.740393976269717","5.740393976269717","5.740393976269717","156","156","156","0.34478961550338605","0.34478961550338605","0.34478961550338605","156","156","156","0.3306429754097648","0.3306429754097648","0.3306429754097648","156","156","156","0.2106726199929866","0.2106726199929866","0.2106726199929866","156","156","156"
"2990","6.104620929288365","6.104620929288365","6.104620929288365","157","157","157","0.3539692082797987","0.3539692082797987","0.3539692082797987","157","157","157","0.33129869962445246","0.33129869962445246","0.33129869962445246","157","157","157","0.48223210893248414","0.48223210893248414","0.48223210893248414","157","157","157"
"2995","6.042875732218753","6.042875732218753","6.042875732218753","158","158","158","0.34766928696260424","0.34766928696260424","0.34766928696260424","158","158","158","0.3267087849943977","0.3267087849943977","0.3267087849943977","158","158","158","0.5706159425261523","0.5706159425261523","0.5706159425261523","158","158","158"
"3000","7.1395114559760975","7.1395114559760975","7.1395114559760975","159","159","159","0.6528729054089135","0.6528729054089135","0.6528729054089135","159","159","159","0.6523153433873403","0.6523153433873403","0.6523153433873403","159","159","159","0.8455692788792284","0.8455692788792284","0.8455692788792284","159","159","159"
"3005","6.8475096984490635","6.8475096984490635","6.8475096984490635","160","160","160","1.72019485516486","1.72019485516486","1.72019485516486","160","160","160","1.2790253758661043","1.2790253758661043","1.2790253758661043","160","160","160","2.5866227213429474","2.5866227213429474","2.5866227213429474","160","160","160"
"3010","5.513469447929793","5.513469447929793","5.513469447929793","161","161","161","1.8182070216106756","1.8182070216106756","1.8182070216106756","161","161","161","1.2665913190125475","1.2665913190125475","1.2665913190125475","161","161","161","2.145064101757673","2.145064101757673","2.145064101757673","161","161","161"
"3015","4.296665426651146","4.296665426651146","4.296665426651146","162","162","162","1.7510196294028995","1.7510196294028995","1.7510196294028995","162","162","162","1.099082831828656","1.099082831828656","1.099082831828656","162","162","162","1.5751557267688012","1.5751557267688012","1.5751557267688012","162","162","162"
"3020","3.492083464282774","3.492083464282774","3.492083464282774","163","163","163","1.5649198173712524","1.5649198173712524","1.5649198173712524","163","163","163","0.9101122534548542","0.9101122534548542","0.9101122534548542","163","163","163","1.1110256633641202","1.1110256633641202","1.1110256633641202","163","163","163"
"3025","3.123277227622073","3.123277227622073","3.123277227622073","164","164","164","5.5412302055099625","5.5412302055099625","5.5412302055099625","164","164","164","0.7454746696795427","0.7454746696795427","0.7454746696795427","164","164","164","0.8155411030504938","0.8155411030504938","0.8155411030504938","164","164","164"
"3030","2.8972969789595693","2.8972969789595693","2.8972969789595693","165","165","165","3.698220624982984","3.698220624982984","3.698220624982984","165","165","165","0.6470408010071691","0.6470408010071691","0.6470408010071691","165","165","165","0.621447386657907","0.621447386657907","0.621447386657907","165","165","165"
"3035","2.765716088355394","2.765716088355394","2.765716088355394","166","166","166","2.565460997118048","2.565460997118048","2.565460997118048","166","166","166","0.5646315099450908","0.5646315099450908","0.5646315099450908","166","166","166","0.5080092321464474","0.5080092321464474","0.5080092321464474","166","166","166"
"3040","2.579649952315116","2.579649952315116","2.579649952315116","167","167","167","1.851586645578379","1.851586645578379","1.851586645578379","167","167","167","0.5469692579679943","0.5469692579679943","0.5469692579679943","167","167","167","0.4264424324556938","0.4264424324556938","0.4264424324556938","167","167","167"
"3045","2.2913511111394813","2.2913511111394813","2.2913511111394813","168","168","168","1.4175458764881697","1.4175458764881697","1.4175458764881697","168","168","168","0.5148975326913388","0.5148975326913388","0.5148975326913388","168","168","168","0.37063039025297373","0.37063039025297373","0.37063039025297373","168","168","168"
"3050","2.056621263689903","2.056621263689903","2.056621263689903","169","169","169","1.1339265142214046","1.1339265142214046","1.1339265142214046","169","169","169","0.4903636375859482","0.4903636375859482","0.4903636375859482","169","169","169","0.3514234681725062","0.3514234681725062","0.3514234681725062","169","169","169"
"3055","2.1280163521691415","2.1280163521691415","2.1280163521691415","170","170","170","0.9500587288163654","0.9500587288163654","0.9500587288163654","170","170","170","0.4773229250686378","0.4773229250686378","0.4773229250686378","170","170","170","0.3484558709089002","0.3484558709089002","0.3484558709089002","170","170","170"
"3060","2.1657742221511325","2.1657742221511325","2.1657742221511325","171","171","171","0.8293750337451778","0.8293750337451778","0.8293750337451778","171","171","171","0.47804430128815095","0.47804430128815095","0.47804430128815095","171","171","171","0.334295051236105","0.334295051236105","0.334295051236105","171","171","171"
"3065","2.3190469790423585","2.3190469790423585","2.3190469790423585","172","172","172","0.7478753704429147","0.7478753704429147","0.7478753704429147","172","172","172","0.4743429792809824","0.4743429792809824","0.4743429792809824","172","172","172","0.3432721325753131","0.3432721325753131","0.3432721325753131","172","172","172"
"3070","2.238485790855242","2.238485790855242","2.238485790855242","173","173","173","0.6832277435523071","0.6832277435523071","0.6832277435523071","173","173","173","0.45925695361125835","0.45925695361125835","0.45925695361125835","173","173","173","0.3401908387475241","0.3401908387475241","0.3401908387475241","173","173","173"
"3075","2.231885540098026","2.231885540098026","2.231885540098026","174","174","174","0.6342758588740337","0.6342758588740337","0.6342758588740337","174","174","174","0.46246889744487246","0.46246889744487246","0.46246889744487246","174","174","174","0.3313582826509333","0.3313582826509333","0.3313582826509333","174","174","174"
"3080","2.1947368381193018","2.1947368381193018","2.1947368381193018","175","175","175","0.5954403605164906","0.5954403605164906","0.5954403605164906","175","175","175","0.4542332458757485","0.4542332458757485","0.4542332458757485","175","175","175","0.33310970611220103","0.33310970611220103","0.33310970611220103","175","175","175"
"3085","2.2249010091916364","2.2249010091916364","2.2249010091916364","176","176","176","0.5668502658732598","0.5668502658732598","0.5668502658732598","176","176","176","0.4367581252441498","0.4367581252441498","0.4367581252441498","176","176","176","0.33023540203981405","0.33023540203981405","0.33023540203981405","176","176","176"
"3090","2.1499959666618227","2.1499959666618227","2.1499959666618227","177","177","177","0.5550708248375261","0.5550708248375261","0.5550708248375261","177","177","177","0.43857360068382917","0.43857360068382917","0.43857360068382917","177","177","177","0.33005235605694766","0.33005235605694766","0.33005235605694766","177","177","177"
"3095","2.2306474733369925","2.2306474733369925","2.2306474733369925","178","178","178","0.5370010824741718","0.5370010824741718","0.5370010824741718","178","178","178","0.445587140589743","0.445587140589743","0.445587140589743","178","178","178","0.34808054510204667","0.34808054510204667","0.34808054510204667","178","178","178"
"3100","2.201739891676444","2.201739891676444","2.201739891676444","179","179","179","0.5316399986539895","0.5316399986539895","0.5316399986539895","179","179","179","0.4559840255986531","0.4559840255986531","0.4559840255986531","179","179","179","0.3428865320113004","0.3428865320113004","0.3428865320113004","179","179","179"
"3105","2.2765051841157984","2.2765051841157984","2.2765051841157984","180","180","180","0.5228801129062742","0.5228801129062742","0.5228801129062742","180","180","180","0.4552957993594294","0.4552957993594294","0.4552957993594294","180","180","180","0.3215779793028633","0.3215779793028633","0.3215779793028633","180","180","180"
"3110","2.140757385005685","2.140757385005685","2.140757385005685","181","181","181","0.5066894871573833","0.5066894871573833","0.5066894871573833","181","181","181","0.4463662056604149","0.4463662056604149","0.4463662056604149","181","181","181","0.3151435873819072","0.3151435873819072","0.3151435873819072","181","181","181"
"3115","2.1517265078388674","2.1517265078388674","2.1517265078388674","182","182","182","0.5073466216526792","0.5073466216526792","0.5073466216526792","182","182","182","0.4575367120194869","0.4575367120194869","0.4575367120194869","182","182","182","0.31802423913957856","0.31802423913957856","0.31802423913957856","182","182","182"
"3120","2.115177700928877","2.115177700928877","2.115177700928877","183","183","183","0.5075780642997967","0.5075780642997967","0.5075780642997967","183","183","183","0.4445493129774282","0.4445493129774282","0.4445493129774282","183","183","183","0.3248890721907331","0.3248890721907331","0.3248890721907331","183","183","183"
