"iter","env1_muon - EMA/Loss","env1_muon - EMA/Loss__MIN","env1_muon - EMA/Loss__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/Loss","env1_lion - EMA/Loss__MIN","env1_lion - EMA/Loss__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/Loss","env1_adam - EMA/Loss__MIN","env1_adam - EMA/Loss__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/Loss"," env1_sgd - EMA/Loss__MIN"," env1_sgd - EMA/Loss__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/Loss","env1_adamw - EMA/Loss__MIN","env1_adamw - EMA/Loss__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"3700","0.6635480240488114","0.6635480240488114","0.6635480240488114","74","74","74","0.65594907623947","0.65594907623947","0.65594907623947","74","74","74","0.6614390097543787","0.6614390097543787","0.6614390097543787","74","74","74","1.0041173843827458","1.0041173843827458","1.0041173843827458","74","74","74","0.652978885458128","0.652978885458128","0.652978885458128","3650","3650","3650"
"3750","0.6722807224177763","0.6722807224177763","0.6722807224177763","75","75","75","0.6631587661918249","0.6631587661918249","0.6631587661918249","75","75","75","0.6705523079293036","0.6705523079293036","0.6705523079293036","75","75","75","1.0031705067907144","1.0031705067907144","1.0031705067907144","75","75","75","0.659018895085302","0.659018895085302","0.659018895085302","3700","3700","3700"
"3800","0.647352615862136","0.647352615862136","0.647352615862136","76","76","76","0.6392942246837328","0.6392942246837328","0.6392942246837328","76","76","76","0.6486772945632812","0.6486772945632812","0.6486772945632812","76","76","76","0.9896219796273094","0.9896219796273094","0.9896219796273094","76","76","76","0.6599342464678771","0.6599342464678771","0.6599342464678771","3750","3750","3750"
"3850","0.6495852224049908","0.6495852224049908","0.6495852224049908","77","77","77","0.6420855686704969","0.6420855686704969","0.6420855686704969","77","77","77","0.6505492291936663","0.6505492291936663","0.6505492291936663","77","77","77","0.9995613150267602","0.9995613150267602","0.9995613150267602","77","77","77","0.6550886431987285","0.6550886431987285","0.6550886431987285","3800","3800","3800"
"3900","0.6616377227559749","0.6616377227559749","0.6616377227559749","78","78","78","0.6513152566016881","0.6513152566016881","0.6513152566016881","78","78","78","0.6594250070198608","0.6594250070198608","0.6594250070198608","78","78","78","1.007937090703226","1.007937090703226","1.007937090703226","78","78","78","0.6671934664482574","0.6671934664482574","0.6671934664482574","3850","3850","3850"
"3950","0.6684051928508349","0.6684051928508349","0.6684051928508349","79","79","79","0.658092634902065","0.658092634902065","0.658092634902065","79","79","79","0.6664560123715308","0.6664560123715308","0.6664560123715308","79","79","79","1.0036526665597052","1.0036526665597052","1.0036526665597052","79","79","79","0.6522442674663649","0.6522442674663649","0.6522442674663649","3900","3900","3900"
"4000","0.6455024605442243","0.6455024605442243","0.6455024605442243","80","80","80","0.636164766748402","0.636164766748402","0.636164766748402","80","80","80","0.6429391469157136","0.6429391469157136","0.6429391469157136","80","80","80","0.9906073518621672","0.9906073518621672","0.9906073518621672","80","80","80","0.6506182826995532","0.6506182826995532","0.6506182826995532","3950","3950","3950"
"4050","0.6419902865757782","0.6419902865757782","0.6419902865757782","81","81","81","0.6319213124011206","0.6319213124011206","0.6319213124011206","81","81","81","0.6414089708040096","0.6414089708040096","0.6414089708040096","81","81","81","1.0008538115148236","1.0008538115148236","1.0008538115148236","81","81","81","0.658942012323826","0.658942012323826","0.658942012323826","4000","4000","4000"
"4100","0.6544787106807706","0.6544787106807706","0.6544787106807706","82","82","82","0.6457311440348049","0.6457311440348049","0.6457311440348049","82","82","82","0.6535201427641784","0.6535201427641784","0.6535201427641784","82","82","82","1.0069012351874795","1.0069012351874795","1.0069012351874795","82","82","82","0.6584165816798497","0.6584165816798497","0.6584165816798497","4050","4050","4050"
"4150","0.6620262074188756","0.6620262074188756","0.6620262074188756","83","83","83","0.6529256822177447","0.6529256822177447","0.6529256822177447","83","83","83","0.6610342884829032","0.6610342884829032","0.6610342884829032","83","83","83","0.9965441555583755","0.9965441555583755","0.9965441555583755","83","83","83","0.6589759867889584","0.6589759867889584","0.6589759867889584","4100","4100","4100"
"4200","0.6572992679064811","0.6572992679064811","0.6572992679064811","84","84","84","0.64834784831872","0.64834784831872","0.64834784831872","84","84","84","0.6557853626378514","0.6557853626378514","0.6557853626378514","84","84","84","1.0055202629219946","1.0055202629219946","1.0055202629219946","84","84","84","0.660051778278813","0.660051778278813","0.660051778278813","4150","4150","4150"
"4250","0.6550665624652092","0.6550665624652092","0.6550665624652092","85","85","85","0.6451455916670249","0.6451455916670249","0.6451455916670249","85","85","85","0.6534554497766849","0.6534554497766849","0.6534554497766849","85","85","85","0.9918870415065344","0.9918870415065344","0.9918870415065344","85","85","85","0.6378869502964793","0.6378869502964793","0.6378869502964793","4200","4200","4200"
"4300","0.659457116576495","0.659457116576495","0.659457116576495","86","86","86","0.6489414897227551","0.6489414897227551","0.6489414897227551","86","86","86","0.6555578770016163","0.6555578770016163","0.6555578770016163","86","86","86","1.0026712468045054","1.0026712468045054","1.0026712468045054","86","86","86","0.6367731528394415","0.6367731528394415","0.6367731528394415","4250","4250","4250"
"4350","0.6701655467388371","0.6701655467388371","0.6701655467388371","87","87","87","0.6586910633266648","0.6586910633266648","0.6586910633266648","87","87","87","0.6668823319683532","0.6668823319683532","0.6668823319683532","87","87","87","1.0150196392045716","1.0150196392045716","1.0150196392045716","87","87","87","0.6490627218945693","0.6490627218945693","0.6490627218945693","4300","4300","4300"
"4400","0.6530442182911663","0.6530442182911663","0.6530442182911663","88","88","88","0.6423294813470434","0.6423294813470434","0.6423294813470434","88","88","88","0.6517703229339783","0.6517703229339783","0.6517703229339783","88","88","88","0.9836458984135354","0.9836458984135354","0.9836458984135354","88","88","88","0.6448093446021612","0.6448093446021612","0.6448093446021612","4350","4350","4350"
"4450","0.6320083743615366","0.6320083743615366","0.6320083743615366","89","89","89","0.6236440750952692","0.6236440750952692","0.6236440750952692","89","89","89","0.630704701493275","0.630704701493275","0.630704701493275","89","89","89","0.9700730914338587","0.9700730914338587","0.9700730914338587","89","89","89","0.640418588346439","0.640418588346439","0.640418588346439","4400","4400","4400"
"4500","0.6606344970578422","0.6606344970578422","0.6606344970578422","90","90","90","0.6491893304999746","0.6491893304999746","0.6491893304999746","90","90","90","0.6561779119699559","0.6561779119699559","0.6561779119699559","90","90","90","0.9990148519379689","0.9990148519379689","0.9990148519379689","90","90","90","0.6370799273730667","0.6370799273730667","0.6370799273730667","4450","4450","4450"
"4550","0.6627601196049071","0.6627601196049071","0.6627601196049071","91","91","91","0.6488276234959589","0.6488276234959589","0.6488276234959589","91","91","91","0.6557231655149877","0.6557231655149877","0.6557231655149877","91","91","91","1.0039953329852764","1.0039953329852764","1.0039953329852764","91","91","91","0.6419033803775118","0.6419033803775118","0.6419033803775118","4500","4500","4500"
"4600","0.6401319560787044","0.6401319560787044","0.6401319560787044","92","92","92","0.629802906880419","0.629802906880419","0.629802906880419","92","92","92","0.6397979982038664","0.6397979982038664","0.6397979982038664","92","92","92","0.9851367401562269","0.9851367401562269","0.9851367401562269","92","92","92","0.6431939670660631","0.6431939670660631","0.6431939670660631","4550","4550","4550"
"4650","0.6464039764488448","0.6464039764488448","0.6464039764488448","93","93","93","0.6338812349261107","0.6338812349261107","0.6338812349261107","93","93","93","0.6412510615740491","0.6412510615740491","0.6412510615740491","93","93","93","0.9973182647624341","0.9973182647624341","0.9973182647624341","93","93","93","0.6453138169464283","0.6453138169464283","0.6453138169464283","4600","4600","4600"
"4700","0.6563794076764388","0.6563794076764388","0.6563794076764388","94","94","94","0.644299124583215","0.644299124583215","0.644299124583215","94","94","94","0.6514156400295242","0.6514156400295242","0.6514156400295242","94","94","94","0.9995648851036001","0.9995648851036001","0.9995648851036001","94","94","94","0.6465249247507684","0.6465249247507684","0.6465249247507684","4650","4650","4650"
"4750","0.6462963053263714","0.6462963053263714","0.6462963053263714","95","95","95","0.6344432023601976","0.6344432023601976","0.6344432023601976","95","95","95","0.6425363420941476","0.6425363420941476","0.6425363420941476","95","95","95","0.9893497564157152","0.9893497564157152","0.9893497564157152","95","95","95","0.650187328637614","0.650187328637614","0.650187328637614","4700","4700","4700"
"4800","0.648990178989873","0.648990178989873","0.648990178989873","96","96","96","0.6354587971168477","0.6354587971168477","0.6354587971168477","96","96","96","0.6428588224343058","0.6428588224343058","0.6428588224343058","96","96","96","0.995047268129271","0.995047268129271","0.995047268129271","96","96","96","0.6284015194512151","0.6284015194512151","0.6284015194512151","4750","4750","4750"
"4850","0.6475165116366088","0.6475165116366088","0.6475165116366088","97","97","97","0.6355041548620801","0.6355041548620801","0.6355041548620801","97","97","97","0.6438048429609722","0.6438048429609722","0.6438048429609722","97","97","97","0.9869170568094664","0.9869170568094664","0.9869170568094664","97","97","97","0.6386229059750455","0.6386229059750455","0.6386229059750455","4800","4800","4800"
"4900","0.6374930059986683","0.6374930059986683","0.6374930059986683","98","98","98","0.6256344611482743","0.6256344611482743","0.6256344611482743","98","98","98","0.6327918159945854","0.6327918159945854","0.6327918159945854","98","98","98","0.9816830959980147","0.9816830959980147","0.9816830959980147","98","98","98","0.6353960562313021","0.6353960562313021","0.6353960562313021","4850","4850","4850"
"4950","0.643576364034639","0.643576364034639","0.643576364034639","99","99","99","0.6316150825547884","0.6316150825547884","0.6316150825547884","99","99","99","0.6398944157064179","0.6398944157064179","0.6398944157064179","99","99","99","0.9926720036891947","0.9926720036891947","0.9926720036891947","99","99","99","0.6379976893670313","0.6379976893670313","0.6379976893670313","4900","4900","4900"
"4955","0.7977649892605817","0.7977649892605817","0.7977649892605817","100","100","100","0.7834826099006336","0.7834826099006336","0.7834826099006336","100","100","100","0.7926237640590472","0.7926237640590472","0.7926237640590472","100","100","100","1.2447216416110205","1.2447216416110205","1.2447216416110205","100","100","100","0.6430306663539462","0.6430306663539462","0.6430306663539462","4950","4950","4950"
"4960","0.8845364609260834","0.8845364609260834","0.8845364609260834","101","101","101","0.8686686813391462","0.8686686813391462","0.8686686813391462","101","101","101","0.878509467047137","0.878509467047137","0.878509467047137","101","101","101","1.3669798683273773","1.3669798683273773","1.3669798683273773","101","101","101","0.8051250836929198","0.8051250836929198","0.8051250836929198","4955","4955","4955"
"4965","0.9478837129647089","0.9478837129647089","0.9478837129647089","102","102","102","0.9311435712095043","0.9311435712095043","0.9311435712095043","102","102","102","0.9409987034357996","0.9409987034357996","0.9409987034357996","102","102","102","1.4450562514696292","1.4450562514696292","1.4450562514696292","102","102","102","0.8905346207894612","0.8905346207894612","0.8905346207894612","4960","4960","4960"
"4970","0.9815294370425545","0.9815294370425545","0.9815294370425545","103","103","103","0.9641381325093743","0.9641381325093743","0.9641381325093743","103","103","103","0.9740676827902428","0.9740676827902428","0.9740676827902428","103","103","103","1.505329458679325","1.505329458679325","1.505329458679325","103","103","103","0.9398278853369025","0.9398278853369025","0.9398278853369025","4965","4965","4965"
"4975","1.0013157906526713","1.0013157906526713","1.0013157906526713","104","104","104","0.9831544581683169","0.9831544581683169","0.9831544581683169","104","104","104","0.9942349767127149","0.9942349767127149","0.9942349767127149","104","104","104","1.5379039036766486","1.5379039036766486","1.5379039036766486","104","104","104","0.9626441524913475","0.9626441524913475","0.9626441524913475","4970","4970","4970"
"4980","1.0128764106090926","1.0128764106090926","1.0128764106090926","105","105","105","0.9940979259000498","0.9940979259000498","0.9940979259000498","105","105","105","1.0058557431923039","1.0058557431923039","1.0058557431923039","105","105","105","1.5443672766252372","1.5443672766252372","1.5443672766252372","105","105","105","0.9793376789847428","0.9793376789847428","0.9793376789847428","4975","4975","4975"
"4985","1.023896719260988","1.023896719260988","1.023896719260988","106","106","106","1.004348262331737","1.004348262331737","1.004348262331737","106","106","106","1.0157298222354898","1.0157298222354898","1.0157298222354898","106","106","106","1.5488684765093974","1.5488684765093974","1.5488684765093974","106","106","106","0.9859424378202926","0.9859424378202926","0.9859424378202926","4980","4980","4980"
"4990","1.0305829629348877","1.0305829629348877","1.0305829629348877","107","107","107","1.008772393861157","1.008772393861157","1.008772393861157","107","107","107","1.0209446273473128","1.0209446273473128","1.0209446273473128","107","107","107","1.564275060606998","1.564275060606998","1.564275060606998","107","107","107","0.9932705595628504","0.9932705595628504","0.9932705595628504","4985","4985","4985"
"4995","1.0351219242009024","1.0351219242009024","1.0351219242009024","108","108","108","1.0148267052633062","1.0148267052633062","1.0148267052633062","108","108","108","1.026523593368526","1.026523593368526","1.026523593368526","108","108","108","1.5790190570270846","1.5790190570270846","1.5790190570270846","108","108","108","1.0121381283705646","1.0121381283705646","1.0121381283705646","4990","4990","4990"
"5000","0.9975204105090618","0.9975204105090618","0.9975204105090618","109","109","109","1.0444139455225947","1.0444139455225947","1.0444139455225947","109","109","109","1.0126315137398558","1.0126315137398558","1.0126315137398558","109","109","109","1.5802766615923218","1.5802766615923218","1.5802766615923218","109","109","109","0.9997427953655045","0.9997427953655045","0.9997427953655045","4995","4995","4995"
"5005","0.9161550720058783","0.9161550720058783","0.9161550720058783","110","110","110","0.9703954807810535","0.9703954807810535","0.9703954807810535","110","110","110","0.9116730142682183","0.9116730142682183","0.9116730142682183","110","110","110","1.5288323939370976","1.5288323939370976","1.5288323939370976","110","110","110","1.0281924132439215","1.0281924132439215","1.0281924132439215","5000","5000","5000"
"5010","0.8256771304993908","0.8256771304993908","0.8256771304993908","111","111","111","0.9045879166111382","0.9045879166111382","0.9045879166111382","111","111","111","0.7990476615680431","0.7990476615680431","0.7990476615680431","111","111","111","1.4612065522466007","1.4612065522466007","1.4612065522466007","111","111","111","0.9109236397092574","0.9109236397092574","0.9109236397092574","5005","5005","5005"
"5015","0.7336503898673818","0.7336503898673818","0.7336503898673818","112","112","112","0.8094865751785392","0.8094865751785392","0.8094865751785392","112","112","112","0.6932759770740892","0.6932759770740892","0.6932759770740892","112","112","112","1.3811155157275017","1.3811155157275017","1.3811155157275017","112","112","112","0.8034009292614922","0.8034009292614922","0.8034009292614922","5010","5010","5010"
"5020","0.6643606510400609","0.6643606510400609","0.6643606510400609","113","113","113","0.7377686987854765","0.7377686987854765","0.7377686987854765","113","113","113","0.6151379697823129","0.6151379697823129","0.6151379697823129","113","113","113","1.299312376238988","1.299312376238988","1.299312376238988","113","113","113","0.7064165158747089","0.7064165158747089","0.7064165158747089","5015","5015","5015"
"5025","0.6142969408659097","0.6142969408659097","0.6142969408659097","114","114","114","0.6825063298775377","0.6825063298775377","0.6825063298775377","114","114","114","0.5599346921255435","0.5599346921255435","0.5599346921255435","114","114","114","1.2498791469606434","1.2498791469606434","1.2498791469606434","114","114","114","0.6286822195745796","0.6286822195745796","0.6286822195745796","5020","5020","5020"
"5030","0.5805240862778046","0.5805240862778046","0.5805240862778046","115","115","115","0.6533485461446094","0.6533485461446094","0.6533485461446094","115","115","115","0.5204365279578265","0.5204365279578265","0.5204365279578265","115","115","115","1.2263524282297573","1.2263524282297573","1.2263524282297573","115","115","115","0.5740377280287933","0.5740377280287933","0.5740377280287933","5025","5025","5025"
"5035","0.5643959883772625","0.5643959883772625","0.5643959883772625","116","116","116","0.6295522679982821","0.6295522679982821","0.6295522679982821","116","116","116","0.49995487267531113","0.49995487267531113","0.49995487267531113","116","116","116","1.2054014679497596","1.2054014679497596","1.2054014679497596","116","116","116","0.5200813110797524","0.5200813110797524","0.5200813110797524","5030","5030","5030"
"5040","0.5366388271228737","0.5366388271228737","0.5366388271228737","117","117","117","0.6053169448441973","0.6053169448441973","0.6053169448441973","117","117","117","0.4746947927188948","0.4746947927188948","0.4746947927188948","117","117","117","1.181711499473472","1.181711499473472","1.181711499473472","117","117","117","0.49103057588787535","0.49103057588787535","0.49103057588787535","5035","5035","5035"
"5045","0.5097145482607569","0.5097145482607569","0.5097145482607569","118","118","118","0.5730784868705472","0.5730784868705472","0.5730784868705472","118","118","118","0.4493095195389939","0.4493095195389939","0.4493095195389939","118","118","118","1.1294851429041688","1.1294851429041688","1.1294851429041688","118","118","118","0.456964340327931","0.456964340327931","0.456964340327931","5040","5040","5040"
"5050","0.48356901488240167","0.48356901488240167","0.48356901488240167","119","119","119","0.5499183120775459","0.5499183120775459","0.5499183120775459","119","119","119","0.42454928083998045","0.42454928083998045","0.42454928083998045","119","119","119","1.1129561231498157","1.1129561231498157","1.1129561231498157","119","119","119","0.4341639876123847","0.4341639876123847","0.4341639876123847","5045","5045","5045"
"5055","0.4696668631736235","0.4696668631736235","0.4696668631736235","120","120","120","0.5381683580622931","0.5381683580622931","0.5381683580622931","120","120","120","0.412563204315246","0.412563204315246","0.412563204315246","120","120","120","1.1096627201309028","1.1096627201309028","1.1096627201309028","120","120","120","0.40701970819416283","0.40701970819416283","0.40701970819416283","5050","5050","5050"
"5060","0.44756563168587515","0.44756563168587515","0.44756563168587515","121","121","121","0.5139988898274904","0.5139988898274904","0.5139988898274904","121","121","121","0.39253834425933476","0.39253834425933476","0.39253834425933476","121","121","121","1.082605417329213","1.082605417329213","1.082605417329213","121","121","121","0.40507123488048724","0.40507123488048724","0.40507123488048724","5055","5055","5055"
"5065","0.4437994406818292","0.4437994406818292","0.4437994406818292","122","122","122","0.5084871194093741","0.5084871194093741","0.5084871194093741","122","122","122","0.39029118665114526","0.39029118665114526","0.39029118665114526","122","122","122","1.0730472940029947","1.0730472940029947","1.0730472940029947","122","122","122","0.38129238545189464","0.38129238545189464","0.38129238545189464","5060","5060","5060"
"5070","0.4301041756735259","0.4301041756735259","0.4301041756735259","123","123","123","0.4921672074859887","0.4921672074859887","0.4921672074859887","123","123","123","0.37707418496414313","0.37707418496414313","0.37707418496414313","123","123","123","1.0412976754413705","1.0412976754413705","1.0412976754413705","123","123","123","0.3684045386873508","0.3684045386873508","0.3684045386873508","5065","5065","5065"
"5075","0.42194493436280234","0.42194493436280234","0.42194493436280234","124","124","124","0.48468025918024965","0.48468025918024965","0.48468025918024965","124","124","124","0.3695722308148651","0.3695722308148651","0.3695722308148651","124","124","124","1.036902117117957","1.036902117117957","1.036902117117957","124","124","124","0.3583070683830204","0.3583070683830204","0.3583070683830204","5070","5070","5070"
"5080","0.4122173016873685","0.4122173016873685","0.4122173016873685","125","125","125","0.4719285525307297","0.4719285525307297","0.4719285525307297","125","125","125","0.36155026838722426","0.36155026838722426","0.36155026838722426","125","125","125","1.0167471509001662","1.0167471509001662","1.0167471509001662","125","125","125","0.34331475979905274","0.34331475979905274","0.34331475979905274","5075","5075","5075"
"5085","0.4064923291970376","0.4064923291970376","0.4064923291970376","126","126","126","0.4696775753474265","0.4696775753474265","0.4696775753474265","126","126","126","0.35882141259209366","0.35882141259209366","0.35882141259209366","126","126","126","1.0070819727516165","1.0070819727516165","1.0070819727516165","126","126","126","0.34660413289979003","0.34660413289979003","0.34660413289979003","5080","5080","5080"
"5090","0.3949071393123158","0.3949071393123158","0.3949071393123158","127","127","127","0.45488153696662725","0.45488153696662725","0.45488153696662725","127","127","127","0.34914840311846584","0.34914840311846584","0.34914840311846584","127","127","127","0.9901471978214864","0.9901471978214864","0.9901471978214864","127","127","127","0.33801302278804785","0.33801302278804785","0.33801302278804785","5085","5085","5085"
"5095","0.3929794710107667","0.3929794710107667","0.3929794710107667","128","128","128","0.45391426852355565","0.45391426852355565","0.45391426852355565","128","128","128","0.34729088634599714","0.34729088634599714","0.34729088634599714","128","128","128","0.9942366092957111","0.9942366092957111","0.9942366092957111","128","128","128","0.32677729553625845","0.32677729553625845","0.32677729553625845","5090","5090","5090"
"5100","0.733336620703969","0.733336620703969","0.733336620703969","129","129","129","0.773333264261661","0.773333264261661","0.773333264261661","129","129","129","0.68866974164544","0.68866974164544","0.68866974164544","129","129","129","1.2757830644855246","1.2757830644855246","1.2757830644855246","129","129","129","0.32075473144390304","0.32075473144390304","0.32075473144390304","5095","5095","5095"
"5105","0.9159658493320941","0.9159658493320941","0.9159658493320941","130","130","130","0.9473959673864758","0.9473959673864758","0.9473959673864758","130","130","130","0.8752920648909445","0.8752920648909445","0.8752920648909445","130","130","130","1.433406063790904","1.433406063790904","1.433406063790904","130","130","130","0.6890412095392556","0.6890412095392556","0.6890412095392556","5100","5100","5100"
"5110","0.9913870917305069","0.9913870917305069","0.9913870917305069","131","131","131","1.0198104493810392","1.0198104493810392","1.0198104493810392","131","131","131","0.9559375055716481","0.9559375055716481","0.9559375055716481","131","131","131","1.5063994916213188","1.5063994916213188","1.5063994916213188","131","131","131","0.8416694215430032","0.8416694215430032","0.8416694215430032","5105","5105","5105"
"5115","1.0422865929188718","1.0422865929188718","1.0422865929188718","132","132","132","1.0681871417404833","1.0681871417404833","1.0681871417404833","132","132","132","1.0088638373171022","1.0088638373171022","1.0088638373171022","132","132","132","1.5423510168987813","1.5423510168987813","1.5423510168987813","132","132","132","0.9416193211544183","0.9416193211544183","0.9416193211544183","5110","5110","5110"
"5120","1.0655649528460485","1.0655649528460485","1.0655649528460485","133","133","133","1.0915124160245804","1.0915124160245804","1.0915124160245804","133","133","133","1.0369202582129031","1.0369202582129031","1.0369202582129031","133","133","133","1.557020947213923","1.557020947213923","1.557020947213923","133","133","133","1.0032749792888047","1.0032749792888047","1.0032749792888047","5115","5115","5115"
"5125","1.075265820404989","1.075265820404989","1.075265820404989","134","134","134","1.102201002292749","1.102201002292749","1.102201002292749","134","134","134","1.0508416108990903","1.0508416108990903","1.0508416108990903","134","134","134","1.5837229069999883","1.5837229069999883","1.5837229069999883","134","134","134","1.0342231017060375","1.0342231017060375","1.0342231017060375","5120","5120","5120"
"5130","1.0679091495479","1.0679091495479","1.0679091495479","135","135","135","1.096825083799534","1.096825083799534","1.096825083799534","135","135","135","1.047668101918925","1.047668101918925","1.047668101918925","135","135","135","1.5796722227345503","1.5796722227345503","1.5796722227345503","135","135","135","1.0602435443611882","1.0602435443611882","1.0602435443611882","5125","5125","5125"
"5135","1.063623426157946","1.063623426157946","1.063623426157946","136","136","136","1.0947426624644763","1.0947426624644763","1.0947426624644763","136","136","136","1.0481882806051335","1.0481882806051335","1.0481882806051335","136","136","136","1.590571407028111","1.590571407028111","1.590571407028111","136","136","136","1.0465031213985099","1.0465031213985099","1.0465031213985099","5130","5130","5130"
"5140","1.0684563548526795","1.0684563548526795","1.0684563548526795","137","137","137","1.0965577141128966","1.0965577141128966","1.0965577141128966","137","137","137","1.054278808074535","1.054278808074535","1.054278808074535","137","137","137","1.5896224416088076","1.5896224416088076","1.5896224416088076","137","137","137","1.0373402111929364","1.0373402111929364","1.0373402111929364","5135","5135","5135"
"5145","1.058910095985992","1.058910095985992","1.058910095985992","138","138","138","1.0868766629921445","1.0868766629921445","1.0868766629921445","138","138","138","1.0463761802024418","1.0463761802024418","1.0463761802024418","138","138","138","1.5845003289769817","1.5845003289769817","1.5845003289769817","138","138","138","1.038579861456243","1.038579861456243","1.038579861456243","5140","5140","5140"
"5150","1.0516026219714687","1.0516026219714687","1.0516026219714687","139","139","139","1.0788851567177802","1.0788851567177802","1.0788851567177802","139","139","139","1.041074658059239","1.041074658059239","1.041074658059239","139","139","139","1.587211360762745","1.587211360762745","1.587211360762745","139","139","139","1.0418207889318243","1.0418207889318243","1.0418207889318243","5145","5145","5145"
"5155","1.0408234840728836","1.0408234840728836","1.0408234840728836","140","140","140","1.0676443119465076","1.0676443119465076","1.0676443119465076","140","140","140","1.0309557799094216","1.0309557799094216","1.0309557799094216","140","140","140","1.5817744629365689","1.5817744629365689","1.5817744629365689","140","140","140","1.0349087929194145","1.0349087929194145","1.0349087929194145","5150","5150","5150"
"5160","1.0354734111426678","1.0354734111426678","1.0354734111426678","141","141","141","1.0619523212859514","1.0619523212859514","1.0619523212859514","141","141","141","1.0279134704922641","1.0279134704922641","1.0279134704922641","141","141","141","1.5813209108530573","1.5813209108530573","1.5813209108530573","141","141","141","1.0301153628331337","1.0301153628331337","1.0301153628331337","5155","5155","5155"
"5165","1.0284619745444132","1.0284619745444132","1.0284619745444132","142","142","142","1.0564041010435536","1.0564041010435536","1.0564041010435536","142","142","142","1.021932103569273","1.021932103569273","1.021932103569273","142","142","142","1.5732620982390995","1.5732620982390995","1.5732620982390995","142","142","142","1.0249788581206993","1.0249788581206993","1.0249788581206993","5160","5160","5160"
"5170","1.0270647971000733","1.0270647971000733","1.0270647971000733","143","143","143","1.0541284321979618","1.0541284321979618","1.0541284321979618","143","143","143","1.0208689906015127","1.0208689906015127","1.0208689906015127","143","143","143","1.5607275233887177","1.5607275233887177","1.5607275233887177","143","143","143","1.020142643739309","1.020142643739309","1.020142643739309","5165","5165","5165"
"5175","1.0396636974686995","1.0396636974686995","1.0396636974686995","144","144","144","1.0653010756995707","1.0653010756995707","1.0653010756995707","144","144","144","1.0347252570730316","1.0347252570730316","1.0347252570730316","144","144","144","1.56974496383744","1.56974496383744","1.56974496383744","144","144","144","1.032571922615443","1.032571922615443","1.032571922615443","5170","5170","5170"
"5180","1.0254424650825502","1.0254424650825502","1.0254424650825502","145","145","145","1.0495807620268758","1.0495807620268758","1.0495807620268758","145","145","145","1.0192350446125311","1.0192350446125311","1.0192350446125311","145","145","145","1.574607617041707","1.574607617041707","1.574607617041707","145","145","145","1.028154199791492","1.028154199791492","1.028154199791492","5175","5175","5175"
"5185","1.0184006652953403","1.0184006652953403","1.0184006652953403","146","146","146","1.0460566933147577","1.0460566933147577","1.0460566933147577","146","146","146","1.0166194676126383","1.0166194676126383","1.0166194676126383","146","146","146","1.573506768553315","1.573506768553315","1.573506768553315","146","146","146","1.0350301081364164","1.0350301081364164","1.0350301081364164","5180","5180","5180"
"5190","1.0248566142945816","1.0248566142945816","1.0248566142945816","147","147","147","1.0514569595234198","1.0514569595234198","1.0514569595234198","147","147","147","1.0227102074945518","1.0227102074945518","1.0227102074945518","147","147","147","1.5791846437210548","1.5791846437210548","1.5791846437210548","147","147","147","1.0357040995434628","1.0357040995434628","1.0357040995434628","5185","5185","5185"
"5195","1.0122562433686553","1.0122562433686553","1.0122562433686553","148","148","148","1.0369831898562547","1.0369831898562547","1.0369831898562547","148","148","148","1.0093167344383505","1.0093167344383505","1.0093167344383505","148","148","148","1.580331809637301","1.580331809637301","1.580331809637301","148","148","148","1.0280882640812163","1.0280882640812163","1.0280882640812163","5190","5190","5190"
"5200","1.0234126425616745","1.0234126425616745","1.0234126425616745","149","149","149","1.04637738094802","1.04637738094802","1.04637738094802","149","149","149","1.0200833021507036","1.0200833021507036","1.0200833021507036","149","149","149","1.5750171685417729","1.5750171685417729","1.5750171685417729","149","149","149","1.0223100233224542","1.0223100233224542","1.0223100233224542","5195","5195","5195"
"5205","1.0276422342389826","1.0276422342389826","1.0276422342389826","150","150","150","1.0507680836860063","1.0507680836860063","1.0507680836860063","150","150","150","1.024547761517389","1.024547761517389","1.024547761517389","150","150","150","1.5803043526044291","1.5803043526044291","1.5803043526044291","150","150","150","1.0264003950491176","1.0264003950491176","1.0264003950491176","5200","5200","5200"
"5210","1.0223869658407232","1.0223869658407232","1.0223869658407232","151","151","151","1.0450514807943438","1.0450514807943438","1.0450514807943438","151","151","151","1.018825596950112","1.018825596950112","1.018825596950112","151","151","151","1.5689342039583298","1.5689342039583298","1.5689342039583298","151","151","151","1.0333846769324657","1.0333846769324657","1.0333846769324657","5205","5205","5205"
"5215","1.0214615930731803","1.0214615930731803","1.0214615930731803","152","152","152","1.04378822487997","1.04378822487997","1.04378822487997","152","152","152","1.0161024624547417","1.0161024624547417","1.0161024624547417","152","152","152","1.5634201102254814","1.5634201102254814","1.5634201102254814","152","152","152","1.0190465013993077","1.0190465013993077","1.0190465013993077","5210","5210","5210"
