"iter","env2_sgd_2500-3000 - EMA/Loss","env2_sgd_2500-3000 - EMA/Loss__MIN","env2_sgd_2500-3000 - EMA/Loss__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/Loss","env2_lion_shock_2500-3000 - EMA/Loss__MIN","env2_lion_shock_2500-3000 - EMA/Loss__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/Loss","env2_muon_shock_2500-3000 - EMA/Loss__MIN","env2_muon_shock_2500-3000 - EMA/Loss__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/Loss","env2_adamw_shock_2500-3000 - EMA/Loss__MIN","env2_adamw_shock_2500-3000 - EMA/Loss__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"2595","0.9699080081648909","0.9699080081648909","0.9699080081648909","78","78","78","0.31934779693403303","0.31934779693403303","0.31934779693403303","78","78","78","0.28553327681792323","0.28553327681792323","0.28553327681792323","78","78","78","0.2339014145611529","0.2339014145611529","0.2339014145611529","78","78","78"
"2600","0.9684057703525537","0.9684057703525537","0.9684057703525537","79","79","79","0.31187979084869877","0.31187979084869877","0.31187979084869877","79","79","79","0.27777417086417744","0.27777417086417744","0.27777417086417744","79","79","79","0.2353634925164387","0.2353634925164387","0.2353634925164387","79","79","79"
"2605","0.9526407747225034","0.9526407747225034","0.9526407747225034","80","80","80","0.3070316634567626","0.3070316634567626","0.3070316634567626","80","80","80","0.27399825581948173","0.27399825581948173","0.27399825581948173","80","80","80","0.23196461406872784","0.23196461406872784","0.23196461406872784","80","80","80"
"2610","0.964302595359104","0.964302595359104","0.964302595359104","81","81","81","0.30006567320397337","0.30006567320397337","0.30006567320397337","81","81","81","0.2675221305114325","0.2675221305114325","0.2675221305114325","81","81","81","0.22464662190793055","0.22464662190793055","0.22464662190793055","81","81","81"
"2615","0.9822617532634559","0.9822617532634559","0.9822617532634559","82","82","82","0.2974013622178095","0.2974013622178095","0.2974013622178095","82","82","82","0.2641574639592822","0.2641574639592822","0.2641574639592822","82","82","82","0.21804612121929698","0.21804612121929698","0.21804612121929698","82","82","82"
"2620","0.9564654230129073","0.9564654230129073","0.9564654230129073","83","83","83","0.2915067407145869","0.2915067407145869","0.2915067407145869","83","83","83","0.2583589688153746","0.2583589688153746","0.2583589688153746","83","83","83","0.21235211949506444","0.21235211949506444","0.21235211949506444","83","83","83"
"2625","0.9441296383319132","0.9441296383319132","0.9441296383319132","84","84","84","0.2873433975083943","0.2873433975083943","0.2873433975083943","84","84","84","0.2553541314380513","0.2553541314380513","0.2553541314380513","84","84","84","0.2098554113055637","0.2098554113055637","0.2098554113055637","84","84","84"
"2630","0.9329991215827034","0.9329991215827034","0.9329991215827034","85","85","85","0.2738774256791007","0.2738774256791007","0.2738774256791007","85","85","85","0.2418412841544437","0.2418412841544437","0.2418412841544437","85","85","85","0.20197339235481185","0.20197339235481185","0.20197339235481185","85","85","85"
"2635","0.935577811543544","0.935577811543544","0.935577811543544","86","86","86","0.268550701794666","0.268550701794666","0.268550701794666","86","86","86","0.2360463547743852","0.2360463547743852","0.2360463547743852","86","86","86","0.19258734677304978","0.19258734677304978","0.19258734677304978","86","86","86"
"2640","0.9284182273601003","0.9284182273601003","0.9284182273601003","87","87","87","0.2636411105692973","0.2636411105692973","0.2636411105692973","87","87","87","0.2327369034034074","0.2327369034034074","0.2327369034034074","87","87","87","0.18640664477425306","0.18640664477425306","0.18640664477425306","87","87","87"
"2645","0.9206023887219981","0.9206023887219981","0.9206023887219981","88","88","88","0.26520179669894256","0.26520179669894256","0.26520179669894256","88","88","88","0.23381412021059686","0.23381412021059686","0.23381412021059686","88","88","88","0.1838819622350809","0.1838819622350809","0.1838819622350809","88","88","88"
"2650","0.8742113438414039","0.8742113438414039","0.8742113438414039","89","89","89","0.2561299203783763","0.2561299203783763","0.2561299203783763","89","89","89","0.2262865630797734","0.2262865630797734","0.2262865630797734","89","89","89","0.17560875587399785","0.17560875587399785","0.17560875587399785","89","89","89"
"2655","0.8875604837930747","0.8875604837930747","0.8875604837930747","90","90","90","0.2513769704697804","0.2513769704697804","0.2513769704697804","90","90","90","0.22193471832473266","0.22193471832473266","0.22193471832473266","90","90","90","0.17298653767942263","0.17298653767942263","0.17298653767942263","90","90","90"
"2660","0.8654958319267794","0.8654958319267794","0.8654958319267794","91","91","91","0.2400711900053319","0.2400711900053319","0.2400711900053319","91","91","91","0.20911941803420375","0.20911941803420375","0.20911941803420375","91","91","91","0.16085097035737525","0.16085097035737525","0.16085097035737525","91","91","91"
"2665","0.84528561267628","0.84528561267628","0.84528561267628","92","92","92","0.22924523054360624","0.22924523054360624","0.22924523054360624","92","92","92","0.2004771475575896","0.2004771475575896","0.2004771475575896","92","92","92","0.15298010699654993","0.15298010699654993","0.15298010699654993","92","92","92"
"2670","0.8458122697199271","0.8458122697199271","0.8458122697199271","93","93","93","0.23027657686408348","0.23027657686408348","0.23027657686408348","93","93","93","0.20252550543701048","0.20252550543701048","0.20252550543701048","93","93","93","0.1583178103345096","0.1583178103345096","0.1583178103345096","93","93","93"
"2675","0.8579549443185508","0.8579549443185508","0.8579549443185508","94","94","94","0.23240916068028825","0.23240916068028825","0.23240916068028825","94","94","94","0.20118333563607285","0.20118333563607285","0.20118333563607285","94","94","94","0.15844281578662855","0.15844281578662855","0.15844281578662855","94","94","94"
"2680","0.8898617627635323","0.8898617627635323","0.8898617627635323","95","95","95","0.23429769421420618","0.23429769421420618","0.23429769421420618","95","95","95","0.20233556025865518","0.20233556025865518","0.20233556025865518","95","95","95","0.15606426867234058","0.15606426867234058","0.15606426867234058","95","95","95"
"2685","0.9031503903774293","0.9031503903774293","0.9031503903774293","96","96","96","0.2382908765745581","0.2382908765745581","0.2382908765745581","96","96","96","0.2079289873123384","0.2079289873123384","0.2079289873123384","96","96","96","0.15822098890054234","0.15822098890054234","0.15822098890054234","96","96","96"
"2690","0.8914240042690953","0.8914240042690953","0.8914240042690953","97","97","97","0.23164569016574044","0.23164569016574044","0.23164569016574044","97","97","97","0.20405235138078243","0.20405235138078243","0.20405235138078243","97","97","97","0.15553931925426812","0.15553931925426812","0.15553931925426812","97","97","97"
"2695","0.8859121060404408","0.8859121060404408","0.8859121060404408","98","98","98","0.22737996524726872","0.22737996524726872","0.22737996524726872","98","98","98","0.19840053330619373","0.19840053330619373","0.19840053330619373","98","98","98","0.15063576394481218","0.15063576394481218","0.15063576394481218","98","98","98"
"2700","0.9003835205093087","0.9003835205093087","0.9003835205093087","99","99","99","0.22426521778541186","0.22426521778541186","0.22426521778541186","99","99","99","0.19465801079707568","0.19465801079707568","0.19465801079707568","99","99","99","0.14635083161670134","0.14635083161670134","0.14635083161670134","99","99","99"
"2705","0.8752990186754442","0.8752990186754442","0.8752990186754442","100","100","100","0.2127096228351024","0.2127096228351024","0.2127096228351024","100","100","100","0.18286433533326968","0.18286433533326968","0.18286433533326968","100","100","100","0.13401369686791031","0.13401369686791031","0.13401369686791031","100","100","100"
"2710","0.865527445261357","0.865527445261357","0.865527445261357","101","101","101","0.2098211270907469","0.2098211270907469","0.2098211270907469","101","101","101","0.18041445760164007","0.18041445760164007","0.18041445760164007","101","101","101","0.13016331081366667","0.13016331081366667","0.13016331081366667","101","101","101"
"2715","0.8676622445499008","0.8676622445499008","0.8676622445499008","102","102","102","0.20801874897926304","0.20801874897926304","0.20801874897926304","102","102","102","0.17826528127285152","0.17826528127285152","0.17826528127285152","102","102","102","0.12831083893062134","0.12831083893062134","0.12831083893062134","102","102","102"
"2720","0.8560203000946958","0.8560203000946958","0.8560203000946958","103","103","103","0.20684123178453312","0.20684123178453312","0.20684123178453312","103","103","103","0.18037865852417903","0.18037865852417903","0.18037865852417903","103","103","103","0.13319742272333415","0.13319742272333415","0.13319742272333415","103","103","103"
"2725","0.8637054510507687","0.8637054510507687","0.8637054510507687","104","104","104","0.20106182823127502","0.20106182823127502","0.20106182823127502","104","104","104","0.17487951968267557","0.17487951968267557","0.17487951968267557","104","104","104","0.1277682831188085","0.1277682831188085","0.1277682831188085","104","104","104"
"2730","0.8449727296349017","0.8449727296349017","0.8449727296349017","105","105","105","0.1908356757177275","0.1908356757177275","0.1908356757177275","105","105","105","0.16211960473547365","0.16211960473547365","0.16211960473547365","105","105","105","0.11568012544767778","0.11568012544767778","0.11568012544767778","105","105","105"
"2735","0.8566818882002991","0.8566818882002991","0.8566818882002991","106","106","106","0.19179511227939305","0.19179511227939305","0.19179511227939305","106","106","106","0.16123664845711938","0.16123664845711938","0.16123664845711938","106","106","106","0.11308395884820821","0.11308395884820821","0.11308395884820821","106","106","106"
"2740","0.8532044362621496","0.8532044362621496","0.8532044362621496","107","107","107","0.1921516866530052","0.1921516866530052","0.1921516866530052","107","107","107","0.15897610939766416","0.15897610939766416","0.15897610939766416","107","107","107","0.11398443024536453","0.11398443024536453","0.11398443024536453","107","107","107"
"2745","0.8556246980435955","0.8556246980435955","0.8556246980435955","108","108","108","0.18708865970373195","0.18708865970373195","0.18708865970373195","108","108","108","0.15378231805314677","0.15378231805314677","0.15378231805314677","108","108","108","0.11293506189219818","0.11293506189219818","0.11293506189219818","108","108","108"
"2750","0.8310589892179044","0.8310589892179044","0.8310589892179044","109","109","109","0.18385885772758453","0.18385885772758453","0.18385885772758453","109","109","109","0.1519661502657671","0.1519661502657671","0.1519661502657671","109","109","109","0.11163108752574175","0.11163108752574175","0.11163108752574175","109","109","109"
"2755","0.8472539150908879","0.8472539150908879","0.8472539150908879","110","110","110","0.18240435943343591","0.18240435943343591","0.18240435943343591","110","110","110","0.15085192061161629","0.15085192061161629","0.15085192061161629","110","110","110","0.10860474603226257","0.10860474603226257","0.10860474603226257","110","110","110"
"2760","0.8328652310456512","0.8328652310456512","0.8328652310456512","111","111","111","0.1805620757015749","0.1805620757015749","0.1805620757015749","111","111","111","0.15047854363822344","0.15047854363822344","0.15047854363822344","111","111","111","0.1062527947810614","0.1062527947810614","0.1062527947810614","111","111","111"
"2765","0.8380343900695754","0.8380343900695754","0.8380343900695754","112","112","112","0.17901336842780946","0.17901336842780946","0.17901336842780946","112","112","112","0.14847207469315493","0.14847207469315493","0.14847207469315493","112","112","112","0.10331443423535258","0.10331443423535258","0.10331443423535258","112","112","112"
"2770","0.8403619581430015","0.8403619581430015","0.8403619581430015","113","113","113","0.18410708006772789","0.18410708006772789","0.18410708006772789","113","113","113","0.15442685032719622","0.15442685032719622","0.15442685032719622","113","113","113","0.10367333547255346","0.10367333547255346","0.10367333547255346","113","113","113"
"2775","0.8384933943017394","0.8384933943017394","0.8384933943017394","114","114","114","0.1819048834588112","0.1819048834588112","0.1819048834588112","114","114","114","0.1517732123153128","0.1517732123153128","0.1517732123153128","114","114","114","0.10171369002123865","0.10171369002123865","0.10171369002123865","114","114","114"
"2780","0.832113274520863","0.832113274520863","0.832113274520863","115","115","115","0.17551046894305694","0.17551046894305694","0.17551046894305694","115","115","115","0.1466996766698237","0.1466996766698237","0.1466996766698237","115","115","115","0.09767488686191625","0.09767488686191625","0.09767488686191625","115","115","115"
"2785","0.8197679824269637","0.8197679824269637","0.8197679824269637","116","116","116","0.1667280972544889","0.1667280972544889","0.1667280972544889","116","116","116","0.1394779545012332","0.1394779545012332","0.1394779545012332","116","116","116","0.0921674160515524","0.0921674160515524","0.0921674160515524","116","116","116"
"2790","0.834517481299438","0.834517481299438","0.834517481299438","117","117","117","0.1630544299991673","0.1630544299991673","0.1630544299991673","117","117","117","0.13566977200576172","0.13566977200576172","0.13566977200576172","117","117","117","0.09033667177437701","0.09033667177437701","0.09033667177437701","117","117","117"
"2795","0.8341294082728616","0.8341294082728616","0.8341294082728616","118","118","118","0.1617885520991817","0.1617885520991817","0.1617885520991817","118","118","118","0.13341109454601086","0.13341109454601086","0.13341109454601086","118","118","118","0.0987301515010647","0.0987301515010647","0.0987301515010647","118","118","118"
"2800","0.8434786499212301","0.8434786499212301","0.8434786499212301","119","119","119","0.16173653681372296","0.16173653681372296","0.16173653681372296","119","119","119","0.1295156915905748","0.1295156915905748","0.1295156915905748","119","119","119","0.0958251041210377","0.0958251041210377","0.0958251041210377","119","119","119"
"2805","0.8547069528802929","0.8547069528802929","0.8547069528802929","120","120","120","0.16184114869331045","0.16184114869331045","0.16184114869331045","120","120","120","0.1299213373559654","0.1299213373559654","0.1299213373559654","120","120","120","0.09259948192753806","0.09259948192753806","0.09259948192753806","120","120","120"
"2810","0.8529870672824316","0.8529870672824316","0.8529870672824316","121","121","121","0.16222118592333074","0.16222118592333074","0.16222118592333074","121","121","121","0.13118020787752616","0.13118020787752616","0.13118020787752616","121","121","121","0.09097726559125024","0.09097726559125024","0.09097726559125024","121","121","121"
"2815","0.8483871548012535","0.8483871548012535","0.8483871548012535","122","122","122","0.1632558775297555","0.1632558775297555","0.1632558775297555","122","122","122","0.130505700923279","0.130505700923279","0.130505700923279","122","122","122","0.08773851682869935","0.08773851682869935","0.08773851682869935","122","122","122"
"2820","0.8520237347296934","0.8520237347296934","0.8520237347296934","123","123","123","0.15471298580854997","0.15471298580854997","0.15471298580854997","123","123","123","0.12418823795199473","0.12418823795199473","0.12418823795199473","123","123","123","0.08473633125263341","0.08473633125263341","0.08473633125263341","123","123","123"
"2825","0.833363856418144","0.833363856418144","0.833363856418144","124","124","124","0.14986523668756993","0.14986523668756993","0.14986523668756993","124","124","124","0.12024584638224067","0.12024584638224067","0.12024584638224067","124","124","124","0.08226134154963319","0.08226134154963319","0.08226134154963319","124","124","124"
"2830","0.85884426526031","0.85884426526031","0.85884426526031","125","125","125","0.15901711410999522","0.15901711410999522","0.15901711410999522","125","125","125","0.12996587983963345","0.12996587983963345","0.12996587983963345","125","125","125","0.08691281505855086","0.08691281505855086","0.08691281505855086","125","125","125"
"2835","0.833706123197711","0.833706123197711","0.833706123197711","126","126","126","0.15016780445287653","0.15016780445287653","0.15016780445287653","126","126","126","0.12212007075522616","0.12212007075522616","0.12212007075522616","126","126","126","0.08715913820947119","0.08715913820947119","0.08715913820947119","126","126","126"
"2840","0.8271180933552904","0.8271180933552904","0.8271180933552904","127","127","127","0.14151948349978605","0.14151948349978605","0.14151948349978605","127","127","127","0.11405756258975974","0.11405756258975974","0.11405756258975974","127","127","127","0.0833795581432894","0.0833795581432894","0.0833795581432894","127","127","127"
"2845","0.8215077614072797","0.8215077614072797","0.8215077614072797","128","128","128","0.1370950725521909","0.1370950725521909","0.1370950725521909","128","128","128","0.11062337060329278","0.11062337060329278","0.11062337060329278","128","128","128","0.08048012228388059","0.08048012228388059","0.08048012228388059","128","128","128"
"2850","0.8318615701284162","0.8318615701284162","0.8318615701284162","129","129","129","0.13242637434510907","0.13242637434510907","0.13242637434510907","129","129","129","0.10615108935194602","0.10615108935194602","0.10615108935194602","129","129","129","0.07650695604556174","0.07650695604556174","0.07650695604556174","129","129","129"
"2855","0.8306421835097282","0.8306421835097282","0.8306421835097282","130","130","130","0.1304890828436841","0.1304890828436841","0.1304890828436841","130","130","130","0.10432166492632686","0.10432166492632686","0.10432166492632686","130","130","130","0.07413907051699262","0.07413907051699262","0.07413907051699262","130","130","130"
"2860","0.8419837915057229","0.8419837915057229","0.8419837915057229","131","131","131","0.1302231318444071","0.1302231318444071","0.1302231318444071","131","131","131","0.10513169192025631","0.10513169192025631","0.10513169192025631","131","131","131","0.07451419730119184","0.07451419730119184","0.07451419730119184","131","131","131"
"2865","0.83136651124348","0.83136651124348","0.83136651124348","132","132","132","0.12689284643936277","0.12689284643936277","0.12689284643936277","132","132","132","0.10393965909587735","0.10393965909587735","0.10393965909587735","132","132","132","0.07262492365033049","0.07262492365033049","0.07262492365033049","132","132","132"
"2870","0.8134335811643483","0.8134335811643483","0.8134335811643483","133","133","133","0.12544558015257","0.12544558015257","0.12544558015257","133","133","133","0.0995879564719947","0.0995879564719947","0.0995879564719947","133","133","133","0.07028429006955819","0.07028429006955819","0.07028429006955819","133","133","133"
"2875","0.8259648400972903","0.8259648400972903","0.8259648400972903","134","134","134","0.1284697442207114","0.1284697442207114","0.1284697442207114","134","134","134","0.10196368120384555","0.10196368120384555","0.10196368120384555","134","134","134","0.07199247348272421","0.07199247348272421","0.07199247348272421","134","134","134"
"2880","0.818419893651217","0.818419893651217","0.818419893651217","135","135","135","0.1246294809072295","0.1246294809072295","0.1246294809072295","135","135","135","0.10006402026861505","0.10006402026861505","0.10006402026861505","135","135","135","0.07022152080074784","0.07022152080074784","0.07022152080074784","135","135","135"
"2885","0.8029774917923904","0.8029774917923904","0.8029774917923904","136","136","136","0.11914221250897393","0.11914221250897393","0.11914221250897393","136","136","136","0.0960345037096935","0.0960345037096935","0.0960345037096935","136","136","136","0.06862980644496056","0.06862980644496056","0.06862980644496056","136","136","136"
"2890","0.7823762161539403","0.7823762161539403","0.7823762161539403","137","137","137","0.11405876473304127","0.11405876473304127","0.11405876473304127","137","137","137","0.09203569502128767","0.09203569502128767","0.09203569502128767","137","137","137","0.06778556856894728","0.06778556856894728","0.06778556856894728","137","137","137"
"2895","0.7598785222606513","0.7598785222606513","0.7598785222606513","138","138","138","0.10896678821006053","0.10896678821006053","0.10896678821006053","138","138","138","0.08915750527612737","0.08915750527612737","0.08915750527612737","138","138","138","0.07371316242899356","0.07371316242899356","0.07371316242899356","138","138","138"
"2900","0.7670798085098997","0.7670798085098997","0.7670798085098997","139","139","139","0.10945778252050199","0.10945778252050199","0.10945778252050199","139","139","139","0.08953161158547573","0.08953161158547573","0.08953161158547573","139","139","139","0.07237088121146075","0.07237088121146075","0.07237088121146075","139","139","139"
"2905","0.7644472111929286","0.7644472111929286","0.7644472111929286","140","140","140","0.10588808250401786","0.10588808250401786","0.10588808250401786","140","140","140","0.08746712056731798","0.08746712056731798","0.08746712056731798","140","140","140","0.07036379419500213","0.07036379419500213","0.07036379419500213","140","140","140"
"2910","0.8253878250642168","0.8253878250642168","0.8253878250642168","141","141","141","0.1098594996584152","0.1098594996584152","0.1098594996584152","141","141","141","0.09065678536215925","0.09065678536215925","0.09065678536215925","141","141","141","0.07042728112558866","0.07042728112558866","0.07042728112558866","141","141","141"
"2915","0.7851542338424331","0.7851542338424331","0.7851542338424331","142","142","142","0.10183511999908923","0.10183511999908923","0.10183511999908923","142","142","142","0.08479974101682479","0.08479974101682479","0.08479974101682479","142","142","142","0.06633815221079936","0.06633815221079936","0.06633815221079936","142","142","142"
"2920","0.7615645233997117","0.7615645233997117","0.7615645233997117","143","143","143","0.10055882063654284","0.10055882063654284","0.10055882063654284","143","143","143","0.08471481097354519","0.08471481097354519","0.08471481097354519","143","143","143","0.06547106594927994","0.06547106594927994","0.06547106594927994","143","143","143"
"2925","0.7767529056111997","0.7767529056111997","0.7767529056111997","144","144","144","0.09825523434437478","0.09825523434437478","0.09825523434437478","144","144","144","0.08184861236778555","0.08184861236778555","0.08184861236778555","144","144","144","0.06469387613787739","0.06469387613787739","0.06469387613787739","144","144","144"
"2930","0.7925554997327704","0.7925554997327704","0.7925554997327704","145","145","145","0.09498966461959006","0.09498966461959006","0.09498966461959006","145","145","145","0.08078200548367662","0.08078200548367662","0.08078200548367662","145","145","145","0.06451731244937227","0.06451731244937227","0.06451731244937227","145","145","145"
"2935","0.77915005726517","0.77915005726517","0.77915005726517","146","146","146","0.0903663573195149","0.0903663573195149","0.0903663573195149","146","146","146","0.07838518124845477","0.07838518124845477","0.07838518124845477","146","146","146","0.061680721306146546","0.061680721306146546","0.061680721306146546","146","146","146"
"2940","0.7734324014743614","0.7734324014743614","0.7734324014743614","147","147","147","0.09169275257347614","0.09169275257347614","0.09169275257347614","147","147","147","0.07901611988186674","0.07901611988186674","0.07901611988186674","147","147","147","0.06248187302791323","0.06248187302791323","0.06248187302791323","147","147","147"
"2945","0.79765122608882","0.79765122608882","0.79765122608882","148","148","148","0.09087173755448377","0.09087173755448377","0.09087173755448377","148","148","148","0.07853155314247887","0.07853155314247887","0.07853155314247887","148","148","148","0.06097362264077211","0.06097362264077211","0.06097362264077211","148","148","148"
"2950","0.7988447569795766","0.7988447569795766","0.7988447569795766","149","149","149","0.08827767404869757","0.08827767404869757","0.08827767404869757","149","149","149","0.07602144388198163","0.07602144388198163","0.07602144388198163","149","149","149","0.0589942491159956","0.0589942491159956","0.0589942491159956","149","149","149"
"2955","0.7811099460252497","0.7811099460252497","0.7811099460252497","150","150","150","0.08609259685917627","0.08609259685917627","0.08609259685917627","150","150","150","0.0744746767728332","0.0744746767728332","0.0744746767728332","150","150","150","0.05740502897154322","0.05740502897154322","0.05740502897154322","150","150","150"
"2960","0.7934523966506422","0.7934523966506422","0.7934523966506422","151","151","151","0.08901448060721986","0.08901448060721986","0.08901448060721986","151","151","151","0.07767638623436153","0.07767638623436153","0.07767638623436153","151","151","151","0.05986802541847529","0.05986802541847529","0.05986802541847529","151","151","151"
"2965","0.7839079240591387","0.7839079240591387","0.7839079240591387","152","152","152","0.09004189805476587","0.09004189805476587","0.09004189805476587","152","152","152","0.07964227710320534","0.07964227710320534","0.07964227710320534","152","152","152","0.060540026642870184","0.060540026642870184","0.060540026642870184","152","152","152"
"2970","0.7764065261082596","0.7764065261082596","0.7764065261082596","153","153","153","0.089331362817547","0.089331362817547","0.089331362817547","153","153","153","0.07914418462779906","0.07914418462779906","0.07914418462779906","153","153","153","0.06009424601580866","0.06009424601580866","0.06009424601580866","153","153","153"
"2975","0.7792633119863098","0.7792633119863098","0.7792633119863098","154","154","154","0.08568305698109005","0.08568305698109005","0.08568305698109005","154","154","154","0.0767624490815252","0.0767624490815252","0.0767624490815252","154","154","154","0.059903144593977796","0.059903144593977796","0.059903144593977796","154","154","154"
"2980","0.7732558995691003","0.7732558995691003","0.7732558995691003","155","155","155","0.08398148402618313","0.08398148402618313","0.08398148402618313","155","155","155","0.07567972618109751","0.07567972618109751","0.07567972618109751","155","155","155","0.0596627352546526","0.0596627352546526","0.0596627352546526","155","155","155"
"2985","0.7680154292295146","0.7680154292295146","0.7680154292295146","156","156","156","0.08083915361901493","0.08083915361901493","0.08083915361901493","156","156","156","0.07409430845096211","0.07409430845096211","0.07409430845096211","156","156","156","0.05866500821697627","0.05866500821697627","0.05866500821697627","156","156","156"
"2990","0.7664391142011218","0.7664391142011218","0.7664391142011218","157","157","157","0.07973128681839406","0.07973128681839406","0.07973128681839406","157","157","157","0.07297137292178749","0.07297137292178749","0.07297137292178749","157","157","157","0.06898228400682901","0.06898228400682901","0.06898228400682901","157","157","157"
"2995","0.7736148575736121","0.7736148575736121","0.7736148575736121","158","158","158","0.08062246323569028","0.08062246323569028","0.08062246323569028","158","158","158","0.07255981338142059","0.07255981338142059","0.07255981338142059","158","158","158","0.07023886696199648","0.07023886696199648","0.07023886696199648","158","158","158"
"3000","1.1614457407520602","1.1614457407520602","1.1614457407520602","159","159","159","0.7654085199432401","0.7654085199432401","0.7654085199432401","159","159","159","0.7154722918812074","0.7154722918812074","0.7154722918812074","159","159","159","0.7540636587940885","0.7540636587940885","0.7540636587940885","159","159","159"
"3005","1.3703037162452583","1.3703037162452583","1.3703037162452583","160","160","160","1.0394370375583493","1.0394370375583493","1.0394370375583493","160","160","160","0.9245880936488033","0.9245880936488033","0.9245880936488033","160","160","160","0.9799906655276837","0.9799906655276837","0.9799906655276837","160","160","160"
"3010","1.4692387513757557","1.4692387513757557","1.4692387513757557","161","161","161","1.155313698219451","1.155313698219451","1.155313698219451","161","161","161","1.0143895888483696","1.0143895888483696","1.0143895888483696","161","161","161","1.054028167472818","1.054028167472818","1.054028167472818","161","161","161"
"3015","1.5415684309096114","1.5415684309096114","1.5415684309096114","162","162","162","1.2061465172350898","1.2061465172350898","1.2061465172350898","162","162","162","1.0502438033843815","1.0502438033843815","1.0502438033843815","162","162","162","1.0679966540123917","1.0679966540123917","1.0679966540123917","162","162","162"
"3020","1.5521742726597845","1.5521742726597845","1.5521742726597845","163","163","163","1.1986971208110253","1.1986971208110253","1.1986971208110253","163","163","163","1.044926148396967","1.044926148396967","1.044926148396967","163","163","163","1.0455685884141785","1.0455685884141785","1.0455685884141785","163","163","163"
"3025","1.5768067815723246","1.5768067815723246","1.5768067815723246","164","164","164","1.201262533412136","1.201262533412136","1.201262533412136","164","164","164","1.0460992614505433","1.0460992614505433","1.0460992614505433","164","164","164","1.0342188941003252","1.0342188941003252","1.0342188941003252","164","164","164"
"3030","1.6019850235508617","1.6019850235508617","1.6019850235508617","165","165","165","1.1991716843597815","1.1991716843597815","1.1991716843597815","165","165","165","1.045453586441905","1.045453586441905","1.045453586441905","165","165","165","1.0250910086951477","1.0250910086951477","1.0250910086951477","165","165","165"
"3035","1.6079370039424128","1.6079370039424128","1.6079370039424128","166","166","166","1.2003093714486328","1.2003093714486328","1.2003093714486328","166","166","166","1.058957390699487","1.058957390699487","1.058957390699487","166","166","166","1.0334069094479086","1.0334069094479086","1.0334069094479086","166","166","166"
"3040","1.6215785610423061","1.6215785610423061","1.6215785610423061","167","167","167","1.1863502744051504","1.1863502744051504","1.1863502744051504","167","167","167","1.0543123765720064","1.0543123765720064","1.0543123765720064","167","167","167","1.024573965109676","1.024573965109676","1.024573965109676","167","167","167"
"3045","1.5783344305218345","1.5783344305218345","1.5783344305218345","168","168","168","1.1435009673842054","1.1435009673842054","1.1435009673842054","168","168","168","1.0232690661056516","1.0232690661056516","1.0232690661056516","168","168","168","0.9916486203396194","0.9916486203396194","0.9916486203396194","168","168","168"
"3050","1.5825926094236378","1.5825926094236378","1.5825926094236378","169","169","169","1.1391179646303577","1.1391179646303577","1.1391179646303577","169","169","169","1.022700533535156","1.022700533535156","1.022700533535156","169","169","169","0.9910363083629161","0.9910363083629161","0.9910363083629161","169","169","169"
"3055","1.569342975768032","1.569342975768032","1.569342975768032","170","170","170","1.1192056838046973","1.1192056838046973","1.1192056838046973","170","170","170","1.0078694479653874","1.0078694479653874","1.0078694479653874","170","170","170","0.9779059034739976","0.9779059034739976","0.9779059034739976","170","170","170"
"3060","1.5544686853695417","1.5544686853695417","1.5544686853695417","171","171","171","1.098365363747658","1.098365363747658","1.098365363747658","171","171","171","0.994478628157756","0.994478628157756","0.994478628157756","171","171","171","0.9667440033168726","0.9667440033168726","0.9667440033168726","171","171","171"
"3065","1.5484285237009852","1.5484285237009852","1.5484285237009852","172","172","172","1.066576416761303","1.066576416761303","1.066576416761303","172","172","172","0.9673613827955976","0.9673613827955976","0.9673613827955976","172","172","172","0.9368856722329967","0.9368856722329967","0.9368856722329967","172","172","172"
"3070","1.5583230292971089","1.5583230292971089","1.5583230292971089","173","173","173","1.0612734839376299","1.0612734839376299","1.0612734839376299","173","173","173","0.9722062785605174","0.9722062785605174","0.9722062785605174","173","173","173","0.9416122808828121","0.9416122808828121","0.9416122808828121","173","173","173"
"3075","1.566662546001779","1.566662546001779","1.566662546001779","174","174","174","1.0495506939529387","1.0495506939529387","1.0495506939529387","174","174","174","0.9666077876137846","0.9666077876137846","0.9666077876137846","174","174","174","0.935780983478665","0.935780983478665","0.935780983478665","174","174","174"
"3080","1.5685884044350749","1.5685884044350749","1.5685884044350749","175","175","175","1.0673380144981008","1.0673380144981008","1.0673380144981008","175","175","175","0.9912962097877269","0.9912962097877269","0.9912962097877269","175","175","175","0.9591046046060699","0.9591046046060699","0.9591046046060699","175","175","175"
