"iter","env2_sgd_2500-3000 - EMA/Loss","env2_sgd_2500-3000 - EMA/Loss__MIN","env2_sgd_2500-3000 - EMA/Loss__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/Loss","env2_lion_shock_2500-3000 - EMA/Loss__MIN","env2_lion_shock_2500-3000 - EMA/Loss__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/Loss","env2_muon_shock_2500-3000 - EMA/Loss__MIN","env2_muon_shock_2500-3000 - EMA/Loss__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/Loss","env2_adamw_shock_2500-3000 - EMA/Loss__MIN","env2_adamw_shock_2500-3000 - EMA/Loss__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"3085","1.5431183772559125","1.5431183772559125","1.5431183772559125","176","176","176","1.0518684062366477","1.0518684062366477","1.0518684062366477","176","176","176","0.9811473701028577","0.9811473701028577","0.9811473701028577","176","176","176","0.9500826991301493","0.9500826991301493","0.9500826991301493","176","176","176"
"3090","1.5295231590776652","1.5295231590776652","1.5295231590776652","177","177","177","1.02495292877839","1.02495292877839","1.02495292877839","177","177","177","0.9622932584007109","0.9622932584007109","0.9622932584007109","177","177","177","0.9297567512985465","0.9297567512985465","0.9297567512985465","177","177","177"
"3095","1.5214885476079454","1.5214885476079454","1.5214885476079454","178","178","178","1.0166188602793418","1.0166188602793418","1.0166188602793418","178","178","178","0.9562757937497766","0.9562757937497766","0.9562757937497766","178","178","178","0.9234709731090078","0.9234709731090078","0.9234709731090078","178","178","178"
"3100","1.5196142727364153","1.5196142727364153","1.5196142727364153","179","179","179","1.0202799343958262","1.0202799343958262","1.0202799343958262","179","179","179","0.9650546228427852","0.9650546228427852","0.9650546228427852","179","179","179","0.9342379197338311","0.9342379197338311","0.9342379197338311","179","179","179"
"3105","1.5237542191029503","1.5237542191029503","1.5237542191029503","180","180","180","1.0110202723352928","1.0110202723352928","1.0110202723352928","180","180","180","0.9594810111867113","0.9594810111867113","0.9594810111867113","180","180","180","0.9266840891650363","0.9266840891650363","0.9266840891650363","180","180","180"
"3110","1.5528386590199859","1.5528386590199859","1.5528386590199859","181","181","181","1.0127337974551391","1.0127337974551391","1.0127337974551391","181","181","181","0.9629409574094718","0.9629409574094718","0.9629409574094718","181","181","181","0.9287966610852932","0.9287966610852932","0.9287966610852932","181","181","181"
"3115","1.5626012023129294","1.5626012023129294","1.5626012023129294","182","182","182","1.022881864538045","1.022881864538045","1.022881864538045","182","182","182","0.9755913351643519","0.9755913351643519","0.9755913351643519","182","182","182","0.9418724408574409","0.9418724408574409","0.9418724408574409","182","182","182"
"3120","1.5435605791136737","1.5435605791136737","1.5435605791136737","183","183","183","1.0099773785088193","1.0099773785088193","1.0099773785088193","183","183","183","0.9649956849398579","0.9649956849398579","0.9649956849398579","183","183","183","0.9337866685210998","0.9337866685210998","0.9337866685210998","183","183","183"
"3125","1.5553761728171325","1.5553761728171325","1.5553761728171325","184","184","184","1.008099958449662","1.008099958449662","1.008099958449662","184","184","184","0.9641952924633936","0.9641952924633936","0.9641952924633936","184","184","184","0.9299261261209154","0.9299261261209154","0.9299261261209154","184","184","184"
"3130","1.5755957412495574","1.5755957412495574","1.5755957412495574","185","185","185","1.014784024253149","1.014784024253149","1.014784024253149","185","185","185","0.9729717837002005","0.9729717837002005","0.9729717837002005","185","185","185","0.9401760783428392","0.9401760783428392","0.9401760783428392","185","185","185"
"3135","1.5686621702264034","1.5686621702264034","1.5686621702264034","186","186","186","1.0058196262205","1.0058196262205","1.0058196262205","186","186","186","0.9662094670394923","0.9662094670394923","0.9662094670394923","186","186","186","0.9316895931000284","0.9316895931000284","0.9316895931000284","186","186","186"
"3140","1.5604666417915203","1.5604666417915203","1.5604666417915203","187","187","187","0.9986088289293503","0.9986088289293503","0.9986088289293503","187","187","187","0.960710892556774","0.960710892556774","0.960710892556774","187","187","187","0.9255093229263767","0.9255093229263767","0.9255093229263767","187","187","187"
"3145","1.5649949685974858","1.5649949685974858","1.5649949685974858","188","188","188","0.9745116861164159","0.9745116861164159","0.9745116861164159","188","188","188","0.9435072779503051","0.9435072779503051","0.9435072779503051","188","188","188","0.9136451992067347","0.9136451992067347","0.9136451992067347","188","188","188"
"3150","1.5622415397584724","1.5622415397584724","1.5622415397584724","189","189","189","0.9864800930959176","0.9864800930959176","0.9864800930959176","189","189","189","0.9570918920215973","0.9570918920215973","0.9570918920215973","189","189","189","0.925938440044331","0.925938440044331","0.925938440044331","189","189","189"
"3155","1.5749942152317802","1.5749942152317802","1.5749942152317802","190","190","190","0.9911005709070718","0.9911005709070718","0.9911005709070718","190","190","190","0.9647775151647426","0.9647775151647426","0.9647775151647426","190","190","190","0.9320647968409275","0.9320647968409275","0.9320647968409275","190","190","190"
"3160","1.5838761374969406","1.5838761374969406","1.5838761374969406","191","191","191","1.0031613829752686","1.0031613829752686","1.0031613829752686","191","191","191","0.9784214096220119","0.9784214096220119","0.9784214096220119","191","191","191","0.9446616221081571","0.9446616221081571","0.9446616221081571","191","191","191"
"3165","1.5668113774404564","1.5668113774404564","1.5668113774404564","192","192","192","0.9862793562424781","0.9862793562424781","0.9862793562424781","192","192","192","0.965194962350136","0.965194962350136","0.965194962350136","192","192","192","0.9322263739061871","0.9322263739061871","0.9322263739061871","192","192","192"
"3170","1.5584890911797324","1.5584890911797324","1.5584890911797324","193","193","193","0.9750233471591737","0.9750233471591737","0.9750233471591737","193","193","193","0.954264693555864","0.954264693555864","0.954264693555864","193","193","193","0.9205224269139121","0.9205224269139121","0.9205224269139121","193","193","193"
"3175","1.5498797578592898","1.5498797578592898","1.5498797578592898","194","194","194","0.9687841960235419","0.9687841960235419","0.9687841960235419","194","194","194","0.9499292573642939","0.9499292573642939","0.9499292573642939","194","194","194","0.917570756755725","0.917570756755725","0.917570756755725","194","194","194"
"3180","1.5668875166967258","1.5668875166967258","1.5668875166967258","195","195","195","0.9616434232677904","0.9616434232677904","0.9616434232677904","195","195","195","0.9507494527364619","0.9507494527364619","0.9507494527364619","195","195","195","0.9049982809766344","0.9049982809766344","0.9049982809766344","195","195","195"
"3185","1.546017075246335","1.546017075246335","1.546017075246335","196","196","196","0.965444980545864","0.965444980545864","0.965444980545864","196","196","196","0.951972414501688","0.951972414501688","0.951972414501688","196","196","196","0.9118038004429261","0.9118038004429261","0.9118038004429261","196","196","196"
"3190","1.5420558199362808","1.5420558199362808","1.5420558199362808","197","197","197","0.9626581525677764","0.9626581525677764","0.9626581525677764","197","197","197","0.9485404035558864","0.9485404035558864","0.9485404035558864","197","197","197","0.9109164525304039","0.9109164525304039","0.9109164525304039","197","197","197"
"3195","1.5623852430032128","1.5623852430032128","1.5623852430032128","198","198","198","0.9563171668600272","0.9563171668600272","0.9563171668600272","198","198","198","0.9455053725066163","0.9455053725066163","0.9455053725066163","198","198","198","0.9091294838806061","0.9091294838806061","0.9091294838806061","198","198","198"
"3200","1.5753974070475834","1.5753974070475834","1.5753974070475834","199","199","199","0.9657587846196756","0.9657587846196756","0.9657587846196756","199","199","199","0.95510149502984","0.95510149502984","0.95510149502984","199","199","199","0.9191334617635024","0.9191334617635024","0.9191334617635024","199","199","199"
"3250","0.9760621505185478","0.9760621505185478","0.9760621505185478","200","200","200","0.6020743930888566","0.6020743930888566","0.6020743930888566","200","200","200","0.6011408766615136","0.6011408766615136","0.6011408766615136","200","200","200","0.5805102654528533","0.5805102654528533","0.5805102654528533","200","200","200"
"3300","0.9744051783192378","0.9744051783192378","0.9744051783192378","201","201","201","0.573263146524823","0.573263146524823","0.573263146524823","201","201","201","0.577425934707836","0.577425934707836","0.577425934707836","201","201","201","0.5578670285226159","0.5578670285226159","0.5578670285226159","201","201","201"
"3350","0.970300670199844","0.970300670199844","0.970300670199844","202","202","202","0.577530565702499","0.577530565702499","0.577530565702499","202","202","202","0.584773145131843","0.584773145131843","0.584773145131843","202","202","202","0.5643973335549629","0.5643973335549629","0.5643973335549629","202","202","202"
"3400","0.9657994154197085","0.9657994154197085","0.9657994154197085","203","203","203","0.5809143764529766","0.5809143764529766","0.5809143764529766","203","203","203","0.5929982425227931","0.5929982425227931","0.5929982425227931","203","203","203","0.5691694192899075","0.5691694192899075","0.5691694192899075","203","203","203"
"3450","0.976085871258012","0.976085871258012","0.976085871258012","204","204","204","0.5672330332227624","0.5672330332227624","0.5672330332227624","204","204","204","0.5798146411277145","0.5798146411277145","0.5798146411277145","204","204","204","0.5583167321014488","0.5583167321014488","0.5583167321014488","204","204","204"
"3500","0.9712364866862796","0.9712364866862796","0.9712364866862796","205","205","205","0.5617706339534072","0.5617706339534072","0.5617706339534072","205","205","205","0.5771266569524611","0.5771266569524611","0.5771266569524611","205","205","205","0.5542926628804733","0.5542926628804733","0.5542926628804733","205","205","205"
"3550","0.9683794979402331","0.9683794979402331","0.9683794979402331","206","206","206","0.5685499277940158","0.5685499277940158","0.5685499277940158","206","206","206","0.5849789185902514","0.5849789185902514","0.5849789185902514","206","206","206","0.5619568221819236","0.5619568221819236","0.5619568221819236","206","206","206"
"3600","0.9521838370525125","0.9521838370525125","0.9521838370525125","207","207","207","0.5575081126022021","0.5575081126022021","0.5575081126022021","207","207","207","0.5747220874469545","0.5747220874469545","0.5747220874469545","207","207","207","0.5524415643007095","0.5524415643007095","0.5524415643007095","207","207","207"
"3650","0.9421286096781682","0.9421286096781682","0.9421286096781682","208","208","208","0.5553719117584675","0.5553719117584675","0.5553719117584675","208","208","208","0.5717341071575944","0.5717341071575944","0.5717341071575944","208","208","208","0.5507485113532623","0.5507485113532623","0.5507485113532623","208","208","208"
"3700","0.9496312991612408","0.9496312991612408","0.9496312991612408","209","209","209","0.5588910434818217","0.5588910434818217","0.5588910434818217","209","209","209","0.572902657145347","0.572902657145347","0.572902657145347","209","209","209","0.5516370993902893","0.5516370993902893","0.5516370993902893","209","209","209"
"3750","0.9448453633541576","0.9448453633541576","0.9448453633541576","210","210","210","0.5472729848438885","0.5472729848438885","0.5472729848438885","210","210","210","0.5647632487962209","0.5647632487962209","0.5647632487962209","210","210","210","0.5432690945686348","0.5432690945686348","0.5432690945686348","210","210","210"
"3800","0.9600709470263931","0.9600709470263931","0.9600709470263931","211","211","211","0.5472670736314953","0.5472670736314953","0.5472670736314953","211","211","211","0.5656467074385807","0.5656467074385807","0.5656467074385807","211","211","211","0.5433418937859018","0.5433418937859018","0.5433418937859018","211","211","211"
"3850","0.9586944892105749","0.9586944892105749","0.9586944892105749","212","212","212","0.5581491150077945","0.5581491150077945","0.5581491150077945","212","212","212","0.5779322474197719","0.5779322474197719","0.5779322474197719","212","212","212","0.5557060397487352","0.5557060397487352","0.5557060397487352","212","212","212"
"3900","0.9522803784073746","0.9522803784073746","0.9522803784073746","213","213","213","0.5496690039957091","0.5496690039957091","0.5496690039957091","213","213","213","0.5689863245579203","0.5689863245579203","0.5689863245579203","213","213","213","0.5457495207440238","0.5457495207440238","0.5457495207440238","213","213","213"
"3950","0.9675949928198269","0.9675949928198269","0.9675949928198269","214","214","214","0.5453504437923584","0.5453504437923584","0.5453504437923584","214","214","214","0.5665638827816222","0.5665638827816222","0.5665638827816222","214","214","214","0.5435188363273231","0.5435188363273231","0.5435188363273231","214","214","214"
"4000","0.979123911426492","0.979123911426492","0.979123911426492","215","215","215","0.5376707729978484","0.5376707729978484","0.5376707729978484","215","215","215","0.5588769034857769","0.5588769034857769","0.5588769034857769","215","215","215","0.5355477788141009","0.5355477788141009","0.5355477788141009","215","215","215"
"4050","0.9406704330237656","0.9406704330237656","0.9406704330237656","216","216","216","","","","","","","","","","","","","","","","","",""
"4100","0.9570451086901899","0.9570451086901899","0.9570451086901899","217","217","217","","","","","","","","","","","","","","","","","",""
"4150","0.9475135493768931","0.9475135493768931","0.9475135493768931","218","218","218","","","","","","","","","","","","","","","","","",""
"4200","0.9245885234906802","0.9245885234906802","0.9245885234906802","219","219","219","","","","","","","","","","","","","","","","","",""
"4250","0.9575331617790916","0.9575331617790916","0.9575331617790916","220","220","220","","","","","","","","","","","","","","","","","",""
"4300","0.9455244081404539","0.9455244081404539","0.9455244081404539","221","221","221","","","","","","","","","","","","","","","","","",""
"4350","0.9393240284176374","0.9393240284176374","0.9393240284176374","222","222","222","","","","","","","","","","","","","","","","","",""
"4400","0.9521069745936771","0.9521069745936771","0.9521069745936771","223","223","223","","","","","","","","","","","","","","","","","",""
"4450","0.9418199148105514","0.9418199148105514","0.9418199148105514","224","224","224","","","","","","","","","","","","","","","","","",""
"4500","0.9542914768445723","0.9542914768445723","0.9542914768445723","225","225","225","","","","","","","","","","","","","","","","","",""
"4550","0.9614247269843383","0.9614247269843383","0.9614247269843383","226","226","226","","","","","","","","","","","","","","","","","",""
"4600","0.9464397262036496","0.9464397262036496","0.9464397262036496","227","227","227","","","","","","","","","","","","","","","","","",""
"4650","0.9686478598641801","0.9686478598641801","0.9686478598641801","228","228","228","","","","","","","","","","","","","","","","","",""
"4700","0.9452029868440451","0.9452029868440451","0.9452029868440451","229","229","229","","","","","","","","","","","","","","","","","",""
"4750","0.9410410395008666","0.9410410395008666","0.9410410395008666","230","230","230","","","","","","","","","","","","","","","","","",""
"4800","0.9597605720945594","0.9597605720945594","0.9597605720945594","231","231","231","","","","","","","","","","","","","","","","","",""
"4850","0.9487322510085376","0.9487322510085376","0.9487322510085376","232","232","232","","","","","","","","","","","","","","","","","",""
"4900","0.9351420588638213","0.9351420588638213","0.9351420588638213","233","233","233","","","","","","","","","","","","","","","","","",""
"4950","0.9432915463943821","0.9432915463943821","0.9432915463943821","234","234","234","","","","","","","","","","","","","","","","","",""
"5000","0.9440849420931532","0.9440849420931532","0.9440849420931532","235","235","235","","","","","","","","","","","","","","","","","",""
