"iter","env2_sgd_2500-3000 - EMA/KL_Div","env2_sgd_2500-3000 - EMA/KL_Div__MIN","env2_sgd_2500-3000 - EMA/KL_Div__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/KL_Div","env2_lion_shock_2500-3000 - EMA/KL_Div__MIN","env2_lion_shock_2500-3000 - EMA/KL_Div__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/KL_Div","env2_muon_shock_2500-3000 - EMA/KL_Div__MIN","env2_muon_shock_2500-3000 - EMA/KL_Div__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/KL_Div","env2_adamw_shock_2500-3000 - EMA/KL_Div__MIN","env2_adamw_shock_2500-3000 - EMA/KL_Div__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"3005","0.007589806305182932","0.007589806305182932","0.007589806305182932","160","160","160","0.004905557479685888","0.004905557479685888","0.004905557479685888","160","160","160","0.006866002866166348","0.006866002866166348","0.006866002866166348","160","160","160","0.011702735354386552","0.011702735354386552","0.011702735354386552","160","160","160"
"3010","0.006817080194946314","0.006817080194946314","0.006817080194946314","161","161","161","0.005187976745876864","0.005187976745876864","0.005187976745876864","161","161","161","0.006108154562297977","0.006108154562297977","0.006108154562297977","161","161","161","0.011088820093725608","0.011088820093725608","0.011088820093725608","161","161","161"
"3015","0.005761289605917728","0.005761289605917728","0.005761289605917728","162","162","162","0.00528361857302185","0.00528361857302185","0.00528361857302185","162","162","162","0.005344127994422908","0.005344127994422908","0.005344127994422908","162","162","162","0.010350740528904534","0.010350740528904534","0.010350740528904534","162","162","162"
"3020","0.005309663726040436","0.005309663726040436","0.005309663726040436","163","163","163","0.005125915332955377","0.005125915332955377","0.005125915332955377","163","163","163","0.004479344420365925","0.004479344420365925","0.004479344420365925","163","163","163","0.00916096130411971","0.00916096130411971","0.00916096130411971","163","163","163"
"3025","0.004743783551766658","0.004743783551766658","0.004743783551766658","164","164","164","0.004945419753451198","0.004945419753451198","0.004945419753451198","164","164","164","0.004320128307922359","0.004320128307922359","0.004320128307922359","164","164","164","0.008587516747174503","0.008587516747174503","0.008587516747174503","164","164","164"
"3030","0.004216746247838679","0.004216746247838679","0.004216746247838679","165","165","165","0.004655906148209194","0.004655906148209194","0.004655906148209194","165","165","165","0.003962728777836759","0.003962728777836759","0.003962728777836759","165","165","165","0.008175004638740654","0.008175004638740654","0.008175004638740654","165","165","165"
"3035","0.004154275998343114","0.004154275998343114","0.004154275998343114","166","166","166","0.0044285810979760925","0.0044285810979760925","0.0044285810979760925","166","166","166","0.004034440644988569","0.004034440644988569","0.004034440644988569","166","166","166","0.007917589649282922","0.007917589649282922","0.007917589649282922","166","166","166"
"3040","0.0037286701962190327","0.0037286701962190327","0.0037286701962190327","167","167","167","0.00426644252449623","0.00426644252449623","0.00426644252449623","167","167","167","0.003790195694780668","0.003790195694780668","0.003790195694780668","167","167","167","0.007295243142740828","0.007295243142740828","0.007295243142740828","167","167","167"
"3045","0.0038835874474152793","0.0038835874474152793","0.0038835874474152793","168","168","168","0.004372899318866882","0.004372899318866882","0.004372899318866882","168","168","168","0.0041647216063257315","0.0041647216063257315","0.0041647216063257315","168","168","168","0.007245398454500769","0.007245398454500769","0.007245398454500769","168","168","168"
"3050","0.00398780956033142","0.00398780956033142","0.00398780956033142","169","169","169","0.004273949204360602","0.004273949204360602","0.004273949204360602","169","169","169","0.00421127491277273","0.00421127491277273","0.00421127491277273","169","169","169","0.00745474410668629","0.00745474410668629","0.00745474410668629","169","169","169"
"3055","0.003995713820721908","0.003995713820721908","0.003995713820721908","170","170","170","0.004262336526352362","0.004262336526352362","0.004262336526352362","170","170","170","0.004342766743877841","0.004342766743877841","0.004342766743877841","170","170","170","0.007422142201993825","0.007422142201993825","0.007422142201993825","170","170","170"
"3060","0.003689544482813365","0.003689544482813365","0.003689544482813365","171","171","171","0.003986993058736338","0.003986993058736338","0.003986993058736338","171","171","171","0.004139107777481143","0.004139107777481143","0.004139107777481143","171","171","171","0.00691098804845359","0.00691098804845359","0.00691098804845359","171","171","171"
"3065","0.003589665581775056","0.003589665581775056","0.003589665581775056","172","172","172","0.0038223244852948605","0.0038223244852948605","0.0038223244852948605","172","172","172","0.003962265876485541","0.003962265876485541","0.003962265876485541","172","172","172","0.006651297768111622","0.006651297768111622","0.006651297768111622","172","172","172"
"3070","0.0033153592011541935","0.0033153592011541935","0.0033153592011541935","173","173","173","0.0037526219199824594","0.0037526219199824594","0.0037526219199824594","173","173","173","0.003831658911452836","0.003831658911452836","0.003831658911452836","173","173","173","0.006670097444570341","0.006670097444570341","0.006670097444570341","173","173","173"
"3075","0.0032630914353564758","0.0032630914353564758","0.0032630914353564758","174","174","174","0.0035503548698344765","0.0035503548698344765","0.0035503548698344765","174","174","174","0.0036888206348961415","0.0036888206348961415","0.0036888206348961415","174","174","174","0.006480938671351792","0.006480938671351792","0.006480938671351792","174","174","174"
"3080","0.0034213928760410805","0.0034213928760410805","0.0034213928760410805","175","175","175","0.003600538699338771","0.003600538699338771","0.003600538699338771","175","175","175","0.003649839867781167","0.003649839867781167","0.003649839867781167","175","175","175","0.006566076246955949","0.006566076246955949","0.006566076246955949","175","175","175"
"3085","0.003519148947222681","0.003519148947222681","0.003519148947222681","176","176","176","0.003647657019720309","0.003647657019720309","0.003647657019720309","176","176","176","0.003937700321893645","0.003937700321893645","0.003937700321893645","176","176","176","0.0066150323059421135","0.0066150323059421135","0.0066150323059421135","176","176","176"
"3090","0.0034467432465527977","0.0034467432465527977","0.0034467432465527977","177","177","177","0.003989667485645241","0.003989667485645241","0.003989667485645241","177","177","177","0.004170580800962695","0.004170580800962695","0.004170580800962695","177","177","177","0.006438065708850053","0.006438065708850053","0.006438065708850053","177","177","177"
"3095","0.0034568690941764414","0.0034568690941764414","0.0034568690941764414","178","178","178","0.003796328596623668","0.003796328596623668","0.003796328596623668","178","178","178","0.004275706441796577","0.004275706441796577","0.004275706441796577","178","178","178","0.00650323096493579","0.00650323096493579","0.00650323096493579","178","178","178"
"3100","0.0034344607013479795","0.0034344607013479795","0.0034344607013479795","179","179","179","0.0037892943708984963","0.0037892943708984963","0.0037892943708984963","179","179","179","0.004310218503313828","0.004310218503313828","0.004310218503313828","179","179","179","0.006408096931027127","0.006408096931027127","0.006408096931027127","179","179","179"
"3105","0.0034302711510861145","0.0034302711510861145","0.0034302711510861145","180","180","180","0.0038931132721531404","0.0038931132721531404","0.0038931132721531404","180","180","180","0.00437517309694507","0.00437517309694507","0.00437517309694507","180","180","180","0.006559877882844798","0.006559877882844798","0.006559877882844798","180","180","180"
"3110","0.0032863488989588975","0.0032863488989588975","0.0032863488989588975","181","181","181","0.0037933897438367867","0.0037933897438367867","0.0037933897438367867","181","181","181","0.003989413985874555","0.003989413985874555","0.003989413985874555","181","181","181","0.006587046864371308","0.006587046864371308","0.006587046864371308","181","181","181"
"3115","0.0031422157808439957","0.0031422157808439957","0.0031422157808439957","182","182","182","0.003940396741144054","0.003940396741144054","0.003940396741144054","182","182","182","0.0038487139369827103","0.0038487139369827103","0.0038487139369827103","182","182","182","0.006362164114712299","0.006362164114712299","0.006362164114712299","182","182","182"
"3120","0.003180995157251771","0.003180995157251771","0.003180995157251771","183","183","183","0.0037508446869143836","0.0037508446869143836","0.0037508446869143836","183","183","183","0.0037365164543185407","0.0037365164543185407","0.0037365164543185407","183","183","183","0.006173144002718367","0.006173144002718367","0.006173144002718367","183","183","183"
"3125","0.0032481063728927034","0.0032481063728927034","0.0032481063728927034","184","184","184","0.003910751621795097","0.003910751621795097","0.003910751621795097","184","184","184","0.0036313676390476004","0.0036313676390476004","0.0036313676390476004","184","184","184","0.0065407586062806245","0.0065407586062806245","0.0065407586062806245","184","184","184"
"3130","0.003174027613766942","0.003174027613766942","0.003174027613766942","185","185","185","0.0036973643110844927","0.0036973643110844927","0.0036973643110844927","185","185","185","0.0034395724535969995","0.0034395724535969995","0.0034395724535969995","185","185","185","0.006323070231669014","0.006323070231669014","0.006323070231669014","185","185","185"
"3135","0.0031604064115350024","0.0031604064115350024","0.0031604064115350024","186","186","186","0.00344248669827489","0.00344248669827489","0.00344248669827489","186","186","186","0.0034514046674602693","0.0034514046674602693","0.0034514046674602693","186","186","186","0.006169895183009457","0.006169895183009457","0.006169895183009457","186","186","186"
"3140","0.00330347716854237","0.00330347716854237","0.00330347716854237","187","187","187","0.003418470901427439","0.003418470901427439","0.003418470901427439","187","187","187","0.003280900573947719","0.003280900573947719","0.003280900573947719","187","187","187","0.00608401795046516","0.00608401795046516","0.00608401795046516","187","187","187"
"3145","0.003373040714557409","0.003373040714557409","0.003373040714557409","188","188","188","0.003321882705659819","0.003321882705659819","0.003321882705659819","188","188","188","0.0031428551829065635","0.0031428551829065635","0.0031428551829065635","188","188","188","0.006222713470895421","0.006222713470895421","0.006222713470895421","188","188","188"
"3150","0.003192146894864808","0.003192146894864808","0.003192146894864808","189","189","189","0.003381283648398179","0.003381283648398179","0.003381283648398179","189","189","189","0.003454118713868453","0.003454118713868453","0.003454118713868453","189","189","189","0.006270063213695706","0.006270063213695706","0.006270063213695706","189","189","189"
"3155","0.0029859451368068235","0.0029859451368068235","0.0029859451368068235","190","190","190","0.0032355760020332993","0.0032355760020332993","0.0032355760020332993","190","190","190","0.0033549433469930922","0.0033549433469930922","0.0033549433469930922","190","190","190","0.006006181907047877","0.006006181907047877","0.006006181907047877","190","190","190"
"3160","0.0028924883534263337","0.0028924883534263337","0.0028924883534263337","191","191","191","0.003471717343038682","0.003471717343038682","0.003471717343038682","191","191","191","0.0034917704867819016","0.0034917704867819016","0.0034917704867819016","191","191","191","0.005889097504316877","0.005889097504316877","0.005889097504316877","191","191","191"
"3165","0.0028993559008793565","0.0028993559008793565","0.0028993559008793565","192","192","192","0.0034540696905129703","0.0034540696905129703","0.0034540696905129703","192","192","192","0.003469773376519693","0.003469773376519693","0.003469773376519693","192","192","192","0.005979683095978398","0.005979683095978398","0.005979683095978398","192","192","192"
"3170","0.0030937409500684417","0.0030937409500684417","0.0030937409500684417","193","193","193","0.0034582746274324037","0.0034582746274324037","0.0034582746274324037","193","193","193","0.0036107408806836587","0.0036107408806836587","0.0036107408806836587","193","193","193","0.006051636568455684","0.006051636568455684","0.006051636568455684","193","193","193"
"3175","0.002955521125334381","0.002955521125334381","0.002955521125334381","194","194","194","0.0034959371544978626","0.0034959371544978626","0.0034959371544978626","194","194","194","0.0034160298687273324","0.0034160298687273324","0.0034160298687273324","194","194","194","0.005915859408184234","0.005915859408184234","0.005915859408184234","194","194","194"
"3180","0.0030424005990921763","0.0030424005990921763","0.0030424005990921763","195","195","195","0.003769719618412733","0.003769719618412733","0.003769719618412733","195","195","195","0.003283366574806681","0.003283366574806681","0.003283366574806681","195","195","195","0.006282751070907111","0.006282751070907111","0.006282751070907111","195","195","195"
"3185","0.003168340811818181","0.003168340811818181","0.003168340811818181","196","196","196","0.0038871979256987045","0.0038871979256987045","0.0038871979256987045","196","196","196","0.003631749765867831","0.003631749765867831","0.003631749765867831","196","196","196","0.0064960820879105576","0.0064960820879105576","0.0064960820879105576","196","196","196"
"3190","0.0031034285157905597","0.0031034285157905597","0.0031034285157905597","197","197","197","0.0039742989866456725","0.0039742989866456725","0.0039742989866456725","197","197","197","0.0036656574405999837","0.0036656574405999837","0.0036656574405999837","197","197","197","0.0063950480651310485","0.0063950480651310485","0.0063950480651310485","197","197","197"
"3195","0.0035165907627481997","0.0035165907627481997","0.0035165907627481997","198","198","198","0.003993091602380729","0.003993091602380729","0.003993091602380729","198","198","198","0.0037575938912256866","0.0037575938912256866","0.0037575938912256866","198","198","198","0.006290793127989347","0.006290793127989347","0.006290793127989347","198","198","198"
"3200","0.0032096522363198885","0.0032096522363198885","0.0032096522363198885","199","199","199","0.0038276812660388883","0.0038276812660388883","0.0038276812660388883","199","199","199","0.0035867295879735786","0.0035867295879735786","0.0035867295879735786","199","199","199","0.006163945095007724","0.006163945095007724","0.006163945095007724","199","199","199"
"3250","0.0011293757750808137","0.0011293757750808137","0.0011293757750808137","200","200","200","0.001445521388906533","0.001445521388906533","0.001445521388906533","200","200","200","0.0012620703133244887","0.0012620703133244887","0.0012620703133244887","200","200","200","0.002335098327370008","0.002335098327370008","0.002335098327370008","200","200","200"
"3300","0.0016471283744024117","0.0016471283744024117","0.0016471283744024117","201","201","201","0.0019604254615887004","0.0019604254615887004","0.0019604254615887004","201","201","201","0.001626746985110411","0.001626746985110411","0.001626746985110411","201","201","201","0.002668292143518786","0.002668292143518786","0.002668292143518786","201","201","201"
"3350","0.00121794389733005","0.00121794389733005","0.00121794389733005","202","202","202","0.0017391905959568959","0.0017391905959568959","0.0017391905959568959","202","202","202","0.0014181824383895133","0.0014181824383895133","0.0014181824383895133","202","202","202","0.0025135063185173887","0.0025135063185173887","0.0025135063185173887","202","202","202"
"3400","0.0010750717790730241","0.0010750717790730241","0.0010750717790730241","203","203","203","0.0017756255650699083","0.0017756255650699083","0.0017756255650699083","203","203","203","0.0013858323888871979","0.0013858323888871979","0.0013858323888871979","203","203","203","0.002384484840155053","0.002384484840155053","0.002384484840155053","203","203","203"
"3450","0.0011335414404394601","0.0011335414404394601","0.0011335414404394601","204","204","204","0.0017465711720462311","0.0017465711720462311","0.0017465711720462311","204","204","204","0.0012939423190944691","0.0012939423190944691","0.0012939423190944691","204","204","204","0.00250981705674533","0.00250981705674533","0.00250981705674533","204","204","204"
"3500","0.0011916042946451995","0.0011916042946451995","0.0011916042946451995","205","205","205","0.0015741631939276703","0.0015741631939276703","0.0015741631939276703","205","205","205","0.0011983390422995609","0.0011983390422995609","0.0011983390422995609","205","205","205","0.002255842185122702","0.002255842185122702","0.002255842185122702","205","205","205"
"3550","0.0014057921044846942","0.0014057921044846942","0.0014057921044846942","206","206","206","0.0016594590855600073","0.0016594590855600073","0.0016594590855600073","206","206","206","0.0013612425861343194","0.0013612425861343194","0.0013612425861343194","206","206","206","0.0023021028690089302","0.0023021028690089302","0.0023021028690089302","206","206","206"
"3600","0.0014089195657599012","0.0014089195657599012","0.0014089195657599012","207","207","207","0.0017486042152165813","0.0017486042152165813","0.0017486042152165813","207","207","207","0.0012407209508880316","0.0012407209508880316","0.0012407209508880316","207","207","207","0.002346566163085065","0.002346566163085065","0.002346566163085065","207","207","207"
"3650","0.001285904401815709","0.001285904401815709","0.001285904401815709","208","208","208","0.0017880369610693005","0.0017880369610693005","0.0017880369610693005","208","208","208","0.001492856161698293","0.001492856161698293","0.001492856161698293","208","208","208","0.002412779738627817","0.002412779738627817","0.002412779738627817","208","208","208"
"3700","0.0011826746494475106","0.0011826746494475106","0.0011826746494475106","209","209","209","0.0018423378453587076","0.0018423378453587076","0.0018423378453587076","209","209","209","0.0015605052031982735","0.0015605052031982735","0.0015605052031982735","209","209","209","0.0024249241051612267","0.0024249241051612267","0.0024249241051612267","209","209","209"
"3750","0.0013569662394151364","0.0013569662394151364","0.0013569662394151364","210","210","210","0.0018963981016563258","0.0018963981016563258","0.0018963981016563258","210","210","210","0.0015402724837255345","0.0015402724837255345","0.0015402724837255345","210","210","210","0.002390014414232475","0.002390014414232475","0.002390014414232475","210","210","210"
"3800","0.001328214680774254","0.001328214680774254","0.001328214680774254","211","211","211","0.0017821950604945663","0.0017821950604945663","0.0017821950604945663","211","211","211","0.0011497938510254327","0.0011497938510254327","0.0011497938510254327","211","211","211","0.00224350815245174","0.00224350815245174","0.00224350815245174","211","211","211"
"3850","0.0010983917222045882","0.0010983917222045882","0.0010983917222045882","212","212","212","0.0016557262003888673","0.0016557262003888673","0.0016557262003888673","212","212","212","0.0015003773602329739","0.0015003773602329739","0.0015003773602329739","212","212","212","0.0021785817847022547","0.0021785817847022547","0.0021785817847022547","212","212","212"
"3900","0.001247956827094627","0.001247956827094627","0.001247956827094627","213","213","213","0.0019158957967266653","0.0019158957967266653","0.0019158957967266653","213","213","213","0.001736620572301716","0.001736620572301716","0.001736620572301716","213","213","213","0.0023945963520691747","0.0023945963520691747","0.0023945963520691747","213","213","213"
"3950","0.0013016522459346643","0.0013016522459346643","0.0013016522459346643","214","214","214","0.0019216745285863552","0.0019216745285863552","0.0019216745285863552","214","214","214","0.001488448681856784","0.001488448681856784","0.001488448681856784","214","214","214","0.0022750802258122067","0.0022750802258122067","0.0022750802258122067","214","214","214"
"4000","0.0012459434858466795","0.0012459434858466795","0.0012459434858466795","215","215","215","0.0017727860562599508","0.0017727860562599508","0.0017727860562599508","215","215","215","0.0012001728449879047","0.0012001728449879047","0.0012001728449879047","215","215","215","0.002251302848448729","0.002251302848448729","0.002251302848448729","215","215","215"
"4050","0.001237382086572065","0.001237382086572065","0.001237382086572065","216","216","216","","","","","","","","","","","","","","","","","",""
"4100","0.0011326848728061725","0.0011326848728061725","0.0011326848728061725","217","217","217","","","","","","","","","","","","","","","","","",""
"4150","0.0012216324409383506","0.0012216324409383506","0.0012216324409383506","218","218","218","","","","","","","","","","","","","","","","","",""
"4200","0.001131924721949958","0.001131924721949958","0.001131924721949958","219","219","219","","","","","","","","","","","","","","","","","",""
"4250","0.0012200636374916306","0.0012200636374916306","0.0012200636374916306","220","220","220","","","","","","","","","","","","","","","","","",""
"4300","0.0012133247070900063","0.0012133247070900063","0.0012133247070900063","221","221","221","","","","","","","","","","","","","","","","","",""
"4350","0.0011313232674328812","0.0011313232674328812","0.0011313232674328812","222","222","222","","","","","","","","","","","","","","","","","",""
"4400","0.0012412354797182933","0.0012412354797182933","0.0012412354797182933","223","223","223","","","","","","","","","","","","","","","","","",""
"4450","0.0011254940681875523","0.0011254940681875523","0.0011254940681875523","224","224","224","","","","","","","","","","","","","","","","","",""
"4500","0.0012076957797727236","0.0012076957797727236","0.0012076957797727236","225","225","225","","","","","","","","","","","","","","","","","",""
"4550","0.0012380842050046844","0.0012380842050046844","0.0012380842050046844","226","226","226","","","","","","","","","","","","","","","","","",""
"4600","0.0013783298806075645","0.0013783298806075645","0.0013783298806075645","227","227","227","","","","","","","","","","","","","","","","","",""
"4650","0.0013006103705878401","0.0013006103705878401","0.0013006103705878401","228","228","228","","","","","","","","","","","","","","","","","",""
"4700","0.0013178249344904674","0.0013178249344904674","0.0013178249344904674","229","229","229","","","","","","","","","","","","","","","","","",""
"4750","0.001205565495949739","0.001205565495949739","0.001205565495949739","230","230","230","","","","","","","","","","","","","","","","","",""
"4800","0.001234287283319599","0.001234287283319599","0.001234287283319599","231","231","231","","","","","","","","","","","","","","","","","",""
"4850","0.001176754970644557","0.001176754970644557","0.001176754970644557","232","232","232","","","","","","","","","","","","","","","","","",""
"4900","0.0014407855659308347","0.0014407855659308347","0.0014407855659308347","233","233","233","","","","","","","","","","","","","","","","","",""
"4950","0.0011109060720212978","0.0011109060720212978","0.0011109060720212978","234","234","234","","","","","","","","","","","","","","","","","",""
"5000","0.001218848714611579","0.001218848714611579","0.001218848714611579","235","235","235","","","","","","","","","","","","","","","","","",""
