"iter","env2_sgd_2500-3000 - EMA/KL_Div","env2_sgd_2500-3000 - EMA/KL_Div__MIN","env2_sgd_2500-3000 - EMA/KL_Div__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/KL_Div","env2_lion_shock_2500-3000 - EMA/KL_Div__MIN","env2_lion_shock_2500-3000 - EMA/KL_Div__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/KL_Div","env2_muon_shock_2500-3000 - EMA/KL_Div__MIN","env2_muon_shock_2500-3000 - EMA/KL_Div__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/KL_Div","env2_adamw_shock_2500-3000 - EMA/KL_Div__MIN","env2_adamw_shock_2500-3000 - EMA/KL_Div__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"2530","0.011836012556180348","0.011836012556180348","0.011836012556180348","65","65","65","0.007937096757202588","0.007937096757202588","0.007937096757202588","65","65","65","0.009654010489739828","0.009654010489739828","0.009654010489739828","65","65","65","0.013165830934447013","0.013165830934447013","0.013165830934447013","65","65","65"
"2535","0.010313129113463776","0.010313129113463776","0.010313129113463776","66","66","66","0.006708190522988323","0.006708190522988323","0.006708190522988323","66","66","66","0.007962736874738495","0.007962736874738495","0.007962736874738495","66","66","66","0.011296426406712051","0.011296426406712051","0.011296426406712051","66","66","66"
"2540","0.009071721951098996","0.009071721951098996","0.009071721951098996","67","67","67","0.00574018790061294","0.00574018790061294","0.00574018790061294","67","67","67","0.006896333485805359","0.006896333485805359","0.006896333485805359","67","67","67","0.010138373173265077","0.010138373173265077","0.010138373173265077","67","67","67"
"2545","0.00872692508819352","0.00872692508819352","0.00872692508819352","68","68","68","0.0054214882690031465","0.0054214882690031465","0.0054214882690031465","68","68","68","0.006670920932027169","0.006670920932027169","0.006670920932027169","68","68","68","0.009334008178428502","0.009334008178428502","0.009334008178428502","68","68","68"
"2550","0.008224962863043863","0.008224962863043863","0.008224962863043863","69","69","69","0.004764106336846855","0.004764106336846855","0.004764106336846855","69","69","69","0.006542055599793976","0.006542055599793976","0.006542055599793976","69","69","69","0.008406393507534367","0.008406393507534367","0.008406393507534367","69","69","69"
"2555","0.007723611349534614","0.007723611349534614","0.007723611349534614","70","70","70","0.004637660604913996","0.004637660604913996","0.004637660604913996","70","70","70","0.005720225723060551","0.005720225723060551","0.005720225723060551","70","70","70","0.007660434985872342","0.007660434985872342","0.007660434985872342","70","70","70"
"2560","0.00738664612009232","0.00738664612009232","0.00738664612009232","71","71","71","0.004103674573092519","0.004103674573092519","0.004103674573092519","71","71","71","0.005366127463620947","0.005366127463620947","0.005366127463620947","71","71","71","0.007125519459164629","0.007125519459164629","0.007125519459164629","71","71","71"
"2565","0.006791134780974095","0.006791134780974095","0.006791134780974095","72","72","72","0.0038157399959462854","0.0038157399959462854","0.0038157399959462854","72","72","72","0.00454319709804585","0.00454319709804585","0.00454319709804585","72","72","72","0.0069217734179672025","0.0069217734179672025","0.0069217734179672025","72","72","72"
"2570","0.006430687529084421","0.006430687529084421","0.006430687529084421","73","73","73","0.0037755761912819426","0.0037755761912819426","0.0037755761912819426","73","73","73","0.004312784478455085","0.004312784478455085","0.004312784478455085","73","73","73","0.0063568566023252965","0.0063568566023252965","0.0063568566023252965","73","73","73"
"2575","0.00640931559052162","0.00640931559052162","0.00640931559052162","74","74","74","0.0037104726361078433","0.0037104726361078433","0.0037104726361078433","74","74","74","0.004269680945597417","0.004269680945597417","0.004269680945597417","74","74","74","0.006371230857752541","0.006371230857752541","0.006371230857752541","74","74","74"
"2580","0.0063787171751866064","0.0063787171751866064","0.0063787171751866064","75","75","75","0.0036965423584178264","0.0036965423584178264","0.0036965423584178264","75","75","75","0.004730971942292401","0.004730971942292401","0.004730971942292401","75","75","75","0.006410079750162025","0.006410079750162025","0.006410079750162025","75","75","75"
"2585","0.006294186243744662","0.006294186243744662","0.006294186243744662","76","76","76","0.003505083236272897","0.003505083236272897","0.003505083236272897","76","76","76","0.004718798846568322","0.004718798846568322","0.004718798846568322","76","76","76","0.006377056381522044","0.006377056381522044","0.006377056381522044","76","76","76"
"2590","0.00667971749739571","0.00667971749739571","0.00667971749739571","77","77","77","0.003452542348871289","0.003452542348871289","0.003452542348871289","77","77","77","0.004546040647054229","0.004546040647054229","0.004546040647054229","77","77","77","0.006303916314573254","0.006303916314573254","0.006303916314573254","77","77","77"
"2595","0.006827920767433335","0.006827920767433335","0.006827920767433335","78","78","78","0.0037326297522017773","0.0037326297522017773","0.0037326297522017773","78","78","78","0.0047143446237711585","0.0047143446237711585","0.0047143446237711585","78","78","78","0.006388236296674273","0.006388236296674273","0.006388236296674273","78","78","78"
"2600","0.006416119681227129","0.006416119681227129","0.006416119681227129","79","79","79","0.0032814687383194733","0.0032814687383194733","0.0032814687383194733","79","79","79","0.004303363561782691","0.004303363561782691","0.004303363561782691","79","79","79","0.0070078358639175855","0.0070078358639175855","0.0070078358639175855","79","79","79"
"2605","0.005989169069891397","0.005989169069891397","0.005989169069891397","80","80","80","0.003014334865923114","0.003014334865923114","0.003014334865923114","80","80","80","0.0038458359599134453","0.0038458359599134453","0.0038458359599134453","80","80","80","0.006705205564909847","0.006705205564909847","0.006705205564909847","80","80","80"
"2610","0.005488231854553996","0.005488231854553996","0.005488231854553996","81","81","81","0.0027754077085108074","0.0027754077085108074","0.0027754077085108074","81","81","81","0.003640248354804405","0.003640248354804405","0.003640248354804405","81","81","81","0.006497146650681318","0.006497146650681318","0.006497146650681318","81","81","81"
"2615","0.005801335831799226","0.005801335831799226","0.005801335831799226","82","82","82","0.002736960574459458","0.002736960574459458","0.002736960574459458","82","82","82","0.0033902192713219075","0.0033902192713219075","0.0033902192713219075","82","82","82","0.006422767921174545","0.006422767921174545","0.006422767921174545","82","82","82"
"2620","0.005987205892040576","0.005987205892040576","0.005987205892040576","83","83","83","0.0027474554782391898","0.0027474554782391898","0.0027474554782391898","83","83","83","0.0035152882401128208","0.0035152882401128208","0.0035152882401128208","83","83","83","0.006336875707144779","0.006336875707144779","0.006336875707144779","83","83","83"
"2625","0.0058829250536659656","0.0058829250536659656","0.0058829250536659656","84","84","84","0.0027773870283012156","0.0027773870283012156","0.0027773870283012156","84","84","84","0.003476857730724346","0.003476857730724346","0.003476857730724346","84","84","84","0.006310141734688888","0.006310141734688888","0.006310141734688888","84","84","84"
"2630","0.006022367145571283","0.006022367145571283","0.006022367145571283","85","85","85","0.0028157208224479937","0.0028157208224479937","0.0028157208224479937","85","85","85","0.003634894393355229","0.003634894393355229","0.003634894393355229","85","85","85","0.006362027057291302","0.006362027057291302","0.006362027057291302","85","85","85"
"2635","0.006150086752859442","0.006150086752859442","0.006150086752859442","86","86","86","0.0029354123088016983","0.0029354123088016983","0.0029354123088016983","86","86","86","0.003508792171790056","0.003508792171790056","0.003508792171790056","86","86","86","0.006458739891885505","0.006458739891885505","0.006458739891885505","86","86","86"
"2640","0.006131554302091955","0.006131554302091955","0.006131554302091955","87","87","87","0.00278703158943673","0.00278703158943673","0.00278703158943673","87","87","87","0.003481503119347623","0.003481503119347623","0.003481503119347623","87","87","87","0.006133569940814328","0.006133569940814328","0.006133569940814328","87","87","87"
"2645","0.00622277477127897","0.00622277477127897","0.00622277477127897","88","88","88","0.0025746479688919565","0.0025746479688919565","0.0025746479688919565","88","88","88","0.003321921261413727","0.003321921261413727","0.003321921261413727","88","88","88","0.005879908473869441","0.005879908473869441","0.005879908473869441","88","88","88"
"2650","0.0064123661675036985","0.0064123661675036985","0.0064123661675036985","89","89","89","0.002613488113104567","0.002613488113104567","0.002613488113104567","89","89","89","0.0031781129859486928","0.0031781129859486928","0.0031781129859486928","89","89","89","0.005883422993840217","0.005883422993840217","0.005883422993840217","89","89","89"
"2655","0.006204405520183268","0.006204405520183268","0.006204405520183268","90","90","90","0.0026711737347485864","0.0026711737347485864","0.0026711737347485864","90","90","90","0.0029327073295828602","0.0029327073295828602","0.0029327073295828602","90","90","90","0.005680861520819097","0.005680861520819097","0.005680861520819097","90","90","90"
"2660","0.006098862149378858","0.006098862149378858","0.006098862149378858","91","91","91","0.002718591869457664","0.002718591869457664","0.002718591869457664","91","91","91","0.002874485388498995","0.002874485388498995","0.002874485388498995","91","91","91","0.005573495591208699","0.005573495591208699","0.005573495591208699","91","91","91"
"2665","0.006232667608612338","0.006232667608612338","0.006232667608612338","92","92","92","0.002412385921819117","0.002412385921819117","0.002412385921819117","92","92","92","0.0028731953709672698","0.0028731953709672698","0.0028731953709672698","92","92","92","0.005458292746403397","0.005458292746403397","0.005458292746403397","92","92","92"
"2670","0.006148306238335314","0.006148306238335314","0.006148306238335314","93","93","93","0.002455153117297285","0.002455153117297285","0.002455153117297285","93","93","93","0.0029257741510873595","0.0029257741510873595","0.0029257741510873595","93","93","93","0.005439639986375625","0.005439639986375625","0.005439639986375625","93","93","93"
"2675","0.005829584041805676","0.005829584041805676","0.005829584041805676","94","94","94","0.002569670052494204","0.002569670052494204","0.002569670052494204","94","94","94","0.002817385983219136","0.002817385983219136","0.002817385983219136","94","94","94","0.006106996316189566","0.006106996316189566","0.006106996316189566","94","94","94"
"2680","0.005878563717680812","0.005878563717680812","0.005878563717680812","95","95","95","0.002499901279437118","0.002499901279437118","0.002499901279437118","95","95","95","0.002803236589027134","0.002803236589027134","0.002803236589027134","95","95","95","0.006371474039332771","0.006371474039332771","0.006371474039332771","95","95","95"
"2685","0.006147967774930289","0.006147967774930289","0.006147967774930289","96","96","96","0.0024002414494378728","0.0024002414494378728","0.0024002414494378728","96","96","96","0.002873838249502411","0.002873838249502411","0.002873838249502411","96","96","96","0.006228213330359684","0.006228213330359684","0.006228213330359684","96","96","96"
"2690","0.005725917977561182","0.005725917977561182","0.005725917977561182","97","97","97","0.0023764115108884476","0.0023764115108884476","0.0023764115108884476","97","97","97","0.002740446358913593","0.002740446358913593","0.002740446358913593","97","97","97","0.005871157480264967","0.005871157480264967","0.005871157480264967","97","97","97"
"2695","0.005708429331343064","0.005708429331343064","0.005708429331343064","98","98","98","0.0023212248244201612","0.0023212248244201612","0.0023212248244201612","98","98","98","0.0025486230804526813","0.0025486230804526813","0.0025486230804526813","98","98","98","0.005666458446181287","0.005666458446181287","0.005666458446181287","98","98","98"
"2700","0.005663770666430434","0.005663770666430434","0.005663770666430434","99","99","99","0.0024104380376233367","0.0024104380376233367","0.0024104380376233367","99","99","99","0.0027445398125837076","0.0027445398125837076","0.0027445398125837076","99","99","99","0.005697345720489555","0.005697345720489555","0.005697345720489555","99","99","99"
"2705","0.0055602704882393","0.0055602704882393","0.0055602704882393","100","100","100","0.0023398250762950547","0.0023398250762950547","0.0023398250762950547","100","100","100","0.002575216837958928","0.002575216837958928","0.002575216837958928","100","100","100","0.005737587836331879","0.005737587836331879","0.005737587836331879","100","100","100"
"2710","0.005492182864835861","0.005492182864835861","0.005492182864835861","101","101","101","0.002237314729684424","0.002237314729684424","0.002237314729684424","101","101","101","0.0026169238852234017","0.0026169238852234017","0.0026169238852234017","101","101","101","0.005441930214029342","0.005441930214029342","0.005441930214029342","101","101","101"
"2715","0.005240909437127706","0.005240909437127706","0.005240909437127706","102","102","102","0.0022977519762916064","0.0022977519762916064","0.0022977519762916064","102","102","102","0.002702750067402403","0.002702750067402403","0.002702750067402403","102","102","102","0.0057101636306732826","0.0057101636306732826","0.0057101636306732826","102","102","102"
"2720","0.005244838921172317","0.005244838921172317","0.005244838921172317","103","103","103","0.0022674997081057694","0.0022674997081057694","0.0022674997081057694","103","103","103","0.0025101830531940195","0.0025101830531940195","0.0025101830531940195","103","103","103","0.005562898579210783","0.005562898579210783","0.005562898579210783","103","103","103"
"2725","0.005436171313944461","0.005436171313944461","0.005436171313944461","104","104","104","0.002454780611817188","0.002454780611817188","0.002454780611817188","104","104","104","0.002672127284244552","0.002672127284244552","0.002672127284244552","104","104","104","0.005765672101540957","0.005765672101540957","0.005765672101540957","104","104","104"
"2730","0.005567028396555557","0.005567028396555557","0.005567028396555557","105","105","105","0.0025107832111802945","0.0025107832111802945","0.0025107832111802945","105","105","105","0.0026701666960269174","0.0026701666960269174","0.0026701666960269174","105","105","105","0.005609836970537666","0.005609836970537666","0.005609836970537666","105","105","105"
"2735","0.005748804446979224","0.005748804446979224","0.005748804446979224","106","106","106","0.002375502242954457","0.002375502242954457","0.002375502242954457","106","106","106","0.00270581144158965","0.00270581144158965","0.00270581144158965","106","106","106","0.0055799224314278355","0.0055799224314278355","0.0055799224314278355","106","106","106"
"2740","0.00587959842241622","0.00587959842241622","0.00587959842241622","107","107","107","0.0023725779062212754","0.0023725779062212754","0.0023725779062212754","107","107","107","0.002606083067614416","0.002606083067614416","0.002606083067614416","107","107","107","0.005739196740808583","0.005739196740808583","0.005739196740808583","107","107","107"
"2745","0.0058090824512753575","0.0058090824512753575","0.0058090824512753575","108","108","108","0.00249413668666825","0.00249413668666825","0.00249413668666825","108","108","108","0.0027185721406406344","0.0027185721406406344","0.0027185721406406344","108","108","108","0.005820950360280129","0.005820950360280129","0.005820950360280129","108","108","108"
"2750","0.005525273886051263","0.005525273886051263","0.005525273886051263","109","109","109","0.002351410587857301","0.002351410587857301","0.002351410587857301","109","109","109","0.002577597773151745","0.002577597773151745","0.002577597773151745","109","109","109","0.0061241895886142775","0.0061241895886142775","0.0061241895886142775","109","109","109"
"2755","0.0052889593579063055","0.0052889593579063055","0.0052889593579063055","110","110","110","0.0023082656286775","0.0023082656286775","0.0023082656286775","110","110","110","0.002738309995457328","0.002738309995457328","0.002738309995457328","110","110","110","0.0060726773669735265","0.0060726773669735265","0.0060726773669735265","110","110","110"
"2760","0.005239165691470019","0.005239165691470019","0.005239165691470019","111","111","111","0.0023813010816554478","0.0023813010816554478","0.0023813010816554478","111","111","111","0.0028873461082262117","0.0028873461082262117","0.0028873461082262117","111","111","111","0.005941079602682706","0.005941079602682706","0.005941079602682706","111","111","111"
"2765","0.005450283595767505","0.005450283595767505","0.005450283595767505","112","112","112","0.0023519879021383417","0.0023519879021383417","0.0023519879021383417","112","112","112","0.00271187656197786","0.00271187656197786","0.00271187656197786","112","112","112","0.005989150098163478","0.005989150098163478","0.005989150098163478","112","112","112"
"2770","0.005580412446134287","0.005580412446134287","0.005580412446134287","113","113","113","0.002319567704746184","0.002319567704746184","0.002319567704746184","113","113","113","0.002742459519053714","0.002742459519053714","0.002742459519053714","113","113","113","0.005895471389709769","0.005895471389709769","0.005895471389709769","113","113","113"
"2775","0.0054269212105576385","0.0054269212105576385","0.0054269212105576385","114","114","114","0.002375338551206562","0.002375338551206562","0.002375338551206562","114","114","114","0.0026756643224695497","0.0026756643224695497","0.0026756643224695497","114","114","114","0.005951189794505418","0.005951189794505418","0.005951189794505418","114","114","114"
"2780","0.005380607268916432","0.005380607268916432","0.005380607268916432","115","115","115","0.0023601519650211","0.0023601519650211","0.0023601519650211","115","115","115","0.0027971398182182407","0.0027971398182182407","0.0027971398182182407","115","115","115","0.005926617269760787","0.005926617269760787","0.005926617269760787","115","115","115"
"2785","0.005544754497981754","0.005544754497981754","0.005544754497981754","116","116","116","0.00256049307846539","0.00256049307846539","0.00256049307846539","116","116","116","0.002857287024842393","0.002857287024842393","0.002857287024842393","116","116","116","0.005826984106165231","0.005826984106165231","0.005826984106165231","116","116","116"
"2790","0.005414726524256972","0.005414726524256972","0.005414726524256972","117","117","117","0.00242050060952532","0.00242050060952532","0.00242050060952532","117","117","117","0.00292941031757284","0.00292941031757284","0.00292941031757284","117","117","117","0.0058552371322089045","0.0058552371322089045","0.0058552371322089045","117","117","117"
"2795","0.005708183878791746","0.005708183878791746","0.005708183878791746","118","118","118","0.002611124272824501","0.002611124272824501","0.002611124272824501","118","118","118","0.0031528900535992086","0.0031528900535992086","0.0031528900535992086","118","118","118","0.00607033858264539","0.00607033858264539","0.00607033858264539","118","118","118"
"2800","0.00558663934550668","0.00558663934550668","0.00558663934550668","119","119","119","0.0027728356608919076","0.0027728356608919076","0.0027728356608919076","119","119","119","0.003241503464153925","0.003241503464153925","0.003241503464153925","119","119","119","0.00665131510618099","0.00665131510618099","0.00665131510618099","119","119","119"
"2805","0.005680064416856681","0.005680064416856681","0.005680064416856681","120","120","120","0.0027539168089806085","0.0027539168089806085","0.0027539168089806085","120","120","120","0.0030122387987096236","0.0030122387987096236","0.0030122387987096236","120","120","120","0.006580050326243854","0.006580050326243854","0.006580050326243854","120","120","120"
"2810","0.00561709186493581","0.00561709186493581","0.00561709186493581","121","121","121","0.0025265714068594403","0.0025265714068594403","0.0025265714068594403","121","121","121","0.0028701317957286364","0.0028701317957286364","0.0028701317957286364","121","121","121","0.006207696869406095","0.006207696869406095","0.006207696869406095","121","121","121"
"2815","0.00546394624216519","0.00546394624216519","0.00546394624216519","122","122","122","0.002638966010684785","0.002638966010684785","0.002638966010684785","122","122","122","0.0029994529796027406","0.0029994529796027406","0.0029994529796027406","122","122","122","0.006080698559015927","0.006080698559015927","0.006080698559015927","122","122","122"
"2820","0.005636425193706536","0.005636425193706536","0.005636425193706536","123","123","123","0.0025857356050684364","0.0025857356050684364","0.0025857356050684364","123","123","123","0.0029749378945692576","0.0029749378945692576","0.0029749378945692576","123","123","123","0.00610642879213734","0.00610642879213734","0.00610642879213734","123","123","123"
"2825","0.0053527966809715334","0.0053527966809715334","0.0053527966809715334","124","124","124","0.0024042473141466375","0.0024042473141466375","0.0024042473141466375","124","124","124","0.0030056043125475593","0.0030056043125475593","0.0030056043125475593","124","124","124","0.005774578523938463","0.005774578523938463","0.005774578523938463","124","124","124"
"2830","0.005694958774315551","0.005694958774315551","0.005694958774315551","125","125","125","0.002357214945931807","0.002357214945931807","0.002357214945931807","125","125","125","0.002903760382219186","0.002903760382219186","0.002903760382219186","125","125","125","0.00572620383837337","0.00572620383837337","0.00572620383837337","125","125","125"
"2835","0.005972412840929252","0.005972412840929252","0.005972412840929252","126","126","126","0.0023203065749337823","0.0023203065749337823","0.0023203065749337823","126","126","126","0.0027692571041423417","0.0027692571041423417","0.0027692571041423417","126","126","126","0.006049009072126682","0.006049009072126682","0.006049009072126682","126","126","126"
"2840","0.0055956449046352975","0.0055956449046352975","0.0055956449046352975","127","127","127","0.0023049577843428284","0.0023049577843428284","0.0023049577843428284","127","127","127","0.0026199892613261704","0.0026199892613261704","0.0026199892613261704","127","127","127","0.005660387276017391","0.005660387276017391","0.005660387276017391","127","127","127"
"2845","0.005690263900616115","0.005690263900616115","0.005690263900616115","128","128","128","0.0026019042110362158","0.0026019042110362158","0.0026019042110362158","128","128","128","0.002548856511038951","0.002548856511038951","0.002548856511038951","128","128","128","0.0058269059211596","0.0058269059211596","0.0058269059211596","128","128","128"
"2850","0.005667898849437851","0.005667898849437851","0.005667898849437851","129","129","129","0.002787135671151292","0.002787135671151292","0.002787135671151292","129","129","129","0.0028147619409686743","0.0028147619409686743","0.0028147619409686743","129","129","129","0.006172942984557592","0.006172942984557592","0.006172942984557592","129","129","129"
"2855","0.005708648155978487","0.005708648155978487","0.005708648155978487","130","130","130","0.0025063123686878104","0.0025063123686878104","0.0025063123686878104","130","130","130","0.0027066065961191873","0.0027066065961191873","0.0027066065961191873","130","130","130","0.005783699110405986","0.005783699110405986","0.005783699110405986","130","130","130"
"2860","0.005530913163263307","0.005530913163263307","0.005530913163263307","131","131","131","0.002481212664986779","0.002481212664986779","0.002481212664986779","131","131","131","0.0031107870238256743","0.0031107870238256743","0.0031107870238256743","131","131","131","0.0057979934670606345","0.0057979934670606345","0.0057979934670606345","131","131","131"
"2865","0.005264591450897322","0.005264591450897322","0.005264591450897322","132","132","132","0.002455128467215902","0.002455128467215902","0.002455128467215902","132","132","132","0.00302801254615592","0.00302801254615592","0.00302801254615592","132","132","132","0.005666609312967771","0.005666609312967771","0.005666609312967771","132","132","132"
"2870","0.005161139204989231","0.005161139204989231","0.005161139204989231","133","133","133","0.002504806613479705","0.002504806613479705","0.002504806613479705","133","133","133","0.0030115977289638983","0.0030115977289638983","0.0030115977289638983","133","133","133","0.005779951988272771","0.005779951988272771","0.005779951988272771","133","133","133"
"2875","0.005589404937152472","0.005589404937152472","0.005589404937152472","134","134","134","0.002731538358694381","0.002731538358694381","0.002731538358694381","134","134","134","0.0031783978124828322","0.0031783978124828322","0.0031783978124828322","134","134","134","0.006354340782457724","0.006354340782457724","0.006354340782457724","134","134","134"
"2880","0.005281029367819724","0.005281029367819724","0.005281029367819724","135","135","135","0.002440558790022859","0.002440558790022859","0.002440558790022859","135","135","135","0.003026691570701389","0.003026691570701389","0.003026691570701389","135","135","135","0.00587745097230492","0.00587745097230492","0.00587745097230492","135","135","135"
"2885","0.005534758840040734","0.005534758840040734","0.005534758840040734","136","136","136","0.0024674393894667714","0.0024674393894667714","0.0024674393894667714","136","136","136","0.003062832840301151","0.003062832840301151","0.003062832840301151","136","136","136","0.005752052643979296","0.005752052643979296","0.005752052643979296","136","136","136"
"2890","0.005740100517433621","0.005740100517433621","0.005740100517433621","137","137","137","0.002368526358958363","0.002368526358958363","0.002368526358958363","137","137","137","0.0029280430007745683","0.0029280430007745683","0.0029280430007745683","137","137","137","0.0059888420016733085","0.0059888420016733085","0.0059888420016733085","137","137","137"
"2895","0.0059340021717647325","0.0059340021717647325","0.0059340021717647325","138","138","138","0.0022428074686810253","0.0022428074686810253","0.0022428074686810253","138","138","138","0.0028549626860250353","0.0028549626860250353","0.0028549626860250353","138","138","138","0.006673143720007854","0.006673143720007854","0.006673143720007854","138","138","138"
"2900","0.005572772805384372","0.005572772805384372","0.005572772805384372","139","139","139","0.002257741317483041","0.002257741317483041","0.002257741317483041","139","139","139","0.002734161992470223","0.002734161992470223","0.002734161992470223","139","139","139","0.006140222479741688","0.006140222479741688","0.006140222479741688","139","139","139"
"2905","0.005816648253673742","0.005816648253673742","0.005816648253673742","140","140","140","0.00241175009440923","0.00241175009440923","0.00241175009440923","140","140","140","0.0027919305124907545","0.0027919305124907545","0.0027919305124907545","140","140","140","0.0061912405934361255","0.0061912405934361255","0.0061912405934361255","140","140","140"
"2910","0.005798549470515909","0.005798549470515909","0.005798549470515909","141","141","141","0.002729585906761791","0.002729585906761791","0.002729585906761791","141","141","141","0.0033388297748346077","0.0033388297748346077","0.0033388297748346077","141","141","141","0.006141529536439087","0.006141529536439087","0.006141529536439087","141","141","141"
"2915","0.0056757031268660565","0.0056757031268660565","0.0056757031268660565","142","142","142","0.0025019575698065804","0.0025019575698065804","0.0025019575698065804","142","142","142","0.0030479665723850877","0.0030479665723850877","0.0030479665723850877","142","142","142","0.005642641198283899","0.005642641198283899","0.005642641198283899","142","142","142"
"2920","0.005565779843358923","0.005565779843358923","0.005565779843358923","143","143","143","0.0024402092269092766","0.0024402092269092766","0.0024402092269092766","143","143","143","0.00291818482731776","0.00291818482731776","0.00291818482731776","143","143","143","0.005507221914632742","0.005507221914632742","0.005507221914632742","143","143","143"
"2925","0.00547820506410577","0.00547820506410577","0.00547820506410577","144","144","144","0.002562649395151882","0.002562649395151882","0.002562649395151882","144","144","144","0.0030416024321113524","0.0030416024321113524","0.0030416024321113524","144","144","144","0.00555811565475843","0.00555811565475843","0.00555811565475843","144","144","144"
"2930","0.005640950606694603","0.005640950606694603","0.005640950606694603","145","145","145","0.0027131805588941882","0.0027131805588941882","0.0027131805588941882","145","145","145","0.003103844226167571","0.003103844226167571","0.003103844226167571","145","145","145","0.005907900531853262","0.005907900531853262","0.005907900531853262","145","145","145"
"2935","0.005951649217460865","0.005951649217460865","0.005951649217460865","146","146","146","0.0026346907231033466","0.0026346907231033466","0.0026346907231033466","146","146","146","0.0029991262632318326","0.0029991262632318326","0.0029991262632318326","146","146","146","0.005564377579154818","0.005564377579154818","0.005564377579154818","146","146","146"
"2940","0.005581225495539791","0.005581225495539791","0.005581225495539791","147","147","147","0.0025877938417363617","0.0025877938417363617","0.0025877938417363617","147","147","147","0.0030130033228945525","0.0030130033228945525","0.0030130033228945525","147","147","147","0.005518814593736855","0.005518814593736855","0.005518814593736855","147","147","147"
"2945","0.00538724334613152","0.00538724334613152","0.00538724334613152","148","148","148","0.0024530901850585932","0.0024530901850585932","0.0024530901850585932","148","148","148","0.0030830478531441385","0.0030830478531441385","0.0030830478531441385","148","148","148","0.005357544977813723","0.005357544977813723","0.005357544977813723","148","148","148"
"2950","0.005428140351809224","0.005428140351809224","0.005428140351809224","149","149","149","0.002446826996396868","0.002446826996396868","0.002446826996396868","149","149","149","0.0030492745889417433","0.0030492745889417433","0.0030492745889417433","149","149","149","0.0053595154260669565","0.0053595154260669565","0.0053595154260669565","149","149","149"
"2955","0.005449453669841933","0.005449453669841933","0.005449453669841933","150","150","150","0.002520165321189761","0.002520165321189761","0.002520165321189761","150","150","150","0.00326971813816621","0.00326971813816621","0.00326971813816621","150","150","150","0.005444706153888871","0.005444706153888871","0.005444706153888871","150","150","150"
"2960","0.005423462674165961","0.005423462674165961","0.005423462674165961","151","151","151","0.0025078429401708484","0.0025078429401708484","0.0025078429401708484","151","151","151","0.003029926972745162","0.003029926972745162","0.003029926972745162","151","151","151","0.005667486307393232","0.005667486307393232","0.005667486307393232","151","151","151"
"2965","0.005326709703060874","0.005326709703060874","0.005326709703060874","152","152","152","0.002298858207684454","0.002298858207684454","0.002298858207684454","152","152","152","0.0030224483381046906","0.0030224483381046906","0.0030224483381046906","152","152","152","0.005586373620949423","0.005586373620949423","0.005586373620949423","152","152","152"
"2970","0.005255126933832344","0.005255126933832344","0.005255126933832344","153","153","153","0.002333987646058192","0.002333987646058192","0.002333987646058192","153","153","153","0.0028788965475964605","0.0028788965475964605","0.0028788965475964605","153","153","153","0.0055974283091474","0.0055974283091474","0.0055974283091474","153","153","153"
"2975","0.005119883548535225","0.005119883548535225","0.005119883548535225","154","154","154","0.002310064252386882","0.002310064252386882","0.002310064252386882","154","154","154","0.0029225316944888865","0.0029225316944888865","0.0029225316944888865","154","154","154","0.005997504103102284","0.005997504103102284","0.005997504103102284","154","154","154"
"2980","0.00515444215504583","0.00515444215504583","0.00515444215504583","155","155","155","0.002230739194731371","0.002230739194731371","0.002230739194731371","155","155","155","0.002997585219105067","0.002997585219105067","0.002997585219105067","155","155","155","0.00573157077491035","0.00573157077491035","0.00573157077491035","155","155","155"
"2985","0.0053810677610992555","0.0053810677610992555","0.0053810677610992555","156","156","156","0.0022264921292471625","0.0022264921292471625","0.0022264921292471625","156","156","156","0.0028774804990406334","0.0028774804990406334","0.0028774804990406334","156","156","156","0.0054767366610932134","0.0054767366610932134","0.0054767366610932134","156","156","156"
"2990","0.005249415486344562","0.005249415486344562","0.005249415486344562","157","157","157","0.002501276348286641","0.002501276348286641","0.002501276348286641","157","157","157","0.0030084877644458805","0.0030084877644458805","0.0030084877644458805","157","157","157","0.006073531843445584","0.006073531843445584","0.006073531843445584","157","157","157"
"2995","0.0054194117889390225","0.0054194117889390225","0.0054194117889390225","158","158","158","0.002509571190086216","0.002509571190086216","0.002509571190086216","158","158","158","0.003203787212497566","0.003203787212497566","0.003203787212497566","158","158","158","0.006123969687850428","0.006123969687850428","0.006123969687850428","158","158","158"
"3000","0.00728692071135793","0.00728692071135793","0.00728692071135793","159","159","159","0.00433574205473781","0.00433574205473781","0.00433574205473781","159","159","159","0.006227182390472385","0.006227182390472385","0.006227182390472385","159","159","159","0.009753795214672841","0.009753795214672841","0.009753795214672841","159","159","159"
