"iter","env2_sgd_2500-3000 - EMA/dropped_tokens","env2_sgd_2500-3000 - EMA/dropped_tokens__MIN","env2_sgd_2500-3000 - EMA/dropped_tokens__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - EMA/dropped_tokens","env2_lion_shock_2500-3000 - EMA/dropped_tokens__MIN","env2_lion_shock_2500-3000 - EMA/dropped_tokens__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - EMA/dropped_tokens","env2_muon_shock_2500-3000 - EMA/dropped_tokens__MIN","env2_muon_shock_2500-3000 - EMA/dropped_tokens__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - EMA/dropped_tokens","env2_adamw_shock_2500-3000 - EMA/dropped_tokens__MIN","env2_adamw_shock_2500-3000 - EMA/dropped_tokens__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"2605","2792.3584877830895","2792.3584877830895","2792.3584877830895","80","80","80","845.9651842570145","845.9651842570145","845.9651842570145","80","80","80","1428.7251320335886","1428.7251320335886","1428.7251320335886","80","80","80","1600.9919366052152","1600.9919366052152","1600.9919366052152","80","80","80"
"2610","2449.6597634510367","2449.6597634510367","2449.6597634510367","81","81","81","714.9339816519245","714.9339816519245","714.9339816519245","81","81","81","1218.2479032145138","1218.2479032145138","1218.2479032145138","81","81","81","1378.4697286460137","1378.4697286460137","1378.4697286460137","81","81","81"
"2615","2408.6995937202028","2408.6995937202028","2408.6995937202028","82","82","82","584.0613668256449","584.0613668256449","584.0613668256449","82","82","82","889.1632043691384","889.1632043691384","889.1632043691384","82","82","82","974.1725900681847","974.1725900681847","974.1725900681847","82","82","82"
"2620","2435.3130230958427","2435.3130230958427","2435.3130230958427","83","83","83","600.1823964968751","600.1823964968751","600.1823964968751","83","83","83","1065.0419805479328","1065.0419805479328","1065.0419805479328","83","83","83","943.9391727093625","943.9391727093625","943.9391727093625","83","83","83"
"2625","2413.0279870078643","2413.0279870078643","2413.0279870078643","84","84","84","531.1017033074398","531.1017033074398","531.1017033074398","84","84","84","992.296639093749","992.296639093749","992.296639093749","84","84","84","976.2866420931516","976.2866420931516","976.2866420931516","84","84","84"
"2630","2605.368896048274","2605.368896048274","2605.368896048274","85","85","85","511.31024478601023","511.31024478601023","511.31024478601023","85","85","85","1087.741242418468","1087.741242418468","1087.741242418468","85","85","85","1587.7874992895854","1587.7874992895854","1587.7874992895854","85","85","85"
"2635","2597.1442794275454","2597.1442794275454","2597.1442794275454","86","86","86","479.12358644369124","479.12358644369124","479.12358644369124","86","86","86","916.3003262356813","916.3003262356813","916.3003262356813","86","86","86","1434.3726404555075","1434.3726404555075","1434.3726404555075","86","86","86"
"2640","2636.6877255591717","2636.6877255591717","2636.6877255591717","87","87","87","612.3176865591354","612.3176865591354","612.3176865591354","87","87","87","1249.5661796389074","1249.5661796389074","1249.5661796389074","87","87","87","1387.4827004625727","1387.4827004625727","1387.4827004625727","87","87","87"
"2645","2850.1377350654357","2850.1377350654357","2850.1377350654357","88","88","88","765.5674707363039","765.5674707363039","765.5674707363039","88","88","88","1345.9563334149784","1345.9563334149784","1345.9563334149784","88","88","88","1135.8946597961447","1135.8946597961447","1135.8946597961447","88","88","88"
"2650","3299.877831178789","3299.877831178789","3299.877831178789","89","89","89","800.4599357950801","800.4599357950801","800.4599357950801","89","89","89","1367.4737553182108","1367.4737553182108","1367.4737553182108","89","89","89","1160.0344376630255","1160.0344376630255","1160.0344376630255","89","89","89"
"2655","3013.4448605327634","3013.4448605327634","3013.4448605327634","90","90","90","615.663587487637","615.663587487637","615.663587487637","90","90","90","1240.6795777778502","1240.6795777778502","1240.6795777778502","90","90","90","771.98873509564","771.98873509564","771.98873509564","90","90","90"
"2660","3182.6090556959916","3182.6090556959916","3182.6090556959916","91","91","91","989.3431917755748","989.3431917755748","989.3431917755748","91","91","91","1238.008883882043","1238.008883882043","1238.008883882043","91","91","91","1010.7516281866244","1010.7516281866244","1010.7516281866244","91","91","91"
"2665","3105.8988212979266","3105.8988212979266","3105.8988212979266","92","92","92","971.8972613115594","971.8972613115594","971.8972613115594","92","92","92","1249.6318658435077","1249.6318658435077","1249.6318658435077","92","92","92","1002.6387289279198","1002.6387289279198","1002.6387289279198","92","92","92"
"2670","2831.702194988213","2831.702194988213","2831.702194988213","93","93","93","746.5956138318629","746.5956138318629","746.5956138318629","93","93","93","967.395120461933","967.395120461933","967.395120461933","93","93","93","760.1481430446476","760.1481430446476","760.1481430446476","93","93","93"
"2675","2483.19182911859","2483.19182911859","2483.19182911859","94","94","94","571.0572440115768","571.0572440115768","571.0572440115768","94","94","94","744.9371446815669","744.9371446815669","744.9371446815669","94","94","94","906.159876986434","906.159876986434","906.159876986434","94","94","94"
"2680","2464.3999431762363","2464.3999431762363","2464.3999431762363","95","95","95","422.40359201639603","422.40359201639603","422.40359201639603","95","95","95","510.8779345630185","510.8779345630185","510.8779345630185","95","95","95","895.6783457617195","895.6783457617195","895.6783457617195","95","95","95"
"2685","2656.203522446136","2656.203522446136","2656.203522446136","96","96","96","381.5250970497617","381.5250970497617","381.5250970497617","96","96","96","508.06831158011687","508.06831158011687","508.06831158011687","96","96","96","980.0891063888378","980.0891063888378","980.0891063888378","96","96","96"
"2690","2360.0616179692192","2360.0616179692192","2360.0616179692192","97","97","97","391.2867545569138","391.2867545569138","391.2867545569138","97","97","97","623.6092573049433","623.6092573049433","623.6092573049433","97","97","97","983.0328164315449","983.0328164315449","983.0328164315449","97","97","97"
"2695","2314.6927847946445","2314.6927847946445","2314.6927847946445","98","98","98","453.0509156983121","453.0509156983121","453.0509156983121","98","98","98","522.7350303459959","522.7350303459959","522.7350303459959","98","98","98","788.471047774663","788.471047774663","788.471047774663","98","98","98"
"2700","2306.00294249339","2306.00294249339","2306.00294249339","99","99","99","386.62203521069637","386.62203521069637","386.62203521069637","99","99","99","590.1698080690072","590.1698080690072","590.1698080690072","99","99","99","752.1842690004609","752.1842690004609","752.1842690004609","99","99","99"
"2705","2431.3716775129224","2431.3716775129224","2431.3716775129224","100","100","100","358.0964455715641","358.0964455715641","358.0964455715641","100","100","100","585.2893699666681","585.2893699666681","585.2893699666681","100","100","100","585.7572890020822","585.7572890020822","585.7572890020822","100","100","100"
"2710","2321.8006618546056","2321.8006618546056","2321.8006618546056","101","101","101","380.65237014555294","380.65237014555294","380.65237014555294","101","101","101","490.00752007161793","490.00752007161793","490.00752007161793","101","101","101","569.7838215828396","569.7838215828396","569.7838215828396","101","101","101"
"2715","2015.5000728185264","2015.5000728185264","2015.5000728185264","102","102","102","279.4714180472476","279.4714180472476","279.4714180472476","102","102","102","443.8445405270897","443.8445405270897","443.8445405270897","102","102","102","508.151648806451","508.151648806451","508.151648806451","102","102","102"
"2720","2176.532637998612","2176.532637998612","2176.532637998612","103","103","103","340.92507764271926","340.92507764271926","340.92507764271926","103","103","103","699.9857627358413","699.9857627358413","699.9857627358413","103","103","103","434.7584671037214","434.7584671037214","434.7584671037214","103","103","103"
"2725","2246.520757411801","2246.520757411801","2246.520757411801","104","104","104","291.8128490972493","291.8128490972493","291.8128490972493","104","104","104","533.8345930378869","533.8345930378869","533.8345930378869","104","104","104","355.0205272400765","355.0205272400765","355.0205272400765","104","104","104"
"2730","2576.4480420440946","2576.4480420440946","2576.4480420440946","105","105","105","410.81256926343474","410.81256926343474","410.81256926343474","105","105","105","415.52398884294183","415.52398884294183","415.52398884294183","105","105","105","381.83607112999283","381.83607112999283","381.83607112999283","105","105","105"
"2735","2599.7668043466174","2599.7668043466174","2599.7668043466174","106","106","106","338.5807140243656","338.5807140243656","338.5807140243656","106","106","106","305.76276017186876","305.76276017186876","305.76276017186876","106","106","106","329.87038164154956","329.87038164154956","329.87038164154956","106","106","106"
"2740","2505.6363002986345","2505.6363002986345","2505.6363002986345","107","107","107","305.5285258242477","305.5285258242477","305.5285258242477","107","107","107","328.9498522538868","328.9498522538868","328.9498522538868","107","107","107","475.18516165551864","475.18516165551864","475.18516165551864","107","107","107"
"2745","2645.3531789633407","2645.3531789633407","2645.3531789633407","108","108","108","354.2115392139601","354.2115392139601","354.2115392139601","108","108","108","420.74159825739764","420.74159825739764","420.74159825739764","108","108","108","714.0920861059672","714.0920861059672","714.0920861059672","108","108","108"
"2750","2657.554598646063","2657.554598646063","2657.554598646063","109","109","109","457.05837179045136","457.05837179045136","457.05837179045136","109","109","109","528.0437063550107","528.0437063550107","528.0437063550107","109","109","109","1081.4642359247125","1081.4642359247125","1081.4642359247125","109","109","109"
"2755","2363.059414954514","2363.059414954514","2363.059414954514","110","110","110","317.68839795854365","317.68839795854365","317.68839795854365","110","110","110","391.3045281655703","391.3045281655703","391.3045281655703","110","110","110","901.0938166711836","901.0938166711836","901.0938166711836","110","110","110"
"2760","2368.7629539364916","2368.7629539364916","2368.7629539364916","111","111","111","296.29182211054047","296.29182211054047","296.29182211054047","111","111","111","361.46141083648763","361.46141083648763","361.46141083648763","111","111","111","711.5868878061673","711.5868878061673","711.5868878061673","111","111","111"
"2765","2298.3308366699594","2298.3308366699594","2298.3308366699594","112","112","112","249.65735803805308","249.65735803805308","249.65735803805308","112","112","112","303.8393484848376","303.8393484848376","303.8393484848376","112","112","112","618.7849413806639","618.7849413806639","618.7849413806639","112","112","112"
"2770","2166.6413757452447","2166.6413757452447","2166.6413757452447","113","113","113","174.72017334789","174.72017334789","174.72017334789","113","113","113","304.7140968868118","304.7140968868118","304.7140968868118","113","113","113","427.08632003586825","427.08632003586825","427.08632003586825","113","113","113"
"2775","2140.98006596381","2140.98006596381","2140.98006596381","114","114","114","173.2705151601956","173.2705151601956","173.2705151601956","114","114","114","356.2306270706936","356.2306270706936","356.2306270706936","114","114","114","313.79020111797985","313.79020111797985","313.79020111797985","114","114","114"
"2780","2367.1273191509704","2367.1273191509704","2367.1273191509704","115","115","115","197.71450649694393","197.71450649694393","197.71450649694393","115","115","115","494.9506229789739","494.9506229789739","494.9506229789739","115","115","115","290.68997585815595","290.68997585815595","290.68997585815595","115","115","115"
"2785","2649.3650106854566","2649.3650106854566","2649.3650106854566","116","116","116","406.4484389413804","406.4484389413804","406.4484389413804","116","116","116","636.1633933628543","636.1633933628543","636.1633933628543","116","116","116","446.04952384448256","446.04952384448256","446.04952384448256","116","116","116"
"2790","2421.9235451596555","2421.9235451596555","2421.9235451596555","117","117","117","340.60373871049575","340.60373871049575","340.60373871049575","117","117","117","432.6481221468319","432.6481221468319","432.6481221468319","117","117","117","342.9877833349285","342.9877833349285","342.9877833349285","117","117","117"
"2795","2493.121634181325","2493.121634181325","2493.121634181325","118","118","118","334.72310167116063","334.72310167116063","334.72310167116063","118","118","118","447.5743896464828","447.5743896464828","447.5743896464828","118","118","118","708.830856181442","708.830856181442","708.830856181442","118","118","118"
"2800","2245.063393767731","2245.063393767731","2245.063393767731","119","119","119","219.1506443058036","219.1506443058036","219.1506443058036","119","119","119","316.8882013423517","316.8882013423517","316.8882013423517","119","119","119","871.3575322665797","871.3575322665797","871.3575322665797","119","119","119"
"2805","2478.9874833859076","2478.9874833859076","2478.9874833859076","120","120","120","237.406263956134","237.406263956134","237.406263956134","120","120","120","252.91931401064528","252.91931401064528","252.91931401064528","120","120","120","789.4279092280929","789.4279092280929","789.4279092280929","120","120","120"
"2810","2444.9173190645447","2444.9173190645447","2444.9173190645447","121","121","121","286.88602480345764","286.88602480345764","286.88602480345764","121","121","121","401.446325730146","401.446325730146","401.446325730146","121","121","121","852.1492861200966","852.1492861200966","852.1492861200966","121","121","121"
"2815","2315.2992277344233","2315.2992277344233","2315.2992277344233","122","122","122","265.4033287861937","265.4033287861937","265.4033287861937","122","122","122","489.450040880394","489.450040880394","489.450040880394","122","122","122","695.5856319610559","695.5856319610559","695.5856319610559","122","122","122"
"2820","2391.1610409849","2391.1610409849","2391.1610409849","123","123","123","208.21801161495955","208.21801161495955","208.21801161495955","123","123","123","295.51535463946385","295.51535463946385","295.51535463946385","123","123","123","577.236359816684","577.236359816684","577.236359816684","123","123","123"
"2825","2209.7566830911737","2209.7566830911737","2209.7566830911737","124","124","124","209.5506536785175","209.5506536785175","209.5506536785175","124","124","124","288.2988617610571","288.2988617610571","288.2988617610571","124","124","124","489.55229810815376","489.55229810815376","489.55229810815376","124","124","124"
"2830","2587.1392237985074","2587.1392237985074","2587.1392237985074","125","125","125","182.43756549062783","182.43756549062783","182.43756549062783","125","125","125","286.13759488128665","286.13759488128665","286.13759488128665","125","125","125","448.07573650988377","448.07573650988377","448.07573650988377","125","125","125"
"2835","2820.1798402607806","2820.1798402607806","2820.1798402607806","126","126","126","427.42755804656093","427.42755804656093","427.42755804656093","126","126","126","571.861388401451","571.861388401451","571.861388401451","126","126","126","932.1842416517213","932.1842416517213","932.1842416517213","126","126","126"
"2840","2677.9879938755885","2677.9879938755885","2677.9879938755885","127","127","127","318.2916987509138","318.2916987509138","318.2916987509138","127","127","127","759.8784312371729","759.8784312371729","759.8784312371729","127","127","127","896.2454728529251","896.2454728529251","896.2454728529251","127","127","127"
"2845","2342.1251305035967","2342.1251305035967","2342.1251305035967","128","128","128","299.1480651954271","299.1480651954271","299.1480651954271","128","128","128","536.3006148612383","536.3006148612383","536.3006148612383","128","128","128","653.6239892649238","653.6239892649238","653.6239892649238","128","128","128"
"2850","2221.701468311069","2221.701468311069","2221.701468311069","129","129","129","239.74394101724775","239.74394101724775","239.74394101724775","129","129","129","316.6801500694126","316.6801500694126","316.6801500694126","129","129","129","413.1584294210449","413.1584294210449","413.1584294210449","129","129","129"
"2855","2445.692500023003","2445.692500023003","2445.692500023003","130","130","130","203.96639973127463","203.96639973127463","203.96639973127463","130","130","130","235.2964618144875","235.2964618144875","235.2964618144875","130","130","130","454.1659209888329","454.1659209888329","454.1659209888329","130","130","130"
"2860","2221.3569643385836","2221.3569643385836","2221.3569643385836","131","131","131","122.34011937732038","122.34011937732038","122.34011937732038","131","131","131","272.1402077368367","272.1402077368367","272.1402077368367","131","131","131","474.68043468469597","474.68043468469597","474.68043468469597","131","131","131"
"2865","2062.1890738722905","2062.1890738722905","2062.1890738722905","132","132","132","292.64061709111394","292.64061709111394","292.64061709111394","132","132","132","331.1960712665247","331.1960712665247","331.1960712665247","132","132","132","589.3940498769662","589.3940498769662","589.3940498769662","132","132","132"
"2870","1894.8020262308492","1894.8020262308492","1894.8020262308492","133","133","133","200.10135798613192","200.10135798613192","200.10135798613192","133","133","133","293.86796812217017","293.86796812217017","293.86796812217017","133","133","133","385.63129251184984","385.63129251184984","385.63129251184984","133","133","133"
"2875","1983.6616484690544","1983.6616484690544","1983.6616484690544","134","134","134","183.75785087723108","183.75785087723108","183.75785087723108","134","134","134","276.52609649646024","276.52609649646024","276.52609649646024","134","134","134","371.0114219153222","371.0114219153222","371.0114219153222","134","134","134"
"2880","1980.7323668044921","1980.7323668044921","1980.7323668044921","135","135","135","156.1071733644962","156.1071733644962","156.1071733644962","135","135","135","223.78589472019482","223.78589472019482","223.78589472019482","135","135","135","362.9785345267786","362.9785345267786","362.9785345267786","135","135","135"
"2885","2027.9026552743849","2027.9026552743849","2027.9026552743849","136","136","136","128.17972480000137","128.17972480000137","128.17972480000137","136","136","136","271.84333297332785","271.84333297332785","271.84333297332785","136","136","136","374.9351948527176","374.9351948527176","374.9351948527176","136","136","136"
"2890","2306.6562389129717","2306.6562389129717","2306.6562389129717","137","137","137","142.78884569715285","142.78884569715285","142.78884569715285","137","137","137","344.0207696874204","344.0207696874204","344.0207696874204","137","137","137","434.0954832085813","434.0954832085813","434.0954832085813","137","137","137"
"2895","2291.4574425157207","2291.4574425157207","2291.4574425157207","138","138","138","212.51538549571183","212.51538549571183","212.51538549571183","138","138","138","393.3408242927249","393.3408242927249","393.3408242927249","138","138","138","798.0290418798352","798.0290418798352","798.0290418798352","138","138","138"
"2900","2288.582705231108","2288.582705231108","2288.582705231108","139","139","139","169.7882099813629","169.7882099813629","169.7882099813629","139","139","139","304.8638233366112","304.8638233366112","304.8638233366112","139","139","139","819.928168939624","819.928168939624","819.928168939624","139","139","139"
"2905","2343.585201611917","2343.585201611917","2343.585201611917","140","140","140","108.758240111895","108.758240111895","108.758240111895","140","140","140","249.5190390420356","249.5190390420356","249.5190390420356","140","140","140","849.1593844771587","849.1593844771587","849.1593844771587","140","140","140"
"2910","2250.163625699821","2250.163625699821","2250.163625699821","141","141","141","111.1206532036729","111.1206532036729","111.1206532036729","141","141","141","219.03849736393164","219.03849736393164","219.03849736393164","141","141","141","545.4201249399175","545.4201249399175","545.4201249399175","141","141","141"
"2915","2187.9991193394876","2187.9991193394876","2187.9991193394876","142","142","142","152.61563451023682","152.61563451023682","152.61563451023682","142","142","142","448.24004230842803","448.24004230842803","448.24004230842803","142","142","142","695.4651295757719","695.4651295757719","695.4651295757719","142","142","142"
"2920","2275.2915999787742","2275.2915999787742","2275.2915999787742","143","143","143","198.41800602194976","198.41800602194976","198.41800602194976","143","143","143","419.78126258270373","419.78126258270373","419.78126258270373","143","143","143","598.0652043631976","598.0652043631976","598.0652043631976","143","143","143"
"2925","2153.936936871467","2153.936936871467","2153.936936871467","144","144","144","118.56384837590115","118.56384837590115","118.56384837590115","144","144","144","359.87663774246073","359.87663774246073","359.87663774246073","144","144","144","530.5515225244246","530.5515225244246","530.5515225244246","144","144","144"
"2930","2491.9782218532328","2491.9782218532328","2491.9782218532328","145","145","145","101.91076682748589","101.91076682748589","101.91076682748589","145","145","145","348.6035558205457","348.6035558205457","348.6035558205457","145","145","145","570.1853685354477","570.1853685354477","570.1853685354477","145","145","145"
"2935","2825.0882202221155","2825.0882202221155","2825.0882202221155","146","146","146","188.87728870396217","188.87728870396217","188.87728870396217","146","146","146","475.74691367647404","475.74691367647404","475.74691367647404","146","146","146","468.9887582664965","468.9887582664965","468.9887582664965","146","146","146"
"2940","2459.386343158957","2459.386343158957","2459.386343158957","147","147","147","160.53015020680263","160.53015020680263","160.53015020680263","147","147","147","341.4237950568212","341.4237950568212","341.4237950568212","147","147","147","360.63317186878356","360.63317186878356","360.63317186878356","147","147","147"
"2945","2247.3430417719323","2247.3430417719323","2247.3430417719323","148","148","148","177.2914483956149","177.2914483956149","177.2914483956149","148","148","148","351.3073367431024","351.3073367431024","351.3073367431024","148","148","148","325.65028165679803","325.65028165679803","325.65028165679803","148","148","148"
"2950","2181.133592735908","2181.133592735908","2181.133592735908","149","149","149","143.88882736312667","143.88882736312667","143.88882736312667","149","149","149","363.14346927343456","363.14346927343456","363.14346927343456","149","149","149","238.8932348155227","238.8932348155227","238.8932348155227","149","149","149"
"2955","2060.037575174627","2060.037575174627","2060.037575174627","150","150","150","147.96491366965267","147.96491366965267","147.96491366965267","150","150","150","372.9325871712704","372.9325871712704","372.9325871712704","150","150","150","283.46406622621805","283.46406622621805","283.46406622621805","150","150","150"
"2960","2136.3315877648656","2136.3315877648656","2136.3315877648656","151","151","151","112.07180187279323","112.07180187279323","112.07180187279323","151","151","151","292.0129633987635","292.0129633987635","292.0129633987635","151","151","151","279.98269646591956","279.98269646591956","279.98269646591956","151","151","151"
"2965","2157.782439259276","2157.782439259276","2157.782439259276","152","152","152","81.77727828786567","81.77727828786567","81.77727828786567","152","152","152","290.7307347573359","290.7307347573359","290.7307347573359","152","152","152","264.82698243616085","264.82698243616085","264.82698243616085","152","152","152"
"2970","2039.4489525582103","2039.4489525582103","2039.4489525582103","153","153","153","127.28866505620181","127.28866505620181","127.28866505620181","153","153","153","338.3735915668593","338.3735915668593","338.3735915668593","153","153","153","232.37768485872863","232.37768485872863","232.37768485872863","153","153","153"
"2975","1854.5742119960978","1854.5742119960978","1854.5742119960978","154","154","154","75.16268382903661","75.16268382903661","75.16268382903661","154","154","154","252.0062220843148","252.0062220843148","252.0062220843148","154","154","154","186.9166991322307","186.9166991322307","186.9166991322307","154","154","154"
"2980","2095.2075264415757","2095.2075264415757","2095.2075264415757","155","155","155","366.18281317420787","366.18281317420787","366.18281317420787","155","155","155","607.9071540785671","607.9071540785671","607.9071540785671","155","155","155","573.9724416705909","573.9724416705909","573.9724416705909","155","155","155"
"2985","2198.0990922884866","2198.0990922884866","2198.0990922884866","156","156","156","266.62728935123806","266.62728935123806","266.62728935123806","156","156","156","598.7630954118531","598.7630954118531","598.7630954118531","156","156","156","530.7249870820673","530.7249870820673","530.7249870820673","156","156","156"
"2990","1977.3555330054287","1977.3555330054287","1977.3555330054287","157","157","157","206.0407480890126","206.0407480890126","206.0407480890126","157","157","157","436.96362020974516","436.96362020974516","436.96362020974516","157","157","157","563.78779762209","563.78779762209","563.78779762209","157","157","157"
"2995","2121.308668684376","2121.308668684376","2121.308668684376","158","158","158","148.56500133908105","148.56500133908105","148.56500133908105","158","158","158","384.9226480976524","384.9226480976524","384.9226480976524","158","158","158","856.9110566178679","856.9110566178679","856.9110566178679","158","158","158"
"3000","3532.711555771437","3532.711555771437","3532.711555771437","159","159","159","555.426147640714","555.426147640714","555.426147640714","159","159","159","949.692974475183","949.692974475183","949.692974475183","159","159","159","1605.397409822285","1605.397409822285","1605.397409822285","159","159","159"
"3005","4029.230846567476","4029.230846567476","4029.230846567476","160","160","160","985.5735859203653","985.5735859203653","985.5735859203653","160","160","160","926.1842044978509","926.1842044978509","926.1842044978509","160","160","160","1566.5711165259613","1566.5711165259613","1566.5711165259613","160","160","160"
"3010","3277.5205225896293","3277.5205225896293","3277.5205225896293","161","161","161","908.5713467501166","908.5713467501166","908.5713467501166","161","161","161","829.3025109139362","829.3025109139362","829.3025109139362","161","161","161","1270.1445785974151","1270.1445785974151","1270.1445785974151","161","161","161"
"3015","2372.4430933839503","2372.4430933839503","2372.4430933839503","162","162","162","834.7022945424765","834.7022945424765","834.7022945424765","162","162","162","764.5948396695703","764.5948396695703","764.5948396695703","162","162","162","1071.7076722159877","1071.7076722159877","1071.7076722159877","162","162","162"
"3020","1810.9039222122888","1810.9039222122888","1810.9039222122888","163","163","163","695.1833579043871","695.1833579043871","695.1833579043871","163","163","163","561.3856068764845","561.3856068764845","561.3856068764845","163","163","163","706.4326633668187","706.4326633668187","706.4326633668187","163","163","163"
"3025","1328.420657027135","1328.420657027135","1328.420657027135","164","164","164","579.0988210089616","579.0988210089616","579.0988210089616","164","164","164","406.19258700449535","406.19258700449535","406.19258700449535","164","164","164","691.0414233914728","691.0414233914728","691.0414233914728","164","164","164"
"3030","1146.819113767953","1146.819113767953","1146.819113767953","165","165","165","441.3520628175818","441.3520628175818","441.3520628175818","165","165","165","244.85266070028447","244.85266070028447","244.85266070028447","165","165","165","451.6530500984308","451.6530500984308","451.6530500984308","165","165","165"
"3035","1043.8852184888387","1043.8852184888387","1043.8852184888387","166","166","166","289.31397957315386","289.31397957315386","289.31397957315386","166","166","166","203.68304761691098","203.68304761691098","203.68304761691098","166","166","166","317.2966095526225","317.2966095526225","317.2966095526225","166","166","166"
"3040","838.4037826654745","838.4037826654745","838.4037826654745","167","167","167","349.83701179815165","349.83701179815165","349.83701179815165","167","167","167","143.97280278730977","143.97280278730977","143.97280278730977","167","167","167","247.26047497472808","247.26047497472808","247.26047497472808","167","167","167"
"3045","656.7690496261363","656.7690496261363","656.7690496261363","168","168","168","260.9752570966906","260.9752570966906","260.9752570966906","168","168","168","147.81450031787858","147.81450031787858","147.81450031787858","168","168","168","181.4048378678272","181.4048378678272","181.4048378678272","168","168","168"
"3050","738.3155561137373","738.3155561137373","738.3155561137373","169","169","169","284.0032795630249","284.0032795630249","284.0032795630249","169","169","169","92.38298429270414","92.38298429270414","92.38298429270414","169","169","169","114.0177427125733","114.0177427125733","114.0177427125733","169","169","169"
"3055","585.7679527296008","585.7679527296008","585.7679527296008","170","170","170","204.1010965491706","204.1010965491706","204.1010965491706","170","170","170","94.65122839499887","94.65122839499887","94.65122839499887","170","170","170","108.42633689434743","108.42633689434743","108.42633689434743","170","170","170"
"3060","561.5901184073019","561.5901184073019","561.5901184073019","171","171","171","157.41965650131976","157.41965650131976","157.41965650131976","171","171","171","69.99060385496288","69.99060385496288","69.99060385496288","171","171","171","83.42466767274323","83.42466767274323","83.42466767274323","171","171","171"
"3065","510.51334901832774","510.51334901832774","510.51334901832774","172","172","172","106.15473296746434","106.15473296746434","106.15473296746434","172","172","172","45.82875167031704","45.82875167031704","45.82875167031704","172","172","172","65.16143201407816","65.16143201407816","65.16143201407816","172","172","172"
"3070","474.4530274618324","474.4530274618324","474.4530274618324","173","173","173","177.28330826995804","177.28330826995804","177.28330826995804","173","173","173","128.46141957380553","128.46141957380553","128.46141957380553","173","173","173","75.67717398999302","75.67717398999302","75.67717398999302","173","173","173"
"3075","377.35976818593747","377.35976818593747","377.35976818593747","174","174","174","177.28402070032755","177.28402070032755","177.28402070032755","174","174","174","123.95518364413644","123.95518364413644","123.95518364413644","174","174","174","44.686614469350985","44.686614469350985","44.686614469350985","174","174","174"
"3080","381.4271695161143","381.4271695161143","381.4271695161143","175","175","175","141.98444138333642","141.98444138333642","141.98444138333642","175","175","175","102.29429639002612","102.29429639002612","102.29429639002612","175","175","175","28.686998978007068","28.686998978007068","28.686998978007068","175","175","175"
"3085","357.82892932757034","357.82892932757034","357.82892932757034","176","176","176","95.84039279244632","95.84039279244632","95.84039279244632","176","176","176","153.70375907534654","153.70375907534654","153.70375907534654","176","176","176","101.9393860265234","101.9393860265234","101.9393860265234","176","176","176"
"3090","369.194404478637","369.194404478637","369.194404478637","177","177","177","86.99279354001163","86.99279354001163","86.99279354001163","177","177","177","117.66053269640139","117.66053269640139","117.66053269640139","177","177","177","115.39418805480182","115.39418805480182","115.39418805480182","177","177","177"
"3095","384.8056039005904","384.8056039005904","384.8056039005904","178","178","178","89.16837465744146","89.16837465744146","89.16837465744146","178","178","178","74.57736795189805","74.57736795189805","74.57736795189805","178","178","178","99.83911410447993","99.83911410447993","99.83911410447993","178","178","178"
"3100","399.62386104725965","399.62386104725965","399.62386104725965","179","179","179","89.05303355147262","89.05303355147262","89.05303355147262","179","179","179","60.93719000191629","60.93719000191629","60.93719000191629","179","179","179","78.55399848755437","78.55399848755437","78.55399848755437","179","179","179"
"3105","403.2738937097964","403.2738937097964","403.2738937097964","180","180","180","106.28492578180908","106.28492578180908","106.28492578180908","180","180","180","65.58280132423157","65.58280132423157","65.58280132423157","180","180","180","62.48535056691598","62.48535056691598","62.48535056691598","180","180","180"
"3110","372.52920149669774","372.52920149669774","372.52920149669774","181","181","181","131.86018582490047","131.86018582490047","131.86018582490047","181","181","181","74.82598835394549","74.82598835394549","74.82598835394549","181","181","181","89.79697465625823","89.79697465625823","89.79697465625823","181","181","181"
"3115","372.77476819178503","372.77476819178503","372.77476819178503","182","182","182","155.9621211277455","155.9621211277455","155.9621211277455","182","182","182","44.88399786312129","44.88399786312129","44.88399786312129","182","182","182","113.02421556477394","113.02421556477394","113.02421556477394","182","182","182"
"3120","336.81977286956715","336.81977286956715","336.81977286956715","183","183","183","105.99407290472244","105.99407290472244","105.99407290472244","183","183","183","34.50355189819449","34.50355189819449","34.50355189819449","183","183","183","69.83966904884336","69.83966904884336","69.83966904884336","183","183","183"
"3125","467.2887076817508","467.2887076817508","467.2887076817508","184","184","184","107.88844010950957","107.88844010950957","107.88844010950957","184","184","184","73.87400236036487","73.87400236036487","73.87400236036487","184","184","184","72.93962617665153","72.93962617665153","72.93962617665153","184","184","184"
