"iter","env2_sgd_2500-3000 - train/z_loss","env2_sgd_2500-3000 - train/z_loss__MIN","env2_sgd_2500-3000 - train/z_loss__MAX","env2_sgd_2500-3000 - _step","env2_sgd_2500-3000 - _step__MIN","env2_sgd_2500-3000 - _step__MAX","env2_lion_shock_2500-3000 - train/z_loss","env2_lion_shock_2500-3000 - train/z_loss__MIN","env2_lion_shock_2500-3000 - train/z_loss__MAX","env2_lion_shock_2500-3000 - _step","env2_lion_shock_2500-3000 - _step__MIN","env2_lion_shock_2500-3000 - _step__MAX","env2_muon_shock_2500-3000 - train/z_loss","env2_muon_shock_2500-3000 - train/z_loss__MIN","env2_muon_shock_2500-3000 - train/z_loss__MAX","env2_muon_shock_2500-3000 - _step","env2_muon_shock_2500-3000 - _step__MIN","env2_muon_shock_2500-3000 - _step__MAX","env2_adamw_shock_2500-3000 - train/z_loss","env2_adamw_shock_2500-3000 - train/z_loss__MIN","env2_adamw_shock_2500-3000 - train/z_loss__MAX","env2_adamw_shock_2500-3000 - _step","env2_adamw_shock_2500-3000 - _step__MIN","env2_adamw_shock_2500-3000 - _step__MAX"
"2550","1.3503677546977997","1.3503677546977997","1.3503677546977997","69","69","69","1.2413366436958313","1.2413366436958313","1.2413366436958313","69","69","69","1.2212313413619995","1.2212313413619995","1.2212313413619995","69","69","69","0.7084271311759949","0.7084271311759949","0.7084271311759949","69","69","69"
"2555","1.4932348132133484","1.4932348132133484","1.4932348132133484","70","70","70","1.0466180443763733","1.0466180443763733","1.0466180443763733","70","70","70","1.2740205824375153","1.2740205824375153","1.2740205824375153","70","70","70","0.6548453122377396","0.6548453122377396","0.6548453122377396","70","70","70"
"2560","1.1189424395561218","1.1189424395561218","1.1189424395561218","71","71","71","1.0319960713386536","1.0319960713386536","1.0319960713386536","71","71","71","1.1403696835041046","1.1403696835041046","1.1403696835041046","71","71","71","0.6551334410905838","0.6551334410905838","0.6551334410905838","71","71","71"
"2565","1.0345450043678284","1.0345450043678284","1.0345450043678284","72","72","72","0.919198289513588","0.919198289513588","0.919198289513588","72","72","72","1.065217137336731","1.065217137336731","1.065217137336731","72","72","72","0.6179784834384918","0.6179784834384918","0.6179784834384918","72","72","72"
"2570","0.990415170788765","0.990415170788765","0.990415170788765","73","73","73","0.9131638705730438","0.9131638705730438","0.9131638705730438","73","73","73","1.030899628996849","1.030899628996849","1.030899628996849","73","73","73","0.6181317865848541","0.6181317865848541","0.6181317865848541","73","73","73"
"2575","1.257612943649292","1.257612943649292","1.257612943649292","74","74","74","0.7898111641407013","0.7898111641407013","0.7898111641407013","74","74","74","1.128310739994049","1.128310739994049","1.128310739994049","74","74","74","0.6340443938970566","0.6340443938970566","0.6340443938970566","74","74","74"
"2580","1.0152597427368164","1.0152597427368164","1.0152597427368164","75","75","75","0.7983561009168625","0.7983561009168625","0.7983561009168625","75","75","75","1.097840130329132","1.097840130329132","1.097840130329132","75","75","75","0.6523614972829819","0.6523614972829819","0.6523614972829819","75","75","75"
"2585","0.8883544504642487","0.8883544504642487","0.8883544504642487","76","76","76","0.8342747688293457","0.8342747688293457","0.8342747688293457","76","76","76","1.0187205225229263","1.0187205225229263","1.0187205225229263","76","76","76","0.634050190448761","0.634050190448761","0.634050190448761","76","76","76"
"2590","1.106757640838623","1.106757640838623","1.106757640838623","77","77","77","0.7862725108861923","0.7862725108861923","0.7862725108861923","77","77","77","1.0544292032718658","1.0544292032718658","1.0544292032718658","77","77","77","0.6435229927301407","0.6435229927301407","0.6435229927301407","77","77","77"
"2595","1.0050828903913498","1.0050828903913498","1.0050828903913498","78","78","78","0.6942464709281921","0.6942464709281921","0.6942464709281921","78","78","78","1.0102529078722","1.0102529078722","1.0102529078722","78","78","78","0.6379997879266739","0.6379997879266739","0.6379997879266739","78","78","78"
"2600","1.2020504474639893","1.2020504474639893","1.2020504474639893","79","79","79","0.7047102451324463","0.7047102451324463","0.7047102451324463","79","79","79","1.0444898307323456","1.0444898307323456","1.0444898307323456","79","79","79","0.7662589699029922","0.7662589699029922","0.7662589699029922","79","79","79"
"2605","0.9986971169710159","0.9986971169710159","0.9986971169710159","80","80","80","0.7031409740447998","0.7031409740447998","0.7031409740447998","80","80","80","1.0819042921066284","1.0819042921066284","1.0819042921066284","80","80","80","0.7224239706993103","0.7224239706993103","0.7224239706993103","80","80","80"
"2610","1.1312848925590515","1.1312848925590515","1.1312848925590515","81","81","81","0.7232538461685181","0.7232538461685181","0.7232538461685181","81","81","81","1.061547964811325","1.061547964811325","1.061547964811325","81","81","81","0.6746222376823425","0.6746222376823425","0.6746222376823425","81","81","81"
"2615","0.9749155342578888","0.9749155342578888","0.9749155342578888","82","82","82","0.6527130156755447","0.6527130156755447","0.6527130156755447","82","82","82","0.9579981565475464","0.9579981565475464","0.9579981565475464","82","82","82","0.6879799365997314","0.6879799365997314","0.6879799365997314","82","82","82"
"2620","0.8887298554182053","0.8887298554182053","0.8887298554182053","83","83","83","0.6478779762983322","0.6478779762983322","0.6478779762983322","83","83","83","0.9869982004165649","0.9869982004165649","0.9869982004165649","83","83","83","0.6991429626941681","0.6991429626941681","0.6991429626941681","83","83","83"
"2625","0.9079172611236572","0.9079172611236572","0.9079172611236572","84","84","84","0.6403791308403015","0.6403791308403015","0.6403791308403015","84","84","84","0.9054115265607834","0.9054115265607834","0.9054115265607834","84","84","84","0.6488268673419952","0.6488268673419952","0.6488268673419952","84","84","84"
"2630","1.008359894156456","1.008359894156456","1.008359894156456","85","85","85","0.6748722344636917","0.6748722344636917","0.6748722344636917","85","85","85","0.9101071655750275","0.9101071655750275","0.9101071655750275","85","85","85","0.7026920169591904","0.7026920169591904","0.7026920169591904","85","85","85"
"2635","1.0147220343351364","1.0147220343351364","1.0147220343351364","86","86","86","0.6577254235744476","0.6577254235744476","0.6577254235744476","86","86","86","0.9233797192573547","0.9233797192573547","0.9233797192573547","86","86","86","0.7026603072881699","0.7026603072881699","0.7026603072881699","86","86","86"
"2640","1.1718433797359467","1.1718433797359467","1.1718433797359467","87","87","87","0.6690333187580109","0.6690333187580109","0.6690333187580109","87","87","87","0.9765245169401169","0.9765245169401169","0.9765245169401169","87","87","87","0.6840315163135529","0.6840315163135529","0.6840315163135529","87","87","87"
"2645","0.9796004295349121","0.9796004295349121","0.9796004295349121","88","88","88","0.6029558777809143","0.6029558777809143","0.6029558777809143","88","88","88","0.9718562960624695","0.9718562960624695","0.9718562960624695","88","88","88","0.690579742193222","0.690579742193222","0.690579742193222","88","88","88"
"2650","1.1710357069969177","1.1710357069969177","1.1710357069969177","89","89","89","0.655084639787674","0.655084639787674","0.655084639787674","89","89","89","0.976146936416626","0.976146936416626","0.976146936416626","89","89","89","0.7066222727298737","0.7066222727298737","0.7066222727298737","89","89","89"
"2655","0.9261984080076218","0.9261984080076218","0.9261984080076218","90","90","90","0.6504133343696594","0.6504133343696594","0.6504133343696594","90","90","90","0.9296504855155945","0.9296504855155945","0.9296504855155945","90","90","90","0.6958896517753601","0.6958896517753601","0.6958896517753601","90","90","90"
"2660","0.8712232261896133","0.8712232261896133","0.8712232261896133","91","91","91","0.6304609775543213","0.6304609775543213","0.6304609775543213","91","91","91","1.060125321149826","1.060125321149826","1.060125321149826","91","91","91","0.6803856194019318","0.6803856194019318","0.6803856194019318","91","91","91"
"2665","0.9967046678066254","0.9967046678066254","0.9967046678066254","92","92","92","0.6357467472553253","0.6357467472553253","0.6357467472553253","92","92","92","0.96220363676548","0.96220363676548","0.96220363676548","92","92","92","0.6681547313928604","0.6681547313928604","0.6681547313928604","92","92","92"
"2670","0.9724602550268173","0.9724602550268173","0.9724602550268173","93","93","93","0.6555570065975189","0.6555570065975189","0.6555570065975189","93","93","93","0.9617560505867004","0.9617560505867004","0.9617560505867004","93","93","93","0.6527793407440186","0.6527793407440186","0.6527793407440186","93","93","93"
"2675","1.0494178533554077","1.0494178533554077","1.0494178533554077","94","94","94","0.6338886022567749","0.6338886022567749","0.6338886022567749","94","94","94","0.9675071984529495","0.9675071984529495","0.9675071984529495","94","94","94","0.8772790133953094","0.8772790133953094","0.8772790133953094","94","94","94"
"2680","1.108593374490738","1.108593374490738","1.108593374490738","95","95","95","0.6249644756317139","0.6249644756317139","0.6249644756317139","95","95","95","0.9612845778465271","0.9612845778465271","0.9612845778465271","95","95","95","0.8207003474235535","0.8207003474235535","0.8207003474235535","95","95","95"
"2685","1.1375373899936676","1.1375373899936676","1.1375373899936676","96","96","96","0.6486810892820358","0.6486810892820358","0.6486810892820358","96","96","96","0.9527456164360046","0.9527456164360046","0.9527456164360046","96","96","96","0.7496495842933655","0.7496495842933655","0.7496495842933655","96","96","96"
"2690","0.9512561708688736","0.9512561708688736","0.9512561708688736","97","97","97","0.6420082151889801","0.6420082151889801","0.6420082151889801","97","97","97","0.925228476524353","0.925228476524353","0.925228476524353","97","97","97","0.7244442850351334","0.7244442850351334","0.7244442850351334","97","97","97"
"2695","0.9051934480667114","0.9051934480667114","0.9051934480667114","98","98","98","0.6256229281425476","0.6256229281425476","0.6256229281425476","98","98","98","0.9422836005687714","0.9422836005687714","0.9422836005687714","98","98","98","0.7523808926343918","0.7523808926343918","0.7523808926343918","98","98","98"
"2700","1.0660451650619507","1.0660451650619507","1.0660451650619507","99","99","99","0.7248454988002777","0.7248454988002777","0.7248454988002777","99","99","99","1.0049189776182175","1.0049189776182175","1.0049189776182175","99","99","99","0.7622807770967484","0.7622807770967484","0.7622807770967484","99","99","99"
"2705","0.8927031755447388","0.8927031755447388","0.8927031755447388","100","100","100","0.6458530277013779","0.6458530277013779","0.6458530277013779","100","100","100","0.9460314214229584","0.9460314214229584","0.9460314214229584","100","100","100","0.74244724214077","0.74244724214077","0.74244724214077","100","100","100"
"2710","1.0140336751937866","1.0140336751937866","1.0140336751937866","101","101","101","0.6992712914943695","0.6992712914943695","0.6992712914943695","101","101","101","0.996165543794632","0.996165543794632","0.996165543794632","101","101","101","0.758183628320694","0.758183628320694","0.758183628320694","101","101","101"
"2715","0.9337499588727951","0.9337499588727951","0.9337499588727951","102","102","102","0.7023127377033234","0.7023127377033234","0.7023127377033234","102","102","102","0.9408485740423203","0.9408485740423203","0.9408485740423203","102","102","102","0.7129102200269699","0.7129102200269699","0.7129102200269699","102","102","102"
"2720","0.947529137134552","0.947529137134552","0.947529137134552","103","103","103","0.6930844336748123","0.6930844336748123","0.6930844336748123","103","103","103","0.9562305808067322","0.9562305808067322","0.9562305808067322","103","103","103","0.7262623906135559","0.7262623906135559","0.7262623906135559","103","103","103"
"2725","0.9214508533477783","0.9214508533477783","0.9214508533477783","104","104","104","0.6890610158443451","0.6890610158443451","0.6890610158443451","104","104","104","1.0411463379859924","1.0411463379859924","1.0411463379859924","104","104","104","0.736763522028923","0.736763522028923","0.736763522028923","104","104","104"
"2730","0.822925254702568","0.822925254702568","0.822925254702568","105","105","105","0.6314785480499268","0.6314785480499268","0.6314785480499268","105","105","105","0.9588740468025208","0.9588740468025208","0.9588740468025208","105","105","105","0.7067224234342575","0.7067224234342575","0.7067224234342575","105","105","105"
"2735","1.0847196877002716","1.0847196877002716","1.0847196877002716","106","106","106","0.7708798050880432","0.7708798050880432","0.7708798050880432","106","106","106","0.9892139732837677","0.9892139732837677","0.9892139732837677","106","106","106","0.7231507897377014","0.7231507897377014","0.7231507897377014","106","106","106"
"2740","1.0945929288864136","1.0945929288864136","1.0945929288864136","107","107","107","0.6383898258209229","0.6383898258209229","0.6383898258209229","107","107","107","0.9976421743631363","0.9976421743631363","0.9976421743631363","107","107","107","0.7687316089868546","0.7687316089868546","0.7687316089868546","107","107","107"
"2745","1.168768972158432","1.168768972158432","1.168768972158432","108","108","108","0.6973198652267456","0.6973198652267456","0.6973198652267456","108","108","108","1.0482368469238281","1.0482368469238281","1.0482368469238281","108","108","108","0.8213147521018982","0.8213147521018982","0.8213147521018982","108","108","108"
"2750","1.0299634337425232","1.0299634337425232","1.0299634337425232","109","109","109","0.6549530029296875","0.6549530029296875","0.6549530029296875","109","109","109","0.9939898699522018","0.9939898699522018","0.9939898699522018","109","109","109","0.7975921332836151","0.7975921332836151","0.7975921332836151","109","109","109"
"2755","0.933973878622055","0.933973878622055","0.933973878622055","110","110","110","0.6683157980442047","0.6683157980442047","0.6683157980442047","110","110","110","1.0435346066951752","1.0435346066951752","1.0435346066951752","110","110","110","0.8043138235807419","0.8043138235807419","0.8043138235807419","110","110","110"
"2760","0.9884492754936218","0.9884492754936218","0.9884492754936218","111","111","111","0.7181844115257263","0.7181844115257263","0.7181844115257263","111","111","111","1.0262732207775116","1.0262732207775116","1.0262732207775116","111","111","111","0.768873319029808","0.768873319029808","0.768873319029808","111","111","111"
"2765","1.1168553233146667","1.1168553233146667","1.1168553233146667","112","112","112","0.6711060106754303","0.6711060106754303","0.6711060106754303","112","112","112","1.0270104706287384","1.0270104706287384","1.0270104706287384","112","112","112","0.7580393850803375","0.7580393850803375","0.7580393850803375","112","112","112"
"2770","1.0494526326656342","1.0494526326656342","1.0494526326656342","113","113","113","0.6791412830352783","0.6791412830352783","0.6791412830352783","113","113","113","1.0509394109249115","1.0509394109249115","1.0509394109249115","113","113","113","0.750732421875","0.750732421875","0.750732421875","113","113","113"
"2775","0.8829379081726074","0.8829379081726074","0.8829379081726074","114","114","114","0.6739260107278824","0.6739260107278824","0.6739260107278824","114","114","114","1.0420154333114624","1.0420154333114624","1.0420154333114624","114","114","114","0.743262454867363","0.743262454867363","0.743262454867363","114","114","114"
"2780","0.8611733466386795","0.8611733466386795","0.8611733466386795","115","115","115","0.7072675079107285","0.7072675079107285","0.7072675079107285","115","115","115","1.0673617124557495","1.0673617124557495","1.0673617124557495","115","115","115","0.7379967570304871","0.7379967570304871","0.7379967570304871","115","115","115"
"2785","0.9282821118831635","0.9282821118831635","0.9282821118831635","116","116","116","0.6813640296459198","0.6813640296459198","0.6813640296459198","116","116","116","1.040487676858902","1.040487676858902","1.040487676858902","116","116","116","0.7352591156959534","0.7352591156959534","0.7352591156959534","116","116","116"
"2790","1.1478939354419708","1.1478939354419708","1.1478939354419708","117","117","117","0.7069578766822815","0.7069578766822815","0.7069578766822815","117","117","117","1.0963973701000214","1.0963973701000214","1.0963973701000214","117","117","117","0.7284677922725677","0.7284677922725677","0.7284677922725677","117","117","117"
"2795","1.0540784448385239","1.0540784448385239","1.0540784448385239","118","118","118","0.7095912992954254","0.7095912992954254","0.7095912992954254","118","118","118","1.0920372009277344","1.0920372009277344","1.0920372009277344","118","118","118","0.831786647439003","0.831786647439003","0.831786647439003","118","118","118"
"2800","1.0259324610233307","1.0259324610233307","1.0259324610233307","119","119","119","0.7360971719026566","0.7360971719026566","0.7360971719026566","119","119","119","1.06474769115448","1.06474769115448","1.06474769115448","119","119","119","0.8743999749422073","0.8743999749422073","0.8743999749422073","119","119","119"
"2805","1.1261248290538788","1.1261248290538788","1.1261248290538788","120","120","120","0.7260862588882446","0.7260862588882446","0.7260862588882446","120","120","120","1.0505802631378174","1.0505802631378174","1.0505802631378174","120","120","120","0.7914406359195709","0.7914406359195709","0.7914406359195709","120","120","120"
"2810","0.8809535950422287","0.8809535950422287","0.8809535950422287","121","121","121","0.7485971450805664","0.7485971450805664","0.7485971450805664","121","121","121","1.0574962198734283","1.0574962198734283","1.0574962198734283","121","121","121","0.8177095502614975","0.8177095502614975","0.8177095502614975","121","121","121"
"2815","1.082405924797058","1.082405924797058","1.082405924797058","122","122","122","0.730901762843132","0.730901762843132","0.730901762843132","122","122","122","1.0610219836235046","1.0610219836235046","1.0610219836235046","122","122","122","0.7767806798219681","0.7767806798219681","0.7767806798219681","122","122","122"
"2820","1.1616735756397247","1.1616735756397247","1.1616735756397247","123","123","123","0.8577207773923874","0.8577207773923874","0.8577207773923874","123","123","123","1.1054582297801971","1.1054582297801971","1.1054582297801971","123","123","123","0.7861959040164948","0.7861959040164948","0.7861959040164948","123","123","123"
"2825","1.1298824548721313","1.1298824548721313","1.1298824548721313","124","124","124","0.730977326631546","0.730977326631546","0.730977326631546","124","124","124","1.0584809184074402","1.0584809184074402","1.0584809184074402","124","124","124","0.7668395042419434","0.7668395042419434","0.7668395042419434","124","124","124"
"2830","1.0257683396339417","1.0257683396339417","1.0257683396339417","125","125","125","0.7713015079498291","0.7713015079498291","0.7713015079498291","125","125","125","1.049659788608551","1.049659788608551","1.049659788608551","125","125","125","0.7345189303159714","0.7345189303159714","0.7345189303159714","125","125","125"
"2835","1.2272246181964874","1.2272246181964874","1.2272246181964874","126","126","126","0.7402812838554382","0.7402812838554382","0.7402812838554382","126","126","126","1.0522392690181732","1.0522392690181732","1.0522392690181732","126","126","126","0.7512104958295822","0.7512104958295822","0.7512104958295822","126","126","126"
"2840","0.9900346249341965","0.9900346249341965","0.9900346249341965","127","127","127","0.7624714970588684","0.7624714970588684","0.7624714970588684","127","127","127","1.1086710095405579","1.1086710095405579","1.1086710095405579","127","127","127","0.7860896587371826","0.7860896587371826","0.7860896587371826","127","127","127"
"2845","1.0123957842588425","1.0123957842588425","1.0123957842588425","128","128","128","0.770731121301651","0.770731121301651","0.770731121301651","128","128","128","1.1400797367095947","1.1400797367095947","1.1400797367095947","128","128","128","0.8050716817378998","0.8050716817378998","0.8050716817378998","128","128","128"
"2850","0.9422984272241592","0.9422984272241592","0.9422984272241592","129","129","129","0.7887432873249054","0.7887432873249054","0.7887432873249054","129","129","129","1.0985113084316254","1.0985113084316254","1.0985113084316254","129","129","129","0.7799994051456451","0.7799994051456451","0.7799994051456451","129","129","129"
"2855","0.959657296538353","0.959657296538353","0.959657296538353","130","130","130","0.7933480739593506","0.7933480739593506","0.7933480739593506","130","130","130","1.077217698097229","1.077217698097229","1.077217698097229","130","130","130","0.7377637624740601","0.7377637624740601","0.7377637624740601","130","130","130"
"2860","1.0926474630832672","1.0926474630832672","1.0926474630832672","131","131","131","0.7994525730609894","0.7994525730609894","0.7994525730609894","131","131","131","1.1594589948654175","1.1594589948654175","1.1594589948654175","131","131","131","0.7300680577754974","0.7300680577754974","0.7300680577754974","131","131","131"
"2865","0.9709935039281845","0.9709935039281845","0.9709935039281845","132","132","132","0.7691620588302612","0.7691620588302612","0.7691620588302612","132","132","132","1.13729128241539","1.13729128241539","1.13729128241539","132","132","132","0.728676438331604","0.728676438331604","0.728676438331604","132","132","132"
"2870","0.9570143222808838","0.9570143222808838","0.9570143222808838","133","133","133","0.7484681606292725","0.7484681606292725","0.7484681606292725","133","133","133","1.1001203954219818","1.1001203954219818","1.1001203954219818","133","133","133","0.7245731949806213","0.7245731949806213","0.7245731949806213","133","133","133"
"2875","1.2693260610103607","1.2693260610103607","1.2693260610103607","134","134","134","0.7492205798625946","0.7492205798625946","0.7492205798625946","134","134","134","1.0764401257038116","1.0764401257038116","1.0764401257038116","134","134","134","0.725192204117775","0.725192204117775","0.725192204117775","134","134","134"
"2880","1.0294069796800613","1.0294069796800613","1.0294069796800613","135","135","135","0.831316813826561","0.831316813826561","0.831316813826561","135","135","135","1.0661883354187012","1.0661883354187012","1.0661883354187012","135","135","135","0.7174230068922043","0.7174230068922043","0.7174230068922043","135","135","135"
"2885","1.3243663012981415","1.3243663012981415","1.3243663012981415","136","136","136","0.7622804641723633","0.7622804641723633","0.7622804641723633","136","136","136","1.101219892501831","1.101219892501831","1.101219892501831","136","136","136","0.7352890819311142","0.7352890819311142","0.7352890819311142","136","136","136"
"2890","1.0435889065265656","1.0435889065265656","1.0435889065265656","137","137","137","0.905593067407608","0.905593067407608","0.905593067407608","137","137","137","1.0503327548503876","1.0503327548503876","1.0503327548503876","137","137","137","0.705783486366272","0.705783486366272","0.705783486366272","137","137","137"
"2895","1.0736545026302338","1.0736545026302338","1.0736545026302338","138","138","138","0.7825416624546051","0.7825416624546051","0.7825416624546051","138","138","138","1.044673129916191","1.044673129916191","1.044673129916191","138","138","138","0.7451969534158707","0.7451969534158707","0.7451969534158707","138","138","138"
"2900","1.0187243670225143","1.0187243670225143","1.0187243670225143","139","139","139","0.8034570068120956","0.8034570068120956","0.8034570068120956","139","139","139","1.1033393740653992","1.1033393740653992","1.1033393740653992","139","139","139","0.79755599796772","0.79755599796772","0.79755599796772","139","139","139"
"2905","1.1738273799419403","1.1738273799419403","1.1738273799419403","140","140","140","0.7763081192970276","0.7763081192970276","0.7763081192970276","140","140","140","1.1155767440795898","1.1155767440795898","1.1155767440795898","140","140","140","0.7966981679201126","0.7966981679201126","0.7966981679201126","140","140","140"
"2910","1.1513453722000122","1.1513453722000122","1.1513453722000122","141","141","141","0.857060968875885","0.857060968875885","0.857060968875885","141","141","141","1.174093246459961","1.174093246459961","1.174093246459961","141","141","141","0.7973902672529221","0.7973902672529221","0.7973902672529221","141","141","141"
"2915","1.10051828622818","1.10051828622818","1.10051828622818","142","142","142","0.7555427998304367","0.7555427998304367","0.7555427998304367","142","142","142","1.0583933591842651","1.0583933591842651","1.0583933591842651","142","142","142","0.7264095991849899","0.7264095991849899","0.7264095991849899","142","142","142"
"2920","1.2256971895694733","1.2256971895694733","1.2256971895694733","143","143","143","0.8587777614593506","0.8587777614593506","0.8587777614593506","143","143","143","1.0930195748806","1.0930195748806","1.0930195748806","143","143","143","0.7323233634233475","0.7323233634233475","0.7323233634233475","143","143","143"
"2925","1.1157065033912659","1.1157065033912659","1.1157065033912659","144","144","144","0.7741076052188873","0.7741076052188873","0.7741076052188873","144","144","144","1.108923763036728","1.108923763036728","1.108923763036728","144","144","144","0.7197881042957306","0.7197881042957306","0.7197881042957306","144","144","144"
"2930","1.0542081892490387","1.0542081892490387","1.0542081892490387","145","145","145","0.8247998058795929","0.8247998058795929","0.8247998058795929","145","145","145","1.10009765625","1.10009765625","1.10009765625","145","145","145","0.7649884968996048","0.7649884968996048","0.7649884968996048","145","145","145"
"2935","1.0429796278476715","1.0429796278476715","1.0429796278476715","146","146","146","0.7867684811353683","0.7867684811353683","0.7867684811353683","146","146","146","1.0559343695640564","1.0559343695640564","1.0559343695640564","146","146","146","0.7361118048429489","0.7361118048429489","0.7361118048429489","146","146","146"
"2940","1.0714334845542908","1.0714334845542908","1.0714334845542908","147","147","147","0.8274180442094803","0.8274180442094803","0.8274180442094803","147","147","147","1.11541348695755","1.11541348695755","1.11541348695755","147","147","147","0.7349356561899185","0.7349356561899185","0.7349356561899185","147","147","147"
"2945","1.0679718852043152","1.0679718852043152","1.0679718852043152","148","148","148","0.8430502712726593","0.8430502712726593","0.8430502712726593","148","148","148","1.14805269241333","1.14805269241333","1.14805269241333","148","148","148","0.7247446030378342","0.7247446030378342","0.7247446030378342","148","148","148"
"2950","1.3005084097385406","1.3005084097385406","1.3005084097385406","149","149","149","0.7786258459091187","0.7786258459091187","0.7786258459091187","149","149","149","1.0578889548778534","1.0578889548778534","1.0578889548778534","149","149","149","0.7011939883232117","0.7011939883232117","0.7011939883232117","149","149","149"
"2955","1.1028257608413696","1.1028257608413696","1.1028257608413696","150","150","150","0.8517845124006271","0.8517845124006271","0.8517845124006271","150","150","150","1.094673365354538","1.094673365354538","1.094673365354538","150","150","150","0.7062597572803497","0.7062597572803497","0.7062597572803497","150","150","150"
"2960","1.1106339991092682","1.1106339991092682","1.1106339991092682","151","151","151","0.7983909249305725","0.7983909249305725","0.7983909249305725","151","151","151","1.053824320435524","1.053824320435524","1.053824320435524","151","151","151","0.6971141695976257","0.6971141695976257","0.6971141695976257","151","151","151"
"2965","1.1200746297836304","1.1200746297836304","1.1200746297836304","152","152","152","0.8244857043027878","0.8244857043027878","0.8244857043027878","152","152","152","1.0977732241153717","1.0977732241153717","1.0977732241153717","152","152","152","0.7084920406341553","0.7084920406341553","0.7084920406341553","152","152","152"
"2970","1.0615412890911102","1.0615412890911102","1.0615412890911102","153","153","153","0.8158854693174362","0.8158854693174362","0.8158854693174362","153","153","153","1.1185081005096436","1.1185081005096436","1.1185081005096436","153","153","153","0.7317899912595749","0.7317899912595749","0.7317899912595749","153","153","153"
"2975","1.0712650120258331","1.0712650120258331","1.0712650120258331","154","154","154","0.812111034989357","0.812111034989357","0.812111034989357","154","154","154","1.093043029308319","1.093043029308319","1.093043029308319","154","154","154","0.7622539401054382","0.7622539401054382","0.7622539401054382","154","154","154"
"2980","1.2359448373317719","1.2359448373317719","1.2359448373317719","155","155","155","0.8100327849388123","0.8100327849388123","0.8100327849388123","155","155","155","1.0772673785686493","1.0772673785686493","1.0772673785686493","155","155","155","0.710453525185585","0.710453525185585","0.710453525185585","155","155","155"
"2985","1.0120824873447418","1.0120824873447418","1.0120824873447418","156","156","156","0.7776722311973572","0.7776722311973572","0.7776722311973572","156","156","156","1.078322857618332","1.078322857618332","1.078322857618332","156","156","156","0.6628925055265427","0.6628925055265427","0.6628925055265427","156","156","156"
"2990","1.142448902130127","1.142448902130127","1.142448902130127","157","157","157","0.8503023684024811","0.8503023684024811","0.8503023684024811","157","157","157","1.0657146871089935","1.0657146871089935","1.0657146871089935","157","157","157","0.740724727511406","0.740724727511406","0.740724727511406","157","157","157"
"2995","1.0621915459632874","1.0621915459632874","1.0621915459632874","158","158","158","0.7847598046064377","0.7847598046064377","0.7847598046064377","158","158","158","1.0765464305877686","1.0765464305877686","1.0765464305877686","158","158","158","0.7945900708436966","0.7945900708436966","0.7945900708436966","158","158","158"
"3000","1.041990950703621","1.041990950703621","1.041990950703621","159","159","159","1.9618446826934814","1.9618446826934814","1.9618446826934814","159","159","159","2.0710787177085876","2.0710787177085876","2.0710787177085876","159","159","159","1.3239092826843262","1.3239092826843262","1.3239092826843262","159","159","159"
"3005","0.961923748254776","0.961923748254776","0.961923748254776","160","160","160","2.2497565746307373","2.2497565746307373","2.2497565746307373","160","160","160","5.409906029701233","5.409906029701233","5.409906029701233","160","160","160","2.5391732454299927","2.5391732454299927","2.5391732454299927","160","160","160"
"3010","0.9339047074317932","0.9339047074317932","0.9339047074317932","161","161","161","2.0710859894752502","2.0710859894752502","2.0710859894752502","161","161","161","3.078109085559845","3.078109085559845","3.078109085559845","161","161","161","2.338090181350708","2.338090181350708","2.338090181350708","161","161","161"
"3015","1.083202838897705","1.083202838897705","1.083202838897705","162","162","162","1.9365383684635162","1.9365383684635162","1.9365383684635162","162","162","162","2.0238717794418335","2.0238717794418335","2.0238717794418335","162","162","162","1.5001919269561768","1.5001919269561768","1.5001919269561768","162","162","162"
"3020","1.1629959344863892","1.1629959344863892","1.1629959344863892","163","163","163","1.556273728609085","1.556273728609085","1.556273728609085","163","163","163","1.7759931683540344","1.7759931683540344","1.7759931683540344","163","163","163","1.313106209039688","1.313106209039688","1.313106209039688","163","163","163"
"3025","1.093060165643692","1.093060165643692","1.093060165643692","164","164","164","1.480171114206314","1.480171114206314","1.480171114206314","164","164","164","1.6302240490913391","1.6302240490913391","1.6302240490913391","164","164","164","1.1622190177440643","1.1622190177440643","1.1622190177440643","164","164","164"
"3030","1.0037863552570343","1.0037863552570343","1.0037863552570343","165","165","165","1.6205641329288483","1.6205641329288483","1.6205641329288483","165","165","165","1.5435234010219574","1.5435234010219574","1.5435234010219574","165","165","165","1.0277558863162994","1.0277558863162994","1.0277558863162994","165","165","165"
"3035","1.06292062997818","1.06292062997818","1.06292062997818","166","166","166","1.5169832110404968","1.5169832110404968","1.5169832110404968","166","166","166","1.3847625851631165","1.3847625851631165","1.3847625851631165","166","166","166","0.8923952579498291","0.8923952579498291","0.8923952579498291","166","166","166"
"3040","1.0376564264297485","1.0376564264297485","1.0376564264297485","167","167","167","1.2723872065544128","1.2723872065544128","1.2723872065544128","167","167","167","1.3503080904483795","1.3503080904483795","1.3503080904483795","167","167","167","0.8075064420700073","0.8075064420700073","0.8075064420700073","167","167","167"
