"iter","env1_muon - EMA/Grad_Norm","env1_muon - EMA/Grad_Norm__MIN","env1_muon - EMA/Grad_Norm__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/Grad_Norm","env1_lion - EMA/Grad_Norm__MIN","env1_lion - EMA/Grad_Norm__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/Grad_Norm","env1_adam - EMA/Grad_Norm__MIN","env1_adam - EMA/Grad_Norm__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/Grad_Norm"," env1_sgd - EMA/Grad_Norm__MIN"," env1_sgd - EMA/Grad_Norm__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/Grad_Norm","env1_adamw - EMA/Grad_Norm__MIN","env1_adamw - EMA/Grad_Norm__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"3250","0.3158028436556587","0.3158028436556587","0.3158028436556587","65","65","65","0.5495133911876832","0.5495133911876832","0.5495133911876832","65","65","65","0.7981008999553099","0.7981008999553099","0.7981008999553099","65","65","65","0.7059382098001226","0.7059382098001226","0.7059382098001226","65","65","65","0.767475441515236","0.767475441515236","0.767475441515236","3200","3200","3200"
"3300","0.321414723319492","0.321414723319492","0.321414723319492","66","66","66","0.5510391206876345","0.5510391206876345","0.5510391206876345","66","66","66","0.7869976123751017","0.7869976123751017","0.7869976123751017","66","66","66","0.5688662680795891","0.5688662680795891","0.5688662680795891","66","66","66","0.7623163457500555","0.7623163457500555","0.7623163457500555","3250","3250","3250"
"3350","0.31842710084850084","0.31842710084850084","0.31842710084850084","67","67","67","0.5550135371433179","0.5550135371433179","0.5550135371433179","67","67","67","0.73284921744969","0.73284921744969","0.73284921744969","67","67","67","0.8004968059035611","0.8004968059035611","0.8004968059035611","67","67","67","0.7681701750970437","0.7681701750970437","0.7681701750970437","3300","3300","3300"
"3400","0.30275818022742734","0.30275818022742734","0.30275818022742734","68","68","68","0.5600485966302752","0.5600485966302752","0.5600485966302752","68","68","68","0.7698921934519166","0.7698921934519166","0.7698921934519166","68","68","68","0.7147196354051235","0.7147196354051235","0.7147196354051235","68","68","68","0.7447853730984336","0.7447853730984336","0.7447853730984336","3350","3350","3350"
"3450","0.3103232399484347","0.3103232399484347","0.3103232399484347","69","69","69","0.5451404283400116","0.5451404283400116","0.5451404283400116","69","69","69","0.7736696435468637","0.7736696435468637","0.7736696435468637","69","69","69","1.4559909736034577","1.4559909736034577","1.4559909736034577","69","69","69","0.7466484176213559","0.7466484176213559","0.7466484176213559","3400","3400","3400"
"3500","0.31485861843823126","0.31485861843823126","0.31485861843823126","70","70","70","0.5501998152930541","0.5501998152930541","0.5501998152930541","70","70","70","0.7639850816079271","0.7639850816079271","0.7639850816079271","70","70","70","0.7351162631918697","0.7351162631918697","0.7351162631918697","70","70","70","0.7574929753461481","0.7574929753461481","0.7574929753461481","3450","3450","3450"
"3550","0.34382321979644076","0.34382321979644076","0.34382321979644076","71","71","71","0.5552076362214606","0.5552076362214606","0.5552076362214606","71","71","71","0.7631587390116892","0.7631587390116892","0.7631587390116892","71","71","71","0.8778202720145546","0.8778202720145546","0.8778202720145546","71","71","71","0.7475402586544042","0.7475402586544042","0.7475402586544042","3500","3500","3500"
"3600","0.30035093313023126","0.30035093313023126","0.30035093313023126","72","72","72","0.5398744087367129","0.5398744087367129","0.5398744087367129","72","72","72","0.7648068565081056","0.7648068565081056","0.7648068565081056","72","72","72","0.7376772021468757","0.7376772021468757","0.7376772021468757","72","72","72","0.7411838450905148","0.7411838450905148","0.7411838450905148","3550","3550","3550"
"3650","0.33338343303175094","0.33338343303175094","0.33338343303175094","73","73","73","0.5646200243241548","0.5646200243241548","0.5646200243241548","73","73","73","0.7142020080243798","0.7142020080243798","0.7142020080243798","73","73","73","0.8437293624739328","0.8437293624739328","0.8437293624739328","73","73","73","0.7387664385232344","0.7387664385232344","0.7387664385232344","3600","3600","3600"
"3700","0.3027483480277923","0.3027483480277923","0.3027483480277923","74","74","74","0.5429612445486869","0.5429612445486869","0.5429612445486869","74","74","74","0.7476912508636298","0.7476912508636298","0.7476912508636298","74","74","74","0.7224178639710308","0.7224178639710308","0.7224178639710308","74","74","74","0.724452631048252","0.724452631048252","0.724452631048252","3650","3650","3650"
"3750","0.3099695061559796","0.3099695061559796","0.3099695061559796","75","75","75","0.5574681215444893","0.5574681215444893","0.5574681215444893","75","75","75","0.7510847989720181","0.7510847989720181","0.7510847989720181","75","75","75","0.8186200932682066","0.8186200932682066","0.8186200932682066","75","75","75","0.7357845250587074","0.7357845250587074","0.7357845250587074","3700","3700","3700"
"3800","0.3235253374309627","0.3235253374309627","0.3235253374309627","76","76","76","0.5536033871732313","0.5536033871732313","0.5536033871732313","76","76","76","0.7403922496940615","0.7403922496940615","0.7403922496940615","76","76","76","0.5308919088200694","0.5308919088200694","0.5308919088200694","76","76","76","0.7148165473765072","0.7148165473765072","0.7148165473765072","3750","3750","3750"
"3850","0.3161970022190946","0.3161970022190946","0.3161970022190946","77","77","77","0.5495939463094416","0.5495939463094416","0.5495939463094416","77","77","77","0.6995111479867108","0.6995111479867108","0.6995111479867108","77","77","77","0.788525472090568","0.788525472090568","0.788525472090568","77","77","77","0.7183834437921447","0.7183834437921447","0.7183834437921447","3800","3800","3800"
"3900","0.3139319099784766","0.3139319099784766","0.3139319099784766","78","78","78","0.5333919165814983","0.5333919165814983","0.5333919165814983","78","78","78","0.7035344187880609","0.7035344187880609","0.7035344187880609","78","78","78","0.6326376898853973","0.6326376898853973","0.6326376898853973","78","78","78","0.7139012699194615","0.7139012699194615","0.7139012699194615","3850","3850","3850"
"3950","0.30533686392146825","0.30533686392146825","0.30533686392146825","79","79","79","0.5297083933686577","0.5297083933686577","0.5297083933686577","79","79","79","0.7331294404936798","0.7331294404936798","0.7331294404936798","79","79","79","0.8366347153278373","0.8366347153278373","0.8366347153278373","79","79","79","0.6914984066655889","0.6914984066655889","0.6914984066655889","3900","3900","3900"
"4000","0.31831141267102636","0.31831141267102636","0.31831141267102636","80","80","80","0.5400204186908543","0.5400204186908543","0.5400204186908543","80","80","80","0.7166524000989105","0.7166524000989105","0.7166524000989105","80","80","80","0.8408675502089502","0.8408675502089502","0.8408675502089502","80","80","80","0.6964458139418002","0.6964458139418002","0.6964458139418002","3950","3950","3950"
"4050","0.2974821729676191","0.2974821729676191","0.2974821729676191","81","81","81","0.5242567863892613","0.5242567863892613","0.5242567863892613","81","81","81","0.708630386074078","0.708630386074078","0.708630386074078","81","81","81","0.6254280059788875","0.6254280059788875","0.6254280059788875","81","81","81","0.6916625643354661","0.6916625643354661","0.6916625643354661","4000","4000","4000"
"4100","0.29956463630781865","0.29956463630781865","0.29956463630781865","82","82","82","0.551720767593272","0.551720767593272","0.551720767593272","82","82","82","0.7094047024056118","0.7094047024056118","0.7094047024056118","82","82","82","0.7842328176692502","0.7842328176692502","0.7842328176692502","82","82","82","0.7026480618184924","0.7026480618184924","0.7026480618184924","4050","4050","4050"
"4150","0.3073777889580097","0.3073777889580097","0.3073777889580097","83","83","83","0.5305613222439088","0.5305613222439088","0.5305613222439088","83","83","83","0.6838366026624886","0.6838366026624886","0.6838366026624886","83","83","83","0.7302237369697836","0.7302237369697836","0.7302237369697836","83","83","83","0.6969645498396796","0.6969645498396796","0.6969645498396796","4100","4100","4100"
"4200","0.32985351294078","0.32985351294078","0.32985351294078","84","84","84","0.5430081324436719","0.5430081324436719","0.5430081324436719","84","84","84","0.7070171196672592","0.7070171196672592","0.7070171196672592","84","84","84","0.716546871852921","0.716546871852921","0.716546871852921","84","84","84","0.6740225550240847","0.6740225550240847","0.6740225550240847","4150","4150","4150"
"4250","0.2996151045695537","0.2996151045695537","0.2996151045695537","85","85","85","0.5373550727819575","0.5373550727819575","0.5373550727819575","85","85","85","0.6845754716322303","0.6845754716322303","0.6845754716322303","85","85","85","0.7877572750705164","0.7877572750705164","0.7877572750705164","85","85","85","0.6698740493789795","0.6698740493789795","0.6698740493789795","4200","4200","4200"
"4300","0.31579758995281015","0.31579758995281015","0.31579758995281015","86","86","86","0.5201035680684541","0.5201035680684541","0.5201035680684541","86","86","86","0.6964243446188536","0.6964243446188536","0.6964243446188536","86","86","86","0.9292694563298207","0.9292694563298207","0.9292694563298207","86","86","86","0.6588964966400949","0.6588964966400949","0.6588964966400949","4250","4250","4250"
"4350","0.29033292215963424","0.29033292215963424","0.29033292215963424","87","87","87","0.515859783508867","0.515859783508867","0.515859783508867","87","87","87","0.6893238632938512","0.6893238632938512","0.6893238632938512","87","87","87","0.7934614614617078","0.7934614614617078","0.7934614614617078","87","87","87","0.6553393901318693","0.6553393901318693","0.6553393901318693","4300","4300","4300"
"4400","0.3039479224140249","0.3039479224140249","0.3039479224140249","88","88","88","0.5326090947987685","0.5326090947987685","0.5326090947987685","88","88","88","0.6721587061922631","0.6721587061922631","0.6721587061922631","88","88","88","0.6966450749282587","0.6966450749282587","0.6966450749282587","88","88","88","0.6754953250920227","0.6754953250920227","0.6754953250920227","4350","4350","4350"
"4450","0.31975316015948524","0.31975316015948524","0.31975316015948524","89","89","89","0.5441563088611453","0.5441563088611453","0.5441563088611453","89","89","89","0.6649096286353061","0.6649096286353061","0.6649096286353061","89","89","89","0.7374833119892219","0.7374833119892219","0.7374833119892219","89","89","89","0.6617095097923562","0.6617095097923562","0.6617095097923562","4400","4400","4400"
"4500","0.2892835273623973","0.2892835273623973","0.2892835273623973","90","90","90","0.5477929589172968","0.5477929589172968","0.5477929589172968","90","90","90","0.6858883337439796","0.6858883337439796","0.6858883337439796","90","90","90","0.8655099340623457","0.8655099340623457","0.8655099340623457","90","90","90","0.6715862633610091","0.6715862633610091","0.6715862633610091","4450","4450","4450"
"4550","0.3024429931117579","0.3024429931117579","0.3024429931117579","91","91","91","0.5349377552275962","0.5349377552275962","0.5349377552275962","91","91","91","0.6454949948693969","0.6454949948693969","0.6454949948693969","91","91","91","0.8794036099425722","0.8794036099425722","0.8794036099425722","91","91","91","0.6537564313148992","0.6537564313148992","0.6537564313148992","4500","4500","4500"
"4600","0.2993772356720953","0.2993772356720953","0.2993772356720953","92","92","92","0.5268115886918037","0.5268115886918037","0.5268115886918037","92","92","92","0.6579934807634772","0.6579934807634772","0.6579934807634772","92","92","92","0.7661166035434241","0.7661166035434241","0.7661166035434241","92","92","92","0.6308854612813064","0.6308854612813064","0.6308854612813064","4550","4550","4550"
"4650","0.2879957031479626","0.2879957031479626","0.2879957031479626","93","93","93","0.5407205799885934","0.5407205799885934","0.5407205799885934","93","93","93","0.6245253202260345","0.6245253202260345","0.6245253202260345","93","93","93","0.953754403670429","0.953754403670429","0.953754403670429","93","93","93","0.6568112284526257","0.6568112284526257","0.6568112284526257","4600","4600","4600"
"4700","0.2950751213165702","0.2950751213165702","0.2950751213165702","94","94","94","0.5330146116939121","0.5330146116939121","0.5330146116939121","94","94","94","0.6658260031954635","0.6658260031954635","0.6658260031954635","94","94","94","0.8901368745862833","0.8901368745862833","0.8901368745862833","94","94","94","0.6308032476977503","0.6308032476977503","0.6308032476977503","4650","4650","4650"
"4750","0.29979729965630825","0.29979729965630825","0.29979729965630825","95","95","95","0.5305233392325294","0.5305233392325294","0.5305233392325294","95","95","95","0.6361611210579634","0.6361611210579634","0.6361611210579634","95","95","95","0.9146844022176617","0.9146844022176617","0.9146844022176617","95","95","95","0.6207949192724322","0.6207949192724322","0.6207949192724322","4700","4700","4700"
"4800","0.29537834087661013","0.29537834087661013","0.29537834087661013","96","96","96","0.5365168931275598","0.5365168931275598","0.5365168931275598","96","96","96","0.6388864051373845","0.6388864051373845","0.6388864051373845","96","96","96","0.873172370577077","0.873172370577077","0.873172370577077","96","96","96","0.6212319968556435","0.6212319968556435","0.6212319968556435","4750","4750","4750"
"4850","0.28257992001666915","0.28257992001666915","0.28257992001666915","97","97","97","0.5333021807560299","0.5333021807560299","0.5333021807560299","97","97","97","0.6195192402114753","0.6195192402114753","0.6195192402114753","97","97","97","0.9612524749403561","0.9612524749403561","0.9612524749403561","97","97","97","0.6244452876887877","0.6244452876887877","0.6244452876887877","4800","4800","4800"
"4900","0.28688926459056574","0.28688926459056574","0.28688926459056574","98","98","98","0.5466492294663171","0.5466492294663171","0.5466492294663171","98","98","98","0.6245585973860523","0.6245585973860523","0.6245585973860523","98","98","98","0.9013284452749176","0.9013284452749176","0.9013284452749176","98","98","98","0.5980220838761239","0.5980220838761239","0.5980220838761239","4850","4850","4850"
"4950","0.31467849068909376","0.31467849068909376","0.31467849068909376","99","99","99","0.5330060598035126","0.5330060598035126","0.5330060598035126","99","99","99","0.6476050663835256","0.6476050663835256","0.6476050663835256","99","99","99","0.8841300446591951","0.8841300446591951","0.8841300446591951","99","99","99","0.6287894619646389","0.6287894619646389","0.6287894619646389","4900","4900","4900"
"4955","0.3088583896710178","0.3088583896710178","0.3088583896710178","100","100","100","0.529678859823496","0.529678859823496","0.529678859823496","100","100","100","0.6302706979776759","0.6302706979776759","0.6302706979776759","100","100","100","0.9263876573703984","0.9263876573703984","0.9263876573703984","100","100","100","0.6108809870728777","0.6108809870728777","0.6108809870728777","4950","4950","4950"
"4960","0.2993437699558595","0.2993437699558595","0.2993437699558595","101","101","101","0.5221060886395641","0.5221060886395641","0.5221060886395641","101","101","101","0.62430964882575","0.62430964882575","0.62430964882575","101","101","101","1.018996365643941","1.018996365643941","1.018996365643941","101","101","101","0.6138232475565245","0.6138232475565245","0.6138232475565245","4955","4955","4955"
"4965","0.29588141884695024","0.29588141884695024","0.29588141884695024","102","102","102","0.5254468248652356","0.5254468248652356","0.5254468248652356","102","102","102","0.6259220675703431","0.6259220675703431","0.6259220675703431","102","102","102","1.0959563046336955","1.0959563046336955","1.0959563046336955","102","102","102","0.6152956703954062","0.6152956703954062","0.6152956703954062","4960","4960","4960"
"4970","0.3064113790269306","0.3064113790269306","0.3064113790269306","103","103","103","0.5263823988094343","0.5263823988094343","0.5263823988094343","103","103","103","0.6430726520553073","0.6430726520553073","0.6430726520553073","103","103","103","1.1472092398872962","1.1472092398872962","1.1472092398872962","103","103","103","0.6171511627472414","0.6171511627472414","0.6171511627472414","4965","4965","4965"
"4975","0.3163241502207024","0.3163241502207024","0.3163241502207024","104","104","104","0.5380537352752597","0.5380537352752597","0.5380537352752597","104","104","104","0.6416637834524114","0.6416637834524114","0.6416637834524114","104","104","104","1.1193881483869783","1.1193881483869783","1.1193881483869783","104","104","104","0.6088920972993236","0.6088920972993236","0.6088920972993236","4970","4970","4970"
"4980","0.3237985194501283","0.3237985194501283","0.3237985194501283","105","105","105","0.5392521822142309","0.5392521822142309","0.5392521822142309","105","105","105","0.6418768618225844","0.6418768618225844","0.6418768618225844","105","105","105","1.0671062532989908","1.0671062532989908","1.0671062532989908","105","105","105","0.6095480479756352","0.6095480479756352","0.6095480479756352","4975","4975","4975"
"4985","0.3263768019454293","0.3263768019454293","0.3263768019454293","106","106","106","0.5396578556495462","0.5396578556495462","0.5396578556495462","106","106","106","0.6408651163505514","0.6408651163505514","0.6408651163505514","106","106","106","0.9866171379301225","0.9866171379301225","0.9866171379301225","106","106","106","0.6082750197223248","0.6082750197223248","0.6082750197223248","4980","4980","4980"
"4990","0.32230218201226674","0.32230218201226674","0.32230218201226674","107","107","107","0.5413238249972655","0.5413238249972655","0.5413238249972655","107","107","107","0.6447071460285974","0.6447071460285974","0.6447071460285974","107","107","107","0.8922679948280797","0.8922679948280797","0.8922679948280797","107","107","107","0.6001853963614272","0.6001853963614272","0.6001853963614272","4985","4985","4985"
"4995","0.3101029301995012","0.3101029301995012","0.3101029301995012","108","108","108","0.5402352534721807","0.5402352534721807","0.5402352534721807","108","108","108","0.6440283156791281","0.6440283156791281","0.6440283156791281","108","108","108","0.8811336020749891","0.8811336020749891","0.8811336020749891","108","108","108","0.6092504804748183","0.6092504804748183","0.6092504804748183","4990","4990","4990"
"5000","0.5659464800125209","0.5659464800125209","0.5659464800125209","109","109","109","1.1784702092606496","1.1784702092606496","1.1784702092606496","109","109","109","1.085784273730267","1.085784273730267","1.085784273730267","109","109","109","1.808266135322401","1.808266135322401","1.808266135322401","109","109","109","0.6082782160540231","0.6082782160540231","0.6082782160540231","4995","4995","4995"
"5005","2.0468665261147123","2.0468665261147123","2.0468665261147123","110","110","110","4.461558108724835","4.461558108724835","4.461558108724835","110","110","110","5.111941493847354","5.111941493847354","5.111941493847354","110","110","110","3.8427272631567195","3.8427272631567195","3.8427272631567195","110","110","110","1.0280579501349154","1.0280579501349154","1.0280579501349154","5000","5000","5000"
"5010","1.790525863157351","1.790525863157351","1.790525863157351","111","111","111","4.8998735253282195","4.8998735253282195","4.8998735253282195","111","111","111","3.7880051013405343","3.7880051013405343","3.7880051013405343","111","111","111","5.157375190261549","5.157375190261549","5.157375190261549","111","111","111","4.400427315453362","4.400427315453362","4.400427315453362","5005","5005","5005"
"5015","1.3432761410824603","1.3432761410824603","1.3432761410824603","112","112","112","4.626444189312767","4.626444189312767","4.626444189312767","112","112","112","2.7948626674635118","2.7948626674635118","2.7948626674635118","112","112","112","4.547990651857812","4.547990651857812","4.547990651857812","112","112","112","3.6487074138537827","3.6487074138537827","3.6487074138537827","5010","5010","5010"
"5020","1.170007008595461","1.170007008595461","1.170007008595461","113","113","113","3.9680221757787417","3.9680221757787417","3.9680221757787417","113","113","113","1.9757442325630046","1.9757442325630046","1.9757442325630046","113","113","113","3.598812317771219","3.598812317771219","3.598812317771219","113","113","113","2.697585657086552","2.697585657086552","2.697585657086552","5015","5015","5015"
"5025","0.9637245067896877","0.9637245067896877","0.9637245067896877","114","114","114","3.3866415209684497","3.3866415209684497","3.3866415209684497","114","114","114","1.4475754538930266","1.4475754538930266","1.4475754538930266","114","114","114","2.821923591296751","2.821923591296751","2.821923591296751","114","114","114","1.9868456143237727","1.9868456143237727","1.9868456143237727","5020","5020","5020"
"5030","0.9473097232615172","0.9473097232615172","0.9473097232615172","115","115","115","2.8307834857432828","2.8307834857432828","2.8307834857432828","115","115","115","1.1695905738894143","1.1695905738894143","1.1695905738894143","115","115","115","2.173142978796903","2.173142978796903","2.173142978796903","115","115","115","1.4992321659374672","1.4992321659374672","1.4992321659374672","5025","5025","5025"
"5035","0.9128501409250023","0.9128501409250023","0.9128501409250023","116","116","116","2.3408603706448194","2.3408603706448194","2.3408603706448194","116","116","116","1.0381228276649053","1.0381228276649053","1.0381228276649053","116","116","116","1.6960009243023029","1.6960009243023029","1.6960009243023029","116","116","116","1.1455469422459512","1.1455469422459512","1.1455469422459512","5030","5030","5030"
"5040","0.8048253945310888","0.8048253945310888","0.8048253945310888","117","117","117","1.9511681722163483","1.9511681722163483","1.9511681722163483","117","117","117","1.4224861467364","1.4224861467364","1.4224861467364","117","117","117","1.3458023230482707","1.3458023230482707","1.3458023230482707","117","117","117","1.2286504477099853","1.2286504477099853","1.2286504477099853","5035","5035","5035"
"5045","0.8642492528155417","0.8642492528155417","0.8642492528155417","118","118","118","1.6766535364176842","1.6766535364176842","1.6766535364176842","118","118","118","1.2954370345134452","1.2954370345134452","1.2954370345134452","118","118","118","1.0881470761787662","1.0881470761787662","1.0881470761787662","118","118","118","1.1257731761195882","1.1257731761195882","1.1257731761195882","5040","5040","5040"
"5050","0.7899196248152232","0.7899196248152232","0.7899196248152232","119","119","119","1.4901308112724436","1.4901308112724436","1.4901308112724436","119","119","119","1.1151583981833695","1.1151583981833695","1.1151583981833695","119","119","119","0.8996442522672781","0.8996442522672781","0.8996442522672781","119","119","119","1.0845877297416293","1.0845877297416293","1.0845877297416293","5045","5045","5045"
"5055","0.7939981811916316","0.7939981811916316","0.7939981811916316","120","120","120","1.3803320304425766","1.3803320304425766","1.3803320304425766","120","120","120","0.9630299949952088","0.9630299949952088","0.9630299949952088","120","120","120","0.7724445840207216","0.7724445840207216","0.7724445840207216","120","120","120","0.9469614113513829","0.9469614113513829","0.9469614113513829","5050","5050","5050"
"5060","0.6739968038955764","0.6739968038955764","0.6739968038955764","121","121","121","1.2975375445171973","1.2975375445171973","1.2975375445171973","121","121","121","0.820525709670236","0.820525709670236","0.820525709670236","121","121","121","0.6932730111394375","0.6932730111394375","0.6932730111394375","121","121","121","1.1447575548371476","1.1447575548371476","1.1447575548371476","5055","5055","5055"
"5065","0.6804290517126497","0.6804290517126497","0.6804290517126497","122","122","122","1.24445611280857","1.24445611280857","1.24445611280857","122","122","122","0.7781892031931457","0.7781892031931457","0.7781892031931457","122","122","122","0.6466192697904922","0.6466192697904922","0.6466192697904922","122","122","122","1.0119865270939092","1.0119865270939092","1.0119865270939092","5060","5060","5060"
"5070","0.6303187802015121","0.6303187802015121","0.6303187802015121","123","123","123","1.1750904476373336","1.1750904476373336","1.1750904476373336","123","123","123","0.9222288251970467","0.9222288251970467","0.9222288251970467","123","123","123","0.5965934555894121","0.5965934555894121","0.5965934555894121","123","123","123","1.1624134913728659","1.1624134913728659","1.1624134913728659","5065","5065","5065"
"5075","0.6604126375826781","0.6604126375826781","0.6604126375826781","124","124","124","1.0825971060687685","1.0825971060687685","1.0825971060687685","124","124","124","0.9149141105196207","0.9149141105196207","0.9149141105196207","124","124","124","0.6029436058307591","0.6029436058307591","0.6029436058307591","124","124","124","1.0747167250106358","1.0747167250106358","1.0747167250106358","5070","5070","5070"
"5080","0.6127464885445996","0.6127464885445996","0.6127464885445996","125","125","125","1.0094645290225344","1.0094645290225344","1.0094645290225344","125","125","125","0.822590311289743","0.822590311289743","0.822590311289743","125","125","125","0.6319586941981794","0.6319586941981794","0.6319586941981794","125","125","125","0.99481752161427","0.99481752161427","0.99481752161427","5075","5075","5075"
"5085","0.5859277139354278","0.5859277139354278","0.5859277139354278","126","126","126","0.9828183062202634","0.9828183062202634","0.9828183062202634","126","126","126","0.8679784359581286","0.8679784359581286","0.8679784359581286","126","126","126","0.6277284926611627","0.6277284926611627","0.6277284926611627","126","126","126","1.0073895328833604","1.0073895328833604","1.0073895328833604","5080","5080","5080"
"5090","0.6123048431216533","0.6123048431216533","0.6123048431216533","127","127","127","0.9969048976350291","0.9969048976350291","0.9969048976350291","127","127","127","1.0897219895772678","1.0897219895772678","1.0897219895772678","127","127","127","0.6181476083353995","0.6181476083353995","0.6181476083353995","127","127","127","0.9401598490737366","0.9401598490737366","0.9401598490737366","5085","5085","5085"
"5095","0.6039025035917291","0.6039025035917291","0.6039025035917291","128","128","128","1.0183838493960624","1.0183838493960624","1.0183838493960624","128","128","128","1.025528016338302","1.025528016338302","1.025528016338302","128","128","128","0.5826858807396644","0.5826858807396644","0.5826858807396644","128","128","128","1.1287911150277083","1.1287911150277083","1.1287911150277083","5090","5090","5090"
"5100","0.6331594867937524","0.6331594867937524","0.6331594867937524","129","129","129","1.0775958872069853","1.0775958872069853","1.0775958872069853","129","129","129","0.9686206762168158","0.9686206762168158","0.9686206762168158","129","129","129","0.7664825969523434","0.7664825969523434","0.7664825969523434","129","129","129","1.0383992152641843","1.0383992152641843","1.0383992152641843","5095","5095","5095"
"5105","0.6372189388108463","0.6372189388108463","0.6372189388108463","130","130","130","1.2311007408795769","1.2311007408795769","1.2311007408795769","130","130","130","1.1854627449354058","1.1854627449354058","1.1854627449354058","130","130","130","1.5122027394829336","1.5122027394829336","1.5122027394829336","130","130","130","0.9780988990222529","0.9780988990222529","0.9780988990222529","5100","5100","5100"
"5110","0.558746599695093","0.558746599695093","0.558746599695093","131","131","131","1.3419267640123562","1.3419267640123562","1.3419267640123562","131","131","131","1.0847695793750127","1.0847695793750127","1.0847695793750127","131","131","131","1.522468682490305","1.522468682490305","1.522468682490305","131","131","131","1.305183578411143","1.305183578411143","1.305183578411143","5105","5105","5105"
"5115","0.4766375959365855","0.4766375959365855","0.4766375959365855","132","132","132","1.287675593701952","1.287675593701952","1.287675593701952","132","132","132","0.9298726148166939","0.9298726148166939","0.9298726148166939","132","132","132","1.3849670460916579","1.3849670460916579","1.3849670460916579","132","132","132","1.201307087481417","1.201307087481417","1.201307087481417","5110","5110","5110"
"5120","0.4104680364333492","0.4104680364333492","0.4104680364333492","133","133","133","1.1666073269162103","1.1666073269162103","1.1666073269162103","133","133","133","0.7987311308565475","0.7987311308565475","0.7987311308565475","133","133","133","1.2342070302543124","1.2342070302543124","1.2342070302543124","133","133","133","1.0063175407119704","1.0063175407119704","1.0063175407119704","5115","5115","5115"
"5125","0.3589311992031101","0.3589311992031101","0.3589311992031101","134","134","134","1.0146025757282546","1.0146025757282546","1.0146025757282546","134","134","134","0.7099352661196447","0.7099352661196447","0.7099352661196447","134","134","134","1.077475077437903","1.077475077437903","1.077475077437903","134","134","134","0.8521591822047283","0.8521591822047283","0.8521591822047283","5120","5120","5120"
"5130","0.3190089326191885","0.3190089326191885","0.3190089326191885","135","135","135","0.9036301241347781","0.9036301241347781","0.9036301241347781","135","135","135","0.657046637346553","0.657046637346553","0.657046637346553","135","135","135","0.9441351132619882","0.9441351132619882","0.9441351132619882","135","135","135","0.7359966153057447","0.7359966153057447","0.7359966153057447","5125","5125","5125"
"5135","0.28969663099039694","0.28969663099039694","0.28969663099039694","136","136","136","0.8244744993503703","0.8244744993503703","0.8244744993503703","136","136","136","0.6207533231120438","0.6207533231120438","0.6207533231120438","136","136","136","0.7875669773990872","0.7875669773990872","0.7875669773990872","136","136","136","0.6619683477546408","0.6619683477546408","0.6619683477546408","5130","5130","5130"
"5140","0.2746302712687672","0.2746302712687672","0.2746302712687672","137","137","137","0.7608588431238121","0.7608588431238121","0.7608588431238121","137","137","137","0.6014441999353102","0.6014441999353102","0.6014441999353102","137","137","137","0.6671189620349557","0.6671189620349557","0.6671189620349557","137","137","137","0.6071127759950979","0.6071127759950979","0.6071127759950979","5135","5135","5135"
"5145","0.2618913634914738","0.2618913634914738","0.2618913634914738","138","138","138","0.7131893377566182","0.7131893377566182","0.7131893377566182","138","138","138","0.5859992041122378","0.5859992041122378","0.5859992041122378","138","138","138","0.5779523227419752","0.5779523227419752","0.5779523227419752","138","138","138","0.5848304018505307","0.5848304018505307","0.5848304018505307","5140","5140","5140"
"5150","0.2574931334657937","0.2574931334657937","0.2574931334657937","139","139","139","0.6562770701144923","0.6562770701144923","0.6562770701144923","139","139","139","0.5815243259566217","0.5815243259566217","0.5815243259566217","139","139","139","0.5143766961489004","0.5143766961489004","0.5143766961489004","139","139","139","0.5665483935507307","0.5665483935507307","0.5665483935507307","5145","5145","5145"
"5155","0.25891664664846037","0.25891664664846037","0.25891664664846037","140","140","140","0.6132981255860436","0.6132981255860436","0.6132981255860436","140","140","140","0.5811581067150567","0.5811581067150567","0.5811581067150567","140","140","140","0.4931561508110929","0.4931561508110929","0.4931561508110929","140","140","140","0.5700092007327338","0.5700092007327338","0.5700092007327338","5150","5150","5150"
"5160","0.2592581286928242","0.2592581286928242","0.2592581286928242","141","141","141","0.584184744223309","0.584184744223309","0.584184744223309","141","141","141","0.5760706585337536","0.5760706585337536","0.5760706585337536","141","141","141","0.47095165939731665","0.47095165939731665","0.47095165939731665","141","141","141","0.570138476152895","0.570138476152895","0.570138476152895","5155","5155","5155"
"5165","0.26087147202113287","0.26087147202113287","0.26087147202113287","142","142","142","0.575203074642338","0.575203074642338","0.575203074642338","142","142","142","0.5678140987152479","0.5678140987152479","0.5678140987152479","142","142","142","0.4622431132607542","0.4622431132607542","0.4622431132607542","142","142","142","0.5509797966821208","0.5509797966821208","0.5509797966821208","5160","5160","5160"
