"iter","env1_muon - EMA/CV","env1_muon - EMA/CV__MIN","env1_muon - EMA/CV__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/CV","env1_lion - EMA/CV__MIN","env1_lion - EMA/CV__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/CV","env1_adam - EMA/CV__MIN","env1_adam - EMA/CV__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/CV"," env1_sgd - EMA/CV__MIN"," env1_sgd - EMA/CV__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/CV","env1_adamw - EMA/CV__MIN","env1_adamw - EMA/CV__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"3350","0.5119699388133669","0.5119699388133669","0.5119699388133669","67","67","67","0.8412639947294214","0.8412639947294214","0.8412639947294214","67","67","67","1.1377363130881462","1.1377363130881462","1.1377363130881462","67","67","67","1.052217045772578","1.052217045772578","1.052217045772578","67","67","67","1.0875467934018799","1.0875467934018799","1.0875467934018799","3300","3300","3300"
"3400","0.5043675399846196","0.5043675399846196","0.5043675399846196","68","68","68","0.8483356497150711","0.8483356497150711","0.8483356497150711","68","68","68","1.209370521669669","1.209370521669669","1.209370521669669","68","68","68","1.0525191441088888","1.0525191441088888","1.0525191441088888","68","68","68","1.0651343323285833","1.0651343323285833","1.0651343323285833","3350","3350","3350"
"3450","0.4960036421795506","0.4960036421795506","0.4960036421795506","69","69","69","0.8098818323236657","0.8098818323236657","0.8098818323236657","69","69","69","1.2003343589093707","1.2003343589093707","1.2003343589093707","69","69","69","1.0563478756604838","1.0563478756604838","1.0563478756604838","69","69","69","1.070837513010829","1.070837513010829","1.070837513010829","3400","3400","3400"
"3500","0.5242363967649905","0.5242363967649905","0.5242363967649905","70","70","70","0.8279612039473271","0.8279612039473271","0.8279612039473271","70","70","70","1.1657137744580546","1.1657137744580546","1.1657137744580546","70","70","70","1.0260911955038616","1.0260911955038616","1.0260911955038616","70","70","70","1.0499620826903195","1.0499620826903195","1.0499620826903195","3450","3450","3450"
"3550","0.5073572810941516","0.5073572810941516","0.5073572810941516","71","71","71","0.8369468363657245","0.8369468363657245","0.8369468363657245","71","71","71","1.2100506882847217","1.2100506882847217","1.2100506882847217","71","71","71","1.0349539619720403","1.0349539619720403","1.0349539619720403","71","71","71","1.063139821190778","1.063139821190778","1.063139821190778","3500","3500","3500"
"3600","0.5074709869465853","0.5074709869465853","0.5074709869465853","72","72","72","0.8296053116687798","0.8296053116687798","0.8296053116687798","72","72","72","1.183460726335375","1.183460726335375","1.183460726335375","72","72","72","1.017994231222919","1.017994231222919","1.017994231222919","72","72","72","1.1083976725426028","1.1083976725426028","1.1083976725426028","3550","3550","3550"
"3650","0.5266124592877934","0.5266124592877934","0.5266124592877934","73","73","73","0.8430874974954861","0.8430874974954861","0.8430874974954861","73","73","73","1.2115475271107112","1.2115475271107112","1.2115475271107112","73","73","73","1.0214177589836344","1.0214177589836344","1.0214177589836344","73","73","73","1.0773510504118538","1.0773510504118538","1.0773510504118538","3600","3600","3600"
"3700","0.48756837071596887","0.48756837071596887","0.48756837071596887","74","74","74","0.8367630201591368","0.8367630201591368","0.8367630201591368","74","74","74","1.1867174218484102","1.1867174218484102","1.1867174218484102","74","74","74","1.024723070463428","1.024723070463428","1.024723070463428","74","74","74","1.1209076005078467","1.1209076005078467","1.1209076005078467","3650","3650","3650"
"3750","0.5155285416695936","0.5155285416695936","0.5155285416695936","75","75","75","0.8050809377388032","0.8050809377388032","0.8050809377388032","75","75","75","1.2616210234903626","1.2616210234903626","1.2616210234903626","75","75","75","1.0137444919062841","1.0137444919062841","1.0137444919062841","75","75","75","1.1483951115940891","1.1483951115940891","1.1483951115940891","3700","3700","3700"
"3800","0.5445607366048227","0.5445607366048227","0.5445607366048227","76","76","76","0.8286057460343822","0.8286057460343822","0.8286057460343822","76","76","76","1.222007729121372","1.222007729121372","1.222007729121372","76","76","76","0.9966492411573633","0.9966492411573633","0.9966492411573633","76","76","76","1.1469991068138992","1.1469991068138992","1.1469991068138992","3750","3750","3750"
"3850","0.5002243449379072","0.5002243449379072","0.5002243449379072","77","77","77","0.8201425300564622","0.8201425300564622","0.8201425300564622","77","77","77","1.2023007765118514","1.2023007765118514","1.2023007765118514","77","77","77","0.9636876565453214","0.9636876565453214","0.9636876565453214","77","77","77","1.1170614290328755","1.1170614290328755","1.1170614290328755","3800","3800","3800"
"3900","0.4971773097144253","0.4971773097144253","0.4971773097144253","78","78","78","0.8269254867337172","0.8269254867337172","0.8269254867337172","78","78","78","1.2068635468618683","1.2068635468618683","1.2068635468618683","78","78","78","0.9608698677053896","0.9608698677053896","0.9608698677053896","78","78","78","1.0708319256564989","1.0708319256564989","1.0708319256564989","3850","3850","3850"
"3950","0.5178708362896807","0.5178708362896807","0.5178708362896807","79","79","79","0.820463276111667","0.820463276111667","0.820463276111667","79","79","79","1.247841802911182","1.247841802911182","1.247841802911182","79","79","79","0.968824105965108","0.968824105965108","0.968824105965108","79","79","79","1.099202238503692","1.099202238503692","1.099202238503692","3900","3900","3900"
"4000","0.514281318034713","0.514281318034713","0.514281318034713","80","80","80","0.790677348064021","0.790677348064021","0.790677348064021","80","80","80","1.2121121316620524","1.2121121316620524","1.2121121316620524","80","80","80","0.9788950195660231","0.9788950195660231","0.9788950195660231","80","80","80","1.0901481994291182","1.0901481994291182","1.0901481994291182","3950","3950","3950"
"4050","0.5072675176009817","0.5072675176009817","0.5072675176009817","81","81","81","0.8045435815121168","0.8045435815121168","0.8045435815121168","81","81","81","1.2028508824321418","1.2028508824321418","1.2028508824321418","81","81","81","0.9523930143861192","0.9523930143861192","0.9523930143861192","81","81","81","1.1157701364876655","1.1157701364876655","1.1157701364876655","4000","4000","4000"
"4100","0.5171123075725637","0.5171123075725637","0.5171123075725637","82","82","82","0.7989667082971301","0.7989667082971301","0.7989667082971301","82","82","82","1.2186172160297157","1.2186172160297157","1.2186172160297157","82","82","82","0.9248191146467666","0.9248191146467666","0.9248191146467666","82","82","82","1.1311672883362427","1.1311672883362427","1.1311672883362427","4050","4050","4050"
"4150","0.5248978153669948","0.5248978153669948","0.5248978153669948","83","83","83","0.7654770297191251","0.7654770297191251","0.7654770297191251","83","83","83","1.2506918195388708","1.2506918195388708","1.2506918195388708","83","83","83","0.9540147275253363","0.9540147275253363","0.9540147275253363","83","83","83","1.1328433196453025","1.1328433196453025","1.1328433196453025","4100","4100","4100"
"4200","0.5213261219190107","0.5213261219190107","0.5213261219190107","84","84","84","0.801488160098339","0.801488160098339","0.801488160098339","84","84","84","1.2282451317372614","1.2282451317372614","1.2282451317372614","84","84","84","0.9340081561471154","0.9340081561471154","0.9340081561471154","84","84","84","1.175282081857161","1.175282081857161","1.175282081857161","4150","4150","4150"
"4250","0.5263059513729558","0.5263059513729558","0.5263059513729558","85","85","85","0.772136434008198","0.772136434008198","0.772136434008198","85","85","85","1.2468100603292531","1.2468100603292531","1.2468100603292531","85","85","85","0.950801871484136","0.950801871484136","0.950801871484136","85","85","85","1.1482326136145262","1.1482326136145262","1.1482326136145262","4200","4200","4200"
"4300","0.5038373270766586","0.5038373270766586","0.5038373270766586","86","86","86","0.8034146067655276","0.8034146067655276","0.8034146067655276","86","86","86","1.2762448542975358","1.2762448542975358","1.2762448542975358","86","86","86","0.976154282312569","0.976154282312569","0.976154282312569","86","86","86","1.2091497924710588","1.2091497924710588","1.2091497924710588","4250","4250","4250"
"4350","0.5186298839829759","0.5186298839829759","0.5186298839829759","87","87","87","0.8042609363351049","0.8042609363351049","0.8042609363351049","87","87","87","1.2743902004921772","1.2743902004921772","1.2743902004921772","87","87","87","0.9219135375235344","0.9219135375235344","0.9219135375235344","87","87","87","1.1602827384841834","1.1602827384841834","1.1602827384841834","4300","4300","4300"
"4400","0.5106485382922215","0.5106485382922215","0.5106485382922215","88","88","88","0.7737110643128462","0.7737110643128462","0.7737110643128462","88","88","88","1.2698706126769872","1.2698706126769872","1.2698706126769872","88","88","88","0.9477445949324979","0.9477445949324979","0.9477445949324979","88","88","88","1.1432805705773592","1.1432805705773592","1.1432805705773592","4350","4350","4350"
"4450","0.5316077353506423","0.5316077353506423","0.5316077353506423","89","89","89","0.7771375172388195","0.7771375172388195","0.7771375172388195","89","89","89","1.2633271955016117","1.2633271955016117","1.2633271955016117","89","89","89","0.9273040233527575","0.9273040233527575","0.9273040233527575","89","89","89","1.1532445408196472","1.1532445408196472","1.1532445408196472","4400","4400","4400"
"4500","0.529296647819433","0.529296647819433","0.529296647819433","90","90","90","0.788568695427509","0.788568695427509","0.788568695427509","90","90","90","1.2536296932293838","1.2536296932293838","1.2536296932293838","90","90","90","0.9296898127839464","0.9296898127839464","0.9296898127839464","90","90","90","1.1580326518098156","1.1580326518098156","1.1580326518098156","4450","4450","4450"
"4550","0.5187389175542823","0.5187389175542823","0.5187389175542823","91","91","91","0.7548336800432394","0.7548336800432394","0.7548336800432394","91","91","91","1.2640519071771845","1.2640519071771845","1.2640519071771845","91","91","91","0.9016103802255735","0.9016103802255735","0.9016103802255735","91","91","91","1.146791510745954","1.146791510745954","1.146791510745954","4500","4500","4500"
"4600","0.5204995628507818","0.5204995628507818","0.5204995628507818","92","92","92","0.7772815980813674","0.7772815980813674","0.7772815980813674","92","92","92","1.2655821853611693","1.2655821853611693","1.2655821853611693","92","92","92","0.9246106394059433","0.9246106394059433","0.9246106394059433","92","92","92","1.170818697586457","1.170818697586457","1.170818697586457","4550","4550","4550"
"4650","0.5040939314319646","0.5040939314319646","0.5040939314319646","93","93","93","0.7681889486011622","0.7681889486011622","0.7681889486011622","93","93","93","1.2746650389960812","1.2746650389960812","1.2746650389960812","93","93","93","0.9173008874862247","0.9173008874862247","0.9173008874862247","93","93","93","1.1859065522072025","1.1859065522072025","1.1859065522072025","4600","4600","4600"
"4700","0.488036606850179","0.488036606850179","0.488036606850179","94","94","94","0.7649668042931894","0.7649668042931894","0.7649668042931894","94","94","94","1.2649448593150725","1.2649448593150725","1.2649448593150725","94","94","94","0.8690526819819799","0.8690526819819799","0.8690526819819799","94","94","94","1.1784294637871437","1.1784294637871437","1.1784294637871437","4650","4650","4650"
"4750","0.5125357721434647","0.5125357721434647","0.5125357721434647","95","95","95","0.7630859302861757","0.7630859302861757","0.7630859302861757","95","95","95","1.2606105316613623","1.2606105316613623","1.2606105316613623","95","95","95","0.9026541490074579","0.9026541490074579","0.9026541490074579","95","95","95","1.1572146474363467","1.1572146474363467","1.1572146474363467","4700","4700","4700"
"4800","0.5227925820074962","0.5227925820074962","0.5227925820074962","96","96","96","0.766256734493017","0.766256734493017","0.766256734493017","96","96","96","1.2637028933232088","1.2637028933232088","1.2637028933232088","96","96","96","0.914062127346165","0.914062127346165","0.914062127346165","96","96","96","1.16859414873876","1.16859414873876","1.16859414873876","4750","4750","4750"
"4850","0.5169257908549412","0.5169257908549412","0.5169257908549412","97","97","97","0.7968870208500424","0.7968870208500424","0.7968870208500424","97","97","97","1.2908261752669594","1.2908261752669594","1.2908261752669594","97","97","97","0.8889999146605772","0.8889999146605772","0.8889999146605772","97","97","97","1.2151196095405743","1.2151196095405743","1.2151196095405743","4800","4800","4800"
"4900","0.4909421755528353","0.4909421755528353","0.4909421755528353","98","98","98","0.7276717774913147","0.7276717774913147","0.7276717774913147","98","98","98","1.2324348892316745","1.2324348892316745","1.2324348892316745","98","98","98","0.8980974963857246","0.8980974963857246","0.8980974963857246","98","98","98","1.1605102265626164","1.1605102265626164","1.1605102265626164","4850","4850","4850"
"4950","0.4953542985040507","0.4953542985040507","0.4953542985040507","99","99","99","0.7534551091825719","0.7534551091825719","0.7534551091825719","99","99","99","1.3065738924825532","1.3065738924825532","1.3065738924825532","99","99","99","0.910622032723706","0.910622032723706","0.910622032723706","99","99","99","1.154279123561088","1.154279123561088","1.154279123561088","4900","4900","4900"
"4955","0.4984819425588186","0.4984819425588186","0.4984819425588186","100","100","100","0.7421043605989551","0.7421043605989551","0.7421043605989551","100","100","100","1.2840488799146337","1.2840488799146337","1.2840488799146337","100","100","100","0.9043466443221853","0.9043466443221853","0.9043466443221853","100","100","100","1.2112533210984409","1.2112533210984409","1.2112533210984409","4950","4950","4950"
"4960","0.48786877660693095","0.48786877660693095","0.48786877660693095","101","101","101","0.7235892245839755","0.7235892245839755","0.7235892245839755","101","101","101","1.2748917570838323","1.2748917570838323","1.2748917570838323","101","101","101","0.8968851033145089","0.8968851033145089","0.8968851033145089","101","101","101","1.227701567447012","1.227701567447012","1.227701567447012","4955","4955","4955"
"4965","0.5170042246765008","0.5170042246765008","0.5170042246765008","102","102","102","0.7511597679990794","0.7511597679990794","0.7511597679990794","102","102","102","1.3124323716727258","1.3124323716727258","1.3124323716727258","102","102","102","0.9175678015774902","0.9175678015774902","0.9175678015774902","102","102","102","1.2567070579885706","1.2567070579885706","1.2567070579885706","4960","4960","4960"
"4970","0.5187653360210455","0.5187653360210455","0.5187653360210455","103","103","103","0.7457858508240162","0.7457858508240162","0.7457858508240162","103","103","103","1.3120983269129118","1.3120983269129118","1.3120983269129118","103","103","103","0.9174671700959295","0.9174671700959295","0.9174671700959295","103","103","103","1.2342514642295823","1.2342514642295823","1.2342514642295823","4965","4965","4965"
"4975","0.5261287075827796","0.5261287075827796","0.5261287075827796","104","104","104","0.7518320954705604","0.7518320954705604","0.7518320954705604","104","104","104","1.3112939840571194","1.3112939840571194","1.3112939840571194","104","104","104","0.9138299455662227","0.9138299455662227","0.9138299455662227","104","104","104","1.1859819474573936","1.1859819474573936","1.1859819474573936","4970","4970","4970"
"4980","0.527437680057696","0.527437680057696","0.527437680057696","105","105","105","0.7388730164812216","0.7388730164812216","0.7388730164812216","105","105","105","1.3042308287141773","1.3042308287141773","1.3042308287141773","105","105","105","0.9070316661112015","0.9070316661112015","0.9070316661112015","105","105","105","1.175191852335294","1.175191852335294","1.175191852335294","4975","4975","4975"
"4985","0.5198318489286322","0.5198318489286322","0.5198318489286322","106","106","106","0.7384865530526957","0.7384865530526957","0.7384865530526957","106","106","106","1.2985784679845818","1.2985784679845818","1.2985784679845818","106","106","106","0.8944398040365823","0.8944398040365823","0.8944398040365823","106","106","106","1.1723917414986766","1.1723917414986766","1.1723917414986766","4980","4980","4980"
"4990","0.5293863174191662","0.5293863174191662","0.5293863174191662","107","107","107","0.7484884161944634","0.7484884161944634","0.7484884161944634","107","107","107","1.2812990616812259","1.2812990616812259","1.2812990616812259","107","107","107","0.8956931449506403","0.8956931449506403","0.8956931449506403","107","107","107","1.2050682100029775","1.2050682100029775","1.2050682100029775","4985","4985","4985"
"4995","0.5056637030389984","0.5056637030389984","0.5056637030389984","108","108","108","0.7501083440162659","0.7501083440162659","0.7501083440162659","108","108","108","1.2706240328286738","1.2706240328286738","1.2706240328286738","108","108","108","0.8920418169710524","0.8920418169710524","0.8920418169710524","108","108","108","1.202468715019399","1.202468715019399","1.202468715019399","4990","4990","4990"
"5000","0.6322243234433269","0.6322243234433269","0.6322243234433269","109","109","109","0.7597572521273294","0.7597572521273294","0.7597572521273294","109","109","109","1.2481203528384757","1.2481203528384757","1.2481203528384757","109","109","109","1.0132440934586326","1.0132440934586326","1.0132440934586326","109","109","109","1.2082835748595846","1.2082835748595846","1.2082835748595846","4995","4995","4995"
"5005","1.0746685480431317","1.0746685480431317","1.0746685480431317","110","110","110","0.834777252130325","0.834777252130325","0.834777252130325","110","110","110","1.1818917373939732","1.1818917373939732","1.1818917373939732","110","110","110","1.5373876409029474","1.5373876409029474","1.5373876409029474","110","110","110","1.150105514601066","1.150105514601066","1.150105514601066","5000","5000","5000"
"5010","1.2781111885465513","1.2781111885465513","1.2781111885465513","111","111","111","0.920179662813551","0.920179662813551","0.920179662813551","111","111","111","1.0256504582315333","1.0256504582315333","1.0256504582315333","111","111","111","1.5576500660706896","1.5576500660706896","1.5576500660706896","111","111","111","1.1393159499057304","1.1393159499057304","1.1393159499057304","5005","5005","5005"
"5015","1.3361149376679073","1.3361149376679073","1.3361149376679073","112","112","112","0.9919447049421708","0.9919447049421708","0.9919447049421708","112","112","112","0.9350377390303312","0.9350377390303312","0.9350377390303312","112","112","112","1.3543399996358065","1.3543399996358065","1.3543399996358065","112","112","112","1.0248068026318613","1.0248068026318613","1.0248068026318613","5010","5010","5010"
"5020","1.3420954357358064","1.3420954357358064","1.3420954357358064","113","113","113","1.025193190371133","1.025193190371133","1.025193190371133","113","113","113","0.8842017617086314","0.8842017617086314","0.8842017617086314","113","113","113","1.2616566509671905","1.2616566509671905","1.2616566509671905","113","113","113","0.9566236351505741","0.9566236351505741","0.9566236351505741","5015","5015","5015"
"5025","1.327686497581691","1.327686497581691","1.327686497581691","114","114","114","1.0167439742474464","1.0167439742474464","1.0167439742474464","114","114","114","0.8257336841293887","0.8257336841293887","0.8257336841293887","114","114","114","1.161809904801298","1.161809904801298","1.161809904801298","114","114","114","0.8754179253676416","0.8754179253676416","0.8754179253676416","5020","5020","5020"
"5030","1.3424755099933383","1.3424755099933383","1.3424755099933383","115","115","115","0.9906922487435238","0.9906922487435238","0.9906922487435238","115","115","115","0.7696748112316346","0.7696748112316346","0.7696748112316346","115","115","115","1.0275943674302839","1.0275943674302839","1.0275943674302839","115","115","115","0.7936799936171219","0.7936799936171219","0.7936799936171219","5025","5025","5025"
"5035","1.3995960807233592","1.3995960807233592","1.3995960807233592","116","116","116","0.9701276237526788","0.9701276237526788","0.9701276237526788","116","116","116","0.7309687172788865","0.7309687172788865","0.7309687172788865","116","116","116","0.9032930135407379","0.9032930135407379","0.9032930135407379","116","116","116","0.7754098047581276","0.7754098047581276","0.7754098047581276","5030","5030","5030"
"5040","1.4189704932439913","1.4189704932439913","1.4189704932439913","117","117","117","0.954778204766233","0.954778204766233","0.954778204766233","117","117","117","0.7038170556060733","0.7038170556060733","0.7038170556060733","117","117","117","0.8209679436298271","0.8209679436298271","0.8209679436298271","117","117","117","0.7490043279016707","0.7490043279016707","0.7490043279016707","5035","5035","5035"
"5045","1.4027117908649174","1.4027117908649174","1.4027117908649174","118","118","118","0.9247401886095783","0.9247401886095783","0.9247401886095783","118","118","118","0.6921489664056255","0.6921489664056255","0.6921489664056255","118","118","118","0.7846805327953701","0.7846805327953701","0.7846805327953701","118","118","118","0.7456502458856352","0.7456502458856352","0.7456502458856352","5040","5040","5040"
"5050","1.3573191199377288","1.3573191199377288","1.3573191199377288","119","119","119","0.9067943769999477","0.9067943769999477","0.9067943769999477","119","119","119","0.6741416368730285","0.6741416368730285","0.6741416368730285","119","119","119","0.7715520489979822","0.7715520489979822","0.7715520489979822","119","119","119","0.7198405085381607","0.7198405085381607","0.7198405085381607","5045","5045","5045"
"5055","1.3085128420890189","1.3085128420890189","1.3085128420890189","120","120","120","0.8890546239559025","0.8890546239559025","0.8890546239559025","120","120","120","0.660971797000345","0.660971797000345","0.660971797000345","120","120","120","0.7664097090001732","0.7664097090001732","0.7664097090001732","120","120","120","0.6963047332647723","0.6963047332647723","0.6963047332647723","5050","5050","5050"
"5060","1.2893143176987858","1.2893143176987858","1.2893143176987858","121","121","121","0.88277214708158","0.88277214708158","0.88277214708158","121","121","121","0.6601495928153959","0.6601495928153959","0.6601495928153959","121","121","121","0.749019772385107","0.749019772385107","0.749019772385107","121","121","121","0.6672618870056876","0.6672618870056876","0.6672618870056876","5055","5055","5055"
"5065","1.2927150171606423","1.2927150171606423","1.2927150171606423","122","122","122","0.8605412127545138","0.8605412127545138","0.8605412127545138","122","122","122","0.6590821459727397","0.6590821459727397","0.6590821459727397","122","122","122","0.7242122519397378","0.7242122519397378","0.7242122519397378","122","122","122","0.6622611146386833","0.6622611146386833","0.6622611146386833","5060","5060","5060"
"5070","1.3011164297008029","1.3011164297008029","1.3011164297008029","123","123","123","0.8413194766027587","0.8413194766027587","0.8413194766027587","123","123","123","0.6613358337960688","0.6613358337960688","0.6613358337960688","123","123","123","0.7116454980262376","0.7116454980262376","0.7116454980262376","123","123","123","0.6681207635895069","0.6681207635895069","0.6681207635895069","5065","5065","5065"
"5075","1.2641349560545934","1.2641349560545934","1.2641349560545934","124","124","124","0.812697083700853","0.812697083700853","0.812697083700853","124","124","124","0.6553041579666988","0.6553041579666988","0.6553041579666988","124","124","124","0.7062379954806369","0.7062379954806369","0.7062379954806369","124","124","124","0.6603961602238514","0.6603961602238514","0.6603961602238514","5070","5070","5070"
"5080","1.255678094003892","1.255678094003892","1.255678094003892","125","125","125","0.7809982875768026","0.7809982875768026","0.7809982875768026","125","125","125","0.6594605082572769","0.6594605082572769","0.6594605082572769","125","125","125","0.7147520115512825","0.7147520115512825","0.7147520115512825","125","125","125","0.6528443680461528","0.6528443680461528","0.6528443680461528","5075","5075","5075"
"5085","1.2377847240117748","1.2377847240117748","1.2377847240117748","126","126","126","0.7519374234488077","0.7519374234488077","0.7519374234488077","126","126","126","0.6644366479407309","0.6644366479407309","0.6644366479407309","126","126","126","0.7309597450112812","0.7309597450112812","0.7309597450112812","126","126","126","0.6444949769702031","0.6444949769702031","0.6444949769702031","5080","5080","5080"
"5090","1.247606318483738","1.247606318483738","1.247606318483738","127","127","127","0.7276796165140719","0.7276796165140719","0.7276796165140719","127","127","127","0.6476693176723232","0.6476693176723232","0.6476693176723232","127","127","127","0.7318361336685006","0.7318361336685006","0.7318361336685006","127","127","127","0.6449274213395363","0.6449274213395363","0.6449274213395363","5085","5085","5085"
"5095","1.237314083492483","1.237314083492483","1.237314083492483","128","128","128","0.7057313585438246","0.7057313585438246","0.7057313585438246","128","128","128","0.6399814024534397","0.6399814024534397","0.6399814024534397","128","128","128","0.7201979773522521","0.7201979773522521","0.7201979773522521","128","128","128","0.6527475318330545","0.6527475318330545","0.6527475318330545","5090","5090","5090"
"5100","1.175871040503634","1.175871040503634","1.175871040503634","129","129","129","0.6871773955751069","0.6871773955751069","0.6871773955751069","129","129","129","0.6989120942841383","0.6989120942841383","0.6989120942841383","129","129","129","0.7267077154283047","0.7267077154283047","0.7267077154283047","129","129","129","0.6590589709742","0.6590589709742","0.6590589709742","5095","5095","5095"
"5105","0.9463750936878194","0.9463750936878194","0.9463750936878194","130","130","130","0.632785084282862","0.632785084282862","0.632785084282862","130","130","130","0.9660945294294323","0.9660945294294323","0.9660945294294323","130","130","130","0.8241666026604444","0.8241666026604444","0.8241666026604444","130","130","130","0.7183849427625341","0.7183849427625341","0.7183849427625341","5100","5100","5100"
"5110","0.8081428076167425","0.8081428076167425","0.8081428076167425","131","131","131","0.6037618403937841","0.6037618403937841","0.6037618403937841","131","131","131","1.1986367077934368","1.1986367077934368","1.1986367077934368","131","131","131","0.7839504608034699","0.7839504608034699","0.7839504608034699","131","131","131","0.9028890899032613","0.9028890899032613","0.9028890899032613","5105","5105","5105"
"5115","0.7692182454886372","0.7692182454886372","0.7692182454886372","132","132","132","0.6035431649234486","0.6035431649234486","0.6035431649234486","132","132","132","1.3035726798374891","1.3035726798374891","1.3035726798374891","132","132","132","0.763112051149164","0.763112051149164","0.763112051149164","132","132","132","1.108425098898803","1.108425098898803","1.108425098898803","5110","5110","5110"
"5120","0.6812101288555021","0.6812101288555021","0.6812101288555021","133","133","133","0.6005927266541328","0.6005927266541328","0.6005927266541328","133","133","133","1.3922592182178837","1.3922592182178837","1.3922592182178837","133","133","133","0.7801175253752615","0.7801175253752615","0.7801175253752615","133","133","133","1.169684011881737","1.169684011881737","1.169684011881737","5115","5115","5115"
"5125","0.6322360104899322","0.6322360104899322","0.6322360104899322","134","134","134","0.6175554259434148","0.6175554259434148","0.6175554259434148","134","134","134","1.4156230007206747","1.4156230007206747","1.4156230007206747","134","134","134","0.8195624236011327","0.8195624236011327","0.8195624236011327","134","134","134","1.2638220632819754","1.2638220632819754","1.2638220632819754","5120","5120","5120"
"5130","0.5751875840768464","0.5751875840768464","0.5751875840768464","135","135","135","0.5974059524901713","0.5974059524901713","0.5974059524901713","135","135","135","1.4351713636159313","1.4351713636159313","1.4351713636159313","135","135","135","0.8727943567405037","0.8727943567405037","0.8727943567405037","135","135","135","1.2755969071655966","1.2755969071655966","1.2755969071655966","5125","5125","5125"
"5135","0.5426070817047594","0.5426070817047594","0.5426070817047594","136","136","136","0.5971659397505006","0.5971659397505006","0.5971659397505006","136","136","136","1.4541945253847826","1.4541945253847826","1.4541945253847826","136","136","136","0.8885215862853867","0.8885215862853867","0.8885215862853867","136","136","136","1.294728507667591","1.294728507667591","1.294728507667591","5130","5130","5130"
"5140","0.528229633983949","0.528229633983949","0.528229633983949","137","137","137","0.6062588440484904","0.6062588440484904","0.6062588440484904","137","137","137","1.456069381394829","1.456069381394829","1.456069381394829","137","137","137","0.936006459708629","0.936006459708629","0.936006459708629","137","137","137","1.2978722455699467","1.2978722455699467","1.2978722455699467","5135","5135","5135"
"5145","0.5529536809687079","0.5529536809687079","0.5529536809687079","138","138","138","0.6079866625771198","0.6079866625771198","0.6079866625771198","138","138","138","1.4781435976015378","1.4781435976015378","1.4781435976015378","138","138","138","0.9397665250067326","0.9397665250067326","0.9397665250067326","138","138","138","1.3065502354376333","1.3065502354376333","1.3065502354376333","5140","5140","5140"
"5150","0.5468200629023646","0.5468200629023646","0.5468200629023646","139","139","139","0.6058676703399107","0.6058676703399107","0.6058676703399107","139","139","139","1.4751215117496788","1.4751215117496788","1.4751215117496788","139","139","139","0.9448074639176338","0.9448074639176338","0.9448074639176338","139","139","139","1.3317727034561146","1.3317727034561146","1.3317727034561146","5145","5145","5145"
"5155","0.535665634962595","0.535665634962595","0.535665634962595","140","140","140","0.5945404834298621","0.5945404834298621","0.5945404834298621","140","140","140","1.4056311380318391","1.4056311380318391","1.4056311380318391","140","140","140","0.9257827435207785","0.9257827435207785","0.9257827435207785","140","140","140","1.2939108914182031","1.2939108914182031","1.2939108914182031","5150","5150","5150"
"5160","0.5465883465052531","0.5465883465052531","0.5465883465052531","141","141","141","0.5989504296308977","0.5989504296308977","0.5989504296308977","141","141","141","1.4320519929395963","1.4320519929395963","1.4320519929395963","141","141","141","0.9405332502239468","0.9405332502239468","0.9405332502239468","141","141","141","1.3247123426422256","1.3247123426422256","1.3247123426422256","5155","5155","5155"
"5165","0.5421649581799239","0.5421649581799239","0.5421649581799239","142","142","142","0.6027311994071253","0.6027311994071253","0.6027311994071253","142","142","142","1.4160020969037637","1.4160020969037637","1.4160020969037637","142","142","142","0.9490087936403623","0.9490087936403623","0.9490087936403623","142","142","142","1.3268159473899077","1.3268159473899077","1.3268159473899077","5160","5160","5160"
"5170","0.5280239189778908","0.5280239189778908","0.5280239189778908","143","143","143","0.6184245455150305","0.6184245455150305","0.6184245455150305","143","143","143","1.436294483994847","1.436294483994847","1.436294483994847","143","143","143","0.9662970967517774","0.9662970967517774","0.9662970967517774","143","143","143","1.3203313178396467","1.3203313178396467","1.3203313178396467","5165","5165","5165"
"5175","0.5185655480274004","0.5185655480274004","0.5185655480274004","144","144","144","0.6083365181603748","0.6083365181603748","0.6083365181603748","144","144","144","1.4275360665541277","1.4275360665541277","1.4275360665541277","144","144","144","0.9923526287739142","0.9923526287739142","0.9923526287739142","144","144","144","1.2913056884530192","1.2913056884530192","1.2913056884530192","5170","5170","5170"
"5180","0.5186512248868892","0.5186512248868892","0.5186512248868892","145","145","145","0.6138529681373445","0.6138529681373445","0.6138529681373445","145","145","145","1.4108903028021167","1.4108903028021167","1.4108903028021167","145","145","145","0.9939212360954363","0.9939212360954363","0.9939212360954363","145","145","145","1.2910735311147563","1.2910735311147563","1.2910735311147563","5175","5175","5175"
