"iter","env1_muon - EMA/dropped_tokens","env1_muon - EMA/dropped_tokens__MIN","env1_muon - EMA/dropped_tokens__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/dropped_tokens","env1_lion - EMA/dropped_tokens__MIN","env1_lion - EMA/dropped_tokens__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/dropped_tokens","env1_adam - EMA/dropped_tokens__MIN","env1_adam - EMA/dropped_tokens__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/dropped_tokens"," env1_sgd - EMA/dropped_tokens__MIN"," env1_sgd - EMA/dropped_tokens__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/dropped_tokens","env1_adamw - EMA/dropped_tokens__MIN","env1_adamw - EMA/dropped_tokens__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"3700","79.84849246327151","79.84849246327151","79.84849246327151","74","74","74","0.0007782489874063144","0.0007782489874063144","0.0007782489874063144","74","74","74","390.2451127030651","390.2451127030651","390.2451127030651","74","74","74","62.1253881276181","62.1253881276181","62.1253881276181","74","74","74","325.8867630862275","325.8867630862275","325.8867630862275","3650","3650","3650"
"3750","0.4115211807990963","0.4115211807990963","0.4115211807990963","75","75","75","0.000004010920336416652","0.000004010920336416652","0.000004010920336416652","75","75","75","524.1112355866269","524.1112355866269","524.1112355866269","75","75","75","96.92018028507727","96.92018028507727","96.92018028507727","75","75","75","484.1795471199876","484.1795471199876","484.1795471199876","3700","3700","3700"
"3800","0.002120887658889483","0.002120887658889483","0.002120887658889483","76","76","76","2.067138178836021e-8","2.067138178836021e-8","2.067138178836021e-8","76","76","76","459.1011514918443","459.1011514918443","459.1011514918443","76","76","76","61.59950482224223","61.59950482224223","61.59950482224223","76","76","76","481.89535254583853","481.89535254583853","481.89535254583853","3750","3750","3750"
"3850","0.000010930578233895827","0.000010930578233895827","0.000010930578233895827","77","77","77","1.0653565496189954e-10","1.0653565496189954e-10","1.0653565496189954e-10","77","77","77","365.56610413221085","365.56610413221085","365.56610413221085","77","77","77","89.21747000073607","89.21747000073607","89.21747000073607","77","77","77","138.68358032047354","138.68358032047354","138.68358032047354","3800","3800","3800"
"3900","5.6333743103525254e-8","5.6333743103525254e-8","5.6333743103525254e-8","78","78","78","5.490608172382483e-13","5.490608172382483e-13","5.490608172382483e-13","78","78","78","420.8840455241132","420.8840455241132","420.8840455241132","78","78","78","73.15980678494962","73.15980678494962","73.15980678494962","78","78","78","278.8147439979181","278.8147439979181","278.8147439979181","3850","3850","3850"
"3950","11.600000000290333","11.600000000290333","11.600000000290333","79","79","79","12.500000000000004","12.500000000000004","12.500000000000004","79","79","79","540.1691417589788","540.1691417589788","540.1691417589788","79","79","79","71.8770491983806","71.8770491983806","71.8770491983806","79","79","79","222.43694851505177","222.43694851505177","222.43694851505177","3900","3900","3900"
"4000","0.05978379240640971","0.05978379240640971","0.05978379240640971","80","80","80","0.06442219009150148","0.06442219009150148","0.06442219009150148","80","80","80","451.2839103305568","451.2839103305568","451.2839103305568","80","80","80","0.3704381541339422","0.3704381541339422","0.3704381541339422","80","80","80","448.1463900304488","448.1463900304488","448.1463900304488","3950","3950","3950"
"4050","0.0003081122271037273","0.0003081122271037273","0.0003081122271037273","81","81","81","0.0003320174860948442","0.0003320174860948442","0.0003320174860948442","81","81","81","399.6258158285241","399.6258158285241","399.6258158285241","81","81","81","114.80190915497464","114.80190915497464","114.80190915497464","81","81","81","427.20964575418895","427.20964575418895","427.20964575418895","4000","4000","4000"
"4100","0.0000015879411571193768","0.0000015879411571193768","0.0000015879411571193768","82","82","82","0.0000017111434882323604","0.0000017111434882323604","0.0000017111434882323604","82","82","82","421.85958162182214","421.85958162182214","421.85958162182214","82","82","82","35.69166323315593","35.69166323315593","35.69166323315593","82","82","82","376.70174248061596","376.70174248061596","376.70174248061596","4050","4050","4050"
"4150","8.183891766245063e-9","8.183891766245063e-9","8.183891766245063e-9","83","83","83","8.818848885819202e-9","8.818848885819202e-9","8.818848885819202e-9","83","83","83","466.57416945273303","466.57416945273303","466.57416945273303","83","83","83","72.68394680907906","72.68394680907906","72.68394680907906","83","83","83","429.14143610095095","429.14143610095095","429.14143610095095","4100","4100","4100"
"4200","4.217793848426508e-11","4.217793848426508e-11","4.217793848426508e-11","84","84","84","4.545036474483765e-11","4.545036474483765e-11","4.545036474483765e-11","84","84","84","493.90461838690146","493.90461838690146","493.90461838690146","84","84","84","0.37459672303480596","0.37459672303480596","0.37459672303480596","84","84","84","513.1116984938109","513.1116984938109","513.1116984938109","4150","4150","4150"
"4250","2.173756136560786e-13","2.173756136560786e-13","2.173756136560786e-13","85","85","85","2.3424096298560083e-13","2.3424096298560083e-13","2.3424096298560083e-13","85","85","85","528.6454733770233","528.6454733770233","528.6454733770233","85","85","85","186.80193058730393","186.80193058730393","186.80193058730393","85","85","85","448.54446235028337","448.54446235028337","448.54446235028337","4200","4200","4200"
"4300","1.1203050483366944e-15","1.1203050483366944e-15","1.1203050483366944e-15","86","86","86","1.2072252675739795e-15","1.2072252675739795e-15","1.2072252675739795e-15","86","86","86","597.9245199341525","597.9245199341525","597.9245199341525","86","86","86","164.96273515854037","164.96273515854037","164.96273515854037","86","86","86","539.2116973294416","539.2116973294416","539.2116973294416","4250","4250","4250"
"4350","5.773800382753225e-18","5.773800382753225e-18","5.773800382753225e-18","87","87","87","6.2217676536731735e-18","6.2217676536731735e-18","6.2217676536731735e-18","87","87","87","554.9815685666854","554.9815685666854","554.9815685666854","87","87","87","0.8501808545918002","0.8501808545918002","0.8501808545918002","87","87","87","391.6789758771935","391.6789758771935","391.6789758771935","4300","4300","4300"
"4400","2.9756869264649e-20","2.9756869264649e-20","2.9756869264649e-20","88","88","88","3.206559187920707e-20","3.206559187920707e-20","3.206559187920707e-20","88","88","88","602.0602502485987","602.0602502485987","602.0602502485987","88","88","88","55.90438164101014","55.90438164101014","55.90438164101014","88","88","88","440.01862539510444","440.01862539510444","440.01862539510444","4350","4350","4350"
"4450","1.5336021506361413e-22","1.5336021506361413e-22","1.5336021506361413e-22","89","89","89","1.652588524351028e-22","1.652588524351028e-22","1.652588524351028e-22","89","89","89","391.3028831910442","391.3028831910442","391.3028831910442","89","89","89","49.68811861608201","49.68811861608201","49.68811861608201","89","89","89","276.6677570823204","276.6677570823204","276.6677570823204","4400","4400","4400"
"4500","7.90384074184136e-25","7.90384074184136e-25","7.90384074184136e-25","90","90","90","8.51706976470207e-25","8.51706976470207e-25","8.51706976470207e-25","90","90","90","387.8166870979429","387.8166870979429","387.8166870979429","90","90","90","4.756081393821945","4.756081393821945","4.756081393821945","90","90","90","405.32588342711574","405.32588342711574","405.32588342711574","4450","4450","4450"
"4550","4.073461845790868e-27","4.073461845790868e-27","4.073461845790868e-27","91","91","91","4.389506299233733e-27","4.389506299233733e-27","4.389506299233733e-27","91","91","91","529.8987200269504","529.8987200269504","529.8987200269504","91","91","91","0.02451177437147607","0.02451177437147607","0.02451177437147607","91","91","91","506.98895848889185","506.98895848889185","506.98895848889185","4500","4500","4500"
"4600","2.099370666880144e-29","2.099370666880144e-29","2.099370666880144e-29","92","92","92","2.2622528737366295e-29","2.2622528737366295e-29","2.2622528737366295e-29","92","92","92","568.6309788856655","568.6309788856655","568.6309788856655","92","92","92","0.00012632817504313812","0.00012632817504313812","0.00012632817504313812","92","92","92","400.81290712464516","400.81290712464516","400.81290712464516","4550","4550","4550"
"4650","1.0819684493941992e-31","1.0819684493941992e-31","1.0819684493941992e-31","93","93","93","1.1659142773352533e-31","1.1659142773352533e-31","1.1659142773352533e-31","93","93","93","394.8305962410951","394.8305962410951","394.8305962410951","93","93","93","6.510670165233214e-7","6.510670165233214e-7","6.510670165233214e-7","93","93","93","294.5656996235129","294.5656996235129","294.5656996235129","4600","4600","4600"
"4700","5.576222169590413e-34","5.576222169590413e-34","5.576222169590413e-34","94","94","94","6.008860096390984e-34","6.008860096390984e-34","6.008860096390984e-34","94","94","94","471.1348681379988","471.1348681379988","471.1348681379988","94","94","94","3.3554530480617717e-9","3.3554530480617717e-9","3.3554530480617717e-9","94","94","94","380.1181253996466","380.1181253996466","380.1181253996466","4650","4650","4650"
"4750","2.8738595568143873e-36","2.8738595568143873e-36","2.8738595568143873e-36","95","95","95","3.096831418903504e-36","3.096831418903504e-36","3.096831418903504e-36","95","95","95","637.2281232027137","637.2281232027137","637.2281232027137","95","95","95","1.7293250728427485e-11","1.7293250728427485e-11","1.7293250728427485e-11","95","95","95","382.7590433705377","382.7590433705377","382.7590433705377","4700","4700","4700"
"4800","1.4811226133229974e-38","1.4811226133229974e-38","1.4811226133229974e-38","96","96","96","1.5960372987994862e-38","1.5960372987994862e-38","1.5960372987994862e-38","96","96","96","392.7841305027693","392.7841305027693","392.7841305027693","96","96","96","25.20000000000009","25.20000000000009","25.20000000000009","96","96","96","386.47265406810067","386.47265406810067","386.47265406810067","4750","4750","4750"
"4850","7.633373003545251e-41","7.633373003545251e-41","7.633373003545251e-41","97","97","97","8.225617460510967e-41","8.225617460510967e-41","8.225617460510967e-41","97","97","97","602.724321113614","602.724321113614","602.724321113614","97","97","97","69.02987513522447","69.02987513522447","69.02987513522447","97","97","97","478.99179318284337","478.99179318284337","478.99179318284337","4800","4800","4800"
"4900","3.9340688533898234e-43","3.9340688533898234e-43","3.9340688533898234e-43","98","98","98","4.239298333288087e-43","4.239298333288087e-43","4.239298333288087e-43","98","98","98","341.1063056630042","341.1063056630042","341.1063056630042","98","98","98","0.3557644590363233","0.3557644590363233","0.3557644590363233","98","98","98","546.7686160282157","546.7686160282157","546.7686160282157","4850","4850","4850"
"4950","2.0275306520490772e-45","2.0275306520490772e-45","2.0275306520490772e-45","99","99","99","2.1848390646533647e-45","2.1848390646533647e-45","2.1848390646533647e-45","99","99","99","619.7579852211866","619.7579852211866","619.7579852211866","99","99","99","0.0018335300486270578","0.0018335300486270578","0.0018335300486270578","99","99","99","355.81792253742697","355.81792253742697","355.81792253742697","4900","4900","4900"
"4955","1.1972365747284595e-45","1.1972365747284595e-45","1.1972365747284595e-45","100","100","100","1.2901256192871657e-45","1.2901256192871657e-45","1.2901256192871657e-45","100","100","100","763.7608926932585","763.7608926932585","763.7608926932585","100","100","100","0.0010826811584137915","0.0010826811584137915","0.0010826811584137915","100","100","100","380.93380558749357","380.93380558749357","380.93380558749357","4950","4950","4950"
"4960","7.069562250114082e-46","7.069562250114082e-46","7.069562250114082e-46","101","101","101","7.618062769328785e-46","7.618062769328785e-46","7.618062769328785e-46","101","101","101","1045.4931695264422","1045.4931695264422","1045.4931695264422","101","101","101","0.0006393123972317598","0.0006393123972317598","0.0006393123972317598","101","101","101","765.9376028613591","765.9376028613591","765.9376028613591","4955","4955","4955"
"4965","4.174505813069864e-46","4.174505813069864e-46","4.174505813069864e-46","102","102","102","4.498389884660954e-46","4.498389884660954e-46","4.498389884660954e-46","102","102","102","1232.8532616736688","1232.8532616736688","1232.8532616736688","102","102","102","3.2003775075774414","3.2003775075774414","3.2003775075774414","102","102","102","1061.878495113604","1061.878495113604","1061.878495113604","4960","4960","4960"
"4970","2.465003937559624e-46","2.465003937559624e-46","2.465003937559624e-46","103","103","103","2.656254242993447e-46","2.656254242993447e-46","2.656254242993447e-46","103","103","103","1323.3875224856847","1323.3875224856847","1323.3875224856847","103","103","103","1.8897909144494038","1.8897909144494038","1.8897909144494038","103","103","103","1059.028632579632","1059.028632579632","1059.028632579632","4965","4965","4965"
"4975","1.4555601750895827e-46","1.4555601750895827e-46","1.4555601750895827e-46","104","104","104","1.5684915679452008e-46","1.5684915679452008e-46","1.5684915679452008e-46","104","104","104","1211.3470981525722","1211.3470981525722","1211.3470981525722","104","104","104","1.1159026370732288","1.1159026370732288","1.1159026370732288","104","104","104","1015.545817251947","1015.545817251947","1015.545817251947","4970","4970","4970"
"4980","8.594937277886479e-47","8.594937277886479e-47","8.594937277886479e-47","105","105","105","9.261785859559618e-47","9.261785859559618e-47","9.261785859559618e-47","105","105","105","1258.8883479881124","1258.8883479881124","1258.8883479881124","105","105","105","23.758929348165374","23.758929348165374","23.758929348165374","105","105","105","1059.1696496291024","1059.1696496291024","1059.1696496291024","4975","4975","4975"
"4985","5.075224513219187e-47","5.075224513219187e-47","5.075224513219187e-47","106","106","106","5.468991932211359e-47","5.468991932211359e-47","5.468991932211359e-47","106","106","106","1376.2609806035007","1376.2609806035007","1376.2609806035007","106","106","106","30.929410190798176","30.929410190798176","30.929410190798176","106","106","106","920.2290864094889","920.2290864094889","920.2290864094889","4980","4980","4980"
"4990","2.9968693228107986e-47","2.9968693228107986e-47","2.9968693228107986e-47","107","107","107","3.2293850460514854e-47","3.2293850460514854e-47","3.2293850460514854e-47","107","107","107","1325.7683464365612","1325.7683464365612","1325.7683464365612","107","107","107","18.263507423564416","18.263507423564416","18.263507423564416","107","107","107","1058.286073233939","1058.286073233939","1058.286073233939","4985","4985","4985"
"4995","1.7696213664265488e-47","1.7696213664265488e-47","1.7696213664265488e-47","108","108","108","1.906919575842942e-47","1.906919575842942e-47","1.906919575842942e-47","108","108","108","1263.4529508873252","1263.4529508873252","1263.4529508873252","108","108","108","10.784418498540553","10.784418498540553","10.784418498540553","108","108","108","1230.207343383909","1230.207343383909","1230.207343383909","4990","4990","4990"
"5000","1200.9","1200.9","1200.9","109","109","109","503.3","503.3","503.3","109","109","109","978.4563329694566","978.4563329694566","978.4563329694566","109","109","109","1646.9680912792032","1646.9680912792032","1646.9680912792032","109","109","109","1097.8251341947644","1097.8251341947644","1097.8251341947644","4995","4995","4995"
"5005","1557.419441","1557.419441","1557.419441","110","110","110","689.5936170000001","689.5936170000001","689.5936170000001","110","110","110","577.7686800551345","577.7686800551345","577.7686800551345","110","110","110","2528.7181882194573","2528.7181882194573","2528.7181882194573","110","110","110","1227.7547634906664","1227.7547634906664","1227.7547634906664","5000","5000","5000"
"5010","1694.34060571609","1694.34060571609","1694.34060571609","111","111","111","775.8981349023302","775.8981349023302","775.8981349023302","111","111","111","341.16662788575644","341.16662788575644","341.16662788575644","111","111","111","1727.3828029617077","1727.3828029617077","1727.3828029617077","111","111","111","1121.3769102936037","1121.3769102936037","1121.3769102936037","5005","5005","5005"
"5015","1645.7911842692943","1645.7911842692943","1645.7911842692943","112","112","112","552.160089678477","552.160089678477","552.160089678477","112","112","112","201.45548210026035","201.45548210026035","201.45548210026035","112","112","112","1429.4022713208587","1429.4022713208587","1429.4022713208587","112","112","112","662.1618517592701","662.1618517592701","662.1618517592701","5010","5010","5010"
"5020","1597.7232363991757","1597.7232363991757","1597.7232363991757","113","113","113","472.9450113542439","472.9450113542439","472.9450113542439","113","113","113","118.95744762538278","118.95744762538278","118.95744762538278","113","113","113","1591.547747192254","1591.547747192254","1591.547747192254","113","113","113","390.99995184533145","390.99995184533145","390.99995184533145","5015","5015","5015"
"5025","1465.9395938613493","1465.9395938613493","1465.9395938613493","114","114","114","326.66929975456753","326.66929975456753","326.66929975456753","114","114","114","70.2431832483123","70.2431832483123","70.2431832483123","114","114","114","1459.8930292395544","1459.8930292395544","1459.8930292395544","114","114","114","230.88156156514978","230.88156156514978","230.88156156514978","5020","5020","5020"
"5030","1552.5226707791883","1552.5226707791883","1552.5226707791883","115","115","115","256.7949548120746","256.7949548120746","256.7949548120746","115","115","115","41.47789727629594","41.47789727629594","41.47789727629594","115","115","115","1370.4522348356647","1370.4522348356647","1370.4522348356647","115","115","115","136.3332532886053","136.3332532886053","136.3332532886053","5025","5025","5025"
"5035","1661.7491118684031","1661.7491118684031","1661.7491118684031","116","116","116","199.63485286698196","199.63485286698196","199.63485286698196","116","116","116","24.49228356267999","24.49228356267999","24.49228356267999","116","116","116","1253.9383401481118","1253.9383401481118","1253.9383401481118","116","116","116","80.50342273438856","80.50342273438856","80.50342273438856","5030","5030","5030"
"5040","1651.7462330671733","1651.7462330671733","1651.7462330671733","117","117","117","117.88238426942418","117.88238426942418","117.88238426942418","117","117","117","14.462448520926909","14.462448520926909","14.462448520926909","117","117","117","1196.7380504740586","1196.7380504740586","1196.7380504740586","117","117","117","47.53646609042911","47.53646609042911","47.53646609042911","5035","5035","5035"
"5045","1619.6396331638352","1619.6396331638352","1619.6396331638352","118","118","118","69.6083690872523","69.6083690872523","69.6083690872523","118","118","118","8.539931227122132","8.539931227122132","8.539931227122132","118","118","118","1257.461851424427","1257.461851424427","1257.461851424427","118","118","118","28.069807861737484","28.069807861737484","28.069807861737484","5040","5040","5040"
"5050","1407.6810069869132","1407.6810069869132","1407.6810069869132","119","119","119","70.2030458623316","70.2030458623316","70.2030458623316","119","119","119","5.042743990303348","5.042743990303348","5.042743990303348","119","119","119","1273.71864864761","1273.71864864761","1273.71864864761","119","119","119","16.574940844277368","16.574940844277368","16.574940844277368","5045","5045","5045"
"5055","1317.4215578157025","1317.4215578157025","1317.4215578157025","120","120","120","41.454196551248195","41.454196551248195","41.454196551248195","120","120","120","2.9776898988342246","2.9776898988342246","2.9776898988342246","120","120","120","1267.7181248399274","1267.7181248399274","1267.7181248399274","120","120","120","9.787336819137344","9.787336819137344","9.787336819137344","5050","5050","5050"
"5060","1365.824255674594","1365.824255674594","1365.824255674594","121","121","121","24.478288521546553","24.478288521546553","24.478288521546553","121","121","121","1.7582961083626214","1.7582961083626214","1.7582961083626214","121","121","121","1260.174875536729","1260.174875536729","1260.174875536729","121","121","121","5.779324518332411","5.779324518332411","5.779324518332411","5055","5055","5055"
"5065","1359.9055647332912","1359.9055647332912","1359.9055647332912","122","122","122","14.454184589088026","14.454184589088026","14.454184589088026","122","122","122","1.0382562690270447","1.0382562690270447","1.0382562690270447","122","122","122","1194.420662255683","1194.420662255683","1194.420662255683","122","122","122","3.4126333348301054","3.4126333348301054","3.4126333348301054","5060","5060","5060"
"5070","1323.7106369193611","1323.7106369193611","1323.7106369193611","123","123","123","8.53505145801059","8.53505145801059","8.53505145801059","123","123","123","0.6130799442977797","0.6130799442977797","0.6130799442977797","123","123","123","1122.3934568553586","1122.3934568553586","1122.3934568553586","123","123","123","2.0151258578838287","2.0151258578838287","2.0151258578838287","5065","5065","5065"
"5075","1327.5378939945135","1327.5378939945135","1327.5378939945135","124","124","124","5.039862535440674","5.039862535440674","5.039862535440674","124","124","124","0.3620175763083959","0.3620175763083959","0.3620175763083959","124","124","124","994.0621123385208","994.0621123385208","994.0621123385208","124","124","124","1.1899116678218222","1.1899116678218222","1.1899116678218222","5070","5070","5070"
"5080","1388.0978510248206","1388.0978510248206","1388.0978510248206","125","125","125","2.9759884285523643","2.9759884285523643","2.9759884285523643","125","125","125","0.21376775863434472","0.21376775863434472","0.21376775863434472","125","125","125","1013.2837367147731","1013.2837367147731","1013.2837367147731","125","125","125","0.7026309407321079","0.7026309407321079","0.7026309407321079","5075","5075","5075"
"5085","1172.7579000516464","1172.7579000516464","1172.7579000516464","126","126","126","1.7572914071758856","1.7572914071758856","1.7572914071758856","126","126","126","0.12622772379599423","0.12622772379599423","0.12622772379599423","126","126","126","950.3339136927063","950.3339136927063","950.3339136927063","126","126","126","0.4148965441929025","0.4148965441929025","0.4148965441929025","5080","5080","5080"
"5090","1104.4018124014967","1104.4018124014967","1104.4018124014967","127","127","127","1.0376630030232887","1.0376630030232887","1.0376630030232887","127","127","127","0.07453620862429665","0.07453620862429665","0.07453620862429665","127","127","127","983.5626726964063","983.5626726964063","983.5626726964063","127","127","127","0.244992260380467","0.244992260380467","0.244992260380467","5085","5085","5085"
"5095","1186.23822620496","1186.23822620496","1186.23822620496","128","128","128","0.6127296266552219","0.6127296266552219","0.6127296266552219","128","128","128","0.04401288583056093","0.04401288583056093","0.04401288583056093","128","128","128","977.1839226005009","977.1839226005009","977.1839226005009","128","128","128","0.144665479832062","0.144665479832062","0.144665479832062","5090","5090","5090"
"5100","700.461810191767","700.461810191767","700.461810191767","129","129","129","0.361810717243642","0.361810717243642","0.361810717243642","129","129","129","566.4259891689541","566.4259891689541","566.4259891689541","129","129","129","613.5173344563697","613.5173344563697","613.5173344563697","129","129","129","0.08542351918603429","0.08542351918603429","0.08542351918603429","5095","5095","5095"
"5105","413.6156943001365","413.6156943001365","413.6156943001365","130","130","130","0.21364561042519822","0.21364561042519822","0.21364561042519822","130","130","130","999.5688823443757","999.5688823443757","999.5688823443757","130","130","130","362.2758508231418","362.2758508231418","362.2758508231418","130","130","130","628.9504417338443","628.9504417338443","628.9504417338443","5100","5100","5100"
"5110","280.73593132728763","280.73593132728763","280.73593132728763","131","131","131","0.12615559649997532","0.12615559649997532","0.12615559649997532","131","131","131","1365.6354293355307","1365.6354293355307","1365.6354293355307","131","131","131","213.92026715255702","213.92026715255702","213.92026715255702","131","131","131","865.1889463394177","865.1889463394177","865.1889463394177","5105","5105","5105"
"5115","165.77176008945008","165.77176008945008","165.77176008945008","132","132","132","0.07449361817727043","0.07449361817727043","0.07449361817727043","132","132","132","1540.8940646683377","1540.8940646683377","1540.8940646683377","132","132","132","126.31777855091339","126.31777855091339","126.31777855091339","132","132","132","1165.485420923963","1165.485420923963","1165.485420923963","5110","5110","5110"
"5120","97.8865666152194","97.8865666152194","97.8865666152194","133","133","133","0.04398773659749642","0.04398773659749642","0.04398773659749642","133","133","133","1805.7825362460069","1805.7825362460069","1805.7825362460069","133","133","133","93.78938505652884","93.78938505652884","93.78938505652884","133","133","133","1078.807486201391","1078.807486201391","1078.807486201391","5115","5115","5115"
"5125","57.80103872062091","57.80103872062091","57.80103872062091","134","134","134","0.025974318583455665","0.025974318583455665","0.025974318583455665","134","134","134","1987.896529827905","1987.896529827905","1987.896529827905","134","134","134","55.381693982029724","55.381693982029724","55.381693982029724","134","134","134","1444.4250325270596","1444.4250325270596","1444.4250325270596","5120","5120","5120"
"5130","34.130935354139446","34.130935354139446","34.130935354139446","135","135","135","0.015337575380344736","0.015337575380344736","0.015337575380344736","135","135","135","1875.6330218980797","1875.6330218980797","1875.6330218980797","135","135","135","68.60233647944874","68.60233647944874","68.60233647944874","135","135","135","1594.2185374569037","1594.2185374569037","1594.2185374569037","5125","5125","5125"
"5135","20.153976017265805","20.153976017265805","20.153976017265805","136","136","136","0.009056684886339764","0.009056684886339764","0.009056684886339764","136","136","136","1800.7425431005975","1800.7425431005975","1800.7425431005975","136","136","136","40.50899366774969","40.50899366774969","40.50899366774969","136","136","136","1439.070104182927","1439.070104182927","1439.070104182927","5130","5130","5130"
"5140","11.900721298435286","11.900721298435286","11.900721298435286","137","137","137","0.005347881858534769","0.005347881858534769","0.005347881858534769","137","137","137","1878.820464275472","1878.820464275472","1878.820464275472","137","137","137","124.72015567086953","124.72015567086953","124.72015567086953","137","137","137","1534.5565058189768","1534.5565058189768","1534.5565058189768","5135","5135","5135"
"5145","7.027256919513054","7.027256919513054","7.027256919513054","138","138","138","0.003157870758646196","0.003157870758646196","0.003157870758646196","138","138","138","1898.3246959500239","1898.3246959500239","1898.3246959500239","138","138","138","128.54600472209177","128.54600472209177","128.54600472209177","138","138","138","1588.2402711210477","1588.2402711210477","1588.2402711210477","5140","5140","5140"
"5150","4.149524938403264","4.149524938403264","4.149524938403264","139","139","139","0.001864691104272992","0.001864691104272992","0.001864691104272992","139","139","139","1863.5417497115295","1863.5417497115295","1863.5417497115295","139","139","139","140.90513032834798","140.90513032834798","140.90513032834798","139","139","139","1654.739997694268","1654.739997694268","1654.739997694268","5145","5145","5145"
"5155","2.450252980877744","2.450252980877744","2.450252980877744","140","140","140","0.0011010814501621593","0.0011010814501621593","0.0011010814501621593","140","140","140","1744.1027677871614","1744.1027677871614","1744.1027677871614","140","140","140","100.8030704075862","100.8030704075862","100.8030704075862","140","140","140","1346.1074212384885","1346.1074212384885","1346.1074212384885","5150","5150","5150"
"5160","1.446849882678499","1.446849882678499","1.446849882678499","141","141","141","0.0006501775855062536","0.0006501775855062536","0.0006501775855062536","141","141","141","1732.6752433506413","1732.6752433506413","1732.6752433506413","141","141","141","190.8232050449756","190.8232050449756","190.8232050449756","141","141","141","1520.5629711671152","1520.5629711671152","1520.5629711671152","5155","5155","5155"
"5165","0.854350387222827","0.854350387222827","0.854350387222827","142","142","142","0.0003839233624655877","0.0003839233624655877","0.0003839233624655877","142","142","142","1575.7274044461205","1575.7274044461205","1575.7274044461205","142","142","142","268.67919434700764","268.67919434700764","268.67919434700764","142","142","142","1470.9772288444701","1470.9772288444701","1470.9772288444701","5160","5160","5160"
"5170","0.5044853601512072","0.5044853601512072","0.5044853601512072","143","143","143","0.0002267029063023049","0.0002267029063023049","0.0002267029063023049","143","143","143","1642.4512750513898","1642.4512750513898","1642.4512750513898","143","143","143","374.2523774699646","374.2523774699646","374.2523774699646","143","143","143","1563.597343860371","1563.597343860371","1563.597343860371","5165","5165","5165"
"5175","0.2978935603156863","0.2978935603156863","0.2978935603156863","144","144","144","0.00013386579914244804","0.00013386579914244804","0.00013386579914244804","144","144","144","1744.5510534050954","1744.5510534050954","1744.5510534050954","144","144","144","392.19228637223944","392.19228637223944","392.19228637223944","144","144","144","1282.4885955761106","1282.4885955761106","1282.4885955761106","5170","5170","5170"
"5180","0.17590316843080966","0.17590316843080966","0.17590316843080966","145","145","145","0.00007904641573562415","0.00007904641573562415","0.00007904641573562415","145","145","145","1600.6399515251749","1600.6399515251749","1600.6399515251749","145","145","145","368.58562317994375","368.58562317994375","368.58562317994375","145","145","145","1246.0966908017376","1246.0966908017376","1246.0966908017376","5175","5175","5175"
"5185","0.10386906192670882","0.10386906192670882","0.10386906192670882","146","146","146","0.000046676118027728716","0.000046676118027728716","0.000046676118027728716","146","146","146","1640.9618849761005","1640.9618849761005","1640.9618849761005","146","146","146","424.94612463152504","424.94612463152504","424.94612463152504","146","146","146","1378.0076349515182","1378.0076349515182","1378.0076349515182","5180","5180","5180"
"5190","0.06133364237710229","0.06133364237710229","0.06133364237710229","147","147","147","0.000027561780934193535","0.000027561780934193535","0.000027561780934193535","147","147","147","1677.0715834595376","1677.0715834595376","1677.0715834595376","147","147","147","441.42643713366925","441.42643713366925","441.42643713366925","147","147","147","1320.499728362522","1320.499728362522","1320.499728362522","5185","5185","5185"
"5195","0.036216902487255134","0.036216902487255134","0.036216902487255134","148","148","148","0.00001627495602383194","0.00001627495602383194","0.00001627495602383194","148","148","148","1610.9939993170224","1610.9939993170224","1610.9939993170224","148","148","148","422.05789686306036","422.05789686306036","422.05789686306036","148","148","148","1352.641884600786","1352.641884600786","1352.641884600786","5190","5190","5190"
"5200","0.02138571874969929","0.02138571874969929","0.02138571874969929","149","149","149","0.000009610198782512523","0.000009610198782512523","0.000009610198782512523","149","149","149","1722.0758466567088","1722.0758466567088","1722.0758466567088","149","149","149","522.6209675186685","522.6209675186685","522.6209675186685","149","149","149","1436.4215064379184","1436.4215064379184","1436.4215064379184","5195","5195","5195"
"5205","0.012628053064509934","0.012628053064509934","0.012628053064509934","150","150","150","0.000005674726279085821","0.000005674726279085821","0.000005674726279085821","150","150","150","1686.2685666923203","1686.2685666923203","1686.2685666923203","150","150","150","487.80245511009855","487.80245511009855","487.80245511009855","150","150","150","1459.2925353365267","1459.2925353365267","1459.2925353365267","5200","5200","5200"
"5210","0.007456739054062471","0.007456739054062471","0.007456739054062471","151","151","151","0.0000033508691205373867","0.0000033508691205373867","0.0000033508691205373867","151","151","151","1473.1247259461484","1473.1247259461484","1473.1247259461484","151","151","151","532.0424717179621","532.0424717179621","532.0424717179621","151","151","151","1462.8976491908656","1462.8976491908656","1462.8976491908656","5205","5205","5205"
