"iter","env1_muon - EMA/dropped_tokens","env1_muon - EMA/dropped_tokens__MIN","env1_muon - EMA/dropped_tokens__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - EMA/dropped_tokens","env1_lion - EMA/dropped_tokens__MIN","env1_lion - EMA/dropped_tokens__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - EMA/dropped_tokens","env1_adam - EMA/dropped_tokens__MIN","env1_adam - EMA/dropped_tokens__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - EMA/dropped_tokens"," env1_sgd - EMA/dropped_tokens__MIN"," env1_sgd - EMA/dropped_tokens__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - EMA/dropped_tokens","env1_adamw - EMA/dropped_tokens__MIN","env1_adamw - EMA/dropped_tokens__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"5215","0.004403129844033349","0.004403129844033349","0.004403129844033349","152","152","152","0.0000019786547069861213","0.0000019786547069861213","0.0000019786547069861213","152","152","152","1454.1654194239413","1454.1654194239413","1454.1654194239413","152","152","152","481.76575912473953","481.76575912473953","481.76575912473953","152","152","152","1298.0264328707144","1298.0264328707144","1298.0264328707144","5210","5210","5210"
"5220","0.0026000041416032525","0.0026000041416032525","0.0026000041416032525","153","153","153","0.000001168375817928235","0.000001168375817928235","0.000001168375817928235","153","153","153","1498.9701385156434","1498.9701385156434","1498.9701385156434","153","153","153","395.6778631055675","395.6778631055675","395.6778631055675","153","153","153","1263.6716283458284","1263.6716283458284","1263.6716283458284","5215","5215","5215"
"5225","0.0015352764455753046","0.0015352764455753046","0.0015352764455753046","154","154","154","6.899142367284435e-7","6.899142367284435e-7","6.899142367284435e-7","154","154","154","1577.5268770921025","1577.5268770921025","1577.5268770921025","154","154","154","449.8438213852065","449.8438213852065","449.8438213852065","154","154","154","1410.9854598219283","1410.9854598219283","1410.9854598219283","5220","5220","5220"
"5230","0.0009065653883477618","0.0009065653883477618","0.0009065653883477618","155","155","155","4.073874576457787e-7","4.073874576457787e-7","4.073874576457787e-7","155","155","155","1560.413845654116","1560.413845654116","1560.413845654116","155","155","155","538.5282780897508","538.5282780897508","538.5282780897508","155","155","155","1276.3728041702507","1276.3728041702507","1276.3728041702507","5225","5225","5225"
"5235","0.0005353177961654699","0.0005353177961654699","0.0005353177961654699","156","156","156","2.405582198652559e-7","2.405582198652559e-7","2.405582198652559e-7","156","156","156","1411.108771720299","1411.108771720299","1411.108771720299","156","156","156","413.09556292921695","413.09556292921695","413.09556292921695","156","156","156","","","","","",""
"5240","0.0003160998054577484","0.0003160998054577484","0.0003160998054577484","157","157","157","1.4204722324823496e-7","1.4204722324823496e-7","1.4204722324823496e-7","157","157","157","1408.4456186131194","1408.4456186131194","1408.4456186131194","157","157","157","340.52879895407335","340.52879895407335","340.52879895407335","157","157","157","1053.281841344146","1053.281841344146","1053.281841344146","5235","5235","5235"
"5245","0.00018665377412474586","0.00018665377412474586","0.00018665377412474586","158","158","158","8.387746485585028e-8","8.387746485585028e-8","8.387746485585028e-8","158","158","158","1429.373053334861","1429.373053334861","1429.373053334861","158","158","158","422.9788504943908","422.9788504943908","422.9788504943908","158","158","158","1089.352394495305","1089.352394495305","1089.352394495305","5240","5240","5240"
"5250","0.0001102171870829212","0.0001102171870829212","0.0001102171870829212","159","159","159","4.952880422273103e-8","4.952880422273103e-8","4.952880422273103e-8","159","159","159","1527.4304942637023","1527.4304942637023","1527.4304942637023","159","159","159","509.8647814284329","509.8647814284329","509.8647814284329","159","159","159","1223.1516954255326","1223.1516954255326","1223.1516954255326","5245","5245","5245"
"5255","0.00006508214680059415","0.00006508214680059415","0.00006508214680059415","160","160","160","2.924626360548045e-8","2.924626360548045e-8","2.924626360548045e-8","160","160","160","1494.2324325577738","1494.2324325577738","1494.2324325577738","160","160","160","480.4700547856754","480.4700547856754","480.4700547856754","160","160","160","1201.7588446318227","1201.7588446318227","1201.7588446318227","5250","5250","5250"
"5260","0.000038430356864282845","0.000038430356864282845","0.000038430356864282845","161","161","161","1.7269626196400155e-8","1.7269626196400155e-8","1.7269626196400155e-8","161","161","161","1487.5293091010399","1487.5293091010399","1487.5293091010399","161","161","161","492.71276265039353","492.71276265039353","492.71276265039353","161","161","161","1201.9265801666452","1201.9265801666452","1201.9265801666452","5255","5255","5255"
"5265","0.00002269274142479038","0.00002269274142479038","0.00002269274142479038","162","162","162","1.0197541572712328e-8","1.0197541572712328e-8","1.0197541572712328e-8","162","162","162","1484.3711817310732","1484.3711817310732","1484.3711817310732","162","162","162","465.641959217431","465.641959217431","465.641959217431","162","162","162","1340.9256263226025","1340.9256263226025","1340.9256263226025","5260","5260","5260"
"5270","0.000013399836883924473","0.000013399836883924473","0.000013399836883924473","163","163","163","6.021546323270903e-9","6.021546323270903e-9","6.021546323270903e-9","163","163","163","1575.0063391003814","1575.0063391003814","1575.0063391003814","163","163","163","462.85692049830095","462.85692049830095","462.85692049830095","163","163","163","1270.9031730872337","1270.9031730872337","1270.9031730872337","5265","5265","5265"
"5275","0.000007912469681588562","0.000007912469681588562","0.000007912469681588562","164","164","164","3.5556628884282356e-9","3.5556628884282356e-9","3.5556628884282356e-9","164","164","164","1654.1254931753845","1654.1254931753845","1654.1254931753845","164","164","164","461.91238298504175","461.91238298504175","461.91238298504175","164","164","164","1121.7556146762806","1121.7556146762806","1121.7556146762806","5270","5270","5270"
"5280","0.000004672234222281231","0.000004672234222281231","0.000004672234222281231","165","165","165","2.099583378987989e-9","2.099583378987989e-9","2.099583378987989e-9","165","165","165","1438.7445624651332","1438.7445624651332","1438.7445624651332","165","165","165","492.6546430288373","492.6546430288373","492.6546430288373","165","165","165","1118.985472910197","1118.985472910197","1118.985472910197","5275","5275","5275"
"5285","0.0000027589075859148446","0.0000027589075859148446","0.0000027589075859148446","166","166","166","1.2397829894586179e-9","1.2397829894586179e-9","1.2397829894586179e-9","166","166","166","1567.2642766900365","1567.2642766900365","1567.2642766900365","166","166","166","534.3076401620982","534.3076401620982","534.3076401620982","166","166","166","913.0497318987423","913.0497318987423","913.0497318987423","5280","5280","5280"
"5290","0.000001629107340406857","0.000001629107340406857","0.000001629107340406857","167","167","167","7.320794574454193e-10","7.320794574454193e-10","7.320794574454193e-10","167","167","167","1619.9538827426998","1619.9538827426998","1619.9538827426998","167","167","167","488.1033184393174","488.1033184393174","488.1033184393174","167","167","167","1115.6467361888883","1115.6467361888883","1115.6467361888883","5285","5285","5285"
"5295","9.619715934368452e-7","9.619715934368452e-7","9.619715934368452e-7","168","168","168","4.3228559882694576e-10","4.3228559882694576e-10","4.3228559882694576e-10","168","168","168","1646.0665682207368","1646.0665682207368","1646.0665682207368","168","168","168","491.22012850523254","491.22012850523254","491.22012850523254","168","168","168","1241.0782412521767","1241.0782412521767","1241.0782412521767","5290","5290","5290"
"5300","5.680346062085229e-7","5.680346062085229e-7","5.680346062085229e-7","169","169","169","2.5526032325132323e-10","2.5526032325132323e-10","2.5526032325132323e-10","169","169","169","1505.285847868663","1505.285847868663","1505.285847868663","169","169","169","298.7605736810548","298.7605736810548","298.7605736810548","169","169","169","1417.144290676998","1417.144290676998","1417.144290676998","5295","5295","5295"
"5350","2.9275226703773308e-9","2.9275226703773308e-9","2.9275226703773308e-9","170","170","170","1.3155543253851887e-12","1.3155543253851887e-12","1.3155543253851887e-12","170","170","170","726.1579048826754","726.1579048826754","726.1579048826754","170","170","170","288.9397448375622","288.9397448375622","288.9397448375622","170","170","170","1416.0095322018608","1416.0095322018608","1416.0095322018608","5300","5300","5300"
"5400","1.508779375745828e-11","1.508779375745828e-11","1.508779375745828e-11","171","171","171","6.780071266052934e-15","6.780071266052934e-15","6.780071266052934e-15","171","171","171","425.04245460678385","425.04245460678385","425.04245460678385","171","171","171","87.48913049335323","87.48913049335323","87.48913049335323","171","171","171","396.2977948203909","396.2977948203909","396.2977948203909","5350","5350","5350"
"5450","7.775909740034775e-14","7.775909740034775e-14","7.775909740034775e-14","172","172","172","3.494296319484716e-17","3.494296319484716e-17","3.494296319484716e-17","172","172","172","592.490573264611","592.490573264611","592.490573264611","172","172","172","155.75089931164666","155.75089931164666","155.75089931164666","172","172","172","563.042429749661","563.042429749661","563.042429749661","5400","5400","5400"
"5500","4.007529083255024e-16","4.007529083255024e-16","4.007529083255024e-16","173","173","173","1.8008817738390267e-19","1.8008817738390267e-19","1.8008817738390267e-19","173","173","173","525.653563227062","525.653563227062","525.653563227062","173","173","173","58.40270512339018","58.40270512339018","58.40270512339018","173","173","173","381.7017941151131","381.7017941151131","381.7017941151131","5450","5450","5450"
"5550","2.065390403189408e-18","2.065390403189408e-18","2.065390403189408e-18","174","174","174","9.281339837326251e-22","9.281339837326251e-22","9.281339837326251e-22","174","174","174","637.9091003017992","637.9091003017992","637.9091003017992","174","174","174","98.40099441370536","98.40099441370536","98.40099441370536","174","174","174","362.0672052431001","362.0672052431001","362.0672052431001","5500","5500","5500"
"5600","1.0644557853394475e-20","1.0644557853394475e-20","1.0644557853394475e-20","175","175","175","4.783393914432458e-24","4.783393914432458e-24","4.783393914432458e-24","175","175","175","617.7876401056593","617.7876401056593","617.7876401056593","175","175","175","219.407136605385","219.407136605385","219.407136605385","175","175","175","550.0660129857656","550.0660129857656","550.0660129857656","5550","5550","5550"
"5650","5.48596583577091e-23","5.48596583577091e-23","5.48596583577091e-23","176","176","176","2.4652536963047934e-26","2.4652536963047934e-26","2.4652536963047934e-26","176","176","176","741.2839386229654","741.2839386229654","741.2839386229654","176","176","176","305.530775060946","305.530775060946","305.530775060946","176","176","176","495.1349165801155","495.1349165801155","495.1349165801155","5600","5600","5600"
"5700","2.8273434712601313e-25","2.8273434712601313e-25","2.8273434712601313e-25","177","177","177","1.270536337976993e-28","1.270536337976993e-28","1.270536337976993e-28","177","177","177","673.2204107844598","673.2204107844598","673.2204107844598","177","177","177","195.0746369335824","195.0746369335824","195.0746369335824","177","177","177","625.5518140573491","625.5518140573491","625.5518140573491","5650","5650","5650"
"5750","1.4571492684758867e-27","1.4571492684758867e-27","1.4571492684758867e-27","178","178","178","6.548058678665124e-31","6.548058678665124e-31","6.548058678665124e-31","178","178","178","514.7696266621629","514.7696266621629","514.7696266621629","178","178","178","115.00537082740527","115.00537082740527","115.00537082740527","178","178","178","552.7239534301829","552.7239534301829","552.7239534301829","5700","5700","5700"
"5800","7.509819773235678e-30","7.509819773235678e-30","7.509819773235678e-30","179","179","179","3.3747222474181646e-33","3.3747222474181646e-33","3.3747222474181646e-33","179","179","179","701.6530069393729","701.6530069393729","701.6530069393729","179","179","179","139.99271182887895","139.99271182887895","139.99271182887895","179","179","179","437.5486150076805","437.5486150076805","437.5486150076805","5750","5750","5750"
"5850","3.870392295874442e-32","3.870392295874442e-32","3.870392295874442e-32","180","180","180","1.7392559850335375e-35","1.7392559850335375e-35","1.7392559850335375e-35","180","180","180","515.2161618713058","515.2161618713058","515.2161618713058","180","180","180","49.62149096742919","49.62149096742919","49.62149096742919","180","180","180","453.6550272040239","453.6550272040239","453.6550272040239","5800","5800","5800"
"5900","1.99471318570805e-34","1.99471318570805e-34","1.99471318570805e-34","181","181","181","8.963734374848983e-38","8.963734374848983e-38","8.963734374848983e-38","181","181","181","494.555308281463","494.555308281463","494.555308281463","181","181","181","8.155738009898196","8.155738009898196","8.155738009898196","181","181","181","466.53803603188027","466.53803603188027","466.53803603188027","5850","5850","5850"
"5950","1.0280303362216678e-36","1.0280303362216678e-36","1.0280303362216678e-36","182","182","182","4.619707198609981e-40","4.619707198609981e-40","4.619707198609981e-40","182","182","182","436.9488268864696","436.9488268864696","436.9488268864696","182","182","182","97.84203284035283","97.84203284035283","97.84203284035283","182","182","182","498.10443216337296","498.10443216337296","498.10443216337296","5900","5900","5900"
"6000","5.298237259192196e-39","5.298237259192196e-39","5.298237259192196e-39","183","183","183","2.3808932425274398e-42","2.3808932425274398e-42","2.3808932425274398e-42","183","183","183","504.9519360308751","504.9519360308751","504.9519360308751","183","183","183","10.704255843086413","10.704255843086413","10.704255843086413","183","183","183","523.4671182731398","523.4671182731398","523.4671182731398","5950","5950","5950"
"6050","2.7305923828924444e-41","2.7305923828924444e-41","2.7305923828924444e-41","184","184","184","1.227058856461393e-44","1.227058856461393e-44","1.227058856461393e-44","184","184","184","704.5024087688043","704.5024087688043","704.5024087688043","184","184","184","142.95516732837692","142.95516732837692","142.95516732837692","184","184","184","433.39783185600345","433.39783185600345","433.39783185600345","6000","6000","6000"
"6100","1.407285932424825e-43","1.407285932424825e-43","1.407285932424825e-43","185","185","185","6.323985512353303e-47","6.323985512353303e-47","6.323985512353303e-47","185","185","185","385.73084704781","385.73084704781","385.73084704781","185","185","185","133.83675879713527","133.83675879713527","133.83675879713527","185","185","185","624.3336350007257","624.3336350007257","624.3336350007257","6050","6050","6050"
"6150","7.25283534814144e-46","7.25283534814144e-46","7.25283534814144e-46","186","186","186","3.2592399745018064e-49","3.2592399745018064e-49","3.2592399745018064e-49","186","186","186","693.7879700762137","693.7879700762137","693.7879700762137","186","186","186","199.7897645693168","199.7897645693168","199.7897645693168","186","186","186","513.7176752091627","513.7176752091627","513.7176752091627","6100","6100","6100"
"6200","3.737948300002634e-48","3.737948300002634e-48","3.737948300002634e-48","187","187","187","1.6797390175294072e-51","1.6797390175294072e-51","1.6797390175294072e-51","187","187","187","544.9756272393157","544.9756272393157","544.9756272393157","187","187","187","1.0296715353136687","1.0296715353136687","1.0296715353136687","187","187","187","619.4475854180552","619.4475854180552","619.4475854180552","6150","6150","6150"
"6250","1.9264545274797958e-50","1.9264545274797958e-50","1.9264545274797958e-50","188","188","188","8.656997303311314e-54","8.656997303311314e-54","8.656997303311314e-54","188","188","188","741.1086818762598","741.1086818762598","741.1086818762598","188","188","188","195.4053066956304","195.4053066956304","195.4053066956304","188","188","188","524.5924936079618","524.5924936079618","524.5924936079618","6200","6200","6200"
"6300","9.92851358175497e-53","9.92851358175497e-53","9.92851358175497e-53","189","189","189","4.2","4.2","4.2","189","189","189","470.8195075505836","470.8195075505836","470.8195075505836","189","189","189","139.30707502502673","139.30707502502673","139.30707502502673","189","189","189","656.403631787503","656.403631787503","656.403631787503","6250","6250","6250"
"6350","5.116932714318986e-55","5.116932714318986e-55","5.116932714318986e-55","190","190","190","0.021645855870744503","0.021645855870744503","0.021645855870744503","190","190","190","646.4264979051369","646.4264979051369","646.4264979051369","190","190","190","59.317957349468266","59.317957349468266","59.317957349468266","190","190","190","443.68295676350135","443.68295676350135","443.68295676350135","6300","6300","6300"
"6400","2.637152096058244e-57","2.637152096058244e-57","2.637152096058244e-57","191","191","191","0.0001115578753278677","0.0001115578753278677","0.0001115578753278677","191","191","191","564.0315368582583","564.0315368582583","564.0315368582583","191","191","191","43.50571141793657","43.50571141793657","43.50571141793657","191","191","191","635.3866422224783","635.3866422224783","635.3866422224783","6350","6350","6350"
"6450","1.3591289090597265e-59","1.3591289090597265e-59","1.3591289090597265e-59","192","192","192","5.749442120460733e-7","5.749442120460733e-7","5.749442120460733e-7","192","192","192","739.4068917508067","739.4068917508067","739.4068917508067","192","192","192","94.72421865688258","94.72421865688258","94.72421865688258","192","192","192","571.3746399237486","571.3746399237486","571.3746399237486","6400","6400","6400"
"6500","7.0046448750640636e-62","7.0046448750640636e-62","7.0046448750640636e-62","193","193","193","2.9631332256352537e-9","2.9631332256352537e-9","2.9631332256352537e-9","193","193","193","420.11073690682696","420.11073690682696","420.11073690682696","193","193","193","105.9881873296466","105.9881873296466","105.9881873296466","193","193","193","479.6447364533305","479.6447364533305","479.6447364533305","6450","6450","6450"
"6550","3.61003650931871e-64","3.61003650931871e-64","3.61003650931871e-64","194","194","194","23.40000000001527","23.40000000001527","23.40000000001527","194","194","194","532.2651563001995","532.2651563001995","532.2651563001995","194","194","194","90.84623929212835","90.84623929212835","90.84623929212835","194","194","194","485.8719811510548","485.8719811510548","485.8719811510548","6500","6500","6500"
"6600","1.8605316659247236e-66","1.8605316659247236e-66","1.8605316659247236e-66","195","195","195","102.22059833985138","102.22059833985138","102.22059833985138","195","195","195","356.0431749662603","356.0431749662603","356.0431749662603","195","195","195","0.46820109574204205","0.46820109574204205","0.46820109574204205","195","195","195","768.2040749703879","768.2040749703879","768.2040749703879","6550","6550","6550"
"6650","9.588761972276841e-69","9.588761972276841e-69","9.588761972276841e-69","196","196","196","0.5268219854013542","0.5268219854013542","0.5268219854013542","196","196","196","665.2349664878767","665.2349664878767","665.2349664878767","196","196","196","6.302413003199276","6.302413003199276","6.302413003199276","196","196","196","412.3591511157447","412.3591511157447","412.3591511157447","6600","6600","6600"
"6700","4.941832372161436e-71","4.941832372161436e-71","4.941832372161436e-71","197","197","197","29.102715122087034","29.102715122087034","29.102715122087034","197","197","197","576.2284714773277","576.2284714773277","576.2284714773277","197","197","197","129.9324812198822","129.9324812198822","129.9324812198822","197","197","197","541.325206369532","541.325206369532","541.325206369532","6650","6650","6650"
"6750","2.546909315837759e-73","2.546909315837759e-73","2.546909315837759e-73","198","198","198","0.14998885166191253","0.14998885166191253","0.14998885166191253","198","198","198","611.5697520100518","611.5697520100518","611.5697520100518","198","198","198","29.869642800336617","29.869642800336617","29.869642800336617","198","198","198","404.18986842768476","404.18986842768476","404.18986842768476","6700","6700","6700"
"6800","1.3126198087257294e-75","1.3126198087257294e-75","1.3126198087257294e-75","199","199","199","0.0007730088250695799","0.0007730088250695799","0.0007730088250695799","199","199","199","521.9518930254563","521.9518930254563","521.9518930254563","199","199","199","109.55394142451588","109.55394142451588","109.55394142451588","199","199","199","289.9831037229526","289.9831037229526","289.9831037229526","6750","6750","6750"
"6850","6.764947426847943e-78","6.764947426847943e-78","6.764947426847943e-78","200","200","200","29.60000398391372","29.60000398391372","29.60000398391372","200","200","200","555.2900227256885","555.2900227256885","555.2900227256885","200","200","200","105.86461638717788","105.86461638717788","105.86461638717788","200","200","200","620.8945077305092","620.8945077305092","620.8945077305092","6800","6800","6800"
"6900","3.4865018327312964e-80","3.4865018327312964e-80","3.4865018327312964e-80","201","201","201","37.452551766668876","37.452551766668876","37.452551766668876","201","201","201","680.261839951996","680.261839951996","680.261839951996","201","201","201","109.4456024352687","109.4456024352687","109.4456024352687","201","201","201","669.0999507203028","669.0999507203028","669.0999507203028","6850","6850","6850"
"6950","1.796864670580671e-82","1.796864670580671e-82","1.796864670580671e-82","202","202","202","67.79302203274594","67.79302203274594","67.79302203274594","202","202","202","484.2059166052306","484.2059166052306","484.2059166052306","202","202","202","3.6640580323811025","3.6640580323811025","3.6640580323811025","202","202","202","445.9483907372414","445.9483907372414","445.9483907372414","6900","6900","6900"
"7000","9.260636590148098e-85","9.260636590148098e-85","9.260636590148098e-85","203","203","203","133.94938999618168","133.94938999618168","133.94938999618168","203","203","203","753.8954884482379","753.8954884482379","753.8954884482379","203","203","203","53.818883731445474","53.818883731445474","53.818883731445474","203","203","203","402.69831775992594","402.69831775992594","402.69831775992594","6950","6950","6950"
"7050","","","","","","","","","","","","","536.285407877275","536.285407877275","536.285407877275","204","204","204","","","","","","","507.07541660610065","507.07541660610065","507.07541660610065","7000","7000","7000"
"7100","","","","","","","","","","","","","698.2638944391655","698.2638944391655","698.2638944391655","205","205","205","","","","","","","","","","","",""
"7150","","","","","","","","","","","","","650.1986951473274","650.1986951473274","650.1986951473274","206","206","206","","","","","","","","","","","",""
"7200","","","","","","","","","","","","","568.9509779148822","568.9509779148822","568.9509779148822","207","207","207","","","","","","","","","","","",""
"7250","","","","","","","","","","","","","780.3322454441584","780.3322454441584","780.3322454441584","208","208","208","","","","","","","","","","","",""
