"iter","env1_muon - train/loss_instant","env1_muon - train/loss_instant__MIN","env1_muon - train/loss_instant__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - train/loss_instant","env1_lion - train/loss_instant__MIN","env1_lion - train/loss_instant__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - train/loss_instant","env1_adam - train/loss_instant__MIN","env1_adam - train/loss_instant__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - train/loss_instant"," env1_sgd - train/loss_instant__MIN"," env1_sgd - train/loss_instant__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - train/loss_instant","env1_adamw - train/loss_instant__MIN","env1_adamw - train/loss_instant__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"3450","4.3518757820129395","4.3518757820129395","4.3518757820129395","69","69","69","4.290289402008057","4.290289402008057","4.290289402008057","69","69","69","4.312731742858887","4.312731742858887","4.312731742858887","69","69","69","6.52394962310791","6.52394962310791","6.52394962310791","69","69","69","4.337191581726074","4.337191581726074","4.337191581726074","3400","3400","3400"
"3500","4.376092433929443","4.376092433929443","4.376092433929443","70","70","70","4.320820331573486","4.320820331573486","4.320820331573486","70","70","70","4.389530181884766","4.389530181884766","4.389530181884766","70","70","70","6.616268157958984","6.616268157958984","6.616268157958984","70","70","70","4.317913055419922","4.317913055419922","4.317913055419922","3451","3451","3451"
"3550","4.320045471191406","4.320045471191406","4.320045471191406","71","71","71","4.2861175537109375","4.2861175537109375","4.2861175537109375","71","71","71","4.347736358642578","4.347736358642578","4.347736358642578","71","71","71","6.595656871795654","6.595656871795654","6.595656871795654","71","71","71","4.327130317687988","4.327130317687988","4.327130317687988","3500","3500","3500"
"3600","4.29196834564209","4.29196834564209","4.29196834564209","72","72","72","4.252847671508789","4.252847671508789","4.252847671508789","72","72","72","4.289888381958008","4.289888381958008","4.289888381958008","72","72","72","6.579890727996826","6.579890727996826","6.579890727996826","72","72","72","4.394752502441406","4.394752502441406","4.394752502441406","3550","3550","3550"
"3650","4.267398357391357","4.267398357391357","4.267398357391357","73","73","73","4.211397171020508","4.211397171020508","4.211397171020508","73","73","73","4.246877670288086","4.246877670288086","4.246877670288086","73","73","73","6.482765197753906","6.482765197753906","6.482765197753906","73","73","73","4.229461669921875","4.229461669921875","4.229461669921875","3600","3600","3600"
"3700","4.302221298217773","4.302221298217773","4.302221298217773","74","74","74","4.248392581939697","4.248392581939697","4.248392581939697","74","74","74","4.282390594482422","4.282390594482422","4.282390594482422","74","74","74","6.5533061027526855","6.5533061027526855","6.5533061027526855","74","74","74","4.281058311462402","4.281058311462402","4.281058311462402","3650","3650","3650"
"3750","4.409721374511719","4.409721374511719","4.409721374511719","75","75","75","4.349065780639648","4.349065780639648","4.349065780639648","75","75","75","4.402708053588867","4.402708053588867","4.402708053588867","75","75","75","6.540220737457275","6.540220737457275","6.540220737457275","75","75","75","4.285847187042236","4.285847187042236","4.285847187042236","3701","3701","3701"
"3800","4.170828342437744","4.170828342437744","4.170828342437744","76","76","76","4.1118621826171875","4.1118621826171875","4.1118621826171875","76","76","76","4.172504425048828","4.172504425048828","4.172504425048828","76","76","76","6.389279365539551","6.389279365539551","6.389279365539551","76","76","76","4.242897987365723","4.242897987365723","4.242897987365723","3750","3750","3750"
"3850","4.192319869995117","4.192319869995117","4.192319869995117","77","77","77","4.154069423675537","4.154069423675537","4.154069423675537","77","77","77","4.212770462036133","4.212770462036133","4.212770462036133","77","77","77","6.4924540519714355","6.4924540519714355","6.4924540519714355","77","77","77","4.360999584197998","4.360999584197998","4.360999584197998","3800","3800","3800"
"3900","4.262999057769775","4.262999057769775","4.262999057769775","78","78","78","4.193576812744141","4.193576812744141","4.193576812744141","78","78","78","4.251834869384766","4.251834869384766","4.251834869384766","78","78","78","6.5626912117004395","6.5626912117004395","6.5626912117004395","78","78","78","4.218745708465576","4.218745708465576","4.218745708465576","3850","3850","3850"
"3950","4.328100204467773","4.328100204467773","4.328100204467773","79","79","79","4.2614946365356445","4.2614946365356445","4.2614946365356445","79","79","79","4.312502861022949","4.312502861022949","4.312502861022949","79","79","79","6.478483200073242","6.478483200073242","6.478483200073242","79","79","79","4.211609363555908","4.211609363555908","4.211609363555908","3900","3900","3900"
"4000","4.17570161819458","4.17570161819458","4.17570161819458","80","80","80","4.105251312255859","4.105251312255859","4.105251312255859","80","80","80","4.141053676605225","4.141053676605225","4.141053676605225","80","80","80","6.401600360870361","6.401600360870361","6.401600360870361","80","80","80","4.328939914703369","4.328939914703369","4.328939914703369","3951","3951","3951"
"4050","4.179970741271973","4.179970741271973","4.179970741271973","81","81","81","4.106075763702393","4.106075763702393","4.106075763702393","81","81","81","4.1676459312438965","4.1676459312438965","4.1676459312438965","81","81","81","6.590568542480469","6.590568542480469","6.590568542480469","81","81","81","4.319643020629883","4.319643020629883","4.319643020629883","4000","4000","4000"
"4100","4.197800636291504","4.197800636291504","4.197800636291504","82","82","82","4.146337985992432","4.146337985992432","4.146337985992432","82","82","82","4.201459884643555","4.201459884643555","4.201459884643555","82","82","82","6.560981750488281","6.560981750488281","6.560981750488281","82","82","82","4.315830230712891","4.315830230712891","4.315830230712891","4050","4050","4050"
"4150","4.299505233764648","4.299505233764648","4.299505233764648","83","83","83","4.248654365539551","4.248654365539551","4.248654365539551","83","83","83","4.306317329406738","4.306317329406738","4.306317329406738","83","83","83","6.4923834800720215","6.4923834800720215","6.4923834800720215","83","83","83","4.2921295166015625","4.2921295166015625","4.2921295166015625","4100","4100","4100"
"4200","4.273369789123535","4.273369789123535","4.273369789123535","84","84","84","4.215121746063232","4.215121746063232","4.215121746063232","84","84","84","4.261917591094971","4.261917591094971","4.261917591094971","84","84","84","6.558402061462402","6.558402061462402","6.558402061462402","84","84","84","4.1086015701293945","4.1086015701293945","4.1086015701293945","4150","4150","4150"
"4250","4.2546515464782715","4.2546515464782715","4.2546515464782715","85","85","85","4.191494464874268","4.191494464874268","4.191494464874268","85","85","85","4.2438507080078125","4.2438507080078125","4.2438507080078125","85","85","85","6.4569478034973145","6.4569478034973145","6.4569478034973145","85","85","85","4.144710063934326","4.144710063934326","4.144710063934326","4201","4201","4201"
"4300","4.37890625","4.37890625","4.37890625","86","86","86","4.314393997192383","4.314393997192383","4.314393997192383","86","86","86","4.349947452545166","4.349947452545166","4.349947452545166","86","86","86","6.539894104003906","6.539894104003906","6.539894104003906","86","86","86","4.214334487915039","4.214334487915039","4.214334487915039","4250","4250","4250"
"4350","4.4337849617004395","4.4337849617004395","4.4337849617004395","87","87","87","4.354397773742676","4.354397773742676","4.354397773742676","87","87","87","4.414007186889648","4.414007186889648","4.414007186889648","87","87","87","6.704294681549072","6.704294681549072","6.704294681549072","87","87","87","4.214366436004639","4.214366436004639","4.214366436004639","4300","4300","4300"
"4400","4.26851749420166","4.26851749420166","4.26851749420166","88","88","88","4.199954032897949","4.199954032897949","4.199954032897949","88","88","88","4.26593542098999","4.26593542098999","4.26593542098999","88","88","88","6.410857200622559","6.410857200622559","6.410857200622559","88","88","88","4.121277809143066","4.121277809143066","4.121277809143066","4350","4350","4350"
"4450","4.098479747772217","4.098479747772217","4.098479747772217","89","89","89","4.041588306427002","4.041588306427002","4.041588306427002","89","89","89","4.086736679077148","4.086736679077148","4.086736679077148","89","89","89","6.313364028930664","6.313364028930664","6.313364028930664","89","89","89","4.140790939331055","4.140790939331055","4.140790939331055","4400","4400","4400"
"4500","4.3113861083984375","4.3113861083984375","4.3113861083984375","90","90","90","4.233984470367432","4.233984470367432","4.233984470367432","90","90","90","4.277407646179199","4.277407646179199","4.277407646179199","90","90","90","6.582335948944092","6.582335948944092","6.582335948944092","90","90","90","4.210759162902832","4.210759162902832","4.210759162902832","4451","4451","4451"
"4550","4.353442192077637","4.353442192077637","4.353442192077637","91","91","91","4.262305736541748","4.262305736541748","4.262305736541748","91","91","91","4.307561874389648","4.307561874389648","4.307561874389648","91","91","91","6.60107421875","6.60107421875","6.60107421875","91","91","91","4.186753749847412","4.186753749847412","4.186753749847412","4500","4500","4500"
"4600","4.127039909362793","4.127039909362793","4.127039909362793","92","92","92","4.061648368835449","4.061648368835449","4.061648368835449","92","92","92","4.129459381103516","4.129459381103516","4.129459381103516","92","92","92","6.359498500823975","6.359498500823975","6.359498500823975","92","92","92","4.238674163818359","4.238674163818359","4.238674163818359","4550","4550","4550"
"4650","4.183000564575195","4.183000564575195","4.183000564575195","93","93","93","4.096024036407471","4.096024036407471","4.096024036407471","93","93","93","4.138505458831787","4.138505458831787","4.138505458831787","93","93","93","6.5147528648376465","6.5147528648376465","6.5147528648376465","93","93","93","4.229490280151367","4.229490280151367","4.229490280151367","4600","4600","4600"
"4700","4.282644748687744","4.282644748687744","4.282644748687744","94","94","94","4.204695224761963","4.204695224761963","4.204695224761963","94","94","94","4.242660045623779","4.242660045623779","4.242660045623779","94","94","94","6.5064191818237305","6.5064191818237305","6.5064191818237305","94","94","94","4.259303092956543","4.259303092956543","4.259303092956543","4650","4650","4650"
"4750","4.220373630523682","4.220373630523682","4.220373630523682","95","95","95","4.144124507904053","4.144124507904053","4.144124507904053","95","95","95","4.199111461639404","4.199111461639404","4.199111461639404","95","95","95","6.440927982330322","6.440927982330322","6.440927982330322","95","95","95","4.042234420776367","4.042234420776367","4.042234420776367","4701","4701","4701"
"4800","4.2317094802856445","4.2317094802856445","4.2317094802856445","96","96","96","4.139562606811523","4.139562606811523","4.139562606811523","96","96","96","4.181626319885254","4.181626319885254","4.181626319885254","96","96","96","6.474392890930176","6.474392890930176","6.474392890930176","96","96","96","4.153645038604736","4.153645038604736","4.153645038604736","4750","4750","4750"
"4850","4.224205493927002","4.224205493927002","4.224205493927002","97","97","97","4.144294261932373","4.144294261932373","4.144294261932373","97","97","97","4.203922271728516","4.203922271728516","4.203922271728516","97","97","97","6.441133975982666","6.441133975982666","6.441133975982666","97","97","97","4.112920761108398","4.112920761108398","4.112920761108398","4800","4800","4800"
"4900","4.0813307762146","4.0813307762146","4.0813307762146","98","98","98","4.0073747634887695","4.0073747634887695","4.0073747634887695","98","98","98","4.055044174194336","4.055044174194336","4.055044174194336","98","98","98","6.293852806091309","6.293852806091309","6.293852806091309","98","98","98","4.10676383972168","4.10676383972168","4.10676383972168","4850","4850","4850"
"4950","4.182332992553711","4.182332992553711","4.182332992553711","99","99","99","4.104006767272949","4.104006767272949","4.104006767272949","99","99","99","4.1609601974487305","4.1609601974487305","4.1609601974487305","99","99","99","6.54677152633667","6.54677152633667","6.54677152633667","99","99","99","4.174919128417969","4.174919128417969","4.174919128417969","4900","4900","4900"
"4955","4.177395820617676","4.177395820617676","4.177395820617676","100","100","100","4.1052021980285645","4.1052021980285645","4.1052021980285645","100","100","100","4.1477251052856445","4.1477251052856445","4.1477251052856445","100","100","100","6.585587501525879","6.585587501525879","6.585587501525879","100","100","100","4.254219055175781","4.254219055175781","4.254219055175781","4950","4950","4950"
"4960","4.134642124176025","4.134642124176025","4.134642124176025","101","101","101","4.060300350189209","4.060300350189209","4.060300350189209","101","101","101","4.104730606079102","4.104730606079102","4.104730606079102","101","101","101","6.3198418617248535","6.3198418617248535","6.3198418617248535","101","101","101","4.151163101196289","4.151163101196289","4.151163101196289","4955","4955","4955"
"4965","4.255737781524658","4.255737781524658","4.255737781524658","102","102","102","4.182034015655518","4.182034015655518","4.182034015655518","102","102","102","4.222476482391357","4.222476482391357","4.222476482391357","102","102","102","6.378683090209961","6.378683090209961","6.378683090209961","102","102","102","4.139760971069336","4.139760971069336","4.139760971069336","4960","4960","4960"
"4970","4.218135833740234","4.218135833740234","4.218135833740234","103","103","103","4.14307165145874","4.14307165145874","4.14307165145874","103","103","103","4.184173583984375","4.184173583984375","4.184173583984375","103","103","103","6.520381927490234","6.520381927490234","6.520381927490234","103","103","103","4.076851844787598","4.076851844787598","4.076851844787598","4965","4965","4965"
"4975","4.217324733734131","4.217324733734131","4.217324733734131","104","104","104","4.1384053230285645","4.1384053230285645","4.1384053230285645","104","104","104","4.190577507019043","4.190577507019043","4.190577507019043","104","104","104","6.4902191162109375","6.4902191162109375","6.4902191162109375","104","104","104","4.1090593338012695","4.1090593338012695","4.1090593338012695","4970","4970","4970"
"4980","4.216094493865967","4.216094493865967","4.216094493865967","105","105","105","4.135550498962402","4.135550498962402","4.135550498962402","105","105","105","4.187699317932129","4.187699317932129","4.187699317932129","105","105","105","6.362504005432129","6.362504005432129","6.362504005432129","105","105","105","4.076533317565918","4.076533317565918","4.076533317565918","4975","4975","4975"
"4985","4.258033275604248","4.258033275604248","4.258033275604248","106","106","106","4.173433780670166","4.173433780670166","4.173433780670166","106","106","106","4.217820644378662","4.217820644378662","4.217820644378662","106","106","106","6.369350433349609","6.369350433349609","6.369350433349609","106","106","106","4.110814094543457","4.110814094543457","4.110814094543457","4980","4980","4980"
"4990","4.259821891784668","4.259821891784668","4.259821891784668","107","107","107","4.1571478843688965","4.1571478843688965","4.1571478843688965","107","107","107","4.211663246154785","4.211663246154785","4.211663246154785","107","107","107","6.496837139129639","6.496837139129639","6.496837139129639","107","107","107","4.256217956542969","4.256217956542969","4.256217956542969","4985","4985","4985"
"4995","4.265729904174805","4.265729904174805","4.265729904174805","108","108","108","4.1915669441223145","4.1915669441223145","4.1915669441223145","108","108","108","4.236660003662109","4.236660003662109","4.236660003662109","108","108","108","6.553302764892578","6.553302764892578","6.553302764892578","108","108","108","4.020853519439697","4.020853519439697","4.020853519439697","4990","4990","4990"
"5000","3.862912654876709","3.862912654876709","3.862912654876709","109","109","109","4.45168924331665","4.45168924331665","4.45168924331665","109","109","109","4.064795970916748","4.064795970916748","4.064795970916748","109","109","109","6.478816986083984","6.478816986083984","6.478816986083984","109","109","109","4.378542900085449","4.378542900085449","4.378542900085449","4996","4996","4996"
"5005","3.2712924480438232","3.2712924480438232","3.2712924480438232","110","110","110","3.536794900894165","3.536794900894165","3.536794900894165","110","110","110","3.137242317199707","3.137242317199707","3.137242317199707","110","110","110","5.956948280334473","5.956948280334473","5.956948280334473","110","110","110","3.03786301612854","3.03786301612854","3.03786301612854","5000","5000","5000"
"5010","2.8469672203063965","2.8469672203063965","2.8469672203063965","111","111","111","3.315790891647339","3.315790891647339","3.315790891647339","111","111","111","2.6071386337280273","2.6071386337280273","2.6071386337280273","111","111","111","5.584463119506836","5.584463119506836","5.584463119506836","111","111","111","2.6550962924957275","2.6550962924957275","2.6550962924957275","5005","5005","5005"
"5015","2.460963010787964","2.460963010787964","2.460963010787964","112","112","112","2.7533645629882812","2.7533645629882812","2.7533645629882812","112","112","112","2.214463233947754","2.214463233947754","2.214463233947754","112","112","112","5.1828765869140625","5.1828765869140625","5.1828765869140625","112","112","112","2.3201630115509033","2.3201630115509033","2.3201630115509033","5010","5010","5010"
"5020","2.311474323272705","2.311474323272705","2.311474323272705","113","113","113","2.597749710083008","2.597749710083008","2.597749710083008","113","113","113","2.05765438079834","2.05765438079834","2.05765438079834","113","113","113","4.837774753570557","4.837774753570557","4.837774753570557","113","113","113","2.1155033111572266","2.1155033111572266","2.1155033111572266","5015","5015","5015"
"5025","2.2199862003326416","2.2199862003326416","2.2199862003326416","114","114","114","2.4686129093170166","2.4686129093170166","2.4686129093170166","114","114","114","1.967018723487854","1.967018723487854","1.967018723487854","114","114","114","4.826481819152832","4.826481819152832","4.826481819152832","114","114","114","2.028071641921997","2.028071641921997","2.028071641921997","5020","5020","5020"
"5030","2.1778788566589355","2.1778788566589355","2.1778788566589355","115","115","115","2.5033538341522217","2.5033538341522217","2.5033538341522217","115","115","115","1.8980069160461426","1.8980069160461426","1.8980069160461426","115","115","115","4.883112907409668","4.883112907409668","4.883112907409668","115","115","115","1.8111777305603027","1.8111777305603027","1.8111777305603027","5025","5025","5025"
"5035","2.2160232067108154","2.2160232067108154","2.2160232067108154","116","116","116","2.4375648498535156","2.4375648498535156","2.4375648498535156","116","116","116","1.9264230728149414","1.9264230728149414","1.9264230728149414","116","116","116","4.812526226043701","4.812526226043701","4.812526226043701","116","116","116","1.8392776250839233","1.8392776250839233","1.8392776250839233","5030","5030","5030"
"5040","2.033686399459839","2.033686399459839","2.033686399459839","117","117","117","2.335726261138916","2.335726261138916","2.335726261138916","117","117","117","1.7947643995285034","1.7947643995285034","1.7947643995285034","117","117","117","4.699339866638184","4.699339866638184","4.699339866638184","117","117","117","1.6701569557189941","1.6701569557189941","1.6701569557189941","5035","5035","5035"
"5045","1.928346872329712","1.928346872329712","1.928346872329712","118","118","118","2.1564488410949707","2.1564488410949707","2.1564488410949707","118","118","118","1.6900699138641357","1.6900699138641357","1.6900699138641357","118","118","118","4.316963195800781","4.316963195800781","4.316963195800781","118","118","118","1.6433111429214478","1.6433111429214478","1.6433111429214478","5040","5040","5040"
"5050","1.8258767127990723","1.8258767127990723","1.8258767127990723","119","119","119","2.1152119636535645","2.1152119636535645","2.1152119636535645","119","119","119","1.592365026473999","1.592365026473999","1.592365026473999","119","119","119","4.46006441116333","4.46006441116333","4.46006441116333","119","119","119","1.5065021514892578","1.5065021514892578","1.5065021514892578","5045","5045","5045"
"5055","1.8412419557571411","1.8412419557571411","1.8412419557571411","120","120","120","2.1344709396362305","2.1344709396362305","2.1344709396362305","120","120","120","1.618710994720459","1.618710994720459","1.618710994720459","120","120","120","4.52473258972168","4.52473258972168","4.52473258972168","120","120","120","1.6473016738891602","1.6473016738891602","1.6473016738891602","5050","5050","5050"
"5060","1.7023204565048218","1.7023204565048218","1.7023204565048218","121","121","121","1.9621585607528687","1.9621585607528687","1.9621585607528687","121","121","121","1.489238977432251","1.489238977432251","1.489238977432251","121","121","121","4.273606777191162","4.273606777191162","4.273606777191162","121","121","121","1.4210187196731567","1.4210187196731567","1.4210187196731567","5055","5055","5055"
"5065","1.7951641082763672","1.7951641082763672","1.7951641082763672","122","122","122","2.0497591495513916","2.0497591495513916","2.0497591495513916","122","122","122","1.5850121974945068","1.5850121974945068","1.5850121974945068","122","122","122","4.337796211242676","4.337796211242676","4.337796211242676","122","122","122","1.4325519800186157","1.4325519800186157","1.4325519800186157","5060","5060","5060"
"5070","1.680450439453125","1.680450439453125","1.680450439453125","123","123","123","1.9191064834594727","1.9191064834594727","1.9191064834594727","123","123","123","1.466111421585083","1.466111421585083","1.466111421585083","123","123","123","4.07673978805542","4.07673978805542","4.07673978805542","123","123","123","1.4076787233352661","1.4076787233352661","1.4076787233352661","5065","5065","5065"
"5075","1.6797271966934204","1.6797271966934204","1.6797271966934204","124","124","124","1.9406044483184814","1.9406044483184814","1.9406044483184814","124","124","124","1.4691369533538818","1.4691369533538818","1.4691369533538818","124","124","124","4.22026252746582","4.22026252746582","4.22026252746582","124","124","124","1.3173801898956299","1.3173801898956299","1.3173801898956299","5070","5070","5070"
"5080","1.630630373954773","1.630630373954773","1.630630373954773","125","125","125","1.8572970628738403","1.8572970628738403","1.8572970628738403","125","125","125","1.433215618133545","1.433215618133545","1.433215618133545","125","125","125","4.044668197631836","4.044668197631836","4.044668197631836","125","125","125","1.4388020038604736","1.4388020038604736","1.4388020038604736","5075","5075","5075"
"5085","1.6308213472366333","1.6308213472366333","1.6308213472366333","126","126","126","1.910084843635559","1.910084843635559","1.910084843635559","126","126","126","1.4532959461212158","1.4532959461212158","1.4532959461212158","126","126","126","4.0670294761657715","4.0670294761657715","4.0670294761657715","126","126","126","1.3334674835205078","1.3334674835205078","1.3334674835205078","5080","5080","5080"
"5090","1.5487748384475708","1.5487748384475708","1.5487748384475708","127","127","127","1.7754162549972534","1.7754162549972534","1.7754162549972534","127","127","127","1.3726794719696045","1.3726794719696045","1.3726794719696045","127","127","127","3.9547536373138428","3.9547536373138428","3.9547536373138428","127","127","127","1.2718398571014404","1.2718398571014404","1.2718398571014404","5085","5085","5085"
"5095","1.597907543182373","1.597907543182373","1.597907543182373","128","128","128","1.8531126976013184","1.8531126976013184","1.8531126976013184","128","128","128","1.4112224578857422","1.4112224578857422","1.4112224578857422","128","128","128","4.095645904541016","4.095645904541016","4.095645904541016","128","128","128","1.2779600620269775","1.2779600620269775","1.2779600620269775","5090","5090","5090"
"5100","5.012861728668213","5.012861728668213","5.012861728668213","129","129","129","5.053014278411865","5.053014278411865","5.053014278411865","129","129","129","4.835979461669922","4.835979461669922","4.835979461669922","129","129","129","6.886962890625","6.886962890625","6.886962890625","129","129","129","4.996387481689453","4.996387481689453","4.996387481689453","5095","5095","5095"
"5105","4.829379081726074","4.829379081726074","4.829379081726074","130","130","130","4.907504081726074","4.907504081726074","4.907504081726074","130","130","130","4.686394691467285","4.686394691467285","4.686394691467285","130","130","130","6.800689220428467","6.800689220428467","6.800689220428467","130","130","130","4.34797477722168","4.34797477722168","4.34797477722168","5100","5100","5100"
"5110","4.505184173583984","4.505184173583984","4.505184173583984","131","131","131","4.60382604598999","4.60382604598999","4.60382604598999","131","131","131","4.390862941741943","4.390862941741943","4.390862941741943","131","131","131","6.599875450134277","6.599875450134277","6.599875450134277","131","131","131","4.446219444274902","4.446219444274902","4.446219444274902","5105","5105","5105"
"5115","4.568824291229248","4.568824291229248","4.568824291229248","132","132","132","4.659992694854736","4.659992694854736","4.659992694854736","132","132","132","4.443922996520996","4.443922996520996","4.443922996520996","132","132","132","6.528371810913086","6.528371810913086","6.528371810913086","132","132","132","4.47258186340332","4.47258186340332","4.47258186340332","5110","5110","5110"
"5120","4.501051425933838","4.501051425933838","4.501051425933838","133","133","133","4.607585906982422","4.607585906982422","4.607585906982422","133","133","133","4.411962509155273","4.411962509155273","4.411962509155273","133","133","133","6.462780952453613","6.462780952453613","6.462780952453613","133","133","133","4.41799259185791","4.41799259185791","4.41799259185791","5115","5115","5115"
"5125","4.460603713989258","4.460603713989258","4.460603713989258","134","134","134","4.576738357543945","4.576738357543945","4.576738357543945","134","134","134","4.385505676269531","4.385505676269531","4.385505676269531","134","134","134","6.643176078796387","6.643176078796387","6.643176078796387","134","134","134","4.4954514503479","4.4954514503479","4.4954514503479","5120","5120","5120"
"5130","4.32975435256958","4.32975435256958","4.32975435256958","135","135","135","4.459864139556885","4.459864139556885","4.459864139556885","135","135","135","4.271566390991211","4.271566390991211","4.271566390991211","135","135","135","6.4449968338012695","6.4449968338012695","6.4449968338012695","135","135","135","4.204399108886719","4.204399108886719","4.204399108886719","5125","5125","5125"
"5135","4.3303375244140625","4.3303375244140625","4.3303375244140625","136","136","136","4.4707841873168945","4.4707841873168945","4.4707841873168945","136","136","136","4.295507431030273","4.295507431030273","4.295507431030273","136","136","136","6.577907562255859","6.577907562255859","6.577907562255859","136","136","136","4.193905830383301","4.193905830383301","4.193905830383301","5130","5130","5130"
"5140","4.403973579406738","4.403973579406738","4.403973579406738","137","137","137","4.5012311935424805","4.5012311935424805","4.5012311935424805","137","137","137","4.353341102600098","4.353341102600098","4.353341102600098","137","137","137","6.504059314727783","6.504059314727783","6.504059314727783","137","137","137","4.260408401489258","4.260408401489258","4.260408401489258","5135","5135","5135"
"5145","4.279973030090332","4.279973030090332","4.279973030090332","138","138","138","4.393702983856201","4.393702983856201","4.393702983856201","138","138","138","4.238350868225098","4.238350868225098","4.238350868225098","138","138","138","6.458441734313965","6.458441734313965","6.458441734313965","138","138","138","4.285497665405273","4.285497665405273","4.285497665405273","5140","5140","5140"
"5150","4.263267993927002","4.263267993927002","4.263267993927002","139","139","139","4.370953559875488","4.370953559875488","4.370953559875488","139","139","139","4.23199987411499","4.23199987411499","4.23199987411499","139","139","139","6.5157976150512695","6.5157976150512695","6.5157976150512695","139","139","139","4.197240352630615","4.197240352630615","4.197240352630615","5145","5145","5145"
"5155","4.198626518249512","4.198626518249512","4.198626518249512","140","140","140","4.305734157562256","4.305734157562256","4.305734157562256","140","140","140","4.162116050720215","4.162116050720215","4.162116050720215","140","140","140","6.445420265197754","6.445420265197754","6.445420265197754","140","140","140","4.190120697021484","4.190120697021484","4.190120697021484","5150","5150","5150"
"5160","4.208775520324707","4.208775520324707","4.208775520324707","141","141","141","4.315190315246582","4.315190315246582","4.315190315246582","141","141","141","4.191443920135498","4.191443920135498","4.191443920135498","141","141","141","6.472989082336426","6.472989082336426","6.472989082336426","141","141","141","4.167060375213623","4.167060375213623","4.167060375213623","5155","5155","5155"
"5165","4.170252799987793","4.170252799987793","4.170252799987793","142","142","142","4.293318748474121","4.293318748474121","4.293318748474121","142","142","142","4.149594783782959","4.149594783782959","4.149594783782959","142","142","142","6.395079135894775","6.395079135894775","6.395079135894775","142","142","142","4.149028778076172","4.149028778076172","4.149028778076172","5160","5160","5160"
"5170","4.197682857513428","4.197682857513428","4.197682857513428","143","143","143","4.303323745727539","4.303323745727539","4.303323745727539","143","143","143","4.174283027648926","4.174283027648926","4.174283027648926","143","143","143","6.317319869995117","6.317319869995117","6.317319869995117","143","143","143","4.301878929138184","4.301878929138184","4.301878929138184","5165","5165","5165"
"5175","4.3319220542907715","4.3319220542907715","4.3319220542907715","144","144","144","4.428487777709961","4.428487777709961","4.428487777709961","144","144","144","4.319123268127441","4.319123268127441","4.319123268127441","144","144","144","6.481509685516357","6.481509685516357","6.481509685516357","144","144","144","4.184308052062988","4.184308052062988","4.184308052062988","5170","5170","5170"
"5180","4.115314483642578","4.115314483642578","4.115314483642578","145","145","145","4.205311298370361","4.205311298370361","4.205311298370361","145","145","145","4.082401275634766","4.082401275634766","4.082401275634766","145","145","145","6.476889133453369","6.476889133453369","6.476889133453369","145","145","145","4.279153347015381","4.279153347015381","4.279153347015381","5175","5175","5175"
"5185","4.128871440887451","4.128871440887451","4.128871440887451","146","146","146","4.262897491455078","4.262897491455078","4.262897491455078","146","146","146","4.147713661193848","4.147713661193848","4.147713661193848","146","146","146","6.437167167663574","6.437167167663574","6.437167167663574","146","146","146","4.245291709899902","4.245291709899902","4.245291709899902","5180","5180","5180"
"5190","4.235012054443359","4.235012054443359","4.235012054443359","147","147","147","4.337709426879883","4.337709426879883","4.337709426879883","147","147","147","4.224065780639648","4.224065780639648","4.224065780639648","147","147","147","6.500446319580078","6.500446319580078","6.500446319580078","147","147","147","4.165153503417969","4.165153503417969","4.165153503417969","5185","5185","5185"
"5195","4.070886611938477","4.070886611938477","4.070886611938477","148","148","148","4.161083698272705","4.161083698272705","4.161083698272705","148","148","148","4.054165840148926","4.054165840148926","4.054165840148926","148","148","148","6.478390693664551","6.478390693664551","6.478390693664551","148","148","148","4.152341842651367","4.152341842651367","4.152341842651367","5190","5190","5190"
"5200","4.25685453414917","4.25685453414917","4.25685453414917","149","149","149","4.340491771697998","4.340491771697998","4.340491771697998","149","149","149","4.2409186363220215","4.2409186363220215","4.2409186363220215","149","149","149","6.41847038269043","6.41847038269043","6.41847038269043","149","149","149","4.227365493774414","4.227365493774414","4.227365493774414","5195","5195","5195"
"5205","4.233273029327393","4.233273029327393","4.233273029327393","150","150","150","4.328927040100098","4.328927040100098","4.328927040100098","150","150","150","4.221987724304199","4.221987724304199","4.221987724304199","150","150","150","6.502724647521973","6.502724647521973","6.502724647521973","150","150","150","4.273055076599121","4.273055076599121","4.273055076599121","5200","5200","5200"
"5210","4.155745029449463","4.155745029449463","4.155745029449463","151","151","151","4.2458343505859375","4.2458343505859375","4.2458343505859375","151","151","151","4.13840389251709","4.13840389251709","4.13840389251709","151","151","151","6.357802867889404","6.357802867889404","6.357802867889404","151","151","151","4.0884318351745605","4.0884318351745605","4.0884318351745605","5205","5205","5205"
"5215","4.177523136138916","4.177523136138916","4.177523136138916","152","152","152","4.266957759857178","4.266957759857178","4.266957759857178","152","152","152","4.144961357116699","4.144961357116699","4.144961357116699","152","152","152","6.3698015213012695","6.3698015213012695","6.3698015213012695","152","152","152","4.181618690490723","4.181618690490723","4.181618690490723","5210","5210","5210"
