"iter","env1_muon - train/loss_instant","env1_muon - train/loss_instant__MIN","env1_muon - train/loss_instant__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - train/loss_instant","env1_lion - train/loss_instant__MIN","env1_lion - train/loss_instant__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - train/loss_instant","env1_adam - train/loss_instant__MIN","env1_adam - train/loss_instant__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - train/loss_instant"," env1_sgd - train/loss_instant__MIN"," env1_sgd - train/loss_instant__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - train/loss_instant","env1_adamw - train/loss_instant__MIN","env1_adamw - train/loss_instant__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"5220","4.246246814727783","4.246246814727783","4.246246814727783","153","153","153","4.317779064178467","4.317779064178467","4.317779064178467","153","153","153","4.222005844116211","4.222005844116211","4.222005844116211","153","153","153","6.489116668701172","6.489116668701172","6.489116668701172","153","153","153","4.172599792480469","4.172599792480469","4.172599792480469","5215","5215","5215"
"5225","4.193630695343018","4.193630695343018","4.193630695343018","154","154","154","4.2372517585754395","4.2372517585754395","4.2372517585754395","154","154","154","4.173391342163086","4.173391342163086","4.173391342163086","154","154","154","6.374748229980469","6.374748229980469","6.374748229980469","154","154","154","4.190131187438965","4.190131187438965","4.190131187438965","5220","5220","5220"
"5230","4.205135822296143","4.205135822296143","4.205135822296143","155","155","155","4.271367073059082","4.271367073059082","4.271367073059082","155","155","155","4.17467737197876","4.17467737197876","4.17467737197876","155","155","155","6.365171432495117","6.365171432495117","6.365171432495117","155","155","155","4.079579830169678","4.079579830169678","4.079579830169678","5225","5225","5225"
"5235","4.10624361038208","4.10624361038208","4.10624361038208","156","156","156","4.163934707641602","4.163934707641602","4.163934707641602","156","156","156","4.0917205810546875","4.0917205810546875","4.0917205810546875","156","156","156","6.38014554977417","6.38014554977417","6.38014554977417","156","156","156","4.204259872436523","4.204259872436523","4.204259872436523","5234","5234","5234"
"5240","4.063104629516602","4.063104629516602","4.063104629516602","157","157","157","4.1531476974487305","4.1531476974487305","4.1531476974487305","157","157","157","4.055705547332764","4.055705547332764","4.055705547332764","157","157","157","6.495033264160156","6.495033264160156","6.495033264160156","157","157","157","4.1429219245910645","4.1429219245910645","4.1429219245910645","5235","5235","5235"
"5245","4.178544044494629","4.178544044494629","4.178544044494629","158","158","158","4.242562770843506","4.242562770843506","4.242562770843506","158","158","158","4.153934478759766","4.153934478759766","4.153934478759766","158","158","158","6.360130786895752","6.360130786895752","6.360130786895752","158","158","158","4.1533284187316895","4.1533284187316895","4.1533284187316895","5240","5240","5240"
"5250","4.285660743713379","4.285660743713379","4.285660743713379","159","159","159","4.331353664398193","4.331353664398193","4.331353664398193","159","159","159","4.26118278503418","4.26118278503418","4.26118278503418","159","159","159","6.447203159332275","6.447203159332275","6.447203159332275","159","159","159","4.003359317779541","4.003359317779541","4.003359317779541","5246","5246","5246"
"5255","3.990488290786743","3.990488290786743","3.990488290786743","160","160","160","4.051025390625","4.051025390625","4.051025390625","160","160","160","3.982473373413086","3.982473373413086","3.982473373413086","160","160","160","6.317288875579834","6.317288875579834","6.317288875579834","160","160","160","4.200005054473877","4.200005054473877","4.200005054473877","5250","5250","5250"
"5260","4.204697608947754","4.204697608947754","4.204697608947754","161","161","161","4.249545574188232","4.249545574188232","4.249545574188232","161","161","161","4.186985015869141","4.186985015869141","4.186985015869141","161","161","161","6.416145324707031","6.416145324707031","6.416145324707031","161","161","161","4.20697546005249","4.20697546005249","4.20697546005249","5255","5255","5255"
"5265","4.277761936187744","4.277761936187744","4.277761936187744","162","162","162","4.336577892303467","4.336577892303467","4.336577892303467","162","162","162","4.2694292068481445","4.2694292068481445","4.2694292068481445","162","162","162","6.544925689697266","6.544925689697266","6.544925689697266","162","162","162","4.281813621520996","4.281813621520996","4.281813621520996","5260","5260","5260"
"5270","4.2880778312683105","4.2880778312683105","4.2880778312683105","163","163","163","4.329771518707275","4.329771518707275","4.329771518707275","163","163","163","4.259522438049316","4.259522438049316","4.259522438049316","163","163","163","6.493684768676758","6.493684768676758","6.493684768676758","163","163","163","4.176000595092773","4.176000595092773","4.176000595092773","5265","5265","5265"
"5275","4.403397083282471","4.403397083282471","4.403397083282471","164","164","164","4.439441680908203","4.439441680908203","4.439441680908203","164","164","164","4.386087417602539","4.386087417602539","4.386087417602539","164","164","164","6.643233299255371","6.643233299255371","6.643233299255371","164","164","164","4.124974250793457","4.124974250793457","4.124974250793457","5270","5270","5270"
"5280","4.1437554359436035","4.1437554359436035","4.1437554359436035","165","165","165","4.18923807144165","4.18923807144165","4.18923807144165","165","165","165","4.119942665100098","4.119942665100098","4.119942665100098","165","165","165","6.446774482727051","6.446774482727051","6.446774482727051","165","165","165","4.103080749511719","4.103080749511719","4.103080749511719","5275","5275","5275"
"5285","4.146842002868652","4.146842002868652","4.146842002868652","166","166","166","4.185500621795654","4.185500621795654","4.185500621795654","166","166","166","4.133194446563721","4.133194446563721","4.133194446563721","166","166","166","6.323704719543457","6.323704719543457","6.323704719543457","166","166","166","4.237139701843262","4.237139701843262","4.237139701843262","5280","5280","5280"
"5290","4.213527679443359","4.213527679443359","4.213527679443359","167","167","167","4.238381862640381","4.238381862640381","4.238381862640381","167","167","167","4.201632976531982","4.201632976531982","4.201632976531982","167","167","167","6.45041561126709","6.45041561126709","6.45041561126709","167","167","167","4.1254682540893555","4.1254682540893555","4.1254682540893555","5285","5285","5285"
"5295","4.246046543121338","4.246046543121338","4.246046543121338","168","168","168","4.278449535369873","4.278449535369873","4.278449535369873","168","168","168","4.243708610534668","4.243708610534668","4.243708610534668","168","168","168","6.375246524810791","6.375246524810791","6.375246524810791","168","168","168","4.165925979614258","4.165925979614258","4.165925979614258","5290","5290","5290"
"5300","4.1898112297058105","4.1898112297058105","4.1898112297058105","169","169","169","4.208744525909424","4.208744525909424","4.208744525909424","169","169","169","4.170468330383301","4.170468330383301","4.170468330383301","169","169","169","6.499298095703125","6.499298095703125","6.499298095703125","169","169","169","4.121344566345215","4.121344566345215","4.121344566345215","5295","5295","5295"
"5350","4.247492790222168","4.247492790222168","4.247492790222168","170","170","170","4.256121635437012","4.256121635437012","4.256121635437012","170","170","170","4.2264323234558105","4.2264323234558105","4.2264323234558105","170","170","170","6.274426460266113","6.274426460266113","6.274426460266113","170","170","170","4.0387115478515625","4.0387115478515625","4.0387115478515625","5300","5300","5300"
"5400","4.217265605926514","4.217265605926514","4.217265605926514","171","171","171","4.1967644691467285","4.1967644691467285","4.1967644691467285","171","171","171","4.180117130279541","4.180117130279541","4.180117130279541","171","171","171","6.480802536010742","6.480802536010742","6.480802536010742","171","171","171","4.210750579833984","4.210750579833984","4.210750579833984","5350","5350","5350"
"5450","4.281732559204102","4.281732559204102","4.281732559204102","172","172","172","4.24371862411499","4.24371862411499","4.24371862411499","172","172","172","4.250835418701172","4.250835418701172","4.250835418701172","172","172","172","6.5078511238098145","6.5078511238098145","6.5078511238098145","172","172","172","4.020089149475098","4.020089149475098","4.020089149475098","5400","5400","5400"
"5500","4.083028316497803","4.083028316497803","4.083028316497803","173","173","173","4.0443339347839355","4.0443339347839355","4.0443339347839355","173","173","173","4.051965236663818","4.051965236663818","4.051965236663818","173","173","173","6.356476783752441","6.356476783752441","6.356476783752441","173","173","173","4.169279098510742","4.169279098510742","4.169279098510742","5451","5451","5451"
"5550","4.267172336578369","4.267172336578369","4.267172336578369","174","174","174","4.197550296783447","4.197550296783447","4.197550296783447","174","174","174","4.222855567932129","4.222855567932129","4.222855567932129","174","174","174","6.507024765014648","6.507024765014648","6.507024765014648","174","174","174","4.170635223388672","4.170635223388672","4.170635223388672","5500","5500","5500"
"5600","4.072783470153809","4.072783470153809","4.072783470153809","175","175","175","4.025050640106201","4.025050640106201","4.025050640106201","175","175","175","4.0385870933532715","4.0385870933532715","4.0385870933532715","175","175","175","6.097403526306152","6.097403526306152","6.097403526306152","175","175","175","4.04827880859375","4.04827880859375","4.04827880859375","5550","5550","5550"
"5650","4.233699798583984","4.233699798583984","4.233699798583984","176","176","176","4.180396556854248","4.180396556854248","4.180396556854248","176","176","176","4.211862564086914","4.211862564086914","4.211862564086914","176","176","176","6.393337726593018","6.393337726593018","6.393337726593018","176","176","176","4.184003829956055","4.184003829956055","4.184003829956055","5600","5600","5600"
"5700","4.246037006378174","4.246037006378174","4.246037006378174","177","177","177","4.192568302154541","4.192568302154541","4.192568302154541","177","177","177","4.228977680206299","4.228977680206299","4.228977680206299","177","177","177","6.339079856872559","6.339079856872559","6.339079856872559","177","177","177","4.076182842254639","4.076182842254639","4.076182842254639","5650","5650","5650"
"5750","4.039157867431641","4.039157867431641","4.039157867431641","178","178","178","3.979649782180786","3.979649782180786","3.979649782180786","178","178","178","4.004624366760254","4.004624366760254","4.004624366760254","178","178","178","6.225940227508545","6.225940227508545","6.225940227508545","178","178","178","4.099559783935547","4.099559783935547","4.099559783935547","5701","5701","5701"
"5800","4.2346510887146","4.2346510887146","4.2346510887146","179","179","179","4.174325942993164","4.174325942993164","4.174325942993164","179","179","179","4.222378730773926","4.222378730773926","4.222378730773926","179","179","179","6.367467403411865","6.367467403411865","6.367467403411865","179","179","179","4.089244842529297","4.089244842529297","4.089244842529297","5750","5750","5750"
"5850","4.099501132965088","4.099501132965088","4.099501132965088","180","180","180","4.031610488891602","4.031610488891602","4.031610488891602","180","180","180","4.059093952178955","4.059093952178955","4.059093952178955","180","180","180","6.346333026885986","6.346333026885986","6.346333026885986","180","180","180","4.077584266662598","4.077584266662598","4.077584266662598","5800","5800","5800"
"5900","4.0413336753845215","4.0413336753845215","4.0413336753845215","181","181","181","3.974240303039551","3.974240303039551","3.974240303039551","181","181","181","4.010849952697754","4.010849952697754","4.010849952697754","181","181","181","6.240359306335449","6.240359306335449","6.240359306335449","181","181","181","4.115145683288574","4.115145683288574","4.115145683288574","5850","5850","5850"
"5950","4.16295862197876","4.16295862197876","4.16295862197876","182","182","182","4.09128999710083","4.09128999710083","4.09128999710083","182","182","182","4.11457633972168","4.11457633972168","4.11457633972168","182","182","182","6.33873176574707","6.33873176574707","6.33873176574707","182","182","182","4.078250885009766","4.078250885009766","4.078250885009766","5900","5900","5900"
"6000","4.084742069244385","4.084742069244385","4.084742069244385","183","183","183","4.023360252380371","4.023360252380371","4.023360252380371","183","183","183","4.061519622802734","4.061519622802734","4.061519622802734","183","183","183","6.425218105316162","6.425218105316162","6.425218105316162","183","183","183","4.11496114730835","4.11496114730835","4.11496114730835","5951","5951","5951"
"6050","4.153993129730225","4.153993129730225","4.153993129730225","184","184","184","4.0762481689453125","4.0762481689453125","4.0762481689453125","184","184","184","4.119927406311035","4.119927406311035","4.119927406311035","184","184","184","6.310951232910156","6.310951232910156","6.310951232910156","184","184","184","4.078766345977783","4.078766345977783","4.078766345977783","6000","6000","6000"
"6100","4.0321574211120605","4.0321574211120605","4.0321574211120605","185","185","185","3.9668538570404053","3.9668538570404053","3.9668538570404053","185","185","185","3.981992244720459","3.981992244720459","3.981992244720459","185","185","185","6.431405067443848","6.431405067443848","6.431405067443848","185","185","185","4.131793975830078","4.131793975830078","4.131793975830078","6050","6050","6050"
"6150","4.148339748382568","4.148339748382568","4.148339748382568","186","186","186","4.068353652954102","4.068353652954102","4.068353652954102","186","186","186","4.114967346191406","4.114967346191406","4.114967346191406","186","186","186","6.291456699371338","6.291456699371338","6.291456699371338","186","186","186","4.107903957366943","4.107903957366943","4.107903957366943","6100","6100","6100"
"6200","4.066041946411133","4.066041946411133","4.066041946411133","187","187","187","3.9917497634887695","3.9917497634887695","3.9917497634887695","187","187","187","4.034646987915039","4.034646987915039","4.034646987915039","187","187","187","6.294017791748047","6.294017791748047","6.294017791748047","187","187","187","4.06088924407959","4.06088924407959","4.06088924407959","6150","6150","6150"
"6250","4.2054595947265625","4.2054595947265625","4.2054595947265625","188","188","188","4.1298933029174805","4.1298933029174805","4.1298933029174805","188","188","188","4.182916641235352","4.182916641235352","4.182916641235352","188","188","188","6.2649078369140625","6.2649078369140625","6.2649078369140625","188","188","188","4.076021194458008","4.076021194458008","4.076021194458008","6201","6201","6201"
"6300","4.184473991394043","4.184473991394043","4.184473991394043","189","189","189","4.107672691345215","4.107672691345215","4.107672691345215","189","189","189","4.156560897827148","4.156560897827148","4.156560897827148","189","189","189","6.511663436889648","6.511663436889648","6.511663436889648","189","189","189","4.045086860656738","4.045086860656738","4.045086860656738","6250","6250","6250"
"6350","4.117799758911133","4.117799758911133","4.117799758911133","190","190","190","4.045089244842529","4.045089244842529","4.045089244842529","190","190","190","4.0889482498168945","4.0889482498168945","4.0889482498168945","190","190","190","6.259581565856934","6.259581565856934","6.259581565856934","190","190","190","4.134725570678711","4.134725570678711","4.134725570678711","6300","6300","6300"
"6400","4.282593250274658","4.282593250274658","4.282593250274658","191","191","191","4.191609859466553","4.191609859466553","4.191609859466553","191","191","191","4.226459503173828","4.226459503173828","4.226459503173828","191","191","191","6.426692962646484","6.426692962646484","6.426692962646484","191","191","191","4.134909152984619","4.134909152984619","4.134909152984619","6350","6350","6350"
"6450","3.9756531715393066","3.9756531715393066","3.9756531715393066","192","192","192","3.9183990955352783","3.9183990955352783","3.9183990955352783","192","192","192","3.994708776473999","3.994708776473999","3.994708776473999","192","192","192","6.367293834686279","6.367293834686279","6.367293834686279","192","192","192","4.015250205993652","4.015250205993652","4.015250205993652","6400","6400","6400"
"6500","4.131706237792969","4.131706237792969","4.131706237792969","193","193","193","4.048841953277588","4.048841953277588","4.048841953277588","193","193","193","4.090778827667236","4.090778827667236","4.090778827667236","193","193","193","6.352371692657471","6.352371692657471","6.352371692657471","193","193","193","4.052374839782715","4.052374839782715","4.052374839782715","6451","6451","6451"
"6550","4.132924556732178","4.132924556732178","4.132924556732178","194","194","194","4.066174507141113","4.066174507141113","4.066174507141113","194","194","194","4.088983535766602","4.088983535766602","4.088983535766602","194","194","194","6.368849754333496","6.368849754333496","6.368849754333496","194","194","194","4.230062484741211","4.230062484741211","4.230062484741211","6500","6500","6500"
"6600","4.065958499908447","4.065958499908447","4.065958499908447","195","195","195","4.03186559677124","4.03186559677124","4.03186559677124","195","195","195","4.0118727684021","4.0118727684021","4.0118727684021","195","195","195","6.375030040740967","6.375030040740967","6.375030040740967","195","195","195","4.053236484527588","4.053236484527588","4.053236484527588","6550","6550","6550"
"6650","4.108285903930664","4.108285903930664","4.108285903930664","196","196","196","4.040439605712891","4.040439605712891","4.040439605712891","196","196","196","4.096258163452148","4.096258163452148","4.096258163452148","196","196","196","6.335631847381592","6.335631847381592","6.335631847381592","196","196","196","4.111024379730225","4.111024379730225","4.111024379730225","6600","6600","6600"
"6700","4.114415168762207","4.114415168762207","4.114415168762207","197","197","197","4.041750907897949","4.041750907897949","4.041750907897949","197","197","197","4.083555221557617","4.083555221557617","4.083555221557617","197","197","197","6.470479965209961","6.470479965209961","6.470479965209961","197","197","197","4.067949295043945","4.067949295043945","4.067949295043945","6650","6650","6650"
"6750","4.066503524780273","4.066503524780273","4.066503524780273","198","198","198","3.9944896697998047","3.9944896697998047","3.9944896697998047","198","198","198","4.042732238769531","4.042732238769531","4.042732238769531","198","198","198","6.197421073913574","6.197421073913574","6.197421073913574","198","198","198","4.043906211853027","4.043906211853027","4.043906211853027","6701","6701","6701"
"6800","4.100097179412842","4.100097179412842","4.100097179412842","199","199","199","4.027215480804443","4.027215480804443","4.027215480804443","199","199","199","4.065269470214844","4.065269470214844","4.065269470214844","199","199","199","6.296006202697754","6.296006202697754","6.296006202697754","199","199","199","3.99552059173584","3.99552059173584","3.99552059173584","6750","6750","6750"
"6850","4.025309085845947","4.025309085845947","4.025309085845947","200","200","200","3.9613447189331055","3.9613447189331055","3.9613447189331055","200","200","200","4.000412940979004","4.000412940979004","4.000412940979004","200","200","200","6.227148056030273","6.227148056030273","6.227148056030273","200","200","200","3.9936795234680176","3.9936795234680176","3.9936795234680176","6800","6800","6800"
"6900","4.05342435836792","4.05342435836792","4.05342435836792","201","201","201","3.990204095840454","3.990204095840454","3.990204095840454","201","201","201","4.026075839996338","4.026075839996338","4.026075839996338","201","201","201","6.28428840637207","6.28428840637207","6.28428840637207","201","201","201","3.9670870304107666","3.9670870304107666","3.9670870304107666","6850","6850","6850"
"6950","4.015958309173584","4.015958309173584","4.015958309173584","202","202","202","3.967331647872925","3.967331647872925","3.967331647872925","202","202","202","3.9818978309631348","3.9818978309631348","3.9818978309631348","202","202","202","6.269455909729004","6.269455909729004","6.269455909729004","202","202","202","4.049462795257568","4.049462795257568","4.049462795257568","6900","6900","6900"
"7000","4.126980304718018","4.126980304718018","4.126980304718018","203","203","203","4.103955268859863","4.103955268859863","4.103955268859863","203","203","203","4.101212024688721","4.101212024688721","4.101212024688721","203","203","203","6.169839382171631","6.169839382171631","6.169839382171631","203","203","203","4.062314987182617","4.062314987182617","4.062314987182617","6951","6951","6951"
"7050","","","","","","","","","","","","","3.991304874420166","3.991304874420166","3.991304874420166","204","204","204","","","","","","","4.1445722579956055","4.1445722579956055","4.1445722579956055","7000","7000","7000"
"7100","","","","","","","","","","","","","4.093411922454834","4.093411922454834","4.093411922454834","205","205","205","","","","","","","","","","","",""
"7150","","","","","","","","","","","","","4.080235004425049","4.080235004425049","4.080235004425049","206","206","206","","","","","","","","","","","",""
"7200","","","","","","","","","","","","","4.029220104217529","4.029220104217529","4.029220104217529","207","207","207","","","","","","","","","","","",""
"7250","","","","","","","","","","","","","4.046304225921631","4.046304225921631","4.046304225921631","208","208","208","","","","","","","","","","","",""
