"iter","env1_muon - global_router/kl_divergence_from_uni","env1_muon - global_router/kl_divergence_from_uni__MIN","env1_muon - global_router/kl_divergence_from_uni__MAX","env1_muon - _step","env1_muon - _step__MIN","env1_muon - _step__MAX","env1_lion - global_router/kl_divergence_from_uni","env1_lion - global_router/kl_divergence_from_uni__MIN","env1_lion - global_router/kl_divergence_from_uni__MAX","env1_lion - _step","env1_lion - _step__MIN","env1_lion - _step__MAX","env1_adam - global_router/kl_divergence_from_uni","env1_adam - global_router/kl_divergence_from_uni__MIN","env1_adam - global_router/kl_divergence_from_uni__MAX","env1_adam - _step","env1_adam - _step__MIN","env1_adam - _step__MAX"," env1_sgd - global_router/kl_divergence_from_uni"," env1_sgd - global_router/kl_divergence_from_uni__MIN"," env1_sgd - global_router/kl_divergence_from_uni__MAX"," env1_sgd - _step"," env1_sgd - _step__MIN"," env1_sgd - _step__MAX","env1_adamw - global_router/kl_divergence_from_uni","env1_adamw - global_router/kl_divergence_from_uni__MIN","env1_adamw - global_router/kl_divergence_from_uni__MAX","env1_adamw - _step","env1_adamw - _step__MIN","env1_adamw - _step__MAX"
"3400","0.04570772498846054","0.04570772498846054","0.04570772498846054","68","68","68","0.026111429557204247","0.026111429557204247","0.026111429557204247","68","68","68","0.03383959922939539","0.03383959922939539","0.03383959922939539","68","68","68","0.0830356776714325","0.0830356776714325","0.0830356776714325","68","68","68","0.025554217863827944","0.025554217863827944","0.025554217863827944","3350","3350","3350"
"3450","0.0465948898345232","0.0465948898345232","0.0465948898345232","69","69","69","0.024535924196243286","0.024535924196243286","0.024535924196243286","69","69","69","0.031884404830634594","0.031884404830634594","0.031884404830634594","69","69","69","0.07686961814761162","0.07686961814761162","0.07686961814761162","69","69","69","0.02094982471317053","0.02094982471317053","0.02094982471317053","3400","3400","3400"
"3500","0.05167873576283455","0.05167873576283455","0.05167873576283455","70","70","70","0.026921767741441727","0.026921767741441727","0.026921767741441727","70","70","70","0.039826453663408756","0.039826453663408756","0.039826453663408756","70","70","70","0.0805269405245781","0.0805269405245781","0.0805269405245781","70","70","70","0.025233765598386526","0.025233765598386526","0.025233765598386526","3451","3451","3451"
"3550","0.03617364913225174","0.03617364913225174","0.03617364913225174","71","71","71","0.022964635863900185","0.022964635863900185","0.022964635863900185","71","71","71","0.033147918060421944","0.033147918060421944","0.033147918060421944","71","71","71","0.08612282574176788","0.08612282574176788","0.08612282574176788","71","71","71","0.022471779491752386","0.022471779491752386","0.022471779491752386","3500","3500","3500"
"3600","0.03930827975273132","0.03930827975273132","0.03930827975273132","72","72","72","0.024342145770788193","0.024342145770788193","0.024342145770788193","72","72","72","0.031923169270157814","0.031923169270157814","0.031923169270157814","72","72","72","0.07951414212584496","0.07951414212584496","0.07951414212584496","72","72","72","0.027749457396566868","0.027749457396566868","0.027749457396566868","3550","3550","3550"
"3650","0.04668678715825081","0.04668678715825081","0.04668678715825081","73","73","73","0.024626372382044792","0.024626372382044792","0.024626372382044792","73","73","73","0.03418252244591713","0.03418252244591713","0.03418252244591713","73","73","73","0.08056259900331497","0.08056259900331497","0.08056259900331497","73","73","73","0.02436000667512417","0.02436000667512417","0.02436000667512417","3600","3600","3600"
"3700","0.0405756626278162","0.0405756626278162","0.0405756626278162","74","74","74","0.020310157909989357","0.020310157909989357","0.020310157909989357","74","74","74","0.0357254883274436","0.0357254883274436","0.0357254883274436","74","74","74","0.0786971002817154","0.0786971002817154","0.0786971002817154","74","74","74","0.028875469230115414","0.028875469230115414","0.028875469230115414","3650","3650","3650"
"3750","0.039809536188840866","0.039809536188840866","0.039809536188840866","75","75","75","0.02193533070385456","0.02193533070385456","0.02193533070385456","75","75","75","0.0382481487467885","0.0382481487467885","0.0382481487467885","75","75","75","0.08081650361418724","0.08081650361418724","0.08081650361418724","75","75","75","0.027222262229770422","0.027222262229770422","0.027222262229770422","3701","3701","3701"
"3800","0.04721713066101074","0.04721713066101074","0.04721713066101074","76","76","76","0.02563880756497383","0.02563880756497383","0.02563880756497383","76","76","76","0.03803615178912878","0.03803615178912878","0.03803615178912878","76","76","76","0.07960096746683121","0.07960096746683121","0.07960096746683121","76","76","76","0.017847594805061817","0.017847594805061817","0.017847594805061817","3750","3750","3750"
"3850","0.0346933975815773","0.0346933975815773","0.0346933975815773","77","77","77","0.022509539499878883","0.022509539499878883","0.022509539499878883","77","77","77","0.03286314010620117","0.03286314010620117","0.03286314010620117","77","77","77","0.07824499160051346","0.07824499160051346","0.07824499160051346","77","77","77","0.022638582158833742","0.022638582158833742","0.022638582158833742","3800","3800","3800"
"3900","0.03918388485908508","0.03918388485908508","0.03918388485908508","78","78","78","0.024353129789233208","0.024353129789233208","0.024353129789233208","78","78","78","0.035927883349359035","0.035927883349359035","0.035927883349359035","78","78","78","0.07757038250565529","0.07757038250565529","0.07757038250565529","78","78","78","0.019286247435957193","0.019286247435957193","0.019286247435957193","3850","3850","3850"
"3950","0.03983945772051811","0.03983945772051811","0.03983945772051811","79","79","79","0.025960901752114296","0.025960901752114296","0.025960901752114296","79","79","79","0.03816740866750479","0.03816740866750479","0.03816740866750479","79","79","79","0.07585685700178146","0.07585685700178146","0.07585685700178146","79","79","79","0.02605304727330804","0.02605304727330804","0.02605304727330804","3900","3900","3900"
"4000","0.038796039298176765","0.038796039298176765","0.038796039298176765","80","80","80","0.018433041870594025","0.018433041870594025","0.018433041870594025","80","80","80","0.03680657967925072","0.03680657967925072","0.03680657967925072","80","80","80","0.0708957239985466","0.0708957239985466","0.0708957239985466","80","80","80","0.02497004857286811","0.02497004857286811","0.02497004857286811","3951","3951","3951"
"4050","0.038122013211250305","0.038122013211250305","0.038122013211250305","81","81","81","0.022203002125024796","0.022203002125024796","0.022203002125024796","81","81","81","0.03325650468468666","0.03325650468468666","0.03325650468468666","81","81","81","0.07723766565322876","0.07723766565322876","0.07723766565322876","81","81","81","0.02288073906674981","0.02288073906674981","0.02288073906674981","4000","4000","4000"
"4100","0.03407214768230915","0.03407214768230915","0.03407214768230915","82","82","82","0.02066953107714653","0.02066953107714653","0.02066953107714653","82","82","82","0.0316613782197237","0.0316613782197237","0.0316613782197237","82","82","82","0.07624154537916183","0.07624154537916183","0.07624154537916183","82","82","82","0.02383397752419114","0.02383397752419114","0.02383397752419114","4050","4050","4050"
"4150","0.0393592044711113","0.0393592044711113","0.0393592044711113","83","83","83","0.020232808776199818","0.020232808776199818","0.020232808776199818","83","83","83","0.034395080991089344","0.034395080991089344","0.034395080991089344","83","83","83","0.0815175324678421","0.0815175324678421","0.0815175324678421","83","83","83","0.02481162315234542","0.02481162315234542","0.02481162315234542","4100","4100","4100"
"4200","0.037505995482206345","0.037505995482206345","0.037505995482206345","84","84","84","0.019380027428269386","0.019380027428269386","0.019380027428269386","84","84","84","0.03857424855232239","0.03857424855232239","0.03857424855232239","84","84","84","0.07209914177656174","0.07209914177656174","0.07209914177656174","84","84","84","0.02508089505136013","0.02508089505136013","0.02508089505136013","4150","4150","4150"
"4250","0.03610651381313801","0.03610651381313801","0.03610651381313801","85","85","85","0.021367361769080162","0.021367361769080162","0.021367361769080162","85","85","85","0.03809113800525665","0.03809113800525665","0.03809113800525665","85","85","85","0.08050896599888802","0.08050896599888802","0.08050896599888802","85","85","85","0.029005050659179688","0.029005050659179688","0.029005050659179688","4201","4201","4201"
"4300","0.0342058977112174","0.0342058977112174","0.0342058977112174","86","86","86","0.019612517207860947","0.019612517207860947","0.019612517207860947","86","86","86","0.03515349142253399","0.03515349142253399","0.03515349142253399","86","86","86","0.07819924503564835","0.07819924503564835","0.07819924503564835","86","86","86","0.02238132245838642","0.02238132245838642","0.02238132245838642","4250","4250","4250"
"4350","0.039918821305036545","0.039918821305036545","0.039918821305036545","87","87","87","0.02211943082511425","0.02211943082511425","0.02211943082511425","87","87","87","0.035607464611530304","0.035607464611530304","0.035607464611530304","87","87","87","0.07770821824669838","0.07770821824669838","0.07770821824669838","87","87","87","0.023937304969877005","0.023937304969877005","0.023937304969877005","4300","4300","4300"
"4400","0.04009055159986019","0.04009055159986019","0.04009055159986019","88","88","88","0.020378733053803444","0.020378733053803444","0.020378733053803444","88","88","88","0.03757110144942999","0.03757110144942999","0.03757110144942999","88","88","88","0.07753908634185791","0.07753908634185791","0.07753908634185791","88","88","88","0.02067557629197836","0.02067557629197836","0.02067557629197836","4350","4350","4350"
"4450","0.034889889881014824","0.034889889881014824","0.034889889881014824","89","89","89","0.021107839420437813","0.021107839420437813","0.021107839420437813","89","89","89","0.0295043820515275","0.0295043820515275","0.0295043820515275","89","89","89","0.07513295859098434","0.07513295859098434","0.07513295859098434","89","89","89","0.021054920740425587","0.021054920740425587","0.021054920740425587","4400","4400","4400"
"4500","0.03239882364869118","0.03239882364869118","0.03239882364869118","90","90","90","0.018254965543746948","0.018254965543746948","0.018254965543746948","90","90","90","0.02870201040059328","0.02870201040059328","0.02870201040059328","90","90","90","0.0744558572769165","0.0744558572769165","0.0744558572769165","90","90","90","0.02406988199800253","0.02406988199800253","0.02406988199800253","4451","4451","4451"
"4550","0.03461294807493687","0.03461294807493687","0.03461294807493687","91","91","91","0.017358058132231236","0.017358058132231236","0.017358058132231236","91","91","91","0.03449668362736702","0.03449668362736702","0.03449668362736702","91","91","91","0.06827430985867977","0.06827430985867977","0.06827430985867977","91","91","91","0.021615067962557077","0.021615067962557077","0.021615067962557077","4500","4500","4500"
"4600","0.036491042003035545","0.036491042003035545","0.036491042003035545","92","92","92","0.0175737664103508","0.0175737664103508","0.0175737664103508","92","92","92","0.03911412786692381","0.03911412786692381","0.03911412786692381","92","92","92","0.07254972495138645","0.07254972495138645","0.07254972495138645","92","92","92","0.021767882630228996","0.021767882630228996","0.021767882630228996","4550","4550","4550"
"4650","0.035378484055399895","0.035378484055399895","0.035378484055399895","93","93","93","0.019792888313531876","0.019792888313531876","0.019792888313531876","93","93","93","0.02913246862590313","0.02913246862590313","0.02913246862590313","93","93","93","0.07187972962856293","0.07187972962856293","0.07187972962856293","93","93","93","0.021388942375779152","0.021388942375779152","0.021388942375779152","4600","4600","4600"
"4700","0.03351610340178013","0.03351610340178013","0.03351610340178013","94","94","94","0.01707194186747074","0.01707194186747074","0.01707194186747074","94","94","94","0.031770456582307816","0.031770456582307816","0.031770456582307816","94","94","94","0.0704671498388052","0.0704671498388052","0.0704671498388052","94","94","94","0.020558821968734264","0.020558821968734264","0.020558821968734264","4650","4650","4650"
"4750","0.037785738706588745","0.037785738706588745","0.037785738706588745","95","95","95","0.019941013306379318","0.019941013306379318","0.019941013306379318","95","95","95","0.03641209751367569","0.03641209751367569","0.03641209751367569","95","95","95","0.0682421363890171","0.0682421363890171","0.0682421363890171","95","95","95","0.02088366635143757","0.02088366635143757","0.02088366635143757","4701","4701","4701"
"4800","0.03625964745879173","0.03625964745879173","0.03625964745879173","96","96","96","0.015254638157784939","0.015254638157784939","0.015254638157784939","96","96","96","0.028794152662158012","0.028794152662158012","0.028794152662158012","96","96","96","0.07080229744315147","0.07080229744315147","0.07080229744315147","96","96","96","0.02273727487772703","0.02273727487772703","0.02273727487772703","4750","4750","4750"
"4850","0.03628550283610821","0.03628550283610821","0.03628550283610821","97","97","97","0.019620850682258606","0.019620850682258606","0.019620850682258606","97","97","97","0.03726574219763279","0.03726574219763279","0.03726574219763279","97","97","97","0.074063241481781","0.074063241481781","0.074063241481781","97","97","97","0.025059282779693604","0.025059282779693604","0.025059282779693604","4800","4800","4800"
"4900","0.03600948955863714","0.03600948955863714","0.03600948955863714","98","98","98","0.016138209030032158","0.016138209030032158","0.016138209030032158","98","98","98","0.027745632454752922","0.027745632454752922","0.027745632454752922","98","98","98","0.07221159338951111","0.07221159338951111","0.07221159338951111","98","98","98","0.02308788662776351","0.02308788662776351","0.02308788662776351","4850","4850","4850"
"4950","0.034352838061749935","0.034352838061749935","0.034352838061749935","99","99","99","0.01969600562006235","0.01969600562006235","0.01969600562006235","99","99","99","0.03484870679676533","0.03484870679676533","0.03484870679676533","99","99","99","0.07519089058041573","0.07519089058041573","0.07519089058041573","99","99","99","0.017980884294956923","0.017980884294956923","0.017980884294956923","4900","4900","4900"
"4955","0.03953567333519459","0.03953567333519459","0.03953567333519459","100","100","100","0.016907534562051296","0.016907534562051296","0.016907534562051296","100","100","100","0.0277847396209836","0.0277847396209836","0.0277847396209836","100","100","100","0.0676792785525322","0.0676792785525322","0.0676792785525322","100","100","100","0.02459851559251547","0.02459851559251547","0.02459851559251547","4950","4950","4950"
"4960","0.03744050860404968","0.03744050860404968","0.03744050860404968","101","101","101","0.017124194651842117","0.017124194651842117","0.017124194651842117","101","101","101","0.03281790763139725","0.03281790763139725","0.03281790763139725","101","101","101","0.0665084719657898","0.0665084719657898","0.0665084719657898","101","101","101","0.025385639164596796","0.025385639164596796","0.025385639164596796","4955","4955","4955"
"4965","0.039730239659547806","0.039730239659547806","0.039730239659547806","102","102","102","0.02184488996863365","0.02184488996863365","0.02184488996863365","102","102","102","0.03650576062500477","0.03650576062500477","0.03650576062500477","102","102","102","0.07385828532278538","0.07385828532278538","0.07385828532278538","102","102","102","0.021760829724371433","0.021760829724371433","0.021760829724371433","4960","4960","4960"
"4970","0.043048227205872536","0.043048227205872536","0.043048227205872536","103","103","103","0.016460202634334564","0.016460202634334564","0.016460202634334564","103","103","103","0.035404639318585396","0.035404639318585396","0.035404639318585396","103","103","103","0.07202866673469543","0.07202866673469543","0.07202866673469543","103","103","103","0.019305887166410685","0.019305887166410685","0.019305887166410685","4965","4965","4965"
"4975","0.035625459626317024","0.035625459626317024","0.035625459626317024","104","104","104","0.018173552118241787","0.018173552118241787","0.018173552118241787","104","104","104","0.029357999563217163","0.029357999563217163","0.029357999563217163","104","104","104","0.07075012475252151","0.07075012475252151","0.07075012475252151","104","104","104","0.02407697169110179","0.02407697169110179","0.02407697169110179","4970","4970","4970"
"4980","0.03264977037906647","0.03264977037906647","0.03264977037906647","105","105","105","0.016749996691942215","0.016749996691942215","0.016749996691942215","105","105","105","0.03362542577087879","0.03362542577087879","0.03362542577087879","105","105","105","0.06988595612347126","0.06988595612347126","0.06988595612347126","105","105","105","0.019545005168765783","0.019545005168765783","0.019545005168765783","4975","4975","4975"
"4985","0.043421169742941856","0.043421169742941856","0.043421169742941856","106","106","106","0.0185996200889349","0.0185996200889349","0.0185996200889349","106","106","106","0.03874858841300011","0.03874858841300011","0.03874858841300011","106","106","106","0.07019472122192383","0.07019472122192383","0.07019472122192383","106","106","106","0.024040168151259422","0.024040168151259422","0.024040168151259422","4980","4980","4980"
"4990","0.034366222098469734","0.034366222098469734","0.034366222098469734","107","107","107","0.016337948851287365","0.016337948851287365","0.016337948851287365","107","107","107","0.030996832065284252","0.030996832065284252","0.030996832065284252","107","107","107","0.07321658357977867","0.07321658357977867","0.07321658357977867","107","107","107","0.026379648130387068","0.026379648130387068","0.026379648130387068","4985","4985","4985"
"4995","0.03229549340903759","0.03229549340903759","0.03229549340903759","108","108","108","0.018983373418450356","0.018983373418450356","0.018983373418450356","108","108","108","0.031319295056164265","0.031319295056164265","0.031319295056164265","108","108","108","0.07379611767828465","0.07379611767828465","0.07379611767828465","108","108","108","0.020164904883131385","0.020164904883131385","0.020164904883131385","4990","4990","4990"
"5000","0.18247036077082157","0.18247036077082157","0.18247036077082157","109","109","109","0.04161669500172138","0.04161669500172138","0.04161669500172138","109","109","109","0.042748695239424706","0.042748695239424706","0.042748695239424706","109","109","109","0.13360930792987347","0.13360930792987347","0.13360930792987347","109","109","109","0.028128789737820625","0.028128789737820625","0.028128789737820625","4996","4996","4996"
"5005","0.1642696037888527","0.1642696037888527","0.1642696037888527","110","110","110","0.04688932001590729","0.04688932001590729","0.04688932001590729","110","110","110","0.04169149324297905","0.04169149324297905","0.04169149324297905","110","110","110","0.11112851463258266","0.11112851463258266","0.11112851463258266","110","110","110","0.03564542252570391","0.03564542252570391","0.03564542252570391","5000","5000","5000"
"5010","0.14415048249065876","0.14415048249065876","0.14415048249065876","111","111","111","0.05068226717412472","0.05068226717412472","0.05068226717412472","111","111","111","0.029345441609621048","0.029345441609621048","0.029345441609621048","111","111","111","0.10869492217898369","0.10869492217898369","0.10869492217898369","111","111","111","0.020082615315914154","0.020082615315914154","0.020082615315914154","5005","5005","5005"
"5015","0.0984535152092576","0.0984535152092576","0.0984535152092576","112","112","112","0.04626652039587498","0.04626652039587498","0.04626652039587498","112","112","112","0.04070327989757061","0.04070327989757061","0.04070327989757061","112","112","112","0.12595410645008087","0.12595410645008087","0.12595410645008087","112","112","112","0.02453969046473503","0.02453969046473503","0.02453969046473503","5010","5010","5010"
"5020","0.08274324098601937","0.08274324098601937","0.08274324098601937","113","113","113","0.048098670318722725","0.048098670318722725","0.048098670318722725","113","113","113","0.03814171254634857","0.03814171254634857","0.03814171254634857","113","113","113","0.12645047903060913","0.12645047903060913","0.12645047903060913","113","113","113","0.017349665518850088","0.017349665518850088","0.017349665518850088","5015","5015","5015"
"5025","0.06928906589746475","0.06928906589746475","0.06928906589746475","114","114","114","0.041317546740174294","0.041317546740174294","0.041317546740174294","114","114","114","0.03147147595882416","0.03147147595882416","0.03147147595882416","114","114","114","0.11785423010587692","0.11785423010587692","0.11785423010587692","114","114","114","0.01753904391080141","0.01753904391080141","0.01753904391080141","5020","5020","5020"
"5030","0.08151015546172857","0.08151015546172857","0.08151015546172857","115","115","115","0.041460033506155014","0.041460033506155014","0.041460033506155014","115","115","115","0.02848148997873068","0.02848148997873068","0.02848148997873068","115","115","115","0.10166119411587715","0.10166119411587715","0.10166119411587715","115","115","115","0.01874316157773137","0.01874316157773137","0.01874316157773137","5025","5025","5025"
"5035","0.08935680985450745","0.08935680985450745","0.08935680985450745","116","116","116","0.03682715818285942","0.03682715818285942","0.03682715818285942","116","116","116","0.032389745116233826","0.032389745116233826","0.032389745116233826","116","116","116","0.08720513619482517","0.08720513619482517","0.08720513619482517","116","116","116","0.01860386272892356","0.01860386272892356","0.01860386272892356","5030","5030","5030"
"5040","0.08473963104188442","0.08473963104188442","0.08473963104188442","117","117","117","0.04107045941054821","0.04107045941054821","0.04107045941054821","117","117","117","0.030133584514260292","0.030133584514260292","0.030133584514260292","117","117","117","0.07707798480987549","0.07707798480987549","0.07707798480987549","117","117","117","0.018919385969638824","0.018919385969638824","0.018919385969638824","5035","5035","5035"
"5045","0.08403626829385757","0.08403626829385757","0.08403626829385757","118","118","118","0.03519102651625872","0.03519102651625872","0.03519102651625872","118","118","118","0.03431597910821438","0.03431597910821438","0.03431597910821438","118","118","118","0.0740400105714798","0.0740400105714798","0.0740400105714798","118","118","118","0.018386490643024445","0.018386490643024445","0.018386490643024445","5040","5040","5040"
"5050","0.07358521968126297","0.07358521968126297","0.07358521968126297","119","119","119","0.039000049233436584","0.039000049233436584","0.039000049233436584","119","119","119","0.0297868512570858","0.0297868512570858","0.0297868512570858","119","119","119","0.07722076028585434","0.07722076028585434","0.07722076028585434","119","119","119","0.01617784332484007","0.01617784332484007","0.01617784332484007","5045","5045","5045"
"5055","0.07209481298923492","0.07209481298923492","0.07209481298923492","120","120","120","0.03394135553389788","0.03394135553389788","0.03394135553389788","120","120","120","0.026040438562631607","0.026040438562631607","0.026040438562631607","120","120","120","0.08399927616119385","0.08399927616119385","0.08399927616119385","120","120","120","0.016565299592912197","0.016565299592912197","0.016565299592912197","5050","5050","5050"
"5060","0.0781036801636219","0.0781036801636219","0.0781036801636219","121","121","121","0.035905138589441776","0.035905138589441776","0.035905138589441776","121","121","121","0.026349378749728203","0.026349378749728203","0.026349378749728203","121","121","121","0.08343550935387611","0.08343550935387611","0.08343550935387611","121","121","121","0.01670998428016901","0.01670998428016901","0.01670998428016901","5055","5055","5055"
"5065","0.08008650690317154","0.08008650690317154","0.08008650690317154","122","122","122","0.030058007687330246","0.030058007687330246","0.030058007687330246","122","122","122","0.026083825156092644","0.026083825156092644","0.026083825156092644","122","122","122","0.08455073088407516","0.08455073088407516","0.08455073088407516","122","122","122","0.019755573943257332","0.019755573943257332","0.019755573943257332","5060","5060","5060"
"5070","0.07303165458142757","0.07303165458142757","0.07303165458142757","123","123","123","0.031937635503709316","0.031937635503709316","0.031937635503709316","123","123","123","0.03060288354754448","0.03060288354754448","0.03060288354754448","123","123","123","0.07944749295711517","0.07944749295711517","0.07944749295711517","123","123","123","0.01808252278715372","0.01808252278715372","0.01808252278715372","5065","5065","5065"
"5075","0.07578271627426147","0.07578271627426147","0.07578271627426147","124","124","124","0.024521654471755028","0.024521654471755028","0.024521654471755028","124","124","124","0.02353103645145893","0.02353103645145893","0.02353103645145893","124","124","124","0.07942471280694008","0.07942471280694008","0.07942471280694008","124","124","124","0.017972854897379875","0.017972854897379875","0.017972854897379875","5070","5070","5070"
"5080","0.08334159292280674","0.08334159292280674","0.08334159292280674","125","125","125","0.029841147363185883","0.029841147363185883","0.029841147363185883","125","125","125","0.028084537014365196","0.028084537014365196","0.028084537014365196","125","125","125","0.0835832953453064","0.0835832953453064","0.0835832953453064","125","125","125","0.01657435391098261","0.01657435391098261","0.01657435391098261","5075","5075","5075"
"5085","0.06647204793989658","0.06647204793989658","0.06647204793989658","126","126","126","0.02245154418051243","0.02245154418051243","0.02245154418051243","126","126","126","0.02592303417623043","0.02592303417623043","0.02592303417623043","126","126","126","0.08409840054810047","0.08409840054810047","0.08409840054810047","126","126","126","0.018737508915364742","0.018737508915364742","0.018737508915364742","5080","5080","5080"
"5090","0.07275074534118176","0.07275074534118176","0.07275074534118176","127","127","127","0.024841894395649433","0.024841894395649433","0.024841894395649433","127","127","127","0.027317959815263748","0.027317959815263748","0.027317959815263748","127","127","127","0.08692486025393009","0.08692486025393009","0.08692486025393009","127","127","127","0.018789680674672127","0.018789680674672127","0.018789680674672127","5085","5085","5085"
"5095","0.07690962869673967","0.07690962869673967","0.07690962869673967","128","128","128","0.021656169556081295","0.021656169556081295","0.021656169556081295","128","128","128","0.024778226390480995","0.024778226390480995","0.024778226390480995","128","128","128","0.08950770273804665","0.08950770273804665","0.08950770273804665","128","128","128","0.014395995065569878","0.014395995065569878","0.014395995065569878","5090","5090","5090"
"5100","0.05960647203028202","0.05960647203028202","0.05960647203028202","129","129","129","0.012762773782014847","0.012762773782014847","0.012762773782014847","129","129","129","0.04102811589837074","0.04102811589837074","0.04102811589837074","129","129","129","0.07057042233645916","0.07057042233645916","0.07057042233645916","129","129","129","0.03653629124164581","0.03653629124164581","0.03653629124164581","5095","5095","5095"
"5105","0.054846907034516335","0.054846907034516335","0.054846907034516335","130","130","130","0.011515028774738312","0.011515028774738312","0.011515028774738312","130","130","130","0.03798503801226616","0.03798503801226616","0.03798503801226616","130","130","130","0.08117315173149109","0.08117315173149109","0.08117315173149109","130","130","130","0.02093002526089549","0.02093002526089549","0.02093002526089549","5100","5100","5100"
"5110","0.06826058402657509","0.06826058402657509","0.06826058402657509","131","131","131","0.010103782638907433","0.010103782638907433","0.010103782638907433","131","131","131","0.04366695694625378","0.04366695694625378","0.04366695694625378","131","131","131","0.05750958435237408","0.05750958435237408","0.05750958435237408","131","131","131","0.02525128424167633","0.02525128424167633","0.02525128424167633","5105","5105","5105"
"5115","0.056977659463882446","0.056977659463882446","0.056977659463882446","132","132","132","0.011375735513865948","0.011375735513865948","0.011375735513865948","132","132","132","0.0445947740226984","0.0445947740226984","0.0445947740226984","132","132","132","0.05627518706023693","0.05627518706023693","0.05627518706023693","132","132","132","0.02325706137344241","0.02325706137344241","0.02325706137344241","5110","5110","5110"
"5120","0.05231195315718651","0.05231195315718651","0.05231195315718651","133","133","133","0.010216130875051022","0.010216130875051022","0.010216130875051022","133","133","133","0.05224993824958801","0.05224993824958801","0.05224993824958801","133","133","133","0.05956282094120979","0.05956282094120979","0.05956282094120979","133","133","133","0.03170253522694111","0.03170253522694111","0.03170253522694111","5115","5115","5115"
"5125","0.04400312900543213","0.04400312900543213","0.04400312900543213","134","134","134","0.013845762237906456","0.013845762237906456","0.013845762237906456","134","134","134","0.04728567134588957","0.04728567134588957","0.04728567134588957","134","134","134","0.06261861138045788","0.06261861138045788","0.06261861138045788","134","134","134","0.029345465824007988","0.029345465824007988","0.029345465824007988","5120","5120","5120"
"5130","0.039981741458177567","0.039981741458177567","0.039981741458177567","135","135","135","0.009666623082011938","0.009666623082011938","0.009666623082011938","135","135","135","0.04470004793256521","0.04470004793256521","0.04470004793256521","135","135","135","0.06493847817182541","0.06493847817182541","0.06493847817182541","135","135","135","0.025676219258457422","0.025676219258457422","0.025676219258457422","5125","5125","5125"
"5135","0.03441727161407471","0.03441727161407471","0.03441727161407471","136","136","136","0.01175178773701191","0.01175178773701191","0.01175178773701191","136","136","136","0.038158087991178036","0.038158087991178036","0.038158087991178036","136","136","136","0.06110331788659096","0.06110331788659096","0.06110331788659096","136","136","136","0.029983513057231903","0.029983513057231903","0.029983513057231903","5130","5130","5130"
"5140","0.042797934263944626","0.042797934263944626","0.042797934263944626","137","137","137","0.013676272705197334","0.013676272705197334","0.013676272705197334","137","137","137","0.04717145673930645","0.04717145673930645","0.04717145673930645","137","137","137","0.07064103707671165","0.07064103707671165","0.07064103707671165","137","137","137","0.028854933567345142","0.028854933567345142","0.028854933567345142","5135","5135","5135"
"5145","0.04125554673373699","0.04125554673373699","0.04125554673373699","138","138","138","0.010541064664721489","0.010541064664721489","0.010541064664721489","138","138","138","0.045537469908595085","0.045537469908595085","0.045537469908595085","138","138","138","0.06601275876164436","0.06601275876164436","0.06601275876164436","138","138","138","0.028641561046242714","0.028641561046242714","0.028641561046242714","5140","5140","5140"
"5150","0.04293318651616573","0.04293318651616573","0.04293318651616573","139","139","139","0.010486657731235027","0.010486657731235027","0.010486657731235027","139","139","139","0.04298600181937218","0.04298600181937218","0.04298600181937218","139","139","139","0.06732462346553802","0.06732462346553802","0.06732462346553802","139","139","139","0.02003994258120656","0.02003994258120656","0.02003994258120656","5145","5145","5145"
"5155","0.04049977660179138","0.04049977660179138","0.04049977660179138","140","140","140","0.013998512178659439","0.013998512178659439","0.013998512178659439","140","140","140","0.03997165244072676","0.03997165244072676","0.03997165244072676","140","140","140","0.06836774200201035","0.06836774200201035","0.06836774200201035","140","140","140","0.029930980876088142","0.029930980876088142","0.029930980876088142","5150","5150","5150"
"5160","0.04019162803888321","0.04019162803888321","0.04019162803888321","141","141","141","0.012888322584331036","0.012888322584331036","0.012888322584331036","141","141","141","0.044480856508016586","0.044480856508016586","0.044480856508016586","141","141","141","0.07175557315349579","0.07175557315349579","0.07175557315349579","141","141","141","0.026857133489102125","0.026857133489102125","0.026857133489102125","5155","5155","5155"
"5165","0.035871125757694244","0.035871125757694244","0.035871125757694244","142","142","142","0.011666732374578714","0.011666732374578714","0.011666732374578714","142","142","142","0.03776858653873205","0.03776858653873205","0.03776858653873205","142","142","142","0.07068772241473198","0.07068772241473198","0.07068772241473198","142","142","142","0.03032321436330676","0.03032321436330676","0.03032321436330676","5160","5160","5160"
"5170","0.04124187305569649","0.04124187305569649","0.04124187305569649","143","143","143","0.012294963002204895","0.012294963002204895","0.012294963002204895","143","143","143","0.04280076548457146","0.04280076548457146","0.04280076548457146","143","143","143","0.07203623279929161","0.07203623279929161","0.07203623279929161","143","143","143","0.0202463548630476","0.0202463548630476","0.0202463548630476","5165","5165","5165"
"5175","0.04124371521174908","0.04124371521174908","0.04124371521174908","144","144","144","0.011701397132128477","0.011701397132128477","0.011701397132128477","144","144","144","0.043574560433626175","0.043574560433626175","0.043574560433626175","144","144","144","0.07227335497736931","0.07227335497736931","0.07227335497736931","144","144","144","0.02303180191665888","0.02303180191665888","0.02303180191665888","5170","5170","5170"
